class,seed_index,level,time_change_pct,sale_gold_change,sale_gold_change_pct
CLERIC,17,21,-0.03575578796817247,712,0.009408272514321858
CLERIC,17,22,-0.1299545159194282,506,0.005788600757927753
CLERIC,17,23,-0.12617828249090746,506,0.0050393126138637
CLERIC,17,24,-0.10889539236370593,506,0.00440204982405934
CLERIC,17,25,-0.10661649419880792,506,0.0038631044059656006
CLERIC,17,26,-0.09287745980147699,506,0.003424356936565509
CLERIC,17,27,-0.0915849585173989,506,0.003040726687997264
CLERIC,17,28,-0.08522584849851578,506,0.0027154943315954583
CLERIC,17,29,-0.07478033277248386,506,0.002437114381437233
CLERIC,17,30,-0.06556230604484181,807,0.003495904744688083
CLERIC,17,31,-0.0982921734856812,-1037,-0.004058039116361378
CLERIC,17,32,-0.11156849921132306,-704,-0.0024962965101016366
CLERIC,17,33,-0.10502299641472757,277,0.0008934829034412672
CLERIC,17,34,-0.0990640158502476,13042,0.03837861560722633
CLERIC,17,35,-0.0967898048072291,298,0.0008014276384527008
CLERIC,17,36,-0.11602344894968697,1051,0.0025902789861032005
CLERIC,17,37,-0.10711597475536738,286,0.0006479166681394588
CLERIC,17,38,-0.1016846676010652,-533,-0.0011100554823673114
CLERIC,17,39,-0.09928410931703269,-8569,-0.01647112309762777
CLERIC,17,40,-0.09950248756218638,1820,0.0032339250823909538
CLERIC,17,41,-0.09487440999976782,-704,-0.0011591652047893142
CLERIC,17,42,-0.08377484943169478,-2461,-0.003760389565965472
CLERIC,17,43,-0.0843735802522505,-2417,-0.0034304798775863787
CLERIC,17,44,-0.08070022968527102,-2417,-0.0031957220005374154
CLERIC,17,45,-0.07928013636183673,-2904,-0.003579699538702741
CLERIC,17,46,-0.07411630558722404,-995,-0.0011455129039217304
CLERIC,17,47,-0.06930006930007115,1416,0.0015256593272505725
CLERIC,17,48,-0.06832156684126733,1426,0.0014415634651543385
CLERIC,17,49,-0.0656941683792045,2914,0.0027638178681899106
CLERIC,17,50,-0.06159631718861691,4993,0.004448096006881563
CLERIC,17,51,-0.06245218504582484,4459,0.0037375145931939358
CLERIC,17,52,-0.060205602131280234,5528,0.0043641968365149
CLERIC,17,53,-0.058076225045367025,6618,0.004929684141474766
CLERIC,17,54,-0.05745757248762917,7764,0.0054565832971142925
CLERIC,17,55,-0.052788305360040866,7797,0.00517706419400632
CLERIC,17,56,-0.04971479407609447,7797,0.0048933762068381625
CLERIC,17,57,-0.048021028155487144,6603,0.003926976226709122
CLERIC,17,58,-0.04518587269796148,7206,0.004062282743122481
CLERIC,17,59,-0.043693390489008,5965,0.0031885333647840852
CLERIC,17,60,-0.042279432769987135,6592,0.00334502532675085
CLERIC,17,61,-0.03983578802934096,7868,0.003793931318507582
CLERIC,17,62,-0.03757783981104268,10459,0.00480595520480076
CLERIC,17,63,-0.03540265311647861,10481,0.00458423394948948
CLERIC,17,64,-0.035361036179393235,9774,0.004073593199649395
CLERIC,17,65,-0.03334281315275911,11863,0.0047159851510825135
CLERIC,17,66,-0.03333714329256665,11166,0.004233833317357494
CLERIC,17,67,-0.032401107192114864,11875,0.00430251853855701
CLERIC,17,68,-0.031537498085221216,11875,0.0041198407160880635
CLERIC,17,69,-0.03068291400017964,11875,0.003943141329854072
CLERIC,17,70,-0.029013457124082986,11875,0.0037758117391817336
CLERIC,17,71,-0.02825727417036239,11875,0.0036172166597570055
CLERIC,17,72,-0.029955633278277993,11875,0.003467582870109176
CLERIC,17,73,-0.030008686725102596,11875,0.003330652104627241
CLERIC,17,74,-0.029238191233160737,11875,0.0031967674890109876
CLERIC,17,75,-0.027746115543825223,11875,0.0030713760931222467
CLERIC,17,76,-0.026325218828382457,11875,0.002949484981673578
CLERIC,17,77,-0.025679801409539404,11875,0.0028346709363802347
CLERIC,17,78,-0.025081689669825824,11875,0.002731496816421597
CLERIC,17,79,-0.02517075294565796,11875,0.002630496080713307
CLERIC,17,80,-0.023921537357463052,11875,0.0025336656097163512
CLERIC,17,81,-0.0233752572901591,11875,0.002440480126919553
CLERIC,17,82,-0.02411657189277383,11875,0.0023527304231052426
CLERIC,17,83,-0.02297708501521889,11875,0.002271466380654452
CLERIC,17,84,-0.022474503586811245,11875,0.002191737047607667
CLERIC,17,85,-0.021988862938071563,11875,0.0021156097775865135
CLERIC,17,86,-0.022102789604705464,11875,0.00204276379351942
CLERIC,17,87,-0.022774892957999615,11875,0.0019723924453707298
CLERIC,17,88,-0.023431615944657924,11875,0.0019079971119273509
CLERIC,17,89,-0.021303326596389116,11875,0.0018454372644471917
CLERIC,17,90,-0.020327703985834056,11875,0.0017846905523200007
CLERIC,17,91,-0.020962712575012254,11875,0.001727236506798846
CLERIC,17,92,-0.020543899745772976,11875,0.001672242587646977
CLERIC,17,93,-0.020648670427070304,11875,0.001620517693434742
CLERIC,17,94,-0.019750648068139753,11875,0.0015693216014689426
CLERIC,17,95,-0.019367552570803692,11875,0.0015203676594355287
CLERIC,17,96,-0.020422217472870763,11875,0.0014730605544466258
CLERIC,17,97,-0.019583980304116455,11875,0.0014290446078035757
CLERIC,17,98,-0.019224255517824584,11875,0.001386325666774546
CLERIC,17,99,-0.01932436622820166,11875,0.001345249286810457
CLERIC,17,100,-0.019416875912925402,11875,0.0013054799947509466
CLERIC,18,1,,0,
CLERIC,18,2,0.0,0,0.0
CLERIC,18,3,0.0,0,0.0
CLERIC,18,4,0.0,0,0.0
CLERIC,18,5,0.0,0,0.0
CLERIC,18,6,0.0,0,0.0
CLERIC,18,7,0.0,0,0.0
CLERIC,18,8,0.0,0,0.0
CLERIC,18,9,0.0,0,0.0
CLERIC,18,10,0.0,0,0.0
CLERIC,18,11,0.0,0,0.0
CLERIC,18,12,0.0,0,0.0
CLERIC,18,13,0.0,0,0.0
CLERIC,18,14,0.0,0,0.0
CLERIC,18,15,0.0,0,0.0
CLERIC,18,16,0.0,0,0.0
CLERIC,18,17,0.0,1,2.57225529320948e-05
CLERIC,18,18,0.0,162,0.003493253169639665
CLERIC,18,19,0.0,1124,0.020399999709619365
CLERIC,18,20,0.0,1344,0.020748056992325736
CLERIC,18,21,0.0,3842,0.050968453684507864
CLERIC,18,22,-0.016162922256346413,4079,0.046721842501451505
CLERIC,18,23,-0.15482158655264477,4809,0.04797484597720558
CLERIC,18,24,-0.2768399729912274,4613,0.04037810997008506
CLERIC,18,25,-0.2922158666998298,4376,0.03372651128836779
CLERIC,18,26,-0.28762080073631013,4118,0.02806394299217363
CLERIC,18,27,-0.2616962187566796,3397,0.020553765765130017
CLERIC,18,28,-0.25832091405861846,3707,0.02001079298070696
CLERIC,18,29,-0.1854857407836752,4296,0.020799033406548872
CLERIC,18,30,-0.17758142758143025,4596,0.01999677336659289
CLERIC,18,31,-0.16204172574437736,3105,0.012206981339701883
CLERIC,18,32,-0.14839053344494202,3447,0.012280710317424948
CLERIC,18,33,-0.1395948170950012,3447,0.011154076399111368
CLERIC,18,34,-0.11480668580111653,3790,0.011168103472147806
CLERIC,18,35,-0.10834926704907932,3790,0.010196421002417466
CLERIC,18,36,-0.07236980972771256,4155,0.010253326254305861
CLERIC,18,37,-0.0428890032595608,4156,0.009424015338921343
CLERIC,18,38,0.0027164316953154355,4532,0.009454158761768028
CLERIC,18,39,0.03101496472048826,5306,0.010216317920419549
CLERIC,18,40,-0.004921744266173089,3715,0.006619325276058241
CLERIC,18,41,0.007037958053768278,3285,0.005423500249457369
CLERIC,18,42,-0.04926439304028252,2876,0.0044088775908335265
CLERIC,18,43,-0.05351485572394621,2897,0.004127368571027468
CLERIC,18,44,-0.05940675188462752,1097,0.0014541347732377474
CLERIC,18,45,-0.05494828973447996,3871,0.00478904450706974
CLERIC,18,46,-0.05458207073083532,3406,0.003937532469322491
CLERIC,18,47,-0.054211315708629915,4866,0.005259320776129783
CLERIC,18,48,-0.052086950482677086,3904,0.003956724742049111
CLERIC,18,49,-0.0500935078813769,2376,0.002260084922700578
CLERIC,18,50,-0.0498168027254664,1867,0.0016689797575963894
CLERIC,18,51,-0.0464511334076545,2399,0.002016426928297399
CLERIC,18,52,-0.0447861461521204,1323,0.0010471016226976104
CLERIC,18,53,-0.043207742827511275,2431,0.001814227899088472
CLERIC,18,54,-0.04172403721783846,4687,0.003300044820631065
CLERIC,18,55,-0.03896854297961161,2986,0.0019865385600725816
CLERIC,18,56,-0.040275955254709395,1794,0.001128695460761442
CLERIC,18,57,-0.036402892147013866,4154,0.002473717643303175
CLERIC,18,58,-0.03640599970875513,6024,0.003398383991681797
CLERIC,18,59,-0.03521457413842022,6024,0.003223283786391029
CLERIC,18,60,-0.03295117544797055,6651,0.0033797557256187716
CLERIC,18,61,-0.030813588792655278,6012,0.0029035500932250713
CLERIC,18,62,-0.02990015484009012,6002,0.0027621466422544927
CLERIC,18,63,-0.02900472362642459,7988,0.0035019927469903678
CLERIC,18,64,-0.02814692695872756,12009,0.0050138414631639705
CLERIC,18,65,-0.02830317581151709,12009,0.004780620132693869
CLERIC,18,66,-0.025597754982076282,13361,0.005077644349560373
CLERIC,18,67,-0.024881352808370227,16209,0.00588634144682576
CLERIC,18,68,-0.024222632910486652,16166,0.005619588267591347
CLERIC,18,69,-0.02357152210921143,16166,0.005378603693584338
CLERIC,18,70,-0.023794955469436108,16166,0.005148541308619414
CLERIC,18,71,-0.021520328433322078,16166,0.0049339463883191215
CLERIC,18,72,-0.02016177810753028,15430,0.004513723228072308
CLERIC,18,73,-0.020453919679030985,15386,0.004321853284849908
CLERIC,18,74,-0.02069520561069904,19378,0.005223904195239548
CLERIC,18,75,-0.019426035370329053,21012,0.005441479096157664
CLERIC,18,76,-0.019672274479232144,17782,0.004424181627360468
CLERIC,18,77,-0.019191675077834258,19454,0.004652251817227615
CLERIC,18,78,-0.01944160920976934,19466,0.004482220624635325
CLERIC,18,79,-0.018307194727529286,20310,0.0045015283453464505
CLERIC,18,80,-0.017220139615592434,20310,0.004334517023552031
CLERIC,18,81,-0.017474710211051736,20310,0.0041759285770881505
CLERIC,18,82,-0.017080283659232087,23022,0.004560017522736715
CLERIC,18,83,-0.015475276697951568,22172,0.004240874843586262
CLERIC,18,84,-0.016348773841956543,22172,0.004092291373525292
CLERIC,18,85,-0.01599497639259706,24033,0.004281443401432661
CLERIC,18,86,-0.01739473287488691,24033,0.004133259960936719
CLERIC,18,87,-0.016462120094007382,25000,0.004152955221248256
CLERIC,18,88,-0.01613055739418945,24730,0.003974134966888698
CLERIC,18,89,-0.015794088653853233,23737,0.003688254749256714
CLERIC,18,90,-0.01600170684873392,23737,0.0035674466771107305
CLERIC,18,91,-0.01358617554383379,26667,0.00387752952055731
CLERIC,18,92,-0.012803244854375784,28708,0.004040476539168836
CLERIC,18,93,-0.01355952632055013,26665,0.003636469960177635
CLERIC,18,94,-0.013294140238406804,22469,0.0029679841179408584
CLERIC,18,95,-0.012553654803459935,18244,0.0023346319913519764
CLERIC,18,96,-0.013261343184611807,18244,0.002262573637556997
CLERIC,18,97,-0.012554577538470557,12817,0.0015427909475729251
CLERIC,18,98,-0.012779611043411965,5058,0.0005905329160338368
CLERIC,18,99,-0.01165067685952037,3946,0.00044701795578472314
CLERIC,18,100,-0.012319985216013851,-20012,-0.0022006270051666554
CLERIC,19,1,,0,
CLERIC,19,2,0.0,0,0.0
CLERIC,19,3,0.0,0,0.0
CLERIC,19,4,0.0,0,0.0
CLERIC,19,5,0.0,0,0.0
CLERIC,19,6,0.0,0,0.0
CLERIC,19,7,0.0,0,0.0
CLERIC,19,8,0.0,0,0.0
CLERIC,19,9,0.0,0,0.0
CLERIC,19,10,0.0,0,0.0
CLERIC,19,11,0.0,0,0.0
CLERIC,19,12,0.0,0,0.0
CLERIC,19,13,0.0,0,0.0
CLERIC,19,14,0.0,0,0.0
CLERIC,19,15,0.0,0,0.0
CLERIC,19,16,0.0,0,0.0
CLERIC,19,17,0.0,0,0.0
CLERIC,19,18,0.0,0,0.0
CLERIC,19,19,0.0,0,0.0
CLERIC,19,20,0.0,0,0.0
CLERIC,19,21,0.0,0,0.0
CLERIC,19,22,0.0,0,0.0
CLERIC,19,23,0.0,0,0.0
CLERIC,19,24,0.0,0,0.0
CLERIC,19,25,0.0,0,0.0
CLERIC,19,26,0.0,0,0.0
CLERIC,19,27,0.0,0,0.0
CLERIC,19,28,0.0,0,0.0
CLERIC,19,29,0.0,0,0.0
CLERIC,19,30,0.0,0,0.0
CLERIC,19,31,0.0,0,0.0
CLERIC,19,32,0.0,0,0.0
CLERIC,19,33,0.0,0,0.0
CLERIC,19,34,0.0,0,0.0
CLERIC,19,35,0.0,0,0.0
CLERIC,19,36,0.0,0,0.0
CLERIC,19,37,0.0,0,0.0
CLERIC,19,38,0.0,0,0.0
CLERIC,19,39,0.0,1,1.9190326439044725e-06
CLERIC,19,40,0.0,1,1.775417746152641e-06
CLERIC,19,41,0.0,1,1.644690117430514e-06
CLERIC,19,42,0.0,1,1.5261583552472757e-06
CLERIC,19,43,0.0,1,1.419297790405949e-06
CLERIC,19,44,0.0,1,1.322253329050227e-06
CLERIC,19,45,0.0,1,1.2336726085138139e-06
CLERIC,19,46,0.0,1,1.1538517696862982e-06
CLERIC,19,47,0.0,1,1.0794792615342885e-06
CLERIC,19,48,0.0,1,1.0117147120070058e-06
CLERIC,19,49,0.0,1,9.491615493573136e-07
CLERIC,19,50,0.0,1,8.916207105968965e-07
CLERIC,19,51,0.0,1,8.393467254563802e-07
CLERIC,19,52,0.0,1,7.90755505519769e-07
CLERIC,19,53,0.0,1,7.459860285052855e-07
CLERIC,19,54,0.0,1,7.043021499342217e-07
CLERIC,19,55,0.0,1,6.65440413882834e-07
CLERIC,19,56,0.0,1,6.296360099966591e-07
CLERIC,19,57,0.0,1,5.963153526522547e-07
