assetId|assetName|firstRole
2131034521|vfx5_ranger_wind_mid_primary_b|PRIMARY
2131034520|vfx5_ranger_wind_mid_primary_a|PRIMARY
2131034484|vfx5_ranger_beast_mid_primary_a|PRIMARY
2131034485|vfx5_ranger_beast_mid_primary_b|PRIMARY
2131034494|vfx5_ranger_celestial_mid_primary_b|PRIMARY
2131034493|vfx5_ranger_celestial_mid_primary_a|PRIMARY
2131034502|vfx5_ranger_precision_mid_primary_a|PRIMARY
2131034501|vfx5_ranger_precision_mid_finisher|FINISHER_RING
2131034510|vfx5_ranger_volley_mid_finisher|FINISHER_RING
2131034519|vfx5_ranger_wind_mid_finisher|FINISHER_RING
2131034483|vfx5_ranger_beast_mid_finisher|FINISHER_RING
2131034492|vfx5_ranger_celestial_mid_finisher|FINISHER_RING
2131034497|vfx5_ranger_precision_high_primary_b|PRIMARY
2131034495|vfx5_ranger_precision_high_finisher|FINISHER_RING
2131034648|vfx6_ranger_precision_echo|FINISHER_ECHO
2131034505|vfx5_ranger_volley_high_primary_a|PRIMARY
2131034506|vfx5_ranger_volley_high_primary_b|PRIMARY
2131034504|vfx5_ranger_volley_high_finisher|FINISHER_RING
2131034651|vfx6_ranger_volley_echo|FINISHER_ECHO
2131034515|vfx5_ranger_wind_high_primary_b|PRIMARY
2131034514|vfx5_ranger_wind_high_primary_a|PRIMARY
2131034513|vfx5_ranger_wind_high_finisher|FINISHER_RING
2131034654|vfx6_ranger_wind_echo|FINISHER_ECHO
2131034478|vfx5_ranger_beast_high_primary_a|PRIMARY
2131034479|vfx5_ranger_beast_high_primary_b|PRIMARY
2131034477|vfx5_ranger_beast_high_finisher|FINISHER_RING
2131034642|vfx6_ranger_beast_echo|FINISHER_ECHO
2131034488|vfx5_ranger_celestial_high_primary_b|PRIMARY
2131034486|vfx5_ranger_celestial_high_finisher|FINISHER_RING
2131034645|vfx6_ranger_celestial_echo|FINISHER_ECHO
2131034496|vfx5_ranger_precision_high_primary_a|PRIMARY
2131034487|vfx5_ranger_celestial_high_primary_a|PRIMARY
2131034410|vfx5_mage_fire_low_primary_b|PRIMARY
2131034616|vfx6_mage_fire_contact|CONTACT
2131034183|vfx2_mage_c01_secondary|SECONDARY
2131034409|vfx5_mage_fire_low_primary_a|PRIMARY
2131034617|vfx6_mage_fire_debris|DEBRIS
2131034418|vfx5_mage_ice_low_primary_a|PRIMARY
2131034419|vfx5_mage_ice_low_primary_b|PRIMARY
2131034619|vfx6_mage_ice_contact|CONTACT
2131034185|vfx2_mage_c02_secondary|SECONDARY
2131034620|vfx6_mage_ice_debris|DEBRIS
2131034428|vfx5_mage_lightning_low_primary_b|PRIMARY
2131034427|vfx5_mage_lightning_low_primary_a|PRIMARY
2131034622|vfx6_mage_lightning_contact|CONTACT
2131034187|vfx2_mage_c03_secondary|SECONDARY
2131034623|vfx6_mage_lightning_debris|DEBRIS
2131034391|vfx5_mage_arcane_low_primary_a|PRIMARY
2131034610|vfx6_mage_arcane_contact|CONTACT
2131034189|vfx2_mage_c04_secondary|SECONDARY
2131034392|vfx5_mage_arcane_low_primary_b|PRIMARY
2131034611|vfx6_mage_arcane_debris|DEBRIS
2131034191|vfx2_mage_c05_secondary|SECONDARY
2131034401|vfx5_mage_cosmic_low_primary_b|PRIMARY
2131034613|vfx6_mage_cosmic_contact|CONTACT
2131034614|vfx6_mage_cosmic_debris|DEBRIS
2131034400|vfx5_mage_cosmic_low_primary_a|PRIMARY
2131034182|vfx2_mage_c01_residual|RESIDUAL
2131034184|vfx2_mage_c02_residual|RESIDUAL
2131034186|vfx2_mage_c03_residual|RESIDUAL
2131034188|vfx2_mage_c04_residual|RESIDUAL
2131034190|vfx2_mage_c05_residual|RESIDUAL
2131034413|vfx5_mage_fire_mid_primary_b|PRIMARY
2131034421|vfx5_mage_ice_mid_primary_a|PRIMARY
2131034422|vfx5_mage_ice_mid_primary_b|PRIMARY
2131034431|vfx5_mage_lightning_mid_primary_b|PRIMARY
2131034430|vfx5_mage_lightning_mid_primary_a|PRIMARY
2131034394|vfx5_mage_arcane_mid_primary_a|PRIMARY
2131034404|vfx5_mage_cosmic_mid_primary_b|PRIMARY
2131034403|vfx5_mage_cosmic_mid_primary_a|PRIMARY
2131034412|vfx5_mage_fire_mid_primary_a|PRIMARY
2131034395|vfx5_mage_arcane_mid_primary_b|PRIMARY
2131034411|vfx5_mage_fire_mid_finisher|FINISHER_RING
2131034420|vfx5_mage_ice_mid_finisher|FINISHER_RING
2131034429|vfx5_mage_lightning_mid_finisher|FINISHER_RING
2131034393|vfx5_mage_arcane_mid_finisher|FINISHER_RING
2131034402|vfx5_mage_cosmic_mid_finisher|FINISHER_RING
2131034407|vfx5_mage_fire_high_primary_b|PRIMARY
2131034406|vfx5_mage_fire_high_primary_a|PRIMARY
2131034405|vfx5_mage_fire_high_finisher|FINISHER_RING
2131034618|vfx6_mage_fire_echo|FINISHER_ECHO
2131034415|vfx5_mage_ice_high_primary_a|PRIMARY
2131034416|vfx5_mage_ice_high_primary_b|PRIMARY
2131034414|vfx5_mage_ice_high_finisher|FINISHER_RING
2131034621|vfx6_mage_ice_echo|FINISHER_ECHO
2131034425|vfx5_mage_lightning_high_primary_b|PRIMARY
2131034424|vfx5_mage_lightning_high_primary_a|PRIMARY
2131034423|vfx5_mage_lightning_high_finisher|FINISHER_RING
2131034624|vfx6_mage_lightning_echo|FINISHER_ECHO
2131034388|vfx5_mage_arcane_high_primary_a|PRIMARY
2131034389|vfx5_mage_arcane_high_primary_b|PRIMARY
2131034387|vfx5_mage_arcane_high_finisher|FINISHER_RING
2131034612|vfx6_mage_arcane_echo|FINISHER_ECHO
2131034398|vfx5_mage_cosmic_high_primary_b|PRIMARY
2131034397|vfx5_mage_cosmic_high_primary_a|PRIMARY
2131034396|vfx5_mage_cosmic_high_finisher|FINISHER_RING
2131034615|vfx6_mage_cosmic_echo|FINISHER_ECHO
2131034374|vfx5_cleric_light_low_primary_b|PRIMARY
2131034604|vfx6_cleric_light_contact|CONTACT
2131034167|vfx2_cleric_c01_secondary|SECONDARY
2131034373|vfx5_cleric_light_low_primary_a|PRIMARY
2131034605|vfx6_cleric_light_debris|DEBRIS
2131034169|vfx2_cleric_c02_secondary|SECONDARY
2131034364|vfx5_cleric_judgment_low_primary_a|PRIMARY
2131034601|vfx6_cleric_judgment_contact|CONTACT
2131034602|vfx6_cleric_judgment_debris|DEBRIS
2131034171|vfx2_cleric_c03_secondary|SECONDARY
2131034347|vfx5_cleric_exorcism_low_primary_b|PRIMARY
2131034595|vfx6_cleric_exorcism_contact|CONTACT
2131034596|vfx6_cleric_exorcism_debris|DEBRIS
2131034355|vfx5_cleric_flame_low_primary_a|PRIMARY
2131034598|vfx6_cleric_flame_contact|CONTACT
2131034173|vfx2_cleric_c04_secondary|SECONDARY
2131034356|vfx5_cleric_flame_low_primary_b|PRIMARY
2131034599|vfx6_cleric_flame_debris|DEBRIS
2131034383|vfx5_cleric_seraph_low_primary_b|PRIMARY
2131034607|vfx6_cleric_seraph_contact|CONTACT
2131034382|vfx5_cleric_seraph_low_primary_a|PRIMARY
2131034175|vfx2_cleric_c05_secondary|SECONDARY
2131034608|vfx6_cleric_seraph_debris|DEBRIS
2131034365|vfx5_cleric_judgment_low_primary_b|PRIMARY
2131034346|vfx5_cleric_exorcism_low_primary_a|PRIMARY
2131034166|vfx2_cleric_c01_residual|RESIDUAL
2131034168|vfx2_cleric_c02_residual|RESIDUAL
2131034170|vfx2_cleric_c03_residual|RESIDUAL
2131034172|vfx2_cleric_c04_residual|RESIDUAL
2131034174|vfx2_cleric_c05_residual|RESIDUAL
2131034377|vfx5_cleric_light_mid_primary_b|PRIMARY
2131034367|vfx5_cleric_judgment_mid_primary_a|PRIMARY
2131034350|vfx5_cleric_exorcism_mid_primary_b|PRIMARY
2131034349|vfx5_cleric_exorcism_mid_primary_a|PRIMARY
2131034358|vfx5_cleric_flame_mid_primary_a|PRIMARY
2131034386|vfx5_cleric_seraph_mid_primary_b|PRIMARY
2131034385|vfx5_cleric_seraph_mid_primary_a|PRIMARY
2131034376|vfx5_cleric_light_mid_primary_a|PRIMARY
2131034368|vfx5_cleric_judgment_mid_primary_b|PRIMARY
2131034359|vfx5_cleric_flame_mid_primary_b|PRIMARY
2131034375|vfx5_cleric_light_mid_finisher|FINISHER_RING
2131034366|vfx5_cleric_judgment_mid_finisher|FINISHER_RING
2131034348|vfx5_cleric_exorcism_mid_finisher|FINISHER_RING
2131034357|vfx5_cleric_flame_mid_finisher|FINISHER_RING
2131034384|vfx5_cleric_seraph_mid_finisher|FINISHER_RING
2131034371|vfx5_cleric_light_high_primary_b|PRIMARY
2131034370|vfx5_cleric_light_high_primary_a|PRIMARY
2131034369|vfx5_cleric_light_high_finisher|FINISHER_RING
2131034606|vfx6_cleric_light_echo|FINISHER_ECHO
2131034361|vfx5_cleric_judgment_high_primary_a|PRIMARY
2131034360|vfx5_cleric_judgment_high_finisher|FINISHER_RING
2131034603|vfx6_cleric_judgment_echo|FINISHER_ECHO
2131034344|vfx5_cleric_exorcism_high_primary_b|PRIMARY
2131034343|vfx5_cleric_exorcism_high_primary_a|PRIMARY
2131034342|vfx5_cleric_exorcism_high_finisher|FINISHER_RING
2131034597|vfx6_cleric_exorcism_echo|FINISHER_ECHO
2131034352|vfx5_cleric_flame_high_primary_a|PRIMARY
2131034353|vfx5_cleric_flame_high_primary_b|PRIMARY
2131034351|vfx5_cleric_flame_high_finisher|FINISHER_RING
2131034600|vfx6_cleric_flame_echo|FINISHER_ECHO
2131034380|vfx5_cleric_seraph_high_primary_b|PRIMARY
2131034379|vfx5_cleric_seraph_high_primary_a|PRIMARY
2131034378|vfx5_cleric_seraph_high_finisher|FINISHER_RING
2131034609|vfx6_cleric_seraph_echo|FINISHER_ECHO
2131034362|vfx5_cleric_judgment_high_primary_b|PRIMARY
2131034464|vfx5_paladin_sword_low_primary_b|PRIMARY
2131034634|vfx6_paladin_sword_contact|CONTACT
2131034193|vfx2_paladin_c01_secondary|SECONDARY
2131034463|vfx5_paladin_sword_low_primary_a|PRIMARY
2131034635|vfx6_paladin_sword_debris|DEBRIS
2131034195|vfx2_paladin_c02_secondary|SECONDARY
2131034454|vfx5_paladin_shield_low_primary_a|PRIMARY
2131034631|vfx6_paladin_shield_contact|CONTACT
2131034632|vfx6_paladin_shield_debris|DEBRIS
2131034197|vfx2_paladin_c03_secondary|SECONDARY
2131034437|vfx5_paladin_hammer_low_primary_b|PRIMARY
2131034625|vfx6_paladin_hammer_contact|CONTACT
2131034626|vfx6_paladin_hammer_debris|DEBRIS
2131034472|vfx5_paladin_wave_low_primary_a|PRIMARY
2131034637|vfx6_paladin_wave_contact|CONTACT
2131034473|vfx5_paladin_wave_low_primary_b|PRIMARY
2131034199|vfx2_paladin_c04_secondary|SECONDARY
2131034638|vfx6_paladin_wave_debris|DEBRIS
2131034201|vfx2_paladin_c05_secondary|SECONDARY
2131034446|vfx5_paladin_judgment_low_primary_b|PRIMARY
2131034629|vfx6_paladin_judgment_debris|DEBRIS
2131034628|vfx6_paladin_judgment_contact|CONTACT
2131034455|vfx5_paladin_shield_low_primary_b|PRIMARY
2131034436|vfx5_paladin_hammer_low_primary_a|PRIMARY
2131034445|vfx5_paladin_judgment_low_primary_a|PRIMARY
2131034192|vfx2_paladin_c01_residual|RESIDUAL
2131034194|vfx2_paladin_c02_residual|RESIDUAL
2131034196|vfx2_paladin_c03_residual|RESIDUAL
2131034198|vfx2_paladin_c04_residual|RESIDUAL
2131034200|vfx2_paladin_c05_residual|RESIDUAL
2131034467|vfx5_paladin_sword_mid_primary_b|PRIMARY
2131034466|vfx5_paladin_sword_mid_primary_a|PRIMARY
2131034457|vfx5_paladin_shield_mid_primary_a|PRIMARY
2131034440|vfx5_paladin_hammer_mid_primary_b|PRIMARY
2131034475|vfx5_paladin_wave_mid_primary_a|PRIMARY
2131034476|vfx5_paladin_wave_mid_primary_b|PRIMARY
2131034449|vfx5_paladin_judgment_mid_primary_b|PRIMARY
2131034448|vfx5_paladin_judgment_mid_primary_a|PRIMARY
2131034458|vfx5_paladin_shield_mid_primary_b|PRIMARY
2131034439|vfx5_paladin_hammer_mid_primary_a|PRIMARY
2131034465|vfx5_paladin_sword_mid_finisher|FINISHER_RING
2131034456|vfx5_paladin_shield_mid_finisher|FINISHER_RING
2131034438|vfx5_paladin_hammer_mid_finisher|FINISHER_RING
2131034474|vfx5_paladin_wave_mid_finisher|FINISHER_RING
2131034447|vfx5_paladin_judgment_mid_finisher|FINISHER_RING
2131034461|vfx5_paladin_sword_high_primary_b|PRIMARY
2131034460|vfx5_paladin_sword_high_primary_a|PRIMARY
2131034459|vfx5_paladin_sword_high_finisher|FINISHER_RING
2131034636|vfx6_paladin_sword_echo|FINISHER_ECHO
2131034451|vfx5_paladin_shield_high_primary_a|PRIMARY
2131034450|vfx5_paladin_shield_high_finisher|FINISHER_RING
2131034633|vfx6_paladin_shield_echo|FINISHER_ECHO
2131034434|vfx5_paladin_hammer_high_primary_b|PRIMARY
2131034432|vfx5_paladin_hammer_high_finisher|FINISHER_RING
2131034627|vfx6_paladin_hammer_echo|FINISHER_ECHO
2131034469|vfx5_paladin_wave_high_primary_a|PRIMARY
2131034470|vfx5_paladin_wave_high_primary_b|PRIMARY
2131034468|vfx5_paladin_wave_high_finisher|FINISHER_RING
2131034639|vfx6_paladin_wave_echo|FINISHER_ECHO
2131034443|vfx5_paladin_judgment_high_primary_b|PRIMARY
2131034442|vfx5_paladin_judgment_high_primary_a|PRIMARY
2131034441|vfx5_paladin_judgment_high_finisher|FINISHER_RING
2131034630|vfx6_paladin_judgment_echo|FINISHER_ECHO
2131034452|vfx5_paladin_shield_high_primary_b|PRIMARY
2131034433|vfx5_paladin_hammer_high_primary_a|PRIMARY
