class,seed_index,level,str,con,dex,int,wis,cha,hp,mp,tales,kills,seconds,bag,proc_pct,skill_damage_pct,skills,skill_uses,stat_power,equipment_power,sale_gold,items_sold,attacks,casts,experience
MAGE,6,43,17,31,20,40,60,23,589,801,24,132364,2934780.0,48,15,213.0,9,78695,237,215,69116541,132324,1020568,155263,110
MAGE,6,44,17,31,20,43,61,23,613,839,25,138755,3068760.0,48,16,224.375,9,80454,246,220,74211023,138708,1064783,163358,392
MAGE,6,45,17,31,20,45,63,23,640,878,26,145279,3204660.0,49,16,244.5625,10,82319,254,225,79478898,145236,1109289,171840,142
MAGE,6,46,18,31,20,45,66,23,664,920,27,151949,3342960.0,51,16,223.44444444444446,10,84914,260,232,85000326,151900,1154358,180401,245
MAGE,6,47,18,32,20,47,69,23,703,982,29,158763,3482880.0,51,16,233.55555555555554,10,86897,268,239,90795559,158734,1199440,188996,182
MAGE,6,48,19,32,21,48,70,23,728,1026,30,165736,3626280.0,52,17,228.0,10,88769,274,242,96793228,165721,1245742,198216,410
MAGE,6,49,19,33,21,50,73,23,767,1089,32,172862,3769020.0,52,17,231.22222222222223,10,90543,282,250,103111892,172845,1290409,207353,490
MAGE,6,50,19,34,21,52,74,23,797,1134,33,180132,3916920.0,53,17,263.0,11,92498,290,252,109741317,180125,1337589,216930,220
MAGE,6,51,19,35,23,53,76,23,840,1204,35,187549,4067160.0,54,17,239.8,11,95255,296,256,116538123,187545,1385312,226683,512
MAGE,6,52,20,35,23,55,77,23,869,1249,36,195124,4220340.0,55,18,241.1,11,97396,303,259,123646691,195105,1433945,236766,107
MAGE,6,53,20,36,23,58,77,25,912,1322,38,202849,4371780.0,56,18,245.9,11,99188,310,265,131024498,202805,1480156,246728,179
MAGE,6,54,20,36,23,59,80,25,940,1371,39,210723,4527180.0,56,18,246.9,11,101105,317,270,138799437,210701,1527977,257294,595
MAGE,6,55,20,36,23,62,83,25,987,1445,41,218749,4682100.0,57,19,242.1818181818182,12,103053,325,276,146816183,218709,1574272,267753,773
MAGE,6,56,20,36,23,64,84,26,1019,1498,42,226921,4837860.0,58,19,247.9090909090909,12,105599,332,282,155193625,226917,1619970,278329,381
MAGE,6,57,20,38,23,67,85,26,1064,1576,44,235245,5001420.0,58,20,250.54545454545453,12,107530,339,285,163745899,235211,1670095,289950,826
MAGE,6,58,20,38,24,70,86,27,1105,1657,46,243710,5166600.0,59,20,256.90909090909093,12,109581,347,292,172670487,243679,1720229,302122,186
MAGE,6,59,20,38,24,70,89,28,1133,1714,47,252334,5334420.0,59,20,244.0909090909091,12,111596,353,297,181877614,252293,1771041,314553,258
MAGE,6,60,21,39,24,72,90,29,1179,1796,49,261105,5504700.0,60,20,282.7894736842105,13,113672,359,302,191494439,261084,1822400,327289,174
MAGE,6,61,22,39,24,75,92,29,1226,1883,51,270025,5676660.0,62,20,267.9166666666667,13,116038,367,306,201406551,269964,1873844,340010,545
MAGE,6,62,23,39,24,78,93,30,1274,1970,53,278704,5843400.0,62,20,253.66666666666666,13,117907,374,310,211206586,278644,1923482,352598,470
MAGE,6,63,24,39,24,80,94,30,1305,2029,54,287793,6018120.0,64,20,256.0833333333333,13,119827,381,317,221723869,287768,1975519,365722,928
MAGE,6,64,26,39,24,83,95,30,1356,2122,56,297022,6194460.0,65,20,256.9166666666667,13,121801,388,320,232486446,296984,2027653,379180,206
MAGE,6,65,26,40,26,84,97,30,1403,2217,58,306413,6373860.0,66,20,263.0,14,123776,394,326,243654948,306409,2080701,392782,733
MAGE,6,66,26,40,26,88,99,30,1447,2313,60,315942,6554880.0,67,20,272.2307692307692,14,125817,402,330,255129245,315913,2133913,406470,375
MAGE,6,67,26,40,26,90,102,31,1494,2412,62,325541,6736920.0,67,20,265.3076923076923,14,127785,409,337,266821410,325494,2187303,420272,1520
MAGE,6,68,27,40,27,91,103,31,1523,2484,63,334902,6914220.0,68,20,270.6923076923077,14,129738,415,344,278498386,334874,2239177,433904,94
MAGE,6,69,29,40,27,93,105,31,1569,2590,65,344644,7098060.0,69,20,266.84615384615387,14,131755,422,349,290680340,344593,2292793,448105,678
MAGE,6,70,29,41,27,95,108,31,1614,2697,67,354539,7284000.0,70,20,273.2142857142857,15,133769,429,352,303375880,354529,2346648,462626,1072
MAGE,6,71,31,41,27,97,110,31,1662,2806,69,364567,7471260.0,72,20,273.2142857142857,15,135814,435,357,316439509,364520,2400469,477156,512
MAGE,6,72,31,41,30,97,113,31,1708,2916,71,374754,7660980.0,72,20,273.92857142857144,15,137787,441,362,330002189,374744,2454791,491999,1241
MAGE,6,73,31,41,30,100,115,32,1755,3024,73,384658,7846020.0,73,20,287.42857142857144,15,139763,448,367,343188421,384608,2508177,506781,433
MAGE,6,74,32,41,30,104,116,32,1799,3139,75,395006,8044020.0,74,20,286.7857142857143,15,141942,456,372,357346531,394998,2567234,523275,77
MAGE,6,75,32,42,30,107,117,33,1849,3255,77,405499,8243880.0,75,20,283.4,16,143976,463,376,371674237,405432,2626560,540085,593
MAGE,6,76,33,44,30,109,118,33,1898,3376,79,416138,8445480.0,76,20,300.8666666666667,16,146232,469,381,386680656,416082,2685925,557029,323
MAGE,6,77,33,45,30,111,121,33,1949,3495,81,426929,8649720.0,76,20,284.2,16,148334,476,387,401974654,426874,2745992,574139,294
MAGE,6,78,33,45,31,114,122,34,2001,3614,83,437401,8847120.0,77,20,284.46666666666664,16,150437,483,391,417025063,437362,2803695,590965,819
MAGE,6,79,33,46,31,115,126,34,2054,3736,85,448260,9051060.0,77,20,288.3333333333333,16,152676,489,396,432854692,448219,2863070,608433,62
MAGE,6,80,33,46,32,119,127,34,2108,3860,87,459263,9257520.0,78,20,293.5625,17,153976,496,400,449176973,459230,2923125,626216,514
MAGE,6,81,34,46,32,121,130,34,2164,3989,89,470419,9465360.0,80,20,293.4375,17,156138,503,409,465866875,470394,2982989,644073,947
MAGE,6,82,34,46,32,122,134,35,2215,4125,91,481709,9674820.0,80,20,293.8125,17,158231,510,413,483028199,481674,3042983,662302,137
MAGE,6,83,35,47,32,124,136,35,2269,4261,93,492729,9879000.0,81,20,294.125,17,160328,516,417,499953929,492714,3101323,680082,148
MAGE,6,84,35,47,32,129,136,36,2324,4398,95,504189,1.009086E7,81,20,303.0625,17,162450,524,421,517734201,504135,3161713,698638,617
MAGE,6,85,37,47,32,130,139,36,2373,4542,97,515804,1.030482E7,83,20,349.0833333333333,18,164062,530,426,536056159,515750,3222351,717496,240
MAGE,6,86,37,47,32,133,141,37,2425,4684,99,527563,1.051956E7,84,20,309.5882352941176,18,166328,537,432,554775566,527536,3282393,736414,606
MAGE,6,87,37,48,32,133,146,37,2477,4828,101,539482,1.073616E7,84,20,309.11764705882354,18,168488,543,436,573922371,539464,3342530,755744,1092
MAGE,6,88,39,48,32,134,148,38,2531,4975,103,550989,1.094736E7,86,20,304.1764705882353,18,170609,550,442,592584982,550921,3402136,774902,113
MAGE,6,89,39,49,32,136,150,39,2587,5123,105,562953,1.117002E7,86,20,308.05882352941177,18,172735,556,454,612343971,562875,3466280,795864,93
MAGE,6,90,39,50,33,138,153,40,2661,5324,108,575062,1.13955E7,87,20,353.0,19,173953,563,457,632767375,575001,3531268,817220,366
MAGE,6,91,39,50,35,140,155,40,2717,5475,110,587317,1.162092E7,88,20,328.3333333333333,19,176344,569,463,653596671,587268,3595171,838591,699
MAGE,6,92,39,50,36,143,157,40,2774,5627,112,599592,1.184628E7,88,20,328.8888888888889,19,178598,576,466,674627909,599588,3658957,860208,754
MAGE,6,93,39,52,36,145,158,41,2833,5786,114,611770,1.206936E7,89,20,320.6666666666667,19,180899,583,468,695690701,611732,3721980,881595,1088
MAGE,6,94,39,53,37,148,159,41,2891,5942,116,624336,1.22985E7,89,20,316.8333333333333,19,182878,589,475,717755557,624281,3786276,903825,1292
MAGE,6,95,40,53,37,151,160,42,2951,6101,118,637047,1.25301E7,91,20,364.96153846153845,20,184049,596,478,740230698,637037,3851190,926526,279
MAGE,6,96,41,54,38,153,163,42,3032,6321,121,649914,1.27626E7,92,20,339.7894736842105,20,186465,603,484,763461896,649868,3915599,949131,564
MAGE,6,97,41,54,39,154,166,43,3090,6488,123,662419,1.298844E7,92,20,334.0,20,188615,609,488,786089811,662380,3978137,971036,466
MAGE,6,98,41,54,40,158,166,44,3152,6655,125,675320,1.32207E7,93,20,329.36842105263156,20,190931,616,491,809671608,675260,4042227,993632,650
MAGE,6,99,42,54,40,160,168,45,3213,6826,127,688370,1.345602E7,94,20,325.0,20,192759,623,496,833709062,688280,4107408,1016289,58
MAGE,6,100,42,56,40,162,170,45,3271,6996,129,701564,1.369392E7,95,20,333.36842105263156,20,193969,629,501,858510564,701534,4173238,1039170,597
MAGE,7,1,9,10,8,11,9,4,6,10,0,0,0.0,19,9,95.0,1,0,1,1,0,0,0,0,0
MAGE,7,2,9,10,9,12,9,4,11,17,0,29,720.0,19,9,95.0,1,33,6,10,320,19,275,33,6
MAGE,7,3,9,12,9,14,9,4,25,29,1,206,4500.0,20,10,95.0,1,170,12,15,6080,190,1501,170,12
MAGE,7,4,9,12,9,14,10,5,30,35,1,577,13020.0,20,10,97.0,1,554,16,19,26590,570,4473,554,50
MAGE,7,5,9,12,9,14,12,5,37,41,1,1079,25020.0,21,10,100.0,2,1075,21,23,62990,1070,8856,1075,30
MAGE,7,6,9,12,10,17,12,5,49,54,2,1739,40620.0,22,10,102.0,2,1769,28,27,121303,1721,14513,1769,97
MAGE,7,7,9,12,10,18,13,5,57,60,2,2557,60060.0,22,10,118.0,2,2650,34,32,209928,2552,21604,2650,14
MAGE,7,8,9,12,10,18,15,5,62,69,2,3521,82860.0,23,10,121.0,2,3670,39,38,328215,3503,29896,3670,20
MAGE,7,9,9,12,11,20,15,6,74,84,3,4639,109200.0,23,11,124.0,2,4842,46,44,492780,4630,39449,4842,97
MAGE,7,10,9,12,11,21,16,6,82,91,3,5903,138480.0,24,11,134.11111111111111,3,6190,52,48,695429,5895,49900,6190,81
MAGE,7,11,9,12,11,22,16,7,90,100,3,7334,171300.0,25,11,133.5,3,7726,57,53,948382,7311,61539,7726,17
MAGE,7,12,9,12,12,23,16,7,96,110,3,8915,207540.0,25,11,129.0,3,9385,62,58,1263572,8911,74365,9385,113
MAGE,7,13,9,12,12,25,17,8,109,124,4,10636,247200.0,26,11,132.0,3,11271,69,63,1617361,10611,88542,11271,191
MAGE,7,14,9,13,12,25,18,8,116,132,4,12508,290760.0,26,11,136.0,3,13357,74,68,2057127,12483,104245,13357,19
MAGE,7,15,9,14,12,27,19,8,129,148,5,14540,337200.0,27,12,140.33333333333334,4,15517,81,75,2561183,14537,120685,15517,231
MAGE,7,16,9,14,12,28,20,8,137,157,5,16709,385500.0,28,12,143.0,4,17869,87,79,3134618,16697,137364,17869,17
MAGE,7,17,9,14,12,28,22,8,144,167,5,19037,438120.0,28,12,146.33333333333334,4,20456,92,86,3812759,19021,155848,20456,103
MAGE,7,18,10,14,12,30,23,8,157,188,6,21507,493080.0,30,12,158.33333333333334,4,23082,99,90,4574332,21485,174840,23082,8
MAGE,7,19,10,14,12,30,24,9,162,199,6,24142,552240.0,30,12,155.0,4,25940,104,94,5432596,24125,195517,25940,108
MAGE,7,20,10,14,12,32,25,10,175,219,7,26911,615240.0,31,12,161.0,5,28912,111,98,6369086,26885,217849,29076,166
MAGE,7,21,10,14,12,32,27,10,180,232,7,29843,681420.0,32,13,164.0,5,31620,117,103,7436623,29830,241125,32441,124
MAGE,7,22,12,14,12,33,28,10,195,255,8,32912,748200.0,33,13,167.5,5,33815,123,109,8580225,32902,263736,35856,187
MAGE,7,23,12,15,12,36,28,10,209,279,9,36139,818760.0,34,13,169.25,5,36005,130,115,9858788,36136,287778,39503,177
MAGE,7,24,12,15,13,36,29,10,217,291,9,39516,891360.0,34,13,170.0,5,38230,135,119,11254819,39502,312093,43172,107
MAGE,7,25,12,15,14,38,29,11,235,317,10,43045,968280.0,35,13,187.08333333333334,6,40418,142,123,12797326,43038,338253,47165,144
MAGE,7,26,12,15,14,38,30,12,243,329,10,46729,1048800.0,36,13,177.2,6,42595,147,129,14475190,46713,365781,51404,251
MAGE,7,27,12,15,14,40,32,12,256,356,11,50546,1130040.0,36,14,178.4,6,44784,154,135,16283230,50529,392743,55733,228
MAGE,7,28,13,15,14,43,32,12,270,385,12,54523,1215240.0,37,14,184.2,6,47005,161,140,18223985,54489,421253,60289,12
MAGE,7,29,13,15,15,44,32,12,279,399,12,58661,1302360.0,37,14,190.4,6,49203,167,146,20334754,58633,449831,64953,208
MAGE,7,30,13,15,16,45,34,12,294,430,13,62937,1392180.0,38,14,207.6153846153846,7,50777,173,150,22625006,62925,479224,69708,357
MAGE,7,31,14,15,17,46,35,12,309,462,14,67370,1484400.0,40,15,191.0,7,52991,179,154,25037798,67361,509125,74680,25
MAGE,7,32,15,15,17,49,35,12,325,495,15,71953,1579560.0,40,15,202.83333333333334,7,55305,186,160,27575058,71921,539983,80066,52
MAGE,7,33,15,16,17,49,36,12,331,512,15,76693,1677660.0,41,15,191.5,7,57599,192,166,30374328,76681,571631,85414,166
MAGE,7,34,15,17,18,50,37,12,346,543,16,81581,1778280.0,41,15,192.16666666666666,7,59399,198,169,33322662,81560,603947,91045,202
MAGE,7,35,16,18,18,50,39,12,360,576,17,86623,1882380.0,43,15,223.35714285714286,8,61065,203,174,36443806,86598,637517,96878,280
MAGE,7,36,16,19,18,53,39,12,378,609,18,91811,1989720.0,44,16,210.42857142857142,8,63455,210,179,39783381,91801,672237,103150,380
MAGE,7,37,16,20,18,55,40,12,395,645,19,97140,2098560.0,44,16,203.57142857142858,8,65894,217,184,43249007,97125,706919,109546,124
MAGE,7,38,16,20,18,56,41,12,405,662,19,102648,2209980.0,45,16,211.14285714285714,8,68263,223,191,46938059,102625,742011,116068,684
MAGE,7,39,16,22,18,56,43,12,422,698,20,108281,2323860.0,45,16,215.28571428571428,8,69934,229,195,50886102,108250,777863,122635,84
MAGE,7,40,16,22,19,58,44,12,442,736,21,114080,2441100.0,46,16,238.33333333333334,9,71661,235,201,55012177,114055,814780,129508,317
MAGE,7,41,16,23,19,60,45,12,461,772,22,120027,2560020.0,47,17,217.75,9,74073,242,204,59296914,119989,851753,136609,177
MAGE,7,42,16,23,21,61,46,12,482,810,23,126112,2681580.0,47,17,226.75,9,76556,248,209,63831425,126099,889498,143993,150
MAGE,7,43,16,24,22,62,47,12,503,848,24,132365,2806020.0,48,17,212.75,9,78664,254,215,68656323,132350,928027,151627,706
MAGE,7,44,16,24,23,64,48,12,526,887,25,138762,2932980.0,48,17,219.25,9,80429,261,221,73653664,138734,967250,159392,504
MAGE,7,45,16,25,23,66,49,12,549,927,26,145291,3062400.0,49,18,220.88888888888889,10,82180,268,224,78916163,145262,1007187,167269,470
MAGE,7,46,16,25,23,69,50,12,571,972,27,151961,3192960.0,50,18,225.55555555555554,10,84746,275,232,84314520,151926,1046820,175565,345
MAGE,7,47,16,26,23,70,53,13,600,1038,29,158780,3326580.0,50,18,235.77777777777777,10,86820,281,236,89962547,158776,1087439,183969,422
MAGE,7,48,18,26,23,71,54,13,623,1082,30,165746,3462360.0,52,18,232.33333333333334,10,88636,287,241,95890507,165726,1128450,192699,162
MAGE,7,49,19,26,23,73,56,14,656,1151,32,172865,3600120.0,52,19,223.66666666666666,10,90480,294,244,102132209,172850,1169673,201796,198
MAGE,7,50,19,27,23,74,57,15,679,1197,33,180141,3740700.0,53,19,266.47058823529414,11,92395,300,249,108640432,180130,1211650,211165,0
MAGE,7,51,21,28,23,77,57,15,716,1267,35,187559,3882840.0,55,19,232.3,11,95084,307,256,115438999,187540,1253644,220555,424
MAGE,7,52,21,28,23,79,58,16,741,1315,36,195138,4027740.0,55,20,245.0,11,97348,314,260,122483570,195130,1296321,230295,507
MAGE,7,53,21,28,23,82,61,16,778,1389,38,202860,4174560.0,56,20,243.9,11,99120,321,266,129818626,202830,1339261,240387,255
MAGE,7,54,22,28,23,83,63,16,801,1442,39,210728,4324200.0,57,20,234.0,11,100993,327,271,137369345,210672,1383061,250654,391
MAGE,7,55,23,29,23,84,65,17,834,1524,41,218746,4475940.0,58,20,272.1111111111111,12,102893,334,275,145259872,218709,1427140,261253,129
MAGE,7,56,24,30,23,85,66,17,860,1578,42,226920,4629720.0,60,20,249.72727272727272,12,105570,340,281,153435629,226887,1471449,271996,117
MAGE,7,57,24,31,24,89,66,17,898,1657,44,235248,4791780.0,60,20,243.27272727272728,12,107535,347,287,162049063,235227,1520512,283918,622
MAGE,7,58,25,32,24,90,69,17,936,1743,46,243713,4956420.0,61,20,255.1818181818182,12,109561,354,295,170852215,243687,1570331,296188,418
MAGE,7,59,26,32,25,92,69,17,962,1801,47,252339,5123760.0,62,20,244.0909090909091,12,111673,360,297,179982059,252306,1620825,308766,682
MAGE,7,60,26,32,26,97,69,17,1000,1889,49,261105,5293860.0,63,20,287.7894736842105,13,113765,367,301,189411272,261048,1672246,321512,150
MAGE,7,61,26,34,27,99,70,17,1040,1977,51,270029,5465640.0,64,20,267.9166666666667,13,116130,374,307,199352480,269994,1723649,334411,177
MAGE,7,62,26,34,30,100,72,17,1077,2073,53,278706,5632380.0,64,20,253.75,13,118036,380,310,209139722,278698,1773462,346950,251
MAGE,7,63,27,34,30,101,73,18,1104,2136,54,287794,5806740.0,65,20,254.58333333333334,13,119991,386,316,219467831,287786,1825565,360005,645
MAGE,7,64,28,35,30,103,75,18,1141,2231,56,297026,5982960.0,66,20,254.16666666666666,13,122050,393,324,230055286,297005,1877880,373481,535
MAGE,7,65,29,35,30,105,78,18,1179,2328,58,306412,6161700.0,67,20,263.0769230769231,14,123878,400,328,240933108,306377,1930781,387107,310
MAGE,7,66,29,36,30,109,79,18,1221,2422,60,315939,6341820.0,68,20,266.15384615384613,14,125964,407,332,252211681,315891,1983562,400819,380
MAGE,7,67,29,37,31,111,81,18,1263,2523,62,325535,6522840.0,68,20,277.6923076923077,14,127934,414,336,263819040,325479,2036437,414879,400
MAGE,7,68,29,38,32,111,83,18,1291,2592,63,334897,6699120.0,69,20,267.61538461538464,14,129849,420,340,275358983,334863,2087842,428594,447
MAGE,7,69,30,39,32,113,85,18,1337,2694,65,344634,6882060.0,70,20,266.84615384615387,14,131841,426,346,287473493,344585,2141084,442903,34
MAGE,7,70,30,39,33,117,86,18,1385,2801,67,354534,7067820.0,71,20,316.14285714285717,15,133626,433,353,300025197,354525,2195038,457439,474
MAGE,7,71,31,41,33,120,86,18,1432,2906,69,364566,7254300.0,72,20,287.42857142857144,15,135657,440,357,312903754,364536,2248546,472116,831
MAGE,7,72,31,42,34,121,88,19,1481,3016,71,374749,7443480.0,72,20,275.2857142857143,15,137676,446,364,326075587,374688,2302815,487076,406
MAGE,7,73,31,42,34,122,92,20,1528,3128,73,384656,7627800.0,73,20,276.0,15,139583,453,370,339153896,384624,2355799,501923,137
MAGE,7,74,31,44,34,125,93,20,1577,3241,75,395003,7825680.0,73,20,292.42857142857144,15,141747,460,373,352956439,394990,2414996,518442,247
MAGE,7,75,31,44,35,129,94,20,1629,3354,77,405495,8025780.0,74,20,323.0,16,143814,467,377,367071159,405429,2474718,535158,732
MAGE,7,76,32,45,35,130,97,20,1680,3470,79,416138,8226420.0,76,20,291.4,16,146033,473,382,381857775,416103,2533595,552108,637
MAGE,7,77,32,46,35,131,99,22,1729,3590,81,426930,8429220.0,76,20,288.1333333333333,16,148189,479,387,397032992,426895,2592878,569369,318
MAGE,7,78,32,46,36,131,103,23,1781,3711,83,437399,8626080.0,77,20,291.46666666666664,16,150252,486,391,411910508,437383,2650494,586200,339
MAGE,7,79,33,46,37,132,105,24,1834,3837,85,448263,8829480.0,77,20,302.93333333333334,16,152424,492,395,427485527,448240,2709739,603697,473
MAGE,7,80,33,47,38,134,107,24,1888,3961,87,459272,9034860.0,78,20,293.5625,17,154028,498,402,443573856,459251,2769275,621496,1336
MAGE,7,81,34,47,38,136,110,24,1939,4090,89,470423,9241980.0,80,20,301.125,17,156232,505,405,459997400,470405,2828982,639371,617
MAGE,7,82,35,47,38,138,111,26,1995,4219,91,481718,9450600.0,80,20,294.1875,17,158289,512,411,477005241,481685,2888652,657580,384
MAGE,7,83,35,47,39,140,114,26,2047,4353,93,492741,9654120.0,81,20,294.9375,17,160380,518,416,493697164,492725,2946820,675420,1138
MAGE,7,84,35,48,39,141,118,26,2101,4485,95,504200,9865080.0,81,20,294.5,17,162512,525,422,511153218,504146,3006957,694119,1013
MAGE,7,85,36,48,39,142,121,27,2157,4621,97,515817,1.007766E7,83,20,343.25,18,164104,531,425,529327171,515761,3066979,713166,555
MAGE,7,86,37,48,39,146,122,27,2213,4763,99,527575,1.029198E7,84,20,307.2352941176471,18,166333,538,430,547781939,527547,3127133,732075,744
MAGE,7,87,37,49,40,148,124,27,2268,4903,101,539494,1.050774E7,84,20,305.5882352941176,18,168437,545,436,566835887,539475,3187120,751372,961
MAGE,7,88,37,50,41,151,124,28,2324,5042,103,551003,1.071846E7,85,20,308.52941176470586,18,170591,551,441,585393574,550983,3246754,770471,904
MAGE,7,89,37,51,42,152,126,29,2380,5187,105,562968,1.094028E7,85,20,305.70588235294116,18,172786,558,445,604932330,562932,3310828,791517,290
MAGE,7,90,37,52,42,154,130,30,2459,5379,108,575080,1.116378E7,86,20,364.12,19,173978,564,451,624928781,575038,3374957,813038,1601
MAGE,7,91,38,52,43,156,131,31,2515,5529,110,587331,1.138788E7,88,20,322.77777777777777,19,176338,571,456,645370150,587261,3438496,834540,11
MAGE,7,92,39,52,43,159,133,31,2574,5676,112,599603,1.16124E7,88,20,322.22222222222223,19,178617,578,461,666153052,599581,3502153,856114,153
MAGE,7,93,41,53,43,160,135,31,2635,5826,114,611784,1.183458E7,90,20,321.77777777777777,19,180887,584,466,687120327,611728,3564926,877590,188
