variant,level,gap_h,session_min,hero_class,calendar_days,speed_vs_paladin_pct
mage30,70,4.0,5.0,PALADIN,96.3492497892295,0.0
mage30,80,4.0,5.0,WARRIOR,118.42589628499924,3.501760362502493
mage30,80,4.0,5.0,ROGUE,120.21802194349223,1.9588289663095004
mage30,80,4.0,5.0,RANGER,120.41432752618856,1.792610479336565
mage30,80,4.0,5.0,MAGE,120.8539964840754,1.4222871778979629
mage30,80,4.0,5.0,CLERIC,121.41423755362254,0.9542948584686295
mage30,80,4.0,5.0,PALADIN,122.57288738004566,0.0
mage30,90,4.0,5.0,WARRIOR,144.67263853105783,4.352665390714994
mage30,90,4.0,5.0,ROGUE,147.7091968428131,2.20741675204561
mage30,90,4.0,5.0,RANGER,147.37278438904033,2.440728811703541
mage30,90,4.0,5.0,MAGE,148.20739997893412,1.8638437889686443
mage30,90,4.0,5.0,CLERIC,149.23989601429977,1.159112563149911
mage30,90,4.0,5.0,PALADIN,150.9697543982334,0.0
mage30,100,4.0,5.0,WARRIOR,173.31812464216895,4.7185656025735545
mage30,100,4.0,5.0,ROGUE,177.18293833124136,2.4343854797434616
mage30,100,4.0,5.0,RANGER,175.97674883644243,3.136496869394634
mage30,100,4.0,5.0,MAGE,177.29726289306328,2.3683338890737593
mage30,100,4.0,5.0,CLERIC,178.90693642367987,1.4472986249946862
mage30,100,4.0,5.0,PALADIN,181.4962540545599,0.0
mage30,20,4.0,12.0,WARRIOR,7.215972222222222,-0.05653931286689895
mage30,20,4.0,12.0,ROGUE,7.221961805555555,-0.1394281043787471
mage30,20,4.0,12.0,RANGER,7.222048611111111,-0.14062838048991555
mage30,20,4.0,12.0,MAGE,7.192447916666666,0.2703452936988038
mage30,20,4.0,12.0,CLERIC,7.167795138888889,0.6152132052850368
mage30,20,4.0,12.0,PALADIN,7.211892361111111,0.0
mage30,30,4.0,12.0,WARRIOR,16.444791666666667,-0.18000042228837332
mage30,30,4.0,12.0,ROGUE,16.409635416666667,0.03385544781764338
mage30,30,4.0,12.0,RANGER,16.42230902777778,-0.04334381689879985
mage30,30,4.0,12.0,MAGE,16.36258680555556,0.3214905277006963
mage30,30,4.0,12.0,CLERIC,16.276215277777776,0.853857558852722
mage30,30,4.0,12.0,PALADIN,16.415190972222224,0.0
mage30,40,4.0,12.0,WARRIOR,29.00876736111111,-0.12238876536968535
mage30,40,4.0,12.0,ROGUE,28.74973958333333,0.7774828878280848
mage30,40,4.0,12.0,RANGER,28.940451388888892,0.1133793649555459
mage30,40,4.0,12.0,MAGE,28.77265625,0.6972162637534751
mage30,40,4.0,12.0,CLERIC,28.72065972222222,0.8795207669662908
mage30,40,4.0,12.0,PALADIN,28.973263888888884,0.0
mage30,50,4.0,12.0,WARRIOR,44.49973958333334,0.009558420480781926
mage30,50,4.0,12.0,ROGUE,43.90147569444444,1.3724307704475747
mage30,50,4.0,12.0,RANGER,44.392100694444444,0.2520546659444678
mage30,50,4.0,12.0,MAGE,44.08168402777778,0.958014733538004
mage30,50,4.0,12.0,CLERIC,44.114322916666666,0.8833188704380435
mage30,50,4.0,12.0,PALADIN,44.50399305555556,0.0
mage30,60,4.0,12.0,WARRIOR,62.858333333333334,0.038943391223655865
mage30,60,4.0,12.0,ROGUE,61.88923611111112,1.6054106518702094
mage30,60,4.0,12.0,RANGER,62.47986111111111,0.6449300330106267
mage30,60,4.0,12.0,MAGE,62.28906250000001,0.9532171077386131
mage30,60,4.0,12.0,CLERIC,62.377604166666664,0.8099194255416942
mage30,60,4.0,12.0,PALADIN,62.8828125,0.0
mage30,70,4.0,12.0,WARRIOR,83.93159722222224,0.0276142526776324
mage30,70,4.0,12.0,ROGUE,82.52552083333333,1.7318927015422592
mage30,70,4.0,12.0,RANGER,83.0064236111111,1.1425027765170626
mage30,70,4.0,12.0,MAGE,83.09652777777778,1.032830794173445
mage30,70,4.0,12.0,CLERIC,83.33585069444445,0.7426858980301709
mage30,70,4.0,12.0,PALADIN,83.95477430555556,0.0
mage30,80,4.0,12.0,WARRIOR,107.68767361111111,0.02128067762836583
mage30,80,4.0,12.0,ROGUE,105.67986111111111,1.9215857641330159
mage30,80,4.0,12.0,RANGER,105.91006944444445,1.700046882017947
mage30,80,4.0,12.0,MAGE,106.3224826388889,1.305563606526583
mage30,80,4.0,12.0,CLERIC,106.83741319444444,0.8172952313476145
mage30,80,4.0,12.0,PALADIN,107.71059027777777,0.0
mage30,90,4.0,12.0,WARRIOR,133.85625,0.015628809927736853
mage30,90,4.0,12.0,ROGUE,131.05225694444445,2.1555624148021924
mage30,90,4.0,12.0,RANGER,130.84861111111113,2.314551910074192
mage30,90,4.0,12.0,MAGE,131.62960069444443,1.7074954513170537
mage30,90,4.0,12.0,CLERIC,132.58359375,0.975668521497508
mage30,90,4.0,12.0,PALADIN,133.87717013888889,0.0
mage30,100,4.0,12.0,WARRIOR,162.50173611111111,0.013888740504919284
mage30,100,4.0,12.0,ROGUE,158.76024305555555,2.3709100134615246
mage30,100,4.0,12.0,RANGER,157.83255208333333,2.9726145907753354
mage30,100,4.0,12.0,MAGE,159.07196180555556,2.170303119930117
mage30,100,4.0,12.0,CLERIC,160.57196180555556,1.2158684044504708
mage30,100,4.0,12.0,PALADIN,162.52430555555557,0.0
mage30,20,8.0,1.0,WARRIOR,83.63228175340005,0.10666209863203768
mage30,20,8.0,1.0,ROGUE,83.84940039174398,-0.15255289947725403
mage30,20,8.0,1.0,RANGER,83.83019401873051,-0.12967680649066393
mage30,20,8.0,1.0,MAGE,83.50343196260263,0.26113146792230424
mage30,20,8.0,1.0,CLERIC,83.20578417044604,0.6197904808512344
mage30,20,8.0,1.0,PALADIN,83.72148570025209,0.0
mage30,30,8.0,1.0,WARRIOR,189.25990519962963,0.20841441340699873
mage30,30,8.0,1.0,ROGUE,189.62098584707076,0.01759524329350004
mage30,30,8.0,1.0,RANGER,189.71896072569444,-0.03405595549396123
mage30,30,8.0,1.0,MAGE,189.04778792212923,0.32085125428007455
mage30,30,8.0,1.0,CLERIC,188.02758919156696,0.8651714018636625
mage30,30,8.0,1.0,PALADIN,189.6543501208661,0.0
mage30,40,8.0,1.0,WARRIOR,331.0157931687804,0.5995698421947138
mage30,40,8.0,1.0,ROGUE,330.4984126096539,0.7570539925174646
mage30,40,8.0,1.0,RANGER,332.6033621735463,0.11939201738091487
mage30,40,8.0,1.0,MAGE,330.6905217023677,0.6985208778476748
mage30,40,8.0,1.0,CLERIC,330.048903340279,0.8942798074381031
mage30,40,8.0,1.0,PALADIN,333.0004640375221,0.0
mage30,50,8.0,1.0,WARRIOR,502.6532568824985,1.1803037199989541
mage30,50,8.0,1.0,ROGUE,501.80315225888324,1.3517132530478815
mage30,50,8.0,1.0,RANGER,507.21831083832257,0.26966320115600073
mage30,50,8.0,1.0,MAGE,503.69059650998844,0.9719251254858507
mage30,50,8.0,1.0,CLERIC,503.9925654752487,0.9114274319896642
mage30,50,8.0,1.0,PALADIN,508.58609197217856,0.0
mage30,60,8.0,1.0,WARRIOR,701.0123042029335,1.825447241226219
mage30,60,8.0,1.0,ROGUE,702.5587944266032,1.6013064861341464
mage30,60,8.0,1.0,RANGER,708.9441470778904,0.6861988934986352
mage30,60,8.0,1.0,MAGE,706.7624978107697,0.9969991590837335
mage30,60,8.0,1.0,CLERIC,707.6695760623247,0.8675430053809219
mage30,60,8.0,1.0,PALADIN,713.8089139706623,0.0
mage30,70,8.0,1.0,WARRIOR,921.9566638679881,2.5856999549845883
mage30,70,8.0,1.0,ROGUE,929.5356723904001,1.7492631001869707
mage30,70,8.0,1.0,RANGER,934.4902702790617,1.2097960771878746
mage30,70,8.0,1.0,MAGE,935.3803827100753,1.1134843527879745
mage30,70,8.0,1.0,CLERIC,937.923591486142,0.8393120181554359
mage30,70,8.0,1.0,PALADIN,945.7956969106002,0.0
mage30,80,8.0,1.0,WARRIOR,1162.5072676139723,3.501760362502515
mage30,80,8.0,1.0,ROGUE,1180.0993582616281,1.9588289663095004
mage30,80,8.0,1.0,RANGER,1182.0263579611574,1.792610479336565
mage30,80,8.0,1.0,MAGE,1186.3422920171486,1.4222871778979629
mage30,80,8.0,1.0,CLERIC,1191.8418012916827,0.9542948584686517
mage30,80,8.0,1.0,PALADIN,1203.2154863224894,0.0
mage30,90,8.0,1.0,WARRIOR,1417.6300178224126,4.53844704105586
mage30,90,8.0,1.0,ROGUE,1449.9617077835335,2.207416752045588
mage30,90,8.0,1.0,RANGER,1446.6593732883352,2.440728811703541
mage30,90,8.0,1.0,MAGE,1454.852232446272,1.8638437889686443
mage30,90,8.0,1.0,CLERIC,1464.9875506709843,1.1591125631498889
mage30,90,8.0,1.0,PALADIN,1481.9684054193935,0.0
mage30,100,8.0,1.0,WARRIOR,1688.647032885361,5.506151326265241
mage30,100,8.0,1.0,ROGUE,1739.2855783127984,2.4343854797434394
mage30,100,8.0,1.0,RANGER,1727.4452283740577,3.136496869394634
mage30,100,8.0,1.0,MAGE,1740.4078255421114,2.3683338890737593
mage30,100,8.0,1.0,CLERIC,1756.2089065263276,1.447298624994664
mage30,100,8.0,1.0,PALADIN,1781.626493882517,0.0
mage30,20,8.0,5.0,WARRIOR,16.865553700789615,0.10666209863201548
mage30,20,8.0,5.0,ROGUE,16.90933854053881,-0.15255289947728734
mage30,20,8.0,5.0,RANGER,16.905465321864572,-0.12967680649069724
mage30,20,8.0,5.0,MAGE,16.83956943944377,0.26113146792230424
mage30,20,8.0,5.0,CLERIC,16.779544832709494,0.61979048085119
mage30,20,8.0,5.0,PALADIN,16.883542854312786,0.0
mage30,30,8.0,5.0,WARRIOR,38.16675842903134,0.20841441340697653
mage30,30,8.0,5.0,ROGUE,38.23957510845294,0.017595243293477836
mage30,30,8.0,5.0,RANGER,38.25933303615875,-0.034055955493972334
mage30,30,8.0,5.0,MAGE,38.123982179722525,0.32085125428005234
mage30,30,8.0,5.0,CLERIC,37.91824563738461,0.8651714018636403
mage30,30,8.0,5.0,PALADIN,38.246303454727666,0.0
mage30,40,8.0,5.0,WARRIOR,66.75370465150041,0.5995698421946916
mage30,40,8.0,5.0,ROGUE,66.64936803146865,0.7570539925174424
mage30,40,8.0,5.0,RANGER,67.07385889986276,0.11939201738091487
mage30,40,8.0,5.0,MAGE,66.68810936617393,0.6985208778476526
mage30,40,8.0,5.0,CLERIC,66.55871855302924,0.8942798074381031
mage30,40,8.0,5.0,PALADIN,67.15393973313853,0.0
mage30,50,8.0,5.0,WARRIOR,101.3666651093604,1.1803037199989763
mage30,50,8.0,5.0,ROGUE,101.19523028921346,1.3517132530478815
mage30,50,8.0,5.0,RANGER,102.28726850585714,0.26966320115600073
mage30,50,8.0,5.0,MAGE,101.57585833985213,0.9719251254858507
mage30,50,8.0,5.0,CLERIC,101.63675436818943,0.9114274319896865
mage30,50,8.0,5.0,PALADIN,102.56309962848508,0.0
mage30,60,8.0,5.0,WARRIOR,141.3683856708618,1.8254472412262412
mage30,60,8.0,5.0,ROGUE,141.6802558407079,1.6013064861341686
mage30,60,8.0,5.0,RANGER,142.96794650011512,0.6861988934986352
mage30,60,8.0,5.0,MAGE,142.52798812400133,0.9969991590837779
mage30,60,8.0,5.0,CLERIC,142.710912428369,0.8675430053809441
mage30,60,8.0,5.0,PALADIN,143.94899096705663,0.0
mage30,70,8.0,5.0,WARRIOR,185.92473263034267,2.5856999549846105
mage30,70,8.0,5.0,ROGUE,187.453139754405,1.7492631001869707
mage30,70,8.0,5.0,RANGER,188.45229982758622,1.2097960771878968
mage30,70,8.0,5.0,MAGE,188.63180275026463,1.1134843527879745
mage30,70,8.0,5.0,CLERIC,189.14467437454422,0.8393120181554359
mage30,70,8.0,5.0,PALADIN,190.73218835827072,0.0
mage30,80,8.0,5.0,WARRIOR,234.43493754377403,3.501760362502515
mage30,80,8.0,5.0,ROGUE,237.98261486772952,1.9588289663095226
mage30,80,8.0,5.0,RANGER,238.37121979674066,1.792610479336565
mage30,80,8.0,5.0,MAGE,239.2415848766391,1.422287177897985
mage30,80,8.0,5.0,CLERIC,240.35063352451812,0.9542948584686517
mage30,80,8.0,5.0,PALADIN,242.64428726253945,0.0
mage30,90,8.0,5.0,WARRIOR,285.8838081679293,4.538447041055882
mage30,90,8.0,5.0,ROGUE,292.40392028067095,2.20741675204561
mage30,90,8.0,5.0,RANGER,291.73796093340644,2.440728811703563
mage30,90,8.0,5.0,MAGE,293.3901591419717,1.8638437889686443
mage30,90,8.0,5.0,CLERIC,295.4340798650425,1.159112563149911
mage30,90,8.0,5.0,PALADIN,298.85849340058456,0.0
mage30,100,8.0,5.0,WARRIOR,340.5379671307276,5.506151326265285
mage30,100,8.0,5.0,ROGUE,350.74989832919215,2.4343854797434616
mage30,100,8.0,5.0,RANGER,348.362135451733,3.136496869394656
mage30,100,8.0,5.0,MAGE,350.9762142985131,2.3683338890737593
mage30,100,8.0,5.0,CLERIC,354.1627108795296,1.4472986249947084
mage30,100,8.0,5.0,PALADIN,359.288502924333,0.0
mage30,20,8.0,12.0,WARRIOR,7.215972222222222,-0.05653931286689895
mage30,20,8.0,12.0,ROGUE,7.221961805555555,-0.1394281043787471
mage30,20,8.0,12.0,RANGER,7.222048611111111,-0.14062838048991555
mage30,20,8.0,12.0,MAGE,7.192447916666666,0.2703452936988038
mage30,20,8.0,12.0,CLERIC,7.167795138888889,0.6152132052850368
mage30,20,8.0,12.0,PALADIN,7.211892361111111,0.0
mage30,30,8.0,12.0,WARRIOR,16.444791666666667,-0.18000042228837332
mage30,30,8.0,12.0,ROGUE,16.409635416666667,0.03385544781764338
mage30,30,8.0,12.0,RANGER,16.42230902777778,-0.04334381689879985
mage30,30,8.0,12.0,MAGE,16.36258680555556,0.3214905277006963
mage30,30,8.0,12.0,CLERIC,16.276215277777776,0.853857558852722
mage30,30,8.0,12.0,PALADIN,16.415190972222224,0.0
mage30,40,8.0,12.0,WARRIOR,29.00876736111111,-0.12238876536968535
mage30,40,8.0,12.0,ROGUE,28.74973958333333,0.7774828878280848
mage30,40,8.0,12.0,RANGER,28.940451388888892,0.1133793649555459
mage30,40,8.0,12.0,MAGE,28.77265625,0.6972162637534751
mage30,40,8.0,12.0,CLERIC,28.72065972222222,0.8795207669662908
mage30,40,8.0,12.0,PALADIN,28.973263888888884,0.0
mage30,50,8.0,12.0,WARRIOR,44.49973958333334,0.009558420480781926
mage30,50,8.0,12.0,ROGUE,43.90147569444444,1.3724307704475747
mage30,50,8.0,12.0,RANGER,44.392100694444444,0.2520546659444678
mage30,50,8.0,12.0,MAGE,44.08168402777778,0.958014733538004
mage30,50,8.0,12.0,CLERIC,44.114322916666666,0.8833188704380435
mage30,50,8.0,12.0,PALADIN,44.50399305555556,0.0
mage30,60,8.0,12.0,WARRIOR,62.858333333333334,0.038943391223655865
mage30,60,8.0,12.0,ROGUE,61.88923611111112,1.6054106518702094
mage30,60,8.0,12.0,RANGER,62.47986111111111,0.6449300330106267
mage30,60,8.0,12.0,MAGE,62.28906250000001,0.9532171077386131
mage30,60,8.0,12.0,CLERIC,62.377604166666664,0.8099194255416942
mage30,60,8.0,12.0,PALADIN,62.8828125,0.0
mage30,70,8.0,12.0,WARRIOR,83.93159722222224,0.0276142526776324
mage30,70,8.0,12.0,ROGUE,82.52552083333333,1.7318927015422592
mage30,70,8.0,12.0,RANGER,83.0064236111111,1.1425027765170626
mage30,70,8.0,12.0,MAGE,83.09652777777778,1.032830794173445
mage30,70,8.0,12.0,CLERIC,83.33585069444445,0.7426858980301709
mage30,70,8.0,12.0,PALADIN,83.95477430555556,0.0
mage30,80,8.0,12.0,WARRIOR,107.68767361111111,0.02128067762836583
mage30,80,8.0,12.0,ROGUE,105.67986111111111,1.9215857641330159
mage30,80,8.0,12.0,RANGER,105.91006944444445,1.700046882017947
mage30,80,8.0,12.0,MAGE,106.3224826388889,1.305563606526583
mage30,80,8.0,12.0,CLERIC,106.83741319444444,0.8172952313476145
mage30,80,8.0,12.0,PALADIN,107.71059027777777,0.0
mage30,90,8.0,12.0,WARRIOR,133.85625,0.015628809927736853
mage30,90,8.0,12.0,ROGUE,131.05225694444445,2.1555624148021924
mage30,90,8.0,12.0,RANGER,130.84861111111113,2.314551910074192
mage30,90,8.0,12.0,MAGE,131.62960069444443,1.7074954513170537
mage30,90,8.0,12.0,CLERIC,132.58359375,0.975668521497508
mage30,90,8.0,12.0,PALADIN,133.87717013888889,0.0
mage30,100,8.0,12.0,WARRIOR,162.50173611111111,0.013888740504919284
mage30,100,8.0,12.0,ROGUE,158.76024305555555,2.3709100134615246
mage30,100,8.0,12.0,RANGER,157.83255208333333,2.9726145907753354
mage30,100,8.0,12.0,MAGE,159.07196180555556,2.170303119930117
mage30,100,8.0,12.0,CLERIC,160.57196180555556,1.2158684044504708
mage30,100,8.0,12.0,PALADIN,162.52430555555557,0.0
mage30,20,10.0,1.0,WARRIOR,104.49688426984082,0.10666209863201548
mage30,20,10.0,1.0,ROGUE,104.76816972024561,-0.15255289947727624
mage30,20,10.0,1.0,RANGER,104.74417173650113,-0.12967680649069724
mage30,20,10.0,1.0,MAGE,104.33588900108978,0.26113146792228203
mage30,20,10.0,1.0,CLERIC,103.96398396348872,0.6197904808512122
mage30,20,10.0,1.0,PALADIN,104.6083428396081,0.0
mage30,30,10.0,1.0,WARRIOR,236.47651356544162,0.20841441340699873
mage30,30,10.0,1.0,ROGUE,236.92767670288885,0.01759524329350004
mage30,30,10.0,1.0,RANGER,237.05009437867432,-0.03405595549393903
mage30,30,10.0,1.0,MAGE,236.21147721663132,0.32085125428007455
mage30,30,10.0,1.0,CLERIC,234.93675905224896,0.8651714018636625
mage30,30,10.0,1.0,PALADIN,236.96936470403438,0.0
mage30,40,10.0,1.0,WARRIOR,413.5976958304304,0.5995698421947138
mage30,40,10.0,1.0,ROGUE,412.9512390403368,0.7570539925174424
mage30,40,10.0,1.0,RANGER,415.58133194657233,0.11939201738093708
mage30,40,10.0,1.0,MAGE,413.19127555742824,0.6985208778476526
mage30,40,10.0,1.0,CLERIC,412.3895860862946,0.8942798074381031
mage30,40,10.0,1.0,PALADIN,416.0775028826419,0.0
mage30,50,10.0,1.0,WARRIOR,628.0553168116043,1.1803037199989541
mage30,50,10.0,1.0,ROGUE,626.993127874405,1.3517132530479037
mage30,50,10.0,1.0,RANGER,633.7592615672179,0.26966320115602294
mage30,50,10.0,1.0,MAGE,629.351452188156,0.971925125485873
mage30,50,10.0,1.0,CLERIC,629.7287564462046,0.9114274319897087
mage30,50,10.0,1.0,PALADIN,635.4682770795829,0.0
mage30,60,10.0,1.0,WARRIOR,875.9010287442059,1.825447241226219
mage30,60,10.0,1.0,ROGUE,877.8333377346954,1.6013064861341686
mage30,60,10.0,1.0,RANGER,885.8117097584453,0.6861988934986352
mage30,60,10.0,1.0,MAGE,883.0857820878846,0.9969991590837779
mage30,60,10.0,1.0,CLERIC,884.2191584479358,0.8675430053809441
mage30,60,10.0,1.0,PALADIN,891.8901399092891,0.0
mage30,70,10.0,1.0,WARRIOR,1151.966642379752,2.5856999549846105
mage30,70,10.0,1.0,ROGUE,1161.4364638391485,1.7492631001869707
mage30,70,10.0,1.0,RANGER,1167.6271360451476,1.2097960771878968
mage30,70,10.0,1.0,MAGE,1168.739313947516,1.1134843527879745
mage30,70,10.0,1.0,CLERIC,1171.917003083516,0.8393120181554581
mage30,70,10.0,1.0,PALADIN,1181.753043333203,0.0
mage30,80,10.0,1.0,WARRIOR,1452.5298707609093,3.501760362502515
mage30,80,10.0,1.0,ROGUE,1474.5108405722212,1.9588289663095226
mage30,80,10.0,1.0,RANGER,1476.9185886375376,1.792610479336565
mage30,80,10.0,1.0,MAGE,1482.311262998558,1.4222871778979629
mage30,80,10.0,1.0,CLERIC,1489.1827912189215,0.9542948584686739
mage30,80,10.0,1.0,PALADIN,1503.393986028724,0.0
mage30,90,10.0,1.0,WARRIOR,1771.3007083394386,4.5384470410558375
mage30,90,10.0,1.0,ROGUE,1811.6985163781778,2.2074167520455656
mage30,90,10.0,1.0,RANGER,1807.5723146492505,2.4407288117035186
mage30,90,10.0,1.0,MAGE,1817.809130353866,1.8638437889686
mage30,90,10.0,1.0,CLERIC,1830.4730102978408,1.1591125631498889
mage30,90,10.0,1.0,PALADIN,1851.690252925271,0.0
mage30,100,10.0,1.0,WARRIOR,2109.931115933684,5.506151326265218
mage30,100,10.0,1.0,ROGUE,2173.202978307675,2.4343854797434394
mage30,100,10.0,1.0,RANGER,2158.408694912284,3.136496869394634
mage30,100,10.0,1.0,MAGE,2174.605204055736,2.368333889073737
mage30,100,10.0,1.0,CLERIC,2194.3483426659513,1.447298624994664
mage30,100,10.0,1.0,PALADIN,2226.107116056949,0.0
mage30,20,10.0,5.0,WARRIOR,21.038474204077765,0.10666209863201548
mage30,20,10.0,5.0,ROGUE,21.09309240623913,-0.15255289947727624
mage30,20,10.0,5.0,RANGER,21.08826086541869,-0.12967680649068614
mage30,20,10.0,5.0,MAGE,21.0060608471412,0.26113146792230424
mage30,20,10.0,5.0,CLERIC,20.931184791318024,0.6197904808512122
mage30,20,10.0,5.0,PALADIN,21.06091428218399,0.0
mage30,30,10.0,5.0,WARRIOR,47.61008010219373,0.20841441340702094
mage30,30,10.0,5.0,ROGUE,47.70091327961656,0.017595243293477836
mage30,30,10.0,5.0,RANGER,47.72555976675472,-0.03405595549393903
