variant_old,hero_class,level,gap_h,session_min,days_old,sale_gold_old,n_old,rate_old,sale_rate_old,variant_new,days_new,sale_gold_new,n_new,rate_new,sale_rate_new,progress_uplift_pct,sale_uplift_pct
prior,CLERIC,2,24.0,5.0,0.06191896235919203,381.75,4,16.150141441308364,6165.316495219468,proposed,0.06143519682240532,385.5,4,16.277314173677418,6274.9046139526445,0.7874403628674864,1.7774938045459487
prior,CLERIC,2,24.0,12.0,0.025924548254194595,381.75,4,38.573478318496825,14725.425348086164,proposed,0.025722002821837522,385.5,4,38.87722145613863,14987.16887134144,0.7874403628675308,1.7774938045459932
prior,CLERIC,3,4.0,1.0,0.336472993735802,7012.0,4,2.9720067245135233,20839.711152288823,proposed,0.33123117341293007,7107.5,4,3.0190395115780597,21457.82332854106,1.5825262667343187,2.966030439363121
prior,CLERIC,3,4.0,5.0,0.06841152154794312,7012.0,4,14.61742082872978,102497.35485105321,proposed,0.06734575724993183,7107.5,4,14.84874535286352,105537.45759547746,1.5825262667342965,2.9660304393630987
prior,CLERIC,3,4.0,12.0,0.05798611111111111,7012.0,4,17.24550898203593,120925.50898203593,proposed,0.0578125,7107.5,4,17.297297297297295,122940.54054054053,0.30030030030030463,1.6663411843103715
prior,CLERIC,3,8.0,1.0,0.6715498339706256,7012.0,4,1.4890927663362972,10441.518477550117,proposed,0.6610879436166779,7107.5,4,1.5126580504996099,10751.217093925978,1.5825262667343187,2.966030439363121
prior,CLERIC,3,8.0,5.0,0.13542688959490784,7012.0,4,7.3840579444098875,51777.01430620213,proposed,0.1333171112906814,7107.5,4,7.500912600931055,53312.73631111747,1.5825262667342965,2.9660304393630987
prior,CLERIC,3,8.0,12.0,0.05798611111111111,7012.0,4,17.24550898203593,120925.50898203593,proposed,0.0578125,7107.5,4,17.297297297297295,122940.54054054053,0.30030030030030463,1.6663411843103715
prior,CLERIC,3,12.0,1.0,1.006626674205449,7012.0,4,0.9934169495253247,6965.839650071576,proposed,0.9909447138204257,7107.5,4,1.0091380336897535,7172.448574449923,1.5825262667342965,2.9660304393630987
prior,CLERIC,3,12.0,5.0,0.20244225764187251,7012.0,4,4.939680142122477,34637.03715656281,proposed,0.19928846533143096,7107.5,4,5.017851877864223,35664.382221919965,1.5825262667342965,2.9660304393630987
prior,CLERIC,3,12.0,12.0,0.08516536355968432,7012.0,4,11.741862632914083,82333.94078199354,proposed,0.08383859576011923,7107.5,4,11.92768069328381,84775.99052751467,1.5825262667343187,2.966030439363121
prior,CLERIC,3,24.0,1.0,2.0118571949099193,7012.0,4,0.497053171830506,3485.336840875508,proposed,1.980515024431669,7107.5,4,0.5049191688343597,3588.712992490212,1.5825262667342965,2.9660304393630987
prior,CLERIC,3,24.0,5.0,0.4034883617827666,7012.0,4,2.4783862304766755,17378.44424810245,proposed,0.39720252745367957,7107.5,4,2.517607343565095,17893.894194388915,1.5825262667342965,2.9660304393630987
prior,CLERIC,3,24.0,12.0,0.1689345736183902,7012.0,4,5.9194514099814795,41507.193286790134,proposed,0.1663027883110562,7107.5,4,6.013128283391011,42738.30927420161,1.5825262667343187,2.9660304393630987
prior,CLERIC,4,4.0,1.0,0.9010135510198225,27011.0,4,1.1098612211416117,29978.46144425607,proposed,0.8861644221346445,27601.0,4,1.1284587544049012,31146.59008032968,1.6756629485765728,3.896559662495358
prior,CLERIC,4,4.0,5.0,0.18319362655589752,27011.0,4,5.458705189696498,147445.0858788921,proposed,0.18017450906472024,27601.0,4,5.55017469003227,153190.37161958066,1.675662948576595,3.896559662495358
prior,CLERIC,4,4.0,12.0,0.15590277777777778,27011.0,4,6.414253897550111,173255.41202672606,proposed,0.15590277777777778,27601.0,4,6.414253897550111,177039.82182628062,0.0,2.1842952871052423
prior,CLERIC,4,8.0,1.0,1.798288456599729,27011.0,4,0.5560843124638843,15020.393363961979,proposed,1.76865181347205,27601.0,4,0.5654024112506885,15605.671952930254,1.675662948576595,3.89655966249538
prior,CLERIC,4,8.0,5.0,0.3626486076718788,27011.0,4,2.757490250465241,74482.56915531663,proposed,0.35667198733220135,27601.0,4,2.8036964929028985,77384.82690061291,1.6756629485765728,3.89655966249538
prior,CLERIC,4,8.0,12.0,0.15590277777777778,27011.0,4,6.414253897550111,173255.41202672606,proposed,0.15590277777777778,27601.0,4,6.414253897550111,177039.82182628062,0.0,2.1842952871052423
prior,CLERIC,4,12.0,1.0,2.6955633621796355,27011.0,4,0.3709799643483056,10020.539817012082,proposed,2.6511392048094553,27601.0,4,0.37719633815753284,10410.996129486064,1.675662948576595,3.89655966249538
prior,CLERIC,4,12.0,5.0,0.54210358878786,27011.0,4,1.8446658916905407,49826.27040045319,proposed,0.5331694655996824,27601.0,4,1.875576274562629,51767.78075420312,1.675662948576595,3.89655966249538
prior,CLERIC,4,12.0,12.0,0.22805737183489286,27011.0,4,4.384861545821777,118439.49521419201,proposed,0.22429887863159054,27601.0,4,4.458337046091494,123054.56080917134,1.6756629485765728,3.896559662495358
prior,CLERIC,4,24.0,1.0,5.387388078919354,27011.0,4,0.18561870527073449,5013.746848067809,proposed,5.298601378821671,27601.0,4,0.18872904914058378,5209.110485329253,1.675662948576595,3.89655966249538
prior,CLERIC,4,24.0,5.0,1.0804685321358038,27011.0,4,0.9255244093257037,24999.339820296584,proposed,1.0626619004021256,27601.0,4,0.9410330789328069,25973.454011624402,1.675662948576595,3.896559662495358
prior,CLERIC,4,24.0,12.0,0.45237609822986946,27011.0,4,2.2105500354969285,59709.16700880754,proposed,0.4449207264659419,27601.0,4,2.2475914034014974,62035.77032528473,1.675662948576595,3.896559662495358
prior,CLERIC,5,4.0,1.0,1.7102671713697828,64500.25,4,0.5847039671579982,37713.552057682675,proposed,1.679804935726964,65723.25,4,0.5953072161722356,39125.52499529188,1.8134388698909154,3.7439404685339683
prior,CLERIC,5,4.0,5.0,0.34773066969759064,64500.25,4,2.8757888996954613,185489.10297758217,proposed,0.34153710311461094,65723.25,4,2.9279395734185463,192433.70456868046,1.8134388698908932,3.743940468533946
prior,CLERIC,5,4.0,12.0,0.29670138888888886,64500.25,4,3.3703920421299007,217391.12931538915,proposed,0.29704861111111114,65723.25,4,3.3664523670368203,221254.19053185268,-0.11689070718879924,1.7770095903310912
prior,CLERIC,5,8.0,1.0,3.413437798460023,64500.25,4,0.29295978396066025,18895.979305408575,proposed,3.3526397264924057,65723.25,4,0.29827243055615127,19603.433521549567,1.8134388698908932,3.743940468533946
prior,CLERIC,5,8.0,5.0,0.6883647951156386,64500.25,4,1.452718103969872,93700.68088558274,proposed,0.6761040612676993,65723.25,4,1.4790622587372035,97208.77859654992,1.8134388698908932,3.743940468533946
prior,CLERIC,5,8.0,12.0,0.29670138888888886,64500.25,4,3.3703920421299007,217391.12931538915,proposed,0.29704861111111114,65723.25,4,3.3664523670368203,221254.19053185268,-0.11689070718879924,1.7770095903310912
prior,CLERIC,5,12.0,1.0,5.116608425550264,64500.25,4,0.19544196405697303,12606.055542165774,proposed,5.025474517257848,65723.25,4,0.19898618460126036,13078.018757094786,1.8134388698908932,3.743940468533946
prior,CLERIC,5,12.0,5.0,1.0289989205336867,64500.25,4,0.9718183178281212,62682.52445449328,proposed,1.0106710194207875,65723.25,4,0.9894416489483363,65029.32085424374,1.8134388698908932,3.743940468533946
prior,CLERIC,5,12.0,12.0,0.4328892010521027,64500.25,4,2.3100599358209437,148999.4433754348,proposed,0.4251788426528831,65723.25,4,2.3519514606148975,154577.89383385805,1.8134388698908932,3.743940468533946
prior,CLERIC,5,24.0,1.0,10.226120306820981,64500.25,4,0.09778879672802054,6307.401836156507,proposed,10.043978889554172,65723.25,4,0.09956213677828504,6543.5472060134225,1.813438869890871,3.743940468533924
prior,CLERIC,5,24.0,5.0,2.0509012967878304,64500.25,4,0.48759050548469757,31449.709501389367,proposed,2.0143718938800523,65723.25,4,0.49643266123705454,32627.167902648245,1.8134388698908932,3.743940468533924
prior,CLERIC,5,24.0,12.0,0.8586818578246627,64500.25,4,1.1645756701246082,75115.42186695476,proposed,0.8433875403442435,65723.25,4,1.18569453799594,77927.69854434166,1.8134388698908932,3.743940468533946
prior,CLERIC,6,4.0,1.0,2.744215858153427,126457.5,4,0.3644028209475097,46081.46972996971,proposed,2.683901394439622,128769.75,4,0.37259192981968414,47978.569654898274,2.247268243116607,4.116839015867502
prior,CLERIC,6,4.0,5.0,0.5579526018652196,126457.5,4,1.7922669356806091,226645.59601883063,proposed,0.5456894951350268,128769.75,4,1.8325439813580384,235976.23034347926,2.2472682431165847,4.1168390158674795
prior,CLERIC,6,4.0,12.0,0.4774305555555556,126457.5,4,2.0945454545454543,264870.9818181818,proposed,0.47725694444444444,128769.75,4,2.0953073845034558,269812.2080756639,0.03637686431430254,1.8655219320604655
prior,CLERIC,6,8.0,1.0,5.477044928513687,126457.5,4,0.1825802075849269,23088.636600670892,proposed,5.356666268570366,128769.75,4,0.18668327460819933,24039.158600479175,2.247268243116607,4.116839015867502
prior,CLERIC,6,8.0,5.0,1.1045184159372714,126457.5,4,0.9053719571994829,114491.07427755362,proposed,1.0802424699611757,128769.75,4,0.92571809367571,119204.48749309777,2.2472682431165847,4.1168390158674795
prior,CLERIC,6,8.0,12.0,0.4774305555555556,126457.5,4,2.0945454545454543,264870.9818181818,proposed,0.47725694444444444,128769.75,4,2.0953073845034558,269812.2080756639,0.03637686431430254,1.8655219320604655
prior,CLERIC,6,12.0,1.0,8.209873998873945,126457.5,4,0.12180454902683752,15403.098758561304,proposed,8.02943114270111,128769.75,4,0.124541823975789,16037.219537906356,2.2472682431165847,4.1168390158674795
prior,CLERIC,6,12.0,5.0,1.6510842300093234,126457.5,4,0.605662619643792,76590.58072360483,proposed,1.6147954447873243,128769.75,4,0.619273483355475,79743.69163331369,2.247268243116607,4.116839015867502
prior,CLERIC,6,12.0,12.0,0.6945940553832326,126457.5,4,1.4396898335795056,182059.57712988032,proposed,0.679327738841564,128769.75,4,1.472043526008916,189554.67683328662,2.247268243116607,4.116839015867502
prior,CLERIC,6,24.0,1.0,16.408361209954723,126457.5,4,0.06094453840968067,7706.893965942193,proposed,16.04772576509334,128769.75,4,0.06231412566727542,8024.174383643639,2.247268243116607,4.116839015867502
prior,CLERIC,6,24.0,5.0,3.290781672225479,126457.5,4,0.303879169025432,38427.800017033565,proposed,3.2184543692657703,128769.75,4,0.3107081490883872,40009.81068107434,2.247268243116607,4.116839015867502
prior,CLERIC,6,24.0,12.0,1.3778013229732973,126457.5,4,0.7257940483334698,91782.10086712976,proposed,1.34751895737425,128769.75,4,0.7421045874920981,95560.6222052106,2.2472682431165847,4.1168390158674795
prior,CLERIC,7,4.0,1.0,4.0243504574946005,219203.0,4,0.24848730510974434,54469.16274197129,proposed,3.9118560197903625,223271.0,4,0.2556331303966526,57075.46465679102,2.8757305262545607,4.784912753600001
prior,CLERIC,7,4.0,5.0,0.8182289311918483,219203.0,4,1.2221518475805793,267899.35144520574,proposed,0.7953566181316505,223271.0,4,1.257297641338638,280718.10167931905,2.8757305262545607,4.784912753599979
prior,CLERIC,7,4.0,12.0,0.7022569444444444,219203.0,4,1.4239802224969098,312140.73671199015,proposed,0.6996527777777778,223271.0,4,1.4292803970223324,319116.8635235732,0.3722084367245637,2.2349299502102182
prior,CLERIC,7,8.0,1.0,8.032002365373042,219203.0,4,0.12450195536683653,27291.20212227667,proposed,7.807480271863755,223271.0,4,0.12808229610310448,28597.062333236237,2.8757305262545607,4.784912753599979
prior,CLERIC,7,8.0,5.0,1.6197593127675365,219203.0,4,0.6173756755819421,135330.60021458846,proposed,1.5744814685463286,223271.0,4,0.6351297363463223,141806.05136377973,2.8757305262545607,4.784912753600001
prior,CLERIC,7,8.0,12.0,0.7022569444444444,219203.0,4,1.4239802224969098,312140.73671199015,proposed,0.6996527777777778,223271.0,4,1.4292803970223324,319116.8635235732,0.3722084367245637,2.2349299502102182
prior,CLERIC,7,12.0,1.0,12.039654273251484,219203.0,4,0.08305886342780634,18206.75203996543,proposed,11.703104523937146,223271.0,4,0.08544741251815985,19077.929240342066,2.8757305262545607,4.784912753600001
prior,CLERIC,7,12.0,5.0,2.4212896943432245,219203.0,4,0.4130030381479199,90531.50497113848,proposed,2.3536063189610066,223271.0,4,0.42487989259029835,94863.35849852851,2.8757305262545607,4.784912753600001
prior,CLERIC,7,12.0,12.0,1.0186115265857705,219203.0,4,0.9817285333024324,215197.83968549306,proposed,0.9901378307353201,223271.0,4,1.0099604004195615,225494.86856207592,2.8757305262545607,4.784912753600001
prior,CLERIC,7,24.0,1.0,24.062609996886806,219203.0,4,0.041558251583239676,9109.693421800886,proposed,23.38997728015731,223271.0,4,0.04275335491019658,9545.584304154501,2.875730526254583,4.784912753600046
prior,CLERIC,7,24.0,5.0,4.8258808390702885,219203.0,4,0.20721605720224354,45422.38138690339,proposed,4.69098087020504,223271.0,4,0.2131750326145096,47595.80270687417,2.8757305262545607,4.7849127536000235
prior,CLERIC,7,24.0,12.0,2.0205245035553805,219203.0,4,0.49492099612767254,108488.16711417421,proposed,1.964043893753668,223271.0,4,0.5091535902941591,113679.23125856719,2.8757305262545385,4.784912753599979
prior,CLERIC,8,4.0,1.0,5.518603613159365,344915.5,4,0.1812052595362084,62500.50269556108,proposed,5.353014259493101,351360.5,4,0.18681063631141798,65637.87857969798,3.0933852524791305,5.019761040033566
prior,CLERIC,8,4.0,5.0,1.1220397387751404,344915.5,4,0.8912340315964535,307400.4316251066,proposed,1.0883721938388462,351360.5,4,0.9188033336949333,322831.1987287186,3.0933852524791083,5.019761040033521
prior,CLERIC,8,4.0,12.0,0.9654513888888889,344915.5,4,1.0357849307678475,357258.2772882575,proposed,0.9621527777777777,351360.5,4,1.0393359797906894,365181.6095272465,0.3428365211115114,2.217816281019558
prior,CLERIC,8,8.0,1.0,11.014308456139647,344915.5,4,0.09079099282375512,31315.22068530191,proposed,10.68381684156092,351360.5,4,0.09359950800634453,32887.16993286322,3.0933852524791305,5.0197610400335435
prior,CLERIC,8,8.0,5.0,2.2211807073711967,344915.5,4,0.4502110056518167,155284.75411989918,proposed,2.1545327102524103,351360.5,4,0.46413776650568783,163079.67770832172,3.0933852524791083,5.019761040033521
prior,CLERIC,8,8.0,12.0,0.9654513888888889,344915.5,4,1.0357849307678475,357258.2772882575,proposed,0.9621527777777777,351360.5,4,1.0393359797906894,365181.6095272465,0.3428365211115114,2.217816281019558
prior,CLERIC,8,12.0,1.0,16.510013299119926,344915.5,4,0.060569303118205575,20891.291469667434,proposed,16.01461942362874,351360.5,4,0.06244294500839351,21939.98437962165,3.0933852524791083,5.019761040033521
prior,CLERIC,8,12.0,5.0,3.3203216759672527,344915.5,4,0.3011756382636291,103880.14585951876,proposed,3.220693226665974,351360.5,4,0.31049216104173605,109094.6809497049,3.0933852524791083,5.0197610400335435
prior,CLERIC,8,12.0,12.0,1.3968249809241549,344915.5,4,0.7159093040692821,246928.21556770848,proposed,1.354912322942237,351360.5,4,0.7380551369024874,259323.42192962643,3.0933852524791527,5.019761040033566
prior,CLERIC,8,24.0,1.0,32.99712782806077,344915.5,4,0.030305667972398483,10452.89462153381,proposed,32.007027169832185,351360.5,4,0.031243139036121956,10977.604953301328,3.0933852524791527,5.019761040033566
prior,CLERIC,8,24.0,5.0,6.617744581755421,344915.5,4,0.15110888424991772,52119.796365502494,proposed,6.419174775906663,351360.5,4,0.15578326419049043,54736.08559760282,3.0933852524791305,5.019761040033566
prior,CLERIC,8,24.0,12.0,2.770751191669225,344915.5,4,0.36091295494401826,124484.47231099353,proposed,2.6876129684591925,351360.5,4,0.3720773830665431,130733.29535295212,3.0933852524791083,5.0197610400335435
prior,CLERIC,9,4.0,1.0,7.243490582225087,512652.0,4,0.13805498725350943,70774.16532548612,proposed,7.0102164870312205,522396.25,4,0.14264894698330396,74519.2749705268,3.327630403788806,5.291633787296757
prior,CLERIC,9,4.0,5.0,1.4727428984607023,512652.0,4,0.6790051413897097,348093.3437437175,proposed,1.4253137255789616,522396.25,4,0.7015999229178829,366513.1687325911,3.3276304037888282,5.291633787296757
prior,CLERIC,9,4.0,12.0,1.2706597222222222,512652.0,4,0.7869927585735756,403453.4116682607,proposed,1.2666666666666666,522396.25,4,0.7894736842105263,412418.0921052632,0.3152412280701844,2.2219865237807612
prior,CLERIC,9,8.0,1.0,14.456925186930572,512652.0,4,0.06917100192951302,35460.65248116871,proposed,13.991344938846545,522396.25,4,0.07147275722032485,37337.10034905813,3.3276304037888282,5.291633787296779
prior,CLERIC,9,8.0,5.0,2.9154298194017985,512652.0,4,0.34300259719686366,175840.96745816653,proposed,2.8215394159420266,522396.25,4,0.35441645590697174,185145.82750409236,3.327630403788806,5.291633787296757
prior,CLERIC,9,8.0,12.0,1.2706597222222222,512652.0,4,0.7869927585735756,403453.4116682607,proposed,1.2666666666666666,522396.25,4,0.7894736842105263,412418.0921052632,0.3152412280701844,2.2219865237807612
prior,CLERIC,9,12.0,1.0,21.670359791636052,512652.0,4,0.04614598048279579,23656.829186466228,proposed,20.972473390661868,522396.25,4,0.04768154815946776,24908.66195270036,3.3276304037888282,5.291633787296779
prior,CLERIC,9,12.0,5.0,4.358116740342895,512652.0,4,0.22945690984893632,117631.5437478769,proposed,4.217765106305091,522396.25,4,0.23709238774466385,123856.17426135836,3.3276304037888282,5.291633787296801
prior,CLERIC,9,12.0,12.0,1.8334146286959767,512652.0,4,0.5454303594769798,279615.9646465926,proposed,1.774370148169728,522396.25,4,0.5635802659504304,294412.2175065075,3.3276304037888282,5.291633787296779
prior,CLERIC,9,24.0,1.0,43.310663605752495,512652.0,4,0.023089002031988735,11836.62306970309,proposed,41.91585874610783,522396.25,4,0.023857318683536615,12462.973815334464,3.3276304037888282,5.291633787296779
prior,CLERIC,9,24.0,5.0,8.686177503166183,512652.0,4,0.11512543919756323,59019.28665550918,proposed,8.406442177394284,522396.25,4,0.11895638831479675,62142.37116919364,3.3276304037888282,5.291633787296779
prior,CLERIC,9,24.0,12.0,3.6367732798723473,512652.0,4,0.27496902419913855,140963.4201937368,proposed,3.519652261123559,522396.25,4,0.28411897704939054,148422.68816443768,3.3276304037888282,5.291633787296779
prior,CLERIC,10,4.0,1.0,9.191460439552573,731582.25,4,0.10879663863827482,79593.68968742603,proposed,8.868231924236584,745074.75,4,0.1127620486860558,84016.15523425085,3.6447909580783033,5.556301717124024
prior,CLERIC,10,4.0,5.0,1.8688031599090293,731582.25,4,0.5351018349351885,391471.00438101374,proposed,1.8030844991186414,745074.75,4,0.5546051782314173,413222.3145194787,3.6447909580783033,5.556301717124024
prior,CLERIC,10,4.0,12.0,1.6168402777777777,731582.25,4,0.618490282400945,452476.5124020187,proposed,1.6109375,745074.75,4,0.6207565470417071,462510.0290979632,0.3664187951287978,2.217466856496153
prior,CLERIC,10,8.0,1.0,18.34478203910701,731582.25,4,0.0545114135380961,39879.5825668808,proposed,17.69966620563401,745074.75,4,0.056498240609853326,42095.41249782631,3.64479095807837,5.556301717124068
prior,CLERIC,10,8.0,5.0,3.6994674798199156,731582.25,4,0.2703091743487034,197753.39396566674,proposed,3.569371355398127,745074.75,4,0.2801613786942211,208741.1691902521,3.6447909580783255,5.556301717124024
prior,CLERIC,10,8.0,12.0,1.6168402777777777,731582.25,4,0.618490282400945,452476.5124020187,proposed,1.6109375,745074.75,4,0.6207565470417071,462510.0290979632,0.3664187951287978,2.217466856496153
prior,CLERIC,10,12.0,1.0,27.498103638661437,731582.25,4,0.03636614412180891,26604.82554045724,proposed,26.531100487031445,745074.75,4,0.03769161405456233,28083.069918799516,3.6447909580783033,5.556301717124024
prior,CLERIC,10,12.0,5.0,5.530131799730802,731582.25,4,0.18082751663327054,132290.2014804805,proposed,5.335658211677613,745074.75,4,0.18741830160923756,139640.6442169273,3.6447909580783255,5.556301717124046
prior,CLERIC,10,12.0,12.0,2.3264692398867513,731582.25,4,0.4298359001938398,314460.31499458477,proposed,2.244656213188513,745074.75,4,0.4455025202186795,331932.67887630255,3.6447909580783255,5.556301717124046
prior,CLERIC,10,24.0,1.0,54.95806843732473,731582.25,4,0.018195690431522714,13311.644146196859,proposed,53.02540333122372,745074.75,4,0.018858885311130776,14051.279258469436,3.6447909580783255,5.556301717124046
prior,CLERIC,10,24.0,5.0,11.022124759463459,731582.25,4,0.09072660869143333,66373.97652134835,proposed,10.634518780516068,745074.75,4,0.0940334039215898,70061.91491852755,3.6447909580783255,5.556301717124068
prior,CLERIC,10,24.0,12.0,4.6147996397753595,731582.25,4,0.21669413150267955,158529.58028652618,proposed,4.45251478353787,745074.75,4,0.2245921796143756,167337.96207813598,3.6447909580783255,5.556301717124046
prior,CLERIC,11,4.0,1.0,11.355583181434522,1001387.75,4,0.08806240807032445,88184.61667712404,proposed,10.933383597204697,1020067.0,4,0.09146299415083788,93298.38205446274,3.8615638102898586,5.798931344297897
prior,CLERIC,11,4.0,5.0,2.3088115182169773,1001387.75,4,0.4331232723458815,433724.3391670795,proposed,2.2229701089752285,1020067.0,4,0.4498486038847333,458875.7158188883,3.861563810289881,5.79893134429792
prior,CLERIC,11,4.0,12.0,2.0024305555555557,1001387.75,4,0.499393098664817,500086.1314374891,proposed,1.995486111111111,1020067.0,4,0.5011310248825475,511187.2211588655,0.34800765616844753,2.2198355490216093
prior,CLERIC,11,8.0,1.0,22.664047760456455,1001387.75,4,0.044122744999892285,44183.976339265886,proposed,21.821400457491535,1020067.0,4,0.045826572952914604,46746.17479236075,3.8615638102898586,5.79893134429792
prior,CLERIC,11,8.0,5.0,4.570504434021363,1001387.75,4,0.21879423036029064,219097.86205347313,proposed,4.4005734810325965,1020067.0,4,0.22724310917888582,231803.19665077853,3.8615638102898586,5.798931344297875
prior,CLERIC,11,8.0,12.0,2.0024305555555557,1001387.75,4,0.499393098664817,500086.1314374891,proposed,1.995486111111111,1020067.0,4,0.5011310248825475,511187.2211588655,0.34800765616844753,2.2198355490216093
prior,CLERIC,11,12.0,1.0,33.972512339478385,1001387.75,4,0.029435562198263786,29476.411399704426,proposed,32.70941731777837,1020067.0,4,0.030572235215467307,31185.72825953609,3.861563810289881,5.79893134429792
prior,CLERIC,11,12.0,5.0,6.8321973498257496,1001387.75,4,0.14636579548240133,146568.91461508203,proposed,6.578176853089962,1020067.0,4,0.15201780407139262,155068.34534569326,3.861563810289881,5.79893134429792
prior,CLERIC,11,12.0,12.0,2.874234747168074,1001387.75,4,0.34791869417947857,348401.51834732614,proposed,2.767370951989571,1020067.0,4,0.36135379656314637,368605.083198779,3.8615638102898586,5.798931344297875
prior,CLERIC,11,24.0,1.0,67.89790607654416,1001387.75,4,0.014727994687680913,14748.433462308743,proposed,65.37346789863886,1020067.0,4,0.015296725600521812,15603.684993147483,3.8615638102898586,5.798931344297875
prior,CLERIC,11,24.0,5.0,13.617276097238907,1001387.75,4,0.07343612576106641,73538.03674459133,proposed,13.110986969262061,1020067.0,4,0.07627190861713472,77802.45700735477,3.861563810289881,5.798931344297942
prior,CLERIC,11,24.0,12.0,5.701350891923557,1001387.75,4,0.17539702764419993,175640.43486931315,proposed,5.48937516706128,1020067.0,4,0.18217009578803245,185825.7031002109,3.8615638102898586,5.798931344297897
prior,CLERIC,12,4.0,1.0,13.735099841264752,1328351.75,4,0.07280616897997869,96712.2019753504,proposed,13.194130244383983,1353535.5,4,0.07579127850626191,102586.18604861248,4.10007773806107,6.073674214096814
prior,CLERIC,12,4.0,5.0,2.792613660672086,1328351.75,4,0.358087484166834,475666.13624611124,proposed,2.6826239915967434,1353535.5,4,0.37276934938794126,504556.5477084818,4.100077738061048,6.073674214096791
prior,CLERIC,12,4.0,12.0,2.427604166666667,1328351.75,4,0.41192877065007505,547186.3033683759,proposed,2.41875,1353535.5,4,0.4134366925064599,559601.2403100774,0.3660637381567522,2.268868366272603
prior,CLERIC,12,8.0,1.0,27.41320756700559,1328351.75,4,0.03647876657832611,48456.63342216101,proposed,26.333513060368038,1353535.5,4,0.03797442436592332,51399.7314713422,4.10007773806107,6.073674214096769
prior,CLERIC,12,8.0,5.0,5.528235205820253,1328351.75,4,0.18088955385747282,240284.9554232933,proposed,5.310500554793554,1353535.5,4,0.188306166185661,254879.08080119177,4.100077738061048,6.073674214096769
prior,CLERIC,12,8.0,12.0,2.427604166666667,1328351.75,4,0.41192877065007505,547186.3033683759,proposed,2.41875,1353535.5,4,0.4134366925064599,559601.2403100774,0.3660637381567522,2.268868366272603
prior,CLERIC,12,12.0,1.0,41.09131529274642,1328351.75,4,0.024336042613279974,32326.824793425025,proposed,39.472895876352084,1353535.5,4,0.02533383927879212,34290.25081513954,4.10007773806107,6.073674214096814
prior,CLERIC,12,12.0,5.0,8.26385675096842,1328351.75,4,0.12100887395982664,160742.34949006513,proposed,7.938377117990363,1353535.5,4,0.12597033186213186,170505.3161221766,4.10007773806107,6.073674214096814
prior,CLERIC,12,12.0,12.0,3.4765190469591287,1328351.75,4,0.28764404465860427,382092.4700993351,proposed,3.339593132395946,1353535.5,4,0.2994376740985102,405299.521929764,4.10007773806107,6.073674214096814
prior,CLERIC,12,24.0,1.0,82.12563846996892,1328351.75,4,0.012176465457442652,16174.629199208499,proposed,78.89104432430423,1353535.5,4,0.012675710006945954,17157.023482106597,4.10007773806107,6.073674214096791
prior,CLERIC,12,24.0,5.0,16.47072138641292,1328351.75,4,0.06071379489333863,80649.27569570743,proposed,15.822006807580792,1353535.5,4,0.06320310768169246,85547.64995749346,4.10007773806107,6.073674214096814
