level,hero_class,effect,value,maximum,share_of_max
3,MAGE,sale_bonus_pct,7.733585858585859,7.917409387997624,0.9767823639774859
3,PALADIN,sale_bonus_pct,7.917409387997624,7.917409387997624,1.0
3,RANGER,sale_bonus_pct,7.65422077922078,7.917409387997624,0.9667582417582418
3,ROGUE,sale_bonus_pct,7.55952380952381,7.917409387997624,0.9547976413830072
3,WARRIOR,sale_bonus_pct,7.55952380952381,7.917409387997624,0.9547976413830072
4,CLERIC,capacity_bonus_h,0.34845489531998686,0.3794883588074014,0.9182228841355192
4,MAGE,capacity_bonus_h,0.32930162365152693,0.3794883588074014,0.8677515818572308
4,PALADIN,capacity_bonus_h,0.36739756254383904,0.3794883588074014,0.968139216966867
4,RANGER,capacity_bonus_h,0.3697766971560297,0.3794883588074014,0.9744085386916952
4,ROGUE,capacity_bonus_h,0.3363779927599273,0.3794883588074014,0.8863987127748666
4,WARRIOR,capacity_bonus_h,0.3794883588074014,0.3794883588074014,1.0
4,CLERIC,proc_bonus_pp,0.44568183411056694,0.44568183411056694,1.0
4,MAGE,proc_bonus_pp,0.44568183411056694,0.44568183411056694,1.0
4,PALADIN,proc_bonus_pp,0.42447907433546606,0.44568183411056694,0.9524262418785487
4,RANGER,proc_bonus_pp,0.4121282313612893,0.44568183411056694,0.9247139995816982
4,ROGUE,proc_bonus_pp,0.381332195784723,0.44568183411056694,0.8556152990748109
4,WARRIOR,proc_bonus_pp,0.375326223131282,0.44568183411056694,0.8421393792733523
4,CLERIC,search_reduction_pct,5.056632501485443,5.756434324957479,0.878431371927933
4,MAGE,search_reduction_pct,5.056632501485443,5.756434324957479,0.878431371927933
4,PALADIN,search_reduction_pct,5.056632501485443,5.756434324957479,0.878431371927933
4,RANGER,search_reduction_pct,5.756434324957479,5.756434324957479,1.0
4,ROGUE,search_reduction_pct,5.550390368913523,5.756434324957479,0.964206322106267
4,WARRIOR,search_reduction_pct,5.056632501485443,5.756434324957479,0.878431371927933
4,CLERIC,sale_bonus_pct,7.822712418300654,8.165644636232871,0.9580030440694728
4,MAGE,sale_bonus_pct,7.822712418300654,8.165644636232871,0.9580030440694728
4,PALADIN,sale_bonus_pct,8.165644636232871,8.165644636232871,1.0
4,RANGER,sale_bonus_pct,7.822712418300654,8.165644636232871,0.9580030440694728
4,ROGUE,sale_bonus_pct,7.55952380952381,8.165644636232871,0.9257718338587059
4,WARRIOR,sale_bonus_pct,7.65422077922078,8.165644636232871,0.9373688324932995
5,CLERIC,capacity_bonus_h,0.39507337354322036,0.4366242300093015,0.9048361185424914
5,MAGE,capacity_bonus_h,0.37640527411519775,0.4366242300093015,0.8620805906881969
5,PALADIN,capacity_bonus_h,0.4200583098010524,0.4366242300093015,0.9620590909306701
5,RANGER,capacity_bonus_h,0.420435826178434,0.4366242300093015,0.9629237162799631
5,ROGUE,capacity_bonus_h,0.39936812942025446,0.4366242300093015,0.9146723932653638
5,WARRIOR,capacity_bonus_h,0.4366242300093015,0.4366242300093015,1.0
5,CLERIC,proc_bonus_pp,0.530189944928074,0.530189944928074,1.0
5,MAGE,proc_bonus_pp,0.530189944928074,0.530189944928074,1.0
5,PALADIN,proc_bonus_pp,0.5062151678504718,0.530189944928074,0.9547807775176599
5,RANGER,proc_bonus_pp,0.4911889569352977,0.530189944928074,0.9264395932705453
5,ROGUE,proc_bonus_pp,0.4516590130366503,0.530189944928074,0.85188151408251
5,WARRIOR,proc_bonus_pp,0.45789957332311937,0.530189944928074,0.863651937769658
5,CLERIC,search_reduction_pct,5.056632501485443,5.834005246943295,0.8667514490383509
5,MAGE,search_reduction_pct,5.056632501485443,5.834005246943295,0.8667514490383509
5,PALADIN,search_reduction_pct,5.131037263390205,5.834005246943295,0.8795050820495222
5,RANGER,search_reduction_pct,5.834005246943295,5.834005246943295,1.0
5,ROGUE,search_reduction_pct,5.6939492245343315,5.834005246943295,0.9759931613907367
5,WARRIOR,search_reduction_pct,5.131037263390205,5.834005246943295,0.8795050820495222
5,CLERIC,sale_bonus_pct,7.822712418300654,8.50769396609804,0.9194868138737781
5,MAGE,sale_bonus_pct,7.822712418300654,8.50769396609804,0.9194868138737781
5,PALADIN,sale_bonus_pct,8.50769396609804,8.50769396609804,1.0
5,RANGER,sale_bonus_pct,7.897787493375729,8.50769396609804,0.928311188066625
5,ROGUE,sale_bonus_pct,7.76174766094121,8.50769396609804,0.912320975797987
5,WARRIOR,sale_bonus_pct,7.743347338935575,8.50769396609804,0.9101581897270542
6,CLERIC,capacity_bonus_h,0.507143304888372,0.578116992403412,0.8772330022337169
6,MAGE,capacity_bonus_h,0.48961918300288687,0.578116992403412,0.8469205877644035
6,PALADIN,capacity_bonus_h,0.5498106388685926,0.578116992403412,0.9510369805648835
6,RANGER,capacity_bonus_h,0.5396172698289599,0.578116992403412,0.933404962870237
6,ROGUE,capacity_bonus_h,0.5178000952678614,0.578116992403412,0.8956666247003146
6,WARRIOR,capacity_bonus_h,0.578116992403412,0.578116992403412,1.0
6,CLERIC,proc_bonus_pp,0.7003408821520933,0.7003408821520933,1.0
6,MAGE,proc_bonus_pp,0.7003408821520933,0.7003408821520933,1.0
6,PALADIN,proc_bonus_pp,0.6509788046357586,0.7003408821520933,0.9295170697951419
6,RANGER,proc_bonus_pp,0.6454093501810622,0.7003408821520933,0.9215645789487102
6,ROGUE,proc_bonus_pp,0.5949431129584085,0.7003408821520933,0.849505045500406
6,WARRIOR,proc_bonus_pp,0.6041280475297374,0.7003408821520933,0.862619993956798
6,CLERIC,search_reduction_pct,5.056632501485443,6.301256613756614,0.8024800149300435
6,MAGE,search_reduction_pct,5.056632501485443,6.301256613756614,0.8024800149300435
6,PALADIN,search_reduction_pct,5.131037263390205,6.301256613756614,0.8142879393593272
6,RANGER,search_reduction_pct,6.301256613756614,6.301256613756614,1.0
6,ROGUE,search_reduction_pct,6.100919913419913,6.301256613756614,0.9682068652942438
6,WARRIOR,search_reduction_pct,5.131037263390205,6.301256613756614,0.8142879393593272
6,CLERIC,sale_bonus_pct,7.906746031746032,8.830416955416956,0.895398945674439
6,MAGE,sale_bonus_pct,7.906746031746032,8.830416955416956,0.895398945674439
6,PALADIN,sale_bonus_pct,8.830416955416956,8.830416955416956,1.0
6,RANGER,sale_bonus_pct,7.981821106821107,8.830416955416956,0.9039008177212646
6,ROGUE,sale_bonus_pct,7.76174766094121,8.830416955416956,0.878978614501303
6,WARRIOR,sale_bonus_pct,7.8273809523809526,8.830416955416956,0.8864112523677947
7,CLERIC,capacity_bonus_h,0.5541716240469223,0.6396782149098659,0.8663287433119918
7,MAGE,capacity_bonus_h,0.5371161888000238,0.6396782149098659,0.8396662201099131
7,PALADIN,capacity_bonus_h,0.6041260030362174,0.6396782149098659,0.9444217247907092
7,RANGER,capacity_bonus_h,0.5877996955054345,0.6396782149098659,0.9188990367418698
7,ROGUE,capacity_bonus_h,0.5685961849010233,0.6396782149098659,0.8888784573993059
7,WARRIOR,capacity_bonus_h,0.6396782149098659,0.6396782149098659,1.0
7,CLERIC,proc_bonus_pp,0.7774697337110185,0.7774697337110188,0.9999999999999996
7,MAGE,proc_bonus_pp,0.7774697337110188,0.7774697337110188,1.0
7,PALADIN,proc_bonus_pp,0.7259955786020397,0.7774697337110188,0.9337927215979422
7,RANGER,proc_bonus_pp,0.7205692883316038,0.7774697337110188,0.9268132984318017
7,ROGUE,proc_bonus_pp,0.6793764006812013,0.7774697337110188,0.8738300299336433
7,WARRIOR,proc_bonus_pp,0.6798949106827302,0.7774697337110188,0.874496949787943
7,CLERIC,search_reduction_pct,5.056632501485443,6.372685185185185,0.7934853761866005
7,MAGE,search_reduction_pct,5.056632501485443,6.372685185185185,0.7934853761866005
7,PALADIN,search_reduction_pct,5.281566259827129,6.372685185185185,0.8287819194498075
7,RANGER,search_reduction_pct,6.372685185185185,6.372685185185185,1.0
7,ROGUE,search_reduction_pct,6.372198879551821,6.372685185185185,0.9999236890542632
7,WARRIOR,search_reduction_pct,5.281566259827129,6.372685185185185,0.8287819194498075
7,CLERIC,sale_bonus_pct,8.09363799283154,8.965643274853802,0.9027392396407294
7,MAGE,sale_bonus_pct,8.09363799283154,8.965643274853802,0.9027392396407294
7,PALADIN,sale_bonus_pct,8.965643274853802,8.965643274853802,1.0
7,RANGER,sale_bonus_pct,8.168713067906616,8.965643274853802,0.9111128803013656
7,ROGUE,sale_bonus_pct,7.76174766094121,8.965643274853802,0.8657212230059171
7,WARRIOR,sale_bonus_pct,7.8273809523809526,8.965643274853802,0.8730417564498282
8,CLERIC,capacity_bonus_h,0.6060498996220507,0.7049750436362641,0.8596756794340448
8,MAGE,capacity_bonus_h,0.5895038359589337,0.7049750436362641,0.8362052547538004
8,PALADIN,capacity_bonus_h,0.6629014156850594,0.7049750436362641,0.9403189824505153
8,RANGER,capacity_bonus_h,0.6345715238191723,0.7049750436362641,0.900133316132795
8,ROGUE,capacity_bonus_h,0.6241229356746709,0.7049750436362641,0.8853120990715393
8,WARRIOR,capacity_bonus_h,0.7049750436362641,0.7049750436362641,1.0
8,CLERIC,proc_bonus_pp,0.8616682557494999,0.8616682557494999,1.0
8,MAGE,proc_bonus_pp,0.8616682557494999,0.8616682557494999,1.0
8,PALADIN,proc_bonus_pp,0.7883610652823176,0.8616682557494999,0.9149241138012937
8,RANGER,proc_bonus_pp,0.7945251236491306,0.8616682557494999,0.9220777466822582
8,ROGUE,proc_bonus_pp,0.7536731466189349,0.8616682557494999,0.8746674158993728
8,WARRIOR,proc_bonus_pp,0.7428784894657633,0.8616682557494999,0.8621397904691169
8,CLERIC,search_reduction_pct,5.056632501485443,6.6330673969992855,0.7623369700378739
8,MAGE,search_reduction_pct,5.056632501485443,6.6330673969992855,0.7623369700378739
8,PALADIN,search_reduction_pct,5.345064082758915,6.6330673969992855,0.8058208612770847
8,RANGER,search_reduction_pct,6.574639956992899,6.6330673969992855,0.9911914900739862
8,ROGUE,search_reduction_pct,6.6330673969992855,6.6330673969992855,1.0
8,WARRIOR,search_reduction_pct,5.345064082758915,6.6330673969992855,0.8058208612770847
8,CLERIC,sale_bonus_pct,8.188334962528511,9.03311965811966,0.9064791868630024
8,MAGE,sale_bonus_pct,8.188334962528511,9.03311965811966,0.9064791868630024
8,PALADIN,sale_bonus_pct,9.03311965811966,9.03311965811966,1.0
8,RANGER,sale_bonus_pct,8.263410037603586,9.03311965811966,0.9147902773739747
8,ROGUE,sale_bonus_pct,7.945571190352974,9.03311965811966,0.8796043328409678
8,WARRIOR,sale_bonus_pct,7.8273809523809526,9.03311965811966,0.8665202331671875
9,CLERIC,capacity_bonus_h,0.7103119626382353,0.820330662755862,0.8658849350479914
9,MAGE,capacity_bonus_h,0.6947628166757496,0.820330662755862,0.8469302053658787
9,PALADIN,capacity_bonus_h,0.7587174373363927,0.820330662755862,0.9248922072320416
9,RANGER,capacity_bonus_h,0.7371264032222942,0.820330662755862,0.8985722912586894
9,ROGUE,capacity_bonus_h,0.7186629971971037,0.820330662755862,0.8760650184436474
9,WARRIOR,capacity_bonus_h,0.820330662755862,0.820330662755862,1.0
9,CLERIC,proc_bonus_pp,1.041588854589136,1.041588854589136,1.0
9,MAGE,proc_bonus_pp,1.041588854589136,1.041588854589136,1.0
9,PALADIN,proc_bonus_pp,0.9354322015719507,1.041588854589136,0.8980819998702273
9,RANGER,proc_bonus_pp,0.9579853968939078,1.041588854589136,0.9197346848260907
9,ROGUE,proc_bonus_pp,0.8942042319777146,1.041588854589136,0.8585001923147895
9,WARRIOR,proc_bonus_pp,0.891391754477535,1.041588854589136,0.8558000122122585
9,CLERIC,search_reduction_pct,5.18611825805222,7.016740658527562,0.7391064470580716
9,MAGE,search_reduction_pct,5.18611825805222,7.016740658527562,0.7391064470580716
9,PALADIN,search_reduction_pct,5.485120105167878,7.016740658527562,0.7817190875512436
9,RANGER,search_reduction_pct,7.016740658527562,7.016740658527562,1.0
9,ROGUE,search_reduction_pct,6.876633264564299,7.016740658527562,0.9800324109466712
9,WARRIOR,search_reduction_pct,5.485120105167878,7.016740658527562,0.7817190875512436
9,CLERIC,sale_bonus_pct,8.289141414141415,9.460069241840744,0.8762241799964364
9,MAGE,sale_bonus_pct,8.289141414141415,9.460069241840744,0.8762241799964364
9,PALADIN,sale_bonus_pct,9.460069241840744,9.460069241840744,1.0
9,RANGER,sale_bonus_pct,8.43534024455077,9.460069241840744,0.8916784886988226
9,ROGUE,sale_bonus_pct,8.214869281045752,9.460069241840744,0.8683730606021759
9,WARRIOR,sale_bonus_pct,8.029604803798351,9.460069241840744,0.8487892211490777
10,CLERIC,capacity_bonus_h,0.7536922235079047,0.877181137226624,0.8592207373392077
10,MAGE,capacity_bonus_h,0.7385492969605121,0.877181137226624,0.8419575679609083
10,PALADIN,capacity_bonus_h,0.8069814337481609,0.877181137226624,0.9199712573614921
10,RANGER,capacity_bonus_h,0.783425657741351,0.877181137226624,0.8931173100897963
10,ROGUE,capacity_bonus_h,0.7695949915268514,0.877181137226624,0.8773501376922823
10,WARRIOR,capacity_bonus_h,0.877181137226624,0.877181137226624,1.0
10,CLERIC,proc_bonus_pp,1.139342998034655,1.139342998034655,1.0
10,MAGE,proc_bonus_pp,1.1393429980346546,1.139342998034655,0.9999999999999996
10,PALADIN,proc_bonus_pp,1.0006083467303373,1.139342998034655,0.8782327608598707
10,RANGER,proc_bonus_pp,1.0389410057721242,1.139342998034655,0.9118772903017596
10,ROGUE,proc_bonus_pp,0.9682209269609818,1.139342998034655,0.8498063608861813
10,WARRIOR,proc_bonus_pp,0.957200085707343,1.139342998034655,0.8401333815703392
10,CLERIC,search_reduction_pct,5.274502096436059,7.201050976497848,0.7324628187816628
10,MAGE,search_reduction_pct,5.274502096436059,7.201050976497848,0.7324628187816628
10,PALADIN,search_reduction_pct,5.485120105167878,7.201050976497848,0.7617110506604837
10,RANGER,search_reduction_pct,7.201050976497848,7.201050976497848,1.0
10,ROGUE,search_reduction_pct,7.118820781794126,7.201050976497848,0.9885808064722639
10,WARRIOR,search_reduction_pct,5.485120105167878,7.201050976497848,0.7617110506604837
10,CLERIC,sale_bonus_pct,8.289141414141415,9.730115179716462,0.8519057853930732
10,MAGE,sale_bonus_pct,8.289141414141415,9.730115179716462,0.8519057853930732
10,PALADIN,sale_bonus_pct,9.730115179716462,9.730115179716462,1.0
10,RANGER,sale_bonus_pct,8.502816627816628,9.730115179716462,0.8738659790525113
10,ROGUE,sale_bonus_pct,8.214869281045752,9.730115179716462,0.8442725629980812
10,WARRIOR,sale_bonus_pct,8.198096442878226,9.730115179716462,0.8425487562539954
11,CLERIC,capacity_bonus_h,0.7992417838219943,0.9331371525233996,0.8565105158021799
11,MAGE,capacity_bonus_h,0.7845181205385288,0.9331371525233996,0.8407318457067392
11,PALADIN,capacity_bonus_h,0.8549172931096156,0.9331371525233996,0.9161753883635851
11,RANGER,capacity_bonus_h,0.8317486003255983,0.9331371525233996,0.8913465700903396
11,ROGUE,capacity_bonus_h,0.8222817689720237,0.9331371525233996,0.8812014040469832
11,WARRIOR,capacity_bonus_h,0.9331371525233996,0.9331371525233996,1.0
11,CLERIC,proc_bonus_pp,1.2245073773188175,1.2245073773188175,1.0
11,MAGE,proc_bonus_pp,1.2245073773188175,1.2245073773188175,1.0
11,PALADIN,proc_bonus_pp,1.070160903360341,1.2245073773188175,0.8739521894131551
11,RANGER,proc_bonus_pp,1.1051083201840124,1.2245073773188175,0.9024921700380104
11,ROGUE,proc_bonus_pp,1.0355747828069466,1.2245073773188175,0.8457072631725928
11,WARRIOR,proc_bonus_pp,1.027422200950008,1.2245073773188175,0.8390494169170729
11,CLERIC,search_reduction_pct,5.274502096436059,7.245954767141209,0.7279236851373613
11,MAGE,search_reduction_pct,5.274502096436059,7.245954767141209,0.7279236851373613
11,PALADIN,search_reduction_pct,5.632051609570679,7.245954767141209,0.7772683918909871
11,RANGER,search_reduction_pct,7.201050976497848,7.245954767141209,0.9938029159598141
11,ROGUE,search_reduction_pct,7.245954767141209,7.245954767141209,1.0
11,WARRIOR,search_reduction_pct,5.632051609570679,7.245954767141209,0.7772683918909871
11,CLERIC,sale_bonus_pct,8.37826797385621,9.957616436629483,0.8413929204017562
11,MAGE,sale_bonus_pct,8.37826797385621,9.957616436629483,0.8413929204017562
11,PALADIN,sale_bonus_pct,9.957616436629483,9.957616436629483,1.0
11,RANGER,sale_bonus_pct,8.656045751633988,9.957616436629483,0.8692889314145887
11,ROGUE,sale_bonus_pct,8.29890289449113,9.957616436629483,0.8334226315409469
11,WARRIOR,sale_bonus_pct,8.29890289449113,9.957616436629483,0.8334226315409469
12,CLERIC,capacity_bonus_h,0.8512120155739216,0.99369264678842,0.8566149888750905
12,MAGE,capacity_bonus_h,0.8369630528630805,0.99369264678842,0.842275582463165
12,PALADIN,capacity_bonus_h,0.9049547002366962,0.99369264678842,0.9106987992328195
12,RANGER,capacity_bonus_h,0.884475598453438,0.99369264678842,0.8900897086357964
12,ROGUE,capacity_bonus_h,0.8682945431047759,0.99369264678842,0.8738059458435903
12,WARRIOR,capacity_bonus_h,0.99369264678842,0.99369264678842,1.0
12,CLERIC,proc_bonus_pp,1.3159716547070182,1.3159716547070182,1.0
12,MAGE,proc_bonus_pp,1.315971654707018,1.3159716547070182,0.9999999999999998
12,PALADIN,proc_bonus_pp,1.1383569107624276,1.3159716547070182,0.8650314820161276
12,RANGER,proc_bonus_pp,1.1860328452299802,1.3159716547070182,0.9012601760742582
12,ROGUE,proc_bonus_pp,1.1045611834337912,1.3159716547070182,0.8393502850026854
12,WARRIOR,proc_bonus_pp,1.096268244591919,1.3159716547070182,0.8330485240094225
12,CLERIC,search_reduction_pct,5.274502096436059,7.3170215896134465,0.7208537014463979
12,MAGE,search_reduction_pct,5.274502096436059,7.3170215896134465,0.7208537014463979
12,PALADIN,search_reduction_pct,5.632051609570679,7.3170215896134465,0.7697191460478138
12,RANGER,search_reduction_pct,7.3170215896134465,7.3170215896134465,1.0
12,ROGUE,search_reduction_pct,7.304877326063767,7.3170215896134465,0.998340272281427
12,WARRIOR,search_reduction_pct,5.632051609570679,7.3170215896134465,0.7697191460478138
12,CLERIC,sale_bonus_pct,8.632073632073633,9.957616436629483,0.8668815159740649
12,MAGE,sale_bonus_pct,8.632073632073633,9.957616436629483,0.8668815159740649
12,PALADIN,sale_bonus_pct,9.957616436629483,9.957616436629483,1.0
12,RANGER,sale_bonus_pct,8.834776334776334,9.957616436629483,0.8872380645509966
12,ROGUE,sale_bonus_pct,8.382936507936508,9.957616436629483,0.8418617609229803
12,WARRIOR,sale_bonus_pct,8.29890289449113,9.957616436629483,0.8334226315409469
13,CLERIC,capacity_bonus_h,0.9505746209154338,1.0958794501249178,0.8674080171930216
13,MAGE,capacity_bonus_h,0.9372129145365973,1.0958794501249178,0.8552153381740716
13,PALADIN,capacity_bonus_h,0.9887714653521815,1.0958794501249178,0.9022629863526256
13,RANGER,capacity_bonus_h,0.9818211674195298,1.0958794501249178,0.8959207760558092
13,ROGUE,capacity_bonus_h,0.9660559273246228,1.0958794501249178,0.881534850584618
13,WARRIOR,capacity_bonus_h,1.0958794501249178,1.0958794501249178,1.0
13,CLERIC,proc_bonus_pp,1.4975549036502906,1.4975549036502909,0.9999999999999999
13,MAGE,proc_bonus_pp,1.4975549036502909,1.4975549036502909,1.0
13,PALADIN,proc_bonus_pp,1.269619287544812,1.4975549036502909,0.8477948183736799
13,RANGER,proc_bonus_pp,1.3410304000403785,1.4975549036502909,0.8954799565422384
13,ROGUE,proc_bonus_pp,1.2370619413888635,1.4975549036502909,0.8260544827929343
13,WARRIOR,proc_bonus_pp,1.2287700592450075,1.4975549036502909,0.8205175357844176
13,CLERIC,search_reduction_pct,5.443584222039924,7.70983874395622,0.7060568194512727
13,MAGE,search_reduction_pct,5.443584222039924,7.70983874395622,0.7060568194512727
13,PALADIN,search_reduction_pct,5.632051609570679,7.70983874395622,0.7305018686656283
13,RANGER,search_reduction_pct,7.70983874395622,7.70983874395622,1.0
13,ROGUE,search_reduction_pct,7.579260748530777,7.70983874395622,0.9830634595920954
13,WARRIOR,search_reduction_pct,5.632051609570679,7.70983874395622,0.7305018686656283
13,CLERIC,sale_bonus_pct,8.632073632073633,10.449069428082474,0.8261093192542524
13,MAGE,sale_bonus_pct,8.632073632073633,10.449069428082474,0.8261093192542524
13,PALADIN,sale_bonus_pct,10.449069428082474,10.449069428082474,1.0
13,RANGER,sale_bonus_pct,8.895751944532433,10.449069428082474,0.8513439407938652
13,ROGUE,sale_bonus_pct,8.382936507936508,10.449069428082474,0.8022663229135873
13,WARRIOR,sale_bonus_pct,8.548040018628255,10.449069428082474,0.8180671089862708
14,CLERIC,capacity_bonus_h,0.9971212188822767,1.1549885348710043,0.8633169843488021
14,MAGE,capacity_bonus_h,0.984161559727085,1.1549885348710043,0.8520963888503029
14,PALADIN,capacity_bonus_h,1.0365703129621906,1.1549885348710043,0.8974723832024538
14,RANGER,capacity_bonus_h,1.0242613299668126,1.1549885348710043,0.8868151492786965
14,ROGUE,capacity_bonus_h,1.0126287991910843,1.1549885348710043,0.8767435940861357
14,WARRIOR,capacity_bonus_h,1.1549885348710043,1.1549885348710043,1.0
14,CLERIC,proc_bonus_pp,1.5903643132470082,1.5903643132470082,1.0
14,MAGE,proc_bonus_pp,1.5903643132470078,1.5903643132470082,0.9999999999999997
14,PALADIN,proc_bonus_pp,1.3350552996399674,1.5903643132470082,0.8394650763473291
14,RANGER,proc_bonus_pp,1.4200556850311743,1.5903643132470082,0.892912192007051
14,ROGUE,proc_bonus_pp,1.300273609954295,1.5903643132470082,0.8175948109018858
14,WARRIOR,proc_bonus_pp,1.2948170146580542,1.5903643132470082,0.8141637761064053
14,CLERIC,search_reduction_pct,5.443584222039924,7.872621171573001,0.6914576611022502
14,MAGE,search_reduction_pct,5.443584222039924,7.872621171573001,0.6914576611022502
14,PALADIN,search_reduction_pct,5.632051609570679,7.872621171573001,0.7153972592898635
14,RANGER,search_reduction_pct,7.872621171573001,7.872621171573001,1.0
14,ROGUE,search_reduction_pct,7.680357123789388,7.872621171573001,0.9755781405463974
14,WARRIOR,search_reduction_pct,5.632051609570679,7.872621171573001,0.7153972592898635
