variant,hero_class,seed_index,level,gap_h,session_min,cap_h,calendar_days,calendar_days_low,calendar_days_high,sale_gold,sale_gold_day,online_days,kills,casts,attacks
prior,CLERIC,2,45,4.0,1.0,9.158653846153847,193.69346796180423,193.43293048243473,193.9540054411737,83241552,429759.21116975916,36.170833333333334,145284,186057,1072096
prior,CLERIC,2,46,4.0,1.0,9.176470588235293,201.70460131219767,201.43644539948474,201.9727572249106,89042532,441450.1772430084,37.727777777777774,151949,195238,1115453
prior,CLERIC,2,47,4.0,1.0,9.2018244013683,209.80783963576926,209.5287430071744,210.08693626436408,95113921,453338.26021525095,39.30625,158762,204861,1158979
prior,CLERIC,2,48,4.0,1.0,9.217877094972067,217.9288121120273,217.64278851474748,218.21483570930712,101464247,465584.36223587475,40.891666666666666,165730,214379,1201766
prior,CLERIC,2,49,4.0,1.0,9.24160346695558,226.13915197604257,225.8427992725562,226.43550467952898,108102496,478035.29400098085,42.49791666666667,172850,223882,1244664
prior,CLERIC,2,50,4.0,1.0,9.25925925925926,234.49089443508765,234.18674014961178,234.79504872056353,114972915,490308.65474321047,44.135416666666664,180121,233576,1288293
prior,CLERIC,2,51,4.0,1.0,9.282051282051283,242.8460130244498,242.5318050495577,243.1602209993419,122216047,503265.6104907732,45.77708333333333,187535,243539,1331061
prior,CLERIC,2,52,4.0,1.0,9.29718875502008,251.2937720561108,250.9728263128076,251.614717799414,129689918,516088.866583776,47.44027777777778,195113,253480,1373977
prior,CLERIC,2,53,4.0,1.0,9.319066147859923,259.8271845992034,259.4964215275449,260.1579476708619,137565784,529451.0819266359,49.12361111111111,202830,263585,1417003
prior,CLERIC,2,54,4.0,1.0,9.334600760456274,268.5405904428517,268.20272325916966,268.87845762653376,145703219,542574.2855473732,50.84583333333333,210700,274138,1461308
prior,CLERIC,2,55,4.0,1.0,9.353049907578558,277.2805718218225,276.9342570190431,277.62688662460187,153993158,555369.4475895496,52.576388888888886,218723,284972,1504979
prior,CLERIC,2,56,4.0,1.0,9.367088607594937,286.1212406912058,285.7684347483072,286.4740466341044,162609909,568325.1918213773,54.329861111111114,226897,295868,1548895
prior,CLERIC,2,57,4.0,1.0,9.385964912280702,295.38712064169835,295.0251827046273,295.7490585787694,171617084,580990.4088816717,56.170833333333334,235220,308008,1597063
prior,CLERIC,2,58,4.0,1.0,9.403239556692242,304.7646231217074,304.3942433015415,305.1350029418733,180900915,593575.8328740059,58.0375,243686,320658,1645696
prior,CLERIC,2,59,4.0,1.0,9.414225941422593,314.3234078433549,313.94756338548655,314.6992523012233,190621025,606448.7093337866,59.94305555555555,252313,333497,1695502
prior,CLERIC,2,60,4.0,1.0,9.43135662063363,323.9795418895474,323.59510241335573,324.3639813657391,200638803,619294.6685146024,61.87083333333333,261082,346613,1745609
prior,CLERIC,2,61,4.0,1.0,9.447513812154696,333.73706485600707,333.3444478173441,334.12968189467006,210930603,632026.302175958,63.82222222222222,270001,359710,1796067
prior,CLERIC,2,62,4.0,1.0,9.463190184049079,343.22889952543767,342.82857704370707,343.62922200716827,221200271,644468.6659714277,65.72361111111111,278679,372291,1845289
prior,CLERIC,2,63,4.0,1.0,9.47289156626506,353.116806699745,352.7115232146398,353.52209018485013,232132964,657382.9384376557,67.70694444444445,287764,385723,1896405
prior,CLERIC,2,64,4.0,1.0,9.487929773226043,363.1476802404601,362.7346054354693,363.56075504545095,243552009,670669.3233968362,69.72152777777778,296994,399269,1948305
prior,CLERIC,2,65,4.0,1.0,9.50213371266003,373.31533620641176,372.8948132169613,373.73585919586213,255192890,683585.3372466326,71.76666666666667,306379,413041,2000977
prior,CLERIC,2,66,4.0,1.0,9.514899514899515,383.57574779693016,383.14847906091154,384.0030165329488,267306862,696881.5508677979,73.83333333333333,315907,426828,2053836
prior,CLERIC,2,67,4.0,1.0,9.529569892473118,393.90431184498254,393.46925045948586,394.3393732304793,279762275,710229.0241242596,75.91666666666667,325506,440714,2107211
prior,CLERIC,2,68,4.0,1.0,9.53825857519789,403.9281876332168,403.488652493673,404.36772277276066,291976141,722841.7078560663,77.94097222222223,334868,454361,2158797
prior,CLERIC,2,69,4.0,1.0,9.552429667519181,414.3524730029304,413.90535867949535,414.79958732636544,304884946,735810.610204428,80.04861111111111,344608,468561,2212577
prior,CLERIC,2,70,4.0,1.0,9.56575682382134,424.8718266799243,424.41752966711834,425.3261236927302,318086915,748665.5857735412,82.17847222222223,354499,482998,2266612
prior,CLERIC,2,71,4.0,1.0,9.578313253012048,435.45603037464673,434.9949333553063,435.91712739398713,331794555,761947.319261003,84.32430555555555,364536,497546,2320548
prior,CLERIC,2,72,4.0,1.0,9.589923842999415,446.23926864692544,445.7717735163141,446.70676377753676,345968716,775298.6801207274,86.51319444444445,374716,512182,2375979
prior,CLERIC,2,73,4.0,1.0,9.60022844089092,456.7541492647183,456.2811232114744,457.22717531796224,359879364,787906.0640813727,88.65,384626,526681,2430467
prior,CLERIC,2,74,4.0,1.0,9.61089494163424,468.0360860526114,467.55692374777254,468.5152483574503,374791278,800774.3188371807,90.94513888888889,394973,542765,2491283
prior,CLERIC,2,75,4.0,1.0,9.621212121212121,479.37416293552803,478.88904217829815,479.85928369275786,389939951,813435.4772316834,93.25416666666666,405464,559216,2551876
prior,CLERIC,2,76,4.0,1.0,9.6309963099631,490.7926167029771,490.301811072859,491.28342233309525,405479291,826172.3530478294,95.58194444444445,416106,575697,2612541
prior,CLERIC,2,77,4.0,1.0,9.640841457157517,502.38003894208157,501.8834341650358,502.8766437191273,421572539,839150.6555231632,97.94652777777777,426896,592248,2674316
prior,CLERIC,2,78,4.0,1.0,9.65,513.6129003094005,513.1110709388654,514.1147296799356,437157688,851142.344237569,100.24097222222223,437364,608423,2734310
prior,CLERIC,2,79,4.0,1.0,9.658536585365853,525.2534730713099,524.7466016854705,525.7603444571494,453704614,863782.2256501362,102.62083333333334,448230,625153,2796474
prior,CLERIC,2,80,4.0,1.0,9.666348903717827,537.0608804646428,536.54933258902,537.5724283402656,470750346,876530.6934899566,105.03680555555556,459237,642097,2859806
prior,CLERIC,2,81,4.0,1.0,9.674115456238361,548.940359128972,548.4241374729719,549.456580784972,488316610,889562.2299931337,107.46944444444445,470392,659158,2922975
prior,CLERIC,2,82,4.0,1.0,9.681818181818182,560.929136009325,560.4082399977598,561.4500320208903,506333825,902669.8605857097,109.9263888888889,481688,676447,2986618
prior,CLERIC,2,83,4.0,1.0,9.688195991091314,572.6283223429068,572.1036521722322,573.1529925135816,524086684,915230.1127120313,112.32569444444445,492714,693266,3048823
prior,CLERIC,2,84,4.0,1.0,9.694989106753813,584.7460921881517,584.2172610387607,585.2749233375426,542687378,928073.5437995563,114.8125,504168,710694,3113075
prior,CLERIC,2,85,4.0,1.0,9.701110162254484,597.0284232759318,596.4957943667275,597.5610521851361,561862422,941098.2795710566,117.33472222222223,515788,728408,3178288
prior,CLERIC,2,86,4.0,1.0,9.70723546633208,609.3741326817122,608.8376861278857,609.9105792355388,581522833,954295.2380352195,119.87152777777777,527547,746048,3243303
prior,CLERIC,2,87,4.0,1.0,9.7140522875817,621.8570096271158,621.3162700353254,622.397749218906,601449949,967183.6767758677,122.43819444444445,539460,763963,3309040
prior,CLERIC,2,88,4.0,1.0,9.720111955217913,634.0550151413928,633.5105488556851,634.5994814271005,621314147,979905.7371408826,124.94791666666667,550976,781682,3374310
prior,CLERIC,2,89,4.0,1.0,9.725705329153605,646.9778483693678,646.4297398935947,647.525956845141,641900071,992151.5437009694,127.60833333333333,562944,801031,3445431
prior,CLERIC,2,90,4.0,1.0,9.733130003812429,660.0371647734065,659.4841737768843,660.5901557699287,663090817,1004626.4852792673,130.29861111111111,575054,820716,3517342
prior,CLERIC,2,91,4.0,1.0,9.738708473310936,673.1654176453886,672.608741254669,673.7220940361083,684714208,1017155.9471890385,133.0048611111111,587305,840125,3589184
prior,CLERIC,2,92,4.0,1.0,9.744152046783626,686.3335300295578,685.7732484439424,686.8938116151731,706549376,1029454.8424139669,135.72083333333333,599580,859689,3661442
prior,CLERIC,2,93,4.0,1.0,9.749283667621777,699.3566709770773,698.7930300008355,699.920311953319,728554015,1041748.8603949839,138.40833333333333,611757,879140,3732735
prior,CLERIC,2,94,4.0,1.0,9.754127151387426,712.7701739531306,712.2032688085261,713.3370790977349,751728517,1054657.6504889375,141.17777777777778,624326,899191,3806047
prior,CLERIC,2,95,4.0,1.0,9.758953168044076,726.3418933335848,725.7716990271462,726.9120876400235,775089256,1067113.5220394442,143.98125,637038,919452,3880400
prior,CLERIC,2,96,4.0,1.0,9.765179469976518,740.0102437477524,739.4357780746177,740.5847094208871,799225847,1080019.9777672705,146.80625,649902,939672,3954931
prior,CLERIC,2,97,4.0,1.0,9.76928147659855,753.2718826259551,752.6946880437898,753.8490772081203,823004095,1092572.434976537,149.54861111111111,662411,959304,4027066
prior,CLERIC,2,98,4.0,1.0,9.773536072468456,766.9374965777818,766.3573865768429,767.5176065787205,847640545,1105227.673418408,152.37569444444443,675311,979521,4101442
prior,CLERIC,2,99,4.0,1.0,9.777636594663278,780.7047608755199,780.1218213179552,781.2877004330846,872851789,1118030.5702518607,155.225,688361,1000032,4176090
prior,CLERIC,2,100,4.0,1.0,9.781591263650546,794.640880026076,794.0551792024644,795.2265808496876,898869332,1131164.2209629382,158.11041666666668,701555,1020803,4251827
prior,CLERIC,2,2,4.0,5.0,8.066298342541437,0.0090710671027841,0.009056183071187747,0.009085951134380453,373,41119.74873226531,0.007638888888888889,28,24,242
prior,CLERIC,2,3,4.0,5.0,8.11320754716981,0.06489679381880009,0.06472395933587731,0.06506962830172289,7426,114427.8409305445,0.05486111111111111,211,202,1635
prior,CLERIC,2,4,4.0,5.0,8.128342245989305,0.18022068359299553,0.17994296751189715,0.1804983996740939,27266,151292.29040977694,0.1527777777777778,569,551,4738
prior,CLERIC,2,5,4.0,5.0,8.143236074270558,0.3443224539388021,0.3438981348462054,0.3447467730313988,64283,186694.1852459767,0.2923611111111111,1074,1091,9196
prior,CLERIC,2,6,4.0,5.0,8.20051413881748,0.559745319699297,0.5585840686378831,0.5609065707607107,125198,223669.5789922069,0.47638888888888886,1729,1855,15179
prior,CLERIC,2,7,4.0,5.0,8.21882951653944,0.8259900054270352,0.8245388279519937,0.8274411829020766,214745,259984.98600352588,0.7048611111111112,2549,2819,22578
prior,CLERIC,2,8,4.0,5.0,8.2367758186398,1.1360751366167943,1.134293808943614,1.1378564642899747,343263,302148.14930483326,0.9715277777777778,3507,3969,31189
prior,CLERIC,2,9,4.0,5.0,8.271604938271604,1.4951030885406151,1.49258220882703,1.4976239682542005,509471,340759.780315416,1.28125,4627,5272,41183
prior,CLERIC,2,10,4.0,5.0,8.288508557457213,1.9003844530046068,1.8974596419228942,1.9033092640863194,734304,386397.60435791145,1.6319444444444444,5897,6769,52461
prior,CLERIC,2,11,4.0,5.0,8.305084745762711,2.3505218422101377,2.347157950235192,2.3538857341850834,993575,422704.0064710762,2.022222222222222,7324,8374,64956
prior,CLERIC,2,12,4.0,5.0,8.333333333333334,2.8458091421318086,2.8416240960685255,2.849994188195092,1325506,465774.73533838516,2.452777777777778,8905,10183,78700
prior,CLERIC,2,13,4.0,5.0,8.387096774193548,3.3816589602053644,3.3757911801323037,3.387526740278425,1716424,507568.6283562324,2.9208333333333334,10624,12097,93630
prior,CLERIC,2,14,4.0,5.0,8.401826484018265,3.9589206733060083,3.9525582201577842,3.9652831264542328,2190048,553193.2010577869,3.4270833333333335,12504,14303,109643
prior,CLERIC,2,15,4.0,5.0,8.44097995545657,4.575428932942721,4.567666566235188,4.583191299650255,2728087,596247.2677387671,3.9694444444444446,14529,16753,126704
prior,CLERIC,2,16,4.0,5.0,8.454746136865342,5.2301832669372565,5.221899761834501,5.238466772040011,3355159,641499.3182379913,4.5472222222222225,16706,19328,144768
prior,CLERIC,2,17,4.0,5.0,8.471615720524017,5.927772190909987,5.918809487553774,5.936734894266201,4070446,686673.8243149549,5.163888888888889,19034,22066,164038
prior,CLERIC,2,18,4.0,5.0,8.51063829787234,6.661490348206262,6.65088047219254,6.672100224219983,4873064,731527.592967566,5.814583333333333,21509,25052,184236
prior,CLERIC,2,19,4.0,5.0,8.529411764705882,7.438820821855382,7.427374182884364,7.4502674608264,5760145,774335.7634151634,6.50625,24141,28138,205704
prior,CLERIC,2,20,4.0,5.0,8.571428571428571,8.24923102251914,8.235838714190916,8.262623330847365,6768581,820510.5398943014,7.229861111111111,26914,31481,228057
prior,CLERIC,2,21,4.0,5.0,8.594377510040161,9.095383976363284,9.080886207112643,9.109881745613922,7902828,868883.3831026321,7.988194444444445,29842,35051,251317
prior,CLERIC,2,22,4.0,5.0,8.63013698630137,9.975017817073176,9.958735303882388,9.991300330263966,9129340,915220.4203960699,8.779166666666667,32912,38819,275497
prior,CLERIC,2,23,4.0,5.0,8.669201520912548,10.897074972790344,10.878757370341372,10.915392575239316,10480195,961743.8648599482,9.611805555555556,36148,42771,300924
prior,CLERIC,2,24,4.0,5.0,8.681732580037664,11.851720045657842,11.832728522964246,11.870711568351437,11978528,1010699.5401387849,10.47638888888889,39519,46879,327262
prior,CLERIC,2,25,4.0,5.0,8.708487084870848,12.844808524198097,12.824323507270066,12.86529354112613,13586364,1057731.9213754646,11.377777777777778,43051,51199,354597
prior,CLERIC,2,26,4.0,5.0,8.722627737226277,13.86844118323931,13.847144392414044,13.889737974064577,15328864,1105305.4771956406,12.309027777777779,46733,55797,382582
prior,CLERIC,2,27,4.0,5.0,8.745519713261649,14.924994032399118,14.902343627128365,14.94764443766987,17213953,1153364.1462523884,13.272222222222222,50552,60584,411481
prior,CLERIC,2,28,4.0,5.0,8.778359511343805,16.019270372150167,15.994615054126253,16.043925690174078,19216883,1199610.378847775,14.272916666666667,54534,65556,441436
prior,CLERIC,2,29,4.0,5.0,8.793103448275861,17.148515129333518,17.122933369565924,17.174096889101108,21435922,1250016.2164671987,15.308333333333334,58666,70759,472323
prior,CLERIC,2,30,4.0,5.0,8.825503355704697,18.311067148893976,18.28339496236783,18.338739335420126,23801157,1299823.5879134787,16.377083333333335,62945,76163,504119
prior,CLERIC,2,31,4.0,5.0,8.852459016393443,19.496905863521974,19.467465498405495,19.52634622863845,26342938,1351134.286865831,17.470833333333335,67372,81899,536317
prior,CLERIC,2,32,4.0,5.0,8.88,20.715211901152255,20.683921078434864,20.746502723869646,29043252,1402025.3395710865,18.597916666666666,71952,87879,569414
prior,CLERIC,2,33,4.0,5.0,8.89589905362776,21.973289099744182,21.940897795736195,22.00568040375217,31972550,1455064.36723541,19.764583333333334,76695,94074,603638
prior,CLERIC,2,34,4.0,5.0,8.921417565485362,23.257646527334202,23.223456116963263,23.291836937705142,35082692,1508436.8901543017,20.958333333333332,81583,100534,638454
prior,CLERIC,2,35,4.0,5.0,8.942598187311178,24.57821707723368,24.542495212565377,24.61393894190198,38343642,1560066.0487093248,22.18888888888889,86621,107140,674342
prior,CLERIC,2,36,4.0,5.0,8.96755162241888,25.92816909524008,25.890607489202655,25.965730701277508,41825324,1613122.926125869,23.45,91811,113855,710913
prior,CLERIC,2,37,4.0,5.0,8.992805755395683,27.297410949705366,27.257965991663482,27.336855907747253,45522616,1667653.2468179495,24.73263888888889,97142,121025,747763
prior,CLERIC,2,38,4.0,5.0,9.005681818181818,28.70524173074897,28.66481151142099,28.74567195007695,49427071,1721883.1133219083,26.054166666666667,102642,128381,785657
prior,CLERIC,2,39,4.0,5.0,9.027777777777779,30.145845747352382,30.103688693841217,30.188002800863543,53552484,1776446.5607903323,27.409027777777776,108275,135819,824587
prior,CLERIC,2,40,4.0,5.0,9.054054054054054,31.623185457380103,31.57892801756915,31.667442897191055,57923907,1831691.0887445696,28.802083333333332,114065,143478,864606
prior,CLERIC,2,41,4.0,5.0,9.076517150395778,33.12014337091756,33.07407129142495,33.166215450410164,62494154,1886892.6169829157,30.21736111111111,120012,151340,904814
prior,CLERIC,2,42,4.0,5.0,9.097938144329897,34.64141028288513,34.59358380205067,34.689236763719606,67297910,1942701.219449171,31.659027777777776,126104,159700,945506
prior,CLERIC,2,43,4.0,5.0,9.117276166456495,36.19224914723165,36.14281161020557,36.24168668425772,72325332,1998365.2219506279,33.13194444444444,132356,168246,986886
prior,CLERIC,2,44,4.0,5.0,9.136868064118373,37.772686117300125,37.72158869392408,37.82378354067617,77587579,2054065.7013127909,34.63611111111111,138756,177070,1029047
prior,CLERIC,2,45,4.0,5.0,9.158653846153847,39.38165946111371,39.32868711053653,39.434631811690906,83241552,2113713.67126351,36.170833333333334,145284,186057,1072096
prior,CLERIC,2,46,4.0,5.0,9.176470588235293,41.01047910496965,40.955957778318485,41.06500043162081,89042532,2171214.1370523474,37.727777777777774,151949,195238,1115453
prior,CLERIC,2,47,4.0,5.0,9.2018244013683,42.65802548611076,42.601279698554144,42.714771273667374,95113921,2229684.0961607243,39.30625,158762,204861,1158979
prior,CLERIC,2,48,4.0,5.0,9.217877094972067,44.309177566345795,44.251023390965265,44.36733174172633,101464247,2289914.924466241,40.891666666666666,165730,214379,1201766
prior,CLERIC,2,49,4.0,5.0,9.24160346695558,45.97849977936136,45.918245495250034,46.03875406347269,108102496,2351153.1806987016,42.49791666666667,172850,223882,1244664
prior,CLERIC,2,50,4.0,5.0,9.25925925925926,47.67657189759045,47.61473139971362,47.73841239546727,114972915,2411518.0774104833,44.135416666666664,180121,233576,1288293
prior,CLERIC,2,51,4.0,5.0,9.282051282051283,49.37533044895453,49.31144583995159,49.439215057957476,122216047,2475245.145475027,45.77708333333333,187535,243539,1331061
prior,CLERIC,2,52,4.0,5.0,9.29718875502008,51.0929246089188,51.02767008019742,51.15817913764018,129689918,2538314.629524286,47.44027777777778,195113,253480,1373977
prior,CLERIC,2,53,4.0,5.0,9.319066147859923,52.82793379817829,52.760683215144006,52.89518438121257,137565784,2604034.913149372,49.12361111111111,202830,263585,1417003
prior,CLERIC,2,54,4.0,5.0,9.334600760456274,54.59953913568354,54.53084414812995,54.668234123237134,145703219,2668579.6493248353,50.84583333333333,210700,274138,1461308
prior,CLERIC,2,55,4.0,5.0,9.353049907578558,56.376547797797926,56.306135244535746,56.44696035106011,153993158,2731510.9565118668,52.576388888888886,218723,284972,1504979
prior,CLERIC,2,56,4.0,5.0,9.367088607594937,58.174028190328144,58.102295861689015,58.245760518967266,162609909,2795232.0658969786,54.329861111111114,226897,295868,1548895
prior,CLERIC,2,57,4.0,5.0,9.385964912280702,60.05796228814613,59.98437324699892,60.131551329293345,171617084,2857524.255928222,56.170833333333334,235220,308008,1597063
prior,CLERIC,2,58,4.0,5.0,9.403239556692242,61.964591423085736,61.88928598247111,62.03989686370037,180900915,2919423.9943394987,58.0375,243686,320658,1645696
prior,CLERIC,2,59,4.0,5.0,9.414225941422593,63.908078773130256,63.83166226509894,63.984495281161564,190621025,2982737.5295804604,59.94305555555555,252313,333497,1695502
prior,CLERIC,2,60,4.0,5.0,9.43135662063363,65.87135913936856,65.79319509649143,65.94952318224568,200638803,3045918.6757554933,61.87083333333333,261082,346613,1745609
prior,CLERIC,2,61,4.0,5.0,9.447513812154696,67.85525385039148,67.77542714958449,67.93508055119845,210930603,3108537.527028691,63.82222222222222,270001,359710,1796067
prior,CLERIC,2,62,4.0,5.0,9.463190184049079,69.78512894915539,69.70373558150064,69.86652231681013,221200271,3169733.642839062,65.72361111111111,278679,372291,1845289
prior,CLERIC,2,63,4.0,5.0,9.47289156626506,71.79553331239629,71.71313127600563,71.87793534878693,232132964,3233250.7788464287,67.70694444444445,287764,385723,1896405
prior,CLERIC,2,64,4.0,5.0,9.487929773226043,73.83500552606864,73.75101936239834,73.91899168973896,243552009,3298598.100788521,69.72152777777778,296994,399269,1948305
prior,CLERIC,2,65,4.0,5.0,9.50213371266003,75.90228827433266,75.81678774950667,75.98778879915865,255192890,3362123.8015599693,71.76666666666667,306379,413041,2000977
prior,CLERIC,2,66,4.0,5.0,9.514899514899515,77.98843004999824,77.90155798333888,78.0753021166576,267306862,3427519.4644722305,73.83333333333333,315907,426828,2053836
prior,CLERIC,2,67,4.0,5.0,9.529569892473118,80.08842854939479,79.99997208512372,80.17688501366587,279762275,3493167.2411009506,75.91666666666667,325506,440714,2107211
prior,CLERIC,2,68,4.0,5.0,9.53825857519789,82.1264779835171,82.03711191780076,82.21584404923345,291976141,3555201.052924734,77.94097222222223,334868,454361,2158797
prior,CLERIC,2,69,4.0,5.0,9.552429667519181,84.24593849437173,84.15503143276048,84.33684555598296,304884946,3618986.878760555,80.04861111111111,344608,468561,2212577
