class,seed_index,level,str,con,dex,int,wis,cha,hp,mp,tales,kills,seconds,bag,proc_pct,skill_damage_pct,skills,skill_uses,stat_power,equipment_power,sale_gold,items_sold,attacks,casts,experience
WARRIOR,2,50,68,57,30,33,15,25,1117,659,33,180140,3728880.0,78,18,231.7,11,92776,297,251,117230016,180132,1247520,227012,484
WARRIOR,2,51,71,57,31,34,15,26,1180,689,35,187557,3868200.0,80,19,236.0,11,95501,304,257,124592601,187544,1289451,236526,28
WARRIOR,2,52,73,58,31,34,16,26,1223,711,36,195130,4009080.0,81,19,241.1,11,97549,310,261,132305674,195098,1331354,246577,99
WARRIOR,2,53,74,61,32,35,16,26,1288,743,38,202851,4152360.0,83,19,242.1,11,99399,317,266,140244711,202793,1373844,256806,71
WARRIOR,2,54,75,63,33,35,16,26,1331,764,39,210725,4298400.0,83,19,249.0,11,101304,323,270,148579997,210678,1417156,267293,395
WARRIOR,2,55,76,65,35,35,17,26,1400,798,41,218751,4447020.0,85,20,242.27272727272728,12,103217,330,276,157239280,218746,1461182,278030,921
WARRIOR,2,56,77,68,35,35,17,26,1448,816,42,226925,4595940.0,86,20,257.0,12,105609,336,281,166119290,226906,1504380,289132,769
WARRIOR,2,57,80,69,35,35,17,28,1524,850,44,235245,4753080.0,88,20,250.63636363636363,12,107603,343,287,175323759,235166,1552369,301391,142
WARRIOR,2,58,84,70,35,35,18,28,1600,884,46,243709,4913040.0,91,20,244.36363636363637,12,109747,351,291,185090065,243685,1601191,313950,734
WARRIOR,2,59,86,71,35,36,18,28,1649,905,47,252336,5075760.0,92,20,244.36363636363637,12,111887,357,294,195056316,252330,1650773,326792,354
WARRIOR,2,60,88,73,35,36,19,29,1725,941,49,261103,5241060.0,94,20,252.91666666666666,13,114033,364,301,205336157,261070,1701163,339802,786
WARRIOR,2,61,91,74,35,37,20,29,1809,976,51,270022,5408100.0,96,20,258.0,13,116220,371,307,215984818,269930,1751656,352907,701
WARRIOR,2,62,93,76,36,37,21,29,1889,1013,53,278697,5570820.0,97,20,253.83333333333334,13,118208,378,311,226536403,278672,1800894,365593,53
WARRIOR,2,63,95,76,36,37,23,29,1943,1039,54,287786,5740980.0,99,20,259.6666666666667,13,120252,384,316,237665152,287739,1852344,378798,739
WARRIOR,2,64,98,77,36,37,24,30,2027,1078,56,297020,5913360.0,101,20,258.8333333333333,13,122323,391,320,249260967,296968,1904266,392370,381
WARRIOR,2,65,102,78,36,38,24,30,2111,1115,58,306407,6088920.0,104,20,263.0769230769231,14,123941,399,326,261291050,306387,1957257,406128,576
WARRIOR,2,66,104,81,36,39,24,30,2199,1150,60,315939,6265500.0,106,20,278.46153846153845,14,125955,405,331,273524024,315851,2009955,419930,470
WARRIOR,2,67,108,83,36,39,24,30,2292,1188,62,325536,6443820.0,107,20,270.0,14,127903,413,338,286175344,325450,2063366,433787,949
WARRIOR,2,68,108,85,36,41,24,30,2351,1212,63,334900,6617580.0,109,20,276.9230769230769,14,129877,419,341,298765200,334866,2115275,447348,912
WARRIOR,2,69,112,87,36,41,24,30,2442,1253,65,344640,6797940.0,109,20,276.15384615384613,14,131951,426,345,311829473,344567,2169082,461559,802
WARRIOR,2,70,114,89,36,42,25,30,2537,1294,67,354534,6980760.0,111,20,273.2142857142857,15,133742,433,351,325557151,354486,2223404,475974,507
WARRIOR,2,71,117,90,36,43,26,30,2635,1336,69,364567,7164600.0,113,20,284.57142857142856,15,135798,440,360,339579476,364476,2277462,490539,674
WARRIOR,2,72,119,92,36,43,27,31,2734,1377,71,374750,7351200.0,113,20,275.2857142857143,15,137723,446,364,353948744,374646,2332313,505300,417
WARRIOR,2,73,120,95,36,43,29,31,2836,1415,73,384656,7534620.0,115,20,291.7142857142857,15,139636,453,368,368177232,384590,2386989,519789,519
WARRIOR,2,74,122,98,37,43,29,31,2937,1458,75,395004,7730880.0,115,20,286.7142857142857,15,141767,459,372,383360610,394940,2447480,535983,212
WARRIOR,2,75,126,99,37,44,29,31,3044,1500,77,405495,7929480.0,117,20,323.8636363636364,16,143792,466,377,398807472,405405,2508609,552328,415
WARRIOR,2,76,127,102,37,44,30,32,3152,1540,79,416136,8128800.0,119,20,286.06666666666666,16,145987,473,381,414809605,416052,2569080,568837,259
WARRIOR,2,77,130,104,37,44,30,33,3258,1587,81,426928,8331180.0,119,20,301.46666666666664,16,148103,480,387,431356048,426881,2630565,585523,557
WARRIOR,2,78,132,106,38,44,31,33,3369,1631,83,437398,8527680.0,121,20,302.1333333333333,16,150123,486,391,447663192,437353,2690385,601692,413
WARRIOR,2,79,136,107,38,44,31,34,3479,1676,85,448260,8731500.0,121,20,294.8,16,152182,493,396,464700714,448243,2752433,618540,154
WARRIOR,2,80,137,109,39,45,31,35,3590,1722,87,459269,8937780.0,123,20,330.0869565217391,17,153911,500,400,482106398,459254,2815127,635605,354
WARRIOR,2,81,138,111,39,47,31,36,3705,1764,89,470428,9145920.0,125,20,293.8125,17,155976,506,407,500045605,470324,2878127,652599,1253
WARRIOR,2,82,140,113,39,47,32,37,3823,1813,91,481723,9356220.0,125,20,302.9375,17,157973,512,415,518514916,481699,2941513,670022,1429
WARRIOR,2,83,141,115,40,48,32,38,3944,1860,93,492741,9561120.0,127,20,294.8125,17,159964,519,419,536596124,492699,3003269,686936,129
WARRIOR,2,84,143,116,41,49,32,39,4065,1907,95,504203,9774240.0,127,20,294.75,17,162052,525,424,555843448,504129,3067559,704506,1255
WARRIOR,2,85,144,119,41,50,33,39,4184,1957,97,515818,9989820.0,129,20,344.0416666666667,18,163822,532,431,575722467,515813,3132364,722320,74
WARRIOR,2,86,145,122,41,50,35,39,4308,2007,99,527576,1.020648E7,131,20,303.52941176470586,18,165857,538,434,596035509,527552,3196933,740036,251
WARRIOR,2,87,146,126,42,50,35,39,4437,2056,101,539494,1.042602E7,131,20,304.1764705882353,18,167850,545,438,616791888,539473,3262339,758052,1313
WARRIOR,2,88,148,128,42,50,37,39,4571,2106,103,551004,1.06401E7,133,20,318.88235294117646,18,169835,551,442,637357273,551001,3326989,775964,163
WARRIOR,2,89,149,130,42,50,39,40,4705,2157,105,562971,1.086732E7,133,20,308.94117647058823,18,171976,557,447,658469540,562848,3397637,795346,65
WARRIOR,2,90,153,132,43,51,39,40,4887,2229,108,575082,1.1097E7,135,20,313.6111111111111,19,173447,564,450,680562083,575074,3468759,815206,563
WARRIOR,2,91,156,133,43,51,39,42,5024,2280,110,587336,1.132758E7,137,20,322.55555555555554,19,175654,571,457,702662881,587224,3539666,834869,978
WARRIOR,2,92,157,135,43,52,39,44,5164,2332,112,599607,1.155966E7,137,20,332.05555555555554,19,177780,577,461,725619577,599554,3611389,854479,336
WARRIOR,2,93,157,139,43,52,39,46,5307,2382,114,611784,1.17891E7,139,20,325.94444444444446,19,179822,584,467,748469429,611747,3681984,874045,19
WARRIOR,2,94,160,141,43,52,39,47,5455,2437,116,624353,1.202532E7,139,20,328.72222222222223,19,181961,590,472,772178403,624257,3754488,894370,657
WARRIOR,2,95,162,142,44,52,40,48,5603,2491,118,637067,1.22643E7,141,20,364.2307692307692,20,183619,597,476,796498995,637045,3827786,914861,1087
WARRIOR,2,96,166,144,45,52,41,48,5800,2564,121,649932,1.25049E7,143,20,328.0,20,185770,604,482,821135604,649876,3901201,935255,1524
WARRIOR,2,97,168,146,46,52,41,49,5952,2616,123,662436,1.273908E7,143,20,324.2631578947368,20,187670,610,486,845516593,662317,3972872,955070,1251
WARRIOR,2,98,171,147,47,52,42,49,6106,2669,125,675334,1.297974E7,145,20,340.63157894736844,20,189755,617,492,871273457,675330,4046079,975490,487
WARRIOR,2,99,174,147,47,52,44,50,6265,2722,127,688380,1.322274E7,145,20,333.7894736842105,20,191800,624,496,897281165,688271,4120040,996146,162
WARRIOR,2,100,175,149,47,53,45,51,6422,2774,129,701575,1.346856E7,147,20,325.8421052631579,20,193329,630,501,923839749,701430,4194819,1017110,710
WARRIOR,3,1,15,12,10,13,7,12,11,4,0,0,0.0,22,10,95.0,1,0,1,1,0,0,0,0,0
WARRIOR,3,2,16,13,10,13,7,12,19,10,0,31,780.0,23,10,95.0,1,33,7,3,363,22,305,33,70
WARRIOR,3,3,17,14,10,14,8,12,32,21,1,219,5460.0,24,10,96.0,1,253,13,9,6794,206,2108,253,56
WARRIOR,3,4,18,14,10,14,8,13,40,27,1,584,14100.0,25,10,98.0,1,658,19,15,27329,566,5299,658,38
WARRIOR,3,5,19,14,10,14,8,14,48,33,1,1096,26160.0,26,10,115.0,2,1232,25,20,66905,1091,9719,1232,58
WARRIOR,3,6,20,16,10,14,8,15,64,43,2,1755,41520.0,28,11,102.0,2,1921,31,27,129935,1741,15335,1921,5
WARRIOR,3,7,20,17,11,14,8,15,72,48,2,2580,60300.0,28,11,119.0,2,2840,36,33,223857,2553,22060,2840,110
WARRIOR,3,8,20,18,11,15,8,15,80,52,2,3545,82260.0,29,11,121.0,2,3922,42,40,359058,3533,29907,3922,72
WARRIOR,3,9,20,20,11,16,9,15,96,64,3,4666,107640.0,29,11,110.0,2,5119,47,43,534576,4664,38951,5119,73
WARRIOR,3,10,21,21,11,16,9,15,104,69,3,5933,136380.0,30,11,132.66666666666666,3,6525,53,48,755060,5911,49251,6525,29
WARRIOR,3,11,22,21,12,16,9,15,113,77,3,7364,168960.0,32,11,123.0,3,8103,59,56,1033846,7351,60943,8103,149
WARRIOR,3,12,23,21,12,16,10,15,124,83,3,8949,204180.0,32,11,136.5,3,9778,64,60,1361667,8919,73355,9778,101
WARRIOR,3,13,24,22,12,16,11,16,145,94,4,10674,242760.0,34,11,139.5,3,11719,70,64,1762779,10657,87012,11719,147
WARRIOR,3,14,24,23,12,16,12,16,155,100,4,12544,284400.0,34,11,133.0,3,13783,75,69,2244313,12527,101721,13783,107
WARRIOR,3,15,27,23,12,16,12,17,175,111,5,14569,329580.0,36,12,141.66666666666666,4,16078,82,76,2786220,14538,117728,16078,155
WARRIOR,3,16,27,24,12,16,13,17,183,119,5,16737,376740.0,37,12,152.66666666666666,4,18455,88,80,3426747,16734,133988,18455,113
WARRIOR,3,17,28,24,12,16,13,18,195,126,5,19065,427440.0,38,12,147.66666666666666,4,21021,93,83,4148564,19028,151562,21021,135
WARRIOR,3,18,29,25,12,17,14,18,216,140,6,21536,481560.0,39,12,154.66666666666666,4,23861,99,89,4968590,21498,170417,23861,152
WARRIOR,3,19,29,26,12,17,15,18,225,149,6,24170,539880.0,39,12,156.0,4,26959,104,93,5880795,24150,190961,26959,188
WARRIOR,3,20,29,29,13,17,15,18,246,164,7,26941,601800.0,40,12,170.36363636363637,5,29675,110,99,6916841,26919,213022,30268,46
WARRIOR,3,21,29,30,13,17,15,19,258,170,7,29878,666060.0,41,12,167.75,5,32307,115,105,8058623,29839,235461,33698,28
WARRIOR,3,22,30,31,14,17,16,19,283,186,8,32959,734640.0,42,13,170.5,5,34535,121,108,9334380,32955,259806,37437,11
WARRIOR,3,23,30,33,14,18,16,20,307,200,9,36189,804960.0,43,13,168.75,5,36888,126,115,10728528,36147,284318,41393,89
WARRIOR,3,24,31,34,14,18,16,20,320,206,9,39565,879120.0,43,13,172.0,5,39438,132,120,12247903,39544,310370,45668,411
WARRIOR,3,25,32,35,14,19,16,21,347,218,10,43091,956460.0,45,13,189.75,6,41243,138,124,13930716,43065,337525,50076,80
WARRIOR,3,26,34,35,14,19,16,21,362,225,10,46769,1036380.0,47,13,178.0,6,43604,145,130,15739292,46755,365326,54690,55
WARRIOR,3,27,35,37,14,19,17,21,390,238,11,50594,1119000.0,47,13,180.0,6,45968,151,134,17700080,50562,393927,59451,152
WARRIOR,3,28,36,39,15,19,17,21,417,257,12,54580,1203540.0,49,14,181.6,6,48336,158,140,19804633,54545,422637,64225,284
WARRIOR,3,29,36,40,16,19,17,21,433,265,12,58721,1289940.0,49,14,182.2,6,50059,163,145,22150273,58710,451461,69317,332
WARRIOR,3,30,37,41,17,19,17,22,462,284,13,62996,1380900.0,50,14,188.33333333333334,7,51862,169,150,24597609,62973,482602,74782,285
WARRIOR,3,31,38,43,18,19,17,22,494,303,14,67423,1474920.0,52,14,189.66666666666666,7,54407,175,154,27186430,67373,514761,80510,89
WARRIOR,3,32,40,45,18,19,17,22,527,320,15,72008,1571400.0,53,14,200.66666666666666,7,56921,183,159,30018429,71970,547452,86259,260
WARRIOR,3,33,40,46,18,20,17,22,543,329,15,76752,1669260.0,54,14,192.16666666666666,7,58720,188,165,33030095,76740,579870,92042,90
WARRIOR,3,34,41,47,18,22,17,22,580,345,16,81634,1769640.0,54,15,200.66666666666666,7,60492,194,170,36219820,81600,613045,98212,756
WARRIOR,3,35,41,49,19,22,17,23,617,360,17,86683,1872180.0,55,15,199.85714285714286,8,62362,199,178,39616275,86676,646440,104566,576
WARRIOR,3,36,43,49,19,24,17,23,653,374,18,91869,1978200.0,57,15,200.71428571428572,8,64835,206,182,43167948,91828,681320,111080,276
WARRIOR,3,37,43,52,19,24,18,23,689,392,19,97203,2085780.0,57,15,213.28571428571428,8,67226,211,186,46949099,97186,716116,117721,432
WARRIOR,3,38,44,53,19,24,18,23,709,401,19,102703,2198040.0,59,15,202.71428571428572,8,69011,217,191,50966667,102658,752999,124800,472
WARRIOR,3,39,46,54,19,24,18,24,748,417,20,108337,2311980.0,60,16,210.14285714285714,8,70801,224,196,55258015,108322,789996,131850,232
WARRIOR,3,40,47,55,19,24,18,26,791,435,21,114137,2430120.0,61,16,231.26666666666668,9,72738,230,200,59734748,114082,828762,139707,133
WARRIOR,3,41,47,57,19,25,19,26,829,456,22,120084,2549760.0,62,16,216.0,9,75439,236,205,64506085,120060,867390,147533,241
WARRIOR,3,42,50,57,19,25,19,27,871,475,23,126175,2671320.0,64,16,222.5,9,77486,243,211,69444806,126119,906335,155509,442
WARRIOR,3,43,51,58,19,26,19,28,916,493,24,132424,2794560.0,65,16,216.125,9,79268,249,218,74706664,132391,945202,163437,414
WARRIOR,3,44,53,59,20,26,19,28,959,513,25,138818,2920260.0,66,17,214.625,9,81060,256,222,80232735,138783,984727,171610,252
WARRIOR,3,45,56,59,20,27,19,28,1003,534,26,145348,3046920.0,69,17,244.6875,10,82952,264,228,85955505,145295,1023959,180113,582
WARRIOR,3,46,58,60,20,28,19,28,1046,550,27,152010,3174900.0,71,17,232.77777777777777,10,85531,270,232,91973786,151988,1063068,188626,157
WARRIOR,3,47,61,61,20,30,19,28,1115,577,29,158834,3305580.0,72,18,222.66666666666666,10,87273,278,236,98238861,158804,1102891,197332,462
WARRIOR,3,48,62,62,20,31,19,29,1158,597,30,165802,3437820.0,74,18,223.66666666666666,10,89097,284,240,104776938,165788,1142685,206503,298
WARRIOR,3,49,64,64,20,31,21,29,1228,629,32,172925,3573060.0,75,18,233.66666666666666,10,90914,291,247,111648984,172892,1183459,215805,574
WARRIOR,3,50,64,66,21,31,21,30,1276,648,33,180200,3710940.0,76,18,231.7,11,92781,297,252,118770682,180167,1224940,225305,372
WARRIOR,3,51,67,67,21,31,22,31,1351,681,35,187615,3850740.0,78,19,246.0,11,95445,304,256,126119945,187541,1266782,234852,496
WARRIOR,3,52,69,68,22,31,22,31,1400,703,36,195192,3992220.0,79,19,245.0,11,97332,311,259,133881021,195142,1308518,244919,211
WARRIOR,3,53,70,70,22,32,23,32,1478,735,38,202913,4135860.0,81,19,233.4,11,99178,317,265,141968373,202891,1350733,255225,311
WARRIOR,3,54,72,72,22,32,23,32,1526,761,39,210781,4282440.0,82,20,242.9,11,101065,324,271,150418013,210748,1393950,265710,407
WARRIOR,3,55,74,76,22,32,23,32,1604,797,41,218801,4430580.0,84,20,270.27777777777777,12,103095,331,279,159111285,218784,1437087,276606,405
WARRIOR,3,56,75,78,23,32,23,32,1657,820,42,226980,4580880.0,85,20,258.90909090909093,12,105696,337,283,168077497,226932,1480570,287665,537
WARRIOR,3,57,78,79,23,32,24,33,1743,855,44,235294,4738980.0,87,20,254.36363636363637,12,107781,344,287,177440875,235269,1528613,299980,278
WARRIOR,3,58,80,80,23,33,25,34,1832,888,46,243770,4899720.0,89,20,251.63636363636363,12,109905,351,291,187021177,243708,1577339,312596,650
WARRIOR,3,59,80,82,23,35,25,34,1891,908,47,252394,5063520.0,89,20,244.45454545454547,12,112031,357,295,197069609,252341,1627065,325376,526
WARRIOR,3,60,82,84,24,35,25,35,1980,944,49,261158,5230020.0,91,20,252.91666666666666,13,114183,364,300,207450898,261152,1677604,338344,390
WARRIOR,3,61,83,86,25,36,25,36,2068,982,51,270078,5398080.0,92,20,253.0,13,116330,370,307,218364518,270070,1728160,351442,197
WARRIOR,3,62,83,90,26,37,25,36,2159,1020,53,278758,5561460.0,92,20,257.1666666666667,13,118253,376,311,229001178,278718,1777336,364175,366
WARRIOR,3,63,84,91,26,38,26,36,2222,1045,54,287841,5732520.0,94,20,261.3333333333333,13,120307,382,316,240400713,287783,1828909,377513,96
WARRIOR,3,64,84,95,26,39,26,37,2320,1080,56,297078,5905920.0,94,20,254.16666666666666,13,122368,388,321,252106684,296995,1880977,391031,502
WARRIOR,3,65,87,97,27,39,26,37,2423,1117,58,306468,6081780.0,96,20,297.75,14,123963,396,326,264233886,306395,1933638,404837,1049
WARRIOR,3,66,90,97,27,40,27,38,2529,1159,60,315995,6259020.0,99,20,263.46153846153845,14,126027,402,331,276641890,315972,1986214,418657,311
WARRIOR,3,67,92,100,27,40,28,38,2629,1204,62,325587,6437880.0,100,20,266.9230769230769,14,128069,409,337,289484950,325575,2039498,432510,212
WARRIOR,3,68,93,101,29,40,28,38,2702,1230,63,334958,6612120.0,101,20,273.84615384615387,14,130033,415,341,302087729,334875,2091291,446047,690
WARRIOR,3,69,95,103,30,40,29,38,2807,1275,65,344700,6793020.0,102,20,271.53846153846155,14,132064,422,346,315495973,344614,2145079,460130,485
WARRIOR,3,70,97,105,31,40,29,39,2917,1315,67,354595,6976320.0,104,20,273.2142857142857,15,133844,429,357,329399489,354545,2199368,474549,602
WARRIOR,3,71,100,106,32,40,30,39,3030,1359,69,364627,7161180.0,107,20,290.35714285714283,15,135844,436,360,343675320,364612,2253843,488903,896
WARRIOR,3,72,103,108,32,41,30,39,3141,1401,71,374798,7347960.0,108,20,273.92857142857144,15,137785,443,365,358192418,374747,2308701,503501,130
WARRIOR,3,73,104,110,32,41,32,40,3259,1441,73,384719,7531560.0,110,20,290.2857142857143,15,139667,449,369,372611249,384645,2363200,518127,726
WARRIOR,3,74,105,113,33,42,32,40,3375,1485,75,395069,7727820.0,110,20,279.64285714285717,15,141863,456,377,387900732,394985,2423441,534391,1053
WARRIOR,3,75,108,115,34,42,32,40,3497,1526,77,405560,7926660.0,113,20,328.40909090909093,16,143737,463,380,403529335,405498,2484462,550778,624
WARRIOR,3,76,111,117,34,42,33,40,3618,1569,79,416201,8126700.0,115,20,295.3333333333333,16,145916,470,383,419686965,416181,2545244,567168,494
WARRIOR,3,77,112,119,36,42,34,40,3741,1615,81,426995,8328960.0,116,20,283.6666666666667,16,147957,476,387,436078752,426890,2606548,583854,650
WARRIOR,3,78,114,121,36,43,34,41,3865,1657,83,437463,8526060.0,118,20,294.0,16,149961,483,391,452482190,437446,2666645,600008,138
WARRIOR,3,79,115,123,37,44,34,42,3991,1701,85,448330,8729700.0,118,20,300.1333333333333,16,152096,489,396,469614673,448302,2728434,616740,522
WARRIOR,3,80,117,125,38,44,35,42,4118,1752,87,459343,8936220.0,120,20,293.5,17,153849,495,401,487230220,459276,2791266,633788,1133
WARRIOR,3,81,120,127,39,44,35,42,4251,1799,89,470493,9144180.0,123,20,306.0,17,155911,502,406,505164970,470373,2854125,650710,306
WARRIOR,3,82,121,129,40,45,36,42,4385,1845,91,481791,9354540.0,123,20,295.375,17,157899,509,412,523789365,481689,2917577,668070,1095
WARRIOR,3,83,123,131,40,47,36,42,4522,1892,93,492809,9559320.0,125,20,309.75,17,159865,515,417,542117768,492773,2979184,685005,191
WARRIOR,3,84,125,132,42,47,37,42,4660,1941,95,504271,9772560.0,126,20,310.4375,17,161949,522,425,561415148,504164,3043592,702544,663
WARRIOR,3,85,129,132,42,48,38,42,4804,1990,97,515890,9988140.0,129,20,347.3333333333333,18,163633,529,428,581233162,515821,3108439,720243,376
WARRIOR,3,86,131,133,44,49,38,42,4943,2043,99,527650,1.020486E7,131,20,321.2352941176471,18,165783,535,433,601420423,527560,3173122,737916,789
WARRIOR,3,87,134,134,45,49,38,43,5084,2094,101,539567,1.04238E7,131,20,304.1764705882353,18,167767,542,438,622258399,539481,3238241,755824,1080
WARRIOR,3,88,136,137,45,49,38,44,5227,2141,103,551078,1.063788E7,133,20,316.52941176470586,18,169748,549,442,642573084,551009,3303029,773743,767
WARRIOR,3,89,137,140,45,49,39,45,5370,2191,105,563041,1.086426E7,133,20,306.5882352941176,18,171911,555,449,664141081,562979,3373172,793138,253
