level,gap_h,session_min,progress_gap_pct,sale_gap_pct
14,12.0,12,2.1214556488097225,2.776799131069363
14,24.0,1,2.1214556488097225,2.776799131069385
14,24.0,5,2.1214556488097225,2.776799131069385
14,24.0,12,2.121455648809767,2.7767991310694073
15,4.0,1,2.137804334357085,2.8232643503741217
15,4.0,5,2.1378043343571074,2.823264350374144
15,4.0,12,2.090607932670796,2.7757512075314406
15,8.0,1,2.1378043343571074,2.823264350374144
15,8.0,5,2.137804334357085,2.8232643503741217
15,8.0,12,2.090607932670796,2.7757512075314406
15,12.0,1,2.1378043343571074,2.8232643503741217
15,12.0,5,2.137804334357085,2.8232643503741217
15,12.0,12,2.137804334357085,2.8232643503741217
15,24.0,1,2.1378043343571074,2.8232643503741217
15,24.0,5,2.137804334357085,2.8232643503741217
15,24.0,12,2.1378043343571074,2.8232643503741217
16,4.0,1,2.099940624556096,2.86912400094681
16,4.0,5,2.099940624556096,2.86912400094681
16,4.0,12,2.0517430045333684,2.820563277793209
16,8.0,1,2.099940624556096,2.86912400094681
16,8.0,5,2.099940624556118,2.8691240009468544
16,8.0,12,2.0517430045333684,2.820563277793209
16,12.0,1,2.099940624556096,2.869124000946832
16,12.0,5,2.099940624556096,2.86912400094681
16,12.0,12,2.099940624556096,2.86912400094681
16,24.0,1,2.099940624556096,2.869124000946832
16,24.0,5,2.0999406245560737,2.8691240009467878
16,24.0,12,2.0999406245560737,2.8691240009467878
17,4.0,1,2.0613163967599712,2.745875369543316
17,4.0,5,2.061316396759949,2.745875369543316
17,4.0,12,2.0121070372153937,2.696335946564221
17,8.0,1,2.061316396759949,2.745875369543316
17,8.0,5,2.0613163967599712,2.745875369543316
17,8.0,12,2.0121070372153937,2.696335946564221
17,12.0,1,2.061316396759949,2.7458753695432936
17,12.0,5,2.061316396759949,2.7458753695432936
17,12.0,12,2.0613163967599712,2.745875369543316
17,24.0,1,2.0613163967599712,2.745875369543316
17,24.0,5,2.061316396759927,2.7458753695432936
17,24.0,12,2.061316396759949,2.7458753695432936
18,4.0,1,1.9903194502387311,2.9644738949891947
18,4.0,5,1.9903194502387311,2.9644738949891947
18,4.0,12,1.9398790248671194,2.9135516909072567
18,8.0,1,1.9903194502387311,2.964473894989217
18,8.0,5,1.9903194502387311,2.9644738949891947
18,8.0,12,1.9398790248671194,2.9135516909072567
18,12.0,1,1.9903194502387311,2.9644738949891947
18,12.0,5,1.990319450238709,2.9644738949891725
18,12.0,12,1.990319450238709,2.9644738949891947
18,24.0,1,1.990319450238709,2.9644738949891725
18,24.0,5,1.990319450238709,2.9644738949891725
18,24.0,12,1.990319450238709,2.9644738949891947
19,4.0,1,1.92897939226655,3.0233783131960346
19,4.0,5,1.9289793922665277,3.0233783131960346
19,4.0,12,1.8780367964186029,2.9718887529591953
19,8.0,1,1.9289793922665055,3.0233783131960124
19,8.0,5,1.9289793922665277,3.0233783131960124
19,8.0,12,1.8780367964186029,2.9718887529591953
19,12.0,1,1.9289793922665055,3.02337831319599
19,12.0,5,1.9289793922665055,3.0233783131960124
19,12.0,12,1.9289793922664833,3.02337831319599
19,24.0,1,1.9289793922665055,3.0233783131960124
19,24.0,5,1.9289793922665055,3.0233783131960124
19,24.0,12,1.9289793922665055,3.0233783131960124
20,4.0,1,1.8222290163434351,2.9914293249721835
20,4.0,5,1.8222290163434574,2.9914293249721835
20,4.0,12,1.771040302205229,2.9396528230694496
20,8.0,1,1.8222290163434351,2.9914293249721835
20,8.0,5,1.8222290163434351,2.9914293249721835
20,8.0,12,1.771040302205229,2.9396528230694496
20,12.0,1,1.8222290163434351,2.9914293249721835
20,12.0,5,1.8222290163434351,2.9914293249721613
20,12.0,12,1.8222290163434351,2.9914293249721835
20,24.0,1,1.8222290163434574,2.9914293249721835
20,24.0,5,1.8222290163434574,2.9914293249721835
20,24.0,12,1.822229016343413,2.9914293249721835
21,4.0,1,1.7692409644099572,2.9679097590021852
21,4.0,5,1.769240964409935,2.9679097590021852
21,4.0,12,1.7186321905353186,2.9167048997347678
21,8.0,1,1.7692409644099572,2.9679097590022074
21,8.0,5,1.769240964409935,2.9679097590022074
21,8.0,12,1.7186321905353186,2.9167048997347678
21,12.0,1,1.7692409644099572,2.9679097590022074
21,12.0,5,1.769240964409935,2.9679097590021852
21,12.0,12,1.769240964409935,2.9679097590021852
21,24.0,1,1.769240964409935,2.9679097590021852
21,24.0,5,1.7692409644099572,2.9679097590022074
21,24.0,12,1.769240964409935,2.9679097590021852
22,4.0,1,1.7517015586045348,3.043044647340243
22,4.0,5,1.7517015586045348,3.043044647340243
22,4.0,12,1.701784454078048,2.9924940388334376
22,8.0,1,1.751701558604557,3.043044647340243
22,8.0,5,1.751701558604557,3.043044647340243
22,8.0,12,1.701784454078048,2.9924940388334376
22,12.0,1,1.751701558604557,3.043044647340243
22,12.0,5,1.751701558604557,3.043044647340243
22,12.0,12,1.7517015586045348,3.043044647340243
22,24.0,1,1.751701558604557,3.043044647340265
22,24.0,5,1.7517015586045126,3.0430446473402206
22,24.0,12,1.7517015586045348,3.043044647340243
23,4.0,1,1.7494670805085821,3.188059971592505
23,4.0,5,1.7494670805086043,3.188059971592505
23,4.0,12,1.6995341471947256,3.137421057550105
23,8.0,1,1.7494670805086043,3.188059971592505
23,8.0,5,1.7494670805086043,3.188059971592505
23,8.0,12,1.6995341471947256,3.137421057550105
23,12.0,1,1.7494670805086043,3.188059971592505
23,12.0,5,1.7494670805086043,3.188059971592483
23,12.0,12,1.7494670805085821,3.188059971592505
23,24.0,1,1.7494670805086043,3.188059971592505
23,24.0,5,1.7494670805086043,3.188059971592505
23,24.0,12,1.7494670805086265,3.188059971592505
24,4.0,1,1.63394292598118,3.0349242493665773
24,4.0,5,1.63394292598118,3.0349242493666218
24,4.0,12,1.5826148576827626,2.9828886451507497
24,8.0,1,1.63394292598118,3.0349242493665995
24,8.0,5,1.63394292598118,3.0349242493666218
24,8.0,12,1.5826148576827626,2.9828886451507497
24,12.0,1,1.63394292598118,3.0349242493666218
24,12.0,5,1.6339429259812022,3.034924249366644
24,12.0,12,1.63394292598118,3.0349242493665773
24,24.0,1,1.63394292598118,3.0349242493666218
24,24.0,5,1.63394292598118,3.0349242493665995
24,24.0,12,1.6339429259812022,3.0349242493666218
25,4.0,1,1.5459907187134192,3.0027619366263636
25,4.0,5,1.5459907187134414,3.0027619366263636
25,4.0,12,1.4932555143349457,2.949270196934517
25,8.0,1,1.5459907187134414,3.002761936626386
25,8.0,5,1.5459907187134414,3.002761936626386
25,8.0,12,1.4932555143349457,2.949270196934517
25,12.0,1,1.5459907187134414,3.002761936626386
25,12.0,5,1.5459907187134414,3.002761936626386
25,12.0,12,1.5459907187134192,3.0027619366263414
25,24.0,1,1.5459907187134636,3.002761936626386
25,24.0,5,1.5459907187134414,3.0027619366263636
25,24.0,12,1.5459907187134192,3.0027619366263636
26,4.0,1,1.4914928077469192,2.9996542514511004
26,4.0,5,1.4914928077469414,2.9996542514511226
26,4.0,12,1.4374982085017196,2.9448572935993456
26,8.0,1,1.4914928077469636,2.999654251451145
26,8.0,5,1.4914928077469192,2.9996542514510782
26,8.0,12,1.4374982085017196,2.9448572935993456
26,12.0,1,1.4914928077469192,2.9996542514511004
26,12.0,5,1.4914928077469414,2.999654251451145
26,12.0,12,1.4914928077469414,2.9996542514511226
26,24.0,1,1.4914928077469414,2.999654251451145
26,24.0,5,1.4914928077469414,2.9996542514511004
26,24.0,12,1.4914928077469192,2.9996542514511004
27,4.0,1,1.4452295471000909,3.0890057717244845
27,4.0,5,1.4452295471000909,3.0890057717244845
27,4.0,12,1.3903459265653284,3.033232839874045
27,8.0,1,1.4452295471000909,3.0890057717244845
27,8.0,5,1.4452295471000909,3.0890057717244845
27,8.0,12,1.3903459265653284,3.033232839874045
27,12.0,1,1.4452295471000909,3.0890057717245067
27,12.0,5,1.4452295471000909,3.0890057717245067
27,12.0,12,1.445229547100113,3.0890057717245067
27,24.0,1,1.445229547100113,3.0890057717244845
27,24.0,5,1.4452295471000909,3.0890057717244845
27,24.0,12,1.4452295471000909,3.0890057717244845
28,4.0,1,1.36881014444723,3.1541201529343033
28,4.0,5,1.3688101444472078,3.154120152934281
28,4.0,12,1.3128022900009917,3.0971258867608764
28,8.0,1,1.36881014444723,3.154120152934281
28,8.0,5,1.3688101444472078,3.154120152934281
28,8.0,12,1.3128022900009917,3.0971258867608764
28,12.0,1,1.36881014444723,3.154120152934281
28,12.0,5,1.36881014444723,3.1541201529343033
28,12.0,12,1.3688101444472078,3.154120152934281
28,24.0,1,1.36881014444723,3.154120152934281
28,24.0,5,1.3688101444472078,3.154120152934259
28,24.0,12,1.3688101444472078,3.154120152934281
29,4.0,1,1.3147524786438103,3.212094802217713
29,4.0,5,1.3147524786438325,3.2120948022177354
29,4.0,12,1.2577604046907442,3.154035425908641
29,8.0,1,1.3147524786438547,3.2120948022177576
29,8.0,5,1.3147524786438325,3.2120948022177576
29,8.0,12,1.2577604046907442,3.154035425908641
29,12.0,1,1.3147524786438547,3.2120948022177798
29,12.0,5,1.314752478643877,3.2120948022177798
29,12.0,12,1.3147524786438547,3.2120948022177798
29,24.0,1,1.314752478643877,3.2120948022177798
29,24.0,5,1.3147524786438103,3.2120948022177354
29,24.0,12,1.3147524786438547,3.2120948022177576
30,4.0,1,1.2255111043839806,3.1269660151918455
30,4.0,5,1.2255111043839584,3.1269660151918455
30,4.0,12,1.167097931004868,3.0674555886186727
30,8.0,1,1.2255111043840028,3.1269660151918677
30,8.0,5,1.2255111043839806,3.1269660151918233
30,8.0,12,1.167097931004868,3.0674555886186727
30,12.0,1,1.2255111043839806,3.1269660151918455
30,12.0,5,1.2255111043840028,3.12696601519189
30,12.0,12,1.2255111043839806,3.1269660151918677
30,24.0,1,1.2255111043840028,3.12696601519189
30,24.0,5,1.2255111043839806,3.1269660151918455
30,24.0,12,1.2255111043840028,3.1269660151918677
31,4.0,1,1.140605329799449,3.093984310681064
31,4.0,5,1.140605329799449,3.0939843106810416
31,4.0,12,1.0807061283577113,3.032928246071598
31,8.0,1,1.140605329799449,3.093984310681064
31,8.0,5,1.1406053297994712,3.093984310681086
31,8.0,12,1.0807061283577113,3.032928246071598
31,12.0,1,1.140605329799449,3.093984310681064
31,12.0,5,1.140605329799449,3.093984310681064
31,12.0,12,1.140605329799449,3.093984310681064
31,24.0,1,1.1406053297994712,3.093984310681086
31,24.0,5,1.140605329799449,3.0939843106810416
31,24.0,12,1.140605329799449,3.093984310681064
32,4.0,1,1.134324331101011,3.262899899916394
32,4.0,5,1.1343243311010331,3.2628998999163716
32,4.0,12,1.054221131612465,3.200064401717384
32,8.0,1,1.1343243311010331,3.262899899916394
32,8.0,5,1.1343243311010331,3.262899899916394
32,8.0,12,1.054221131612465,3.200064401717384
32,12.0,1,1.1343243311010331,3.2628998999163716
32,12.0,5,1.1343243311010331,3.262899899916394
32,12.0,12,1.1343243311010553,3.262899899916416
32,24.0,1,1.1343243311010553,3.262899899916394
32,24.0,5,1.1343243311010331,3.2628998999163494
32,24.0,12,1.1343243311010553,3.262899899916394
33,4.0,1,1.2059282199122556,3.2691664743593973
33,4.0,5,1.2059282199122778,3.269166474359375
33,4.0,12,1.115403401269921,3.204499092868218
33,8.0,1,1.2059282199122778,3.2691664743594195
33,8.0,5,1.2059282199122556,3.269166474359375
33,8.0,12,1.115403401269921,3.204499092868218
33,12.0,1,1.2059282199122556,3.269166474359375
33,12.0,5,1.2059282199122778,3.2691664743594417
33,12.0,12,1.2059282199122556,3.2691664743593973
33,24.0,1,1.2059282199122778,3.2691664743593973
33,24.0,5,1.2059282199122334,3.269166474359375
33,24.0,12,1.2059282199122778,3.269166474359375
34,4.0,1,1.254207243586447,3.3185625705280497
34,4.0,5,1.2542072435864249,3.3185625705280497
34,4.0,12,1.117828314968028,3.2509060891481534
34,8.0,1,1.254207243586447,3.318562570528072
34,8.0,5,1.254207243586447,3.318562570528072
34,8.0,12,1.117828314968028,3.2509060891481534
34,12.0,1,1.254207243586447,3.3185625705280497
34,12.0,5,1.2542072435864693,3.3185625705280497
34,12.0,12,1.2542072435864249,3.3185625705280497
34,24.0,1,1.254207243586447,3.3185625705280497
34,24.0,5,1.254207243586447,3.3185625705280497
34,24.0,12,1.254207243586447,3.3185625705280275
35,4.0,1,1.3446648068749179,3.458203300031304
35,4.0,5,1.3446648068749179,3.458203300031304
35,4.0,12,1.1596816808264965,3.3871389154950693
35,8.0,1,1.34466480687494,3.458203300031304
35,8.0,5,1.3446648068749179,3.458203300031304
35,8.0,12,1.1596816808264965,3.3871389154950693
35,12.0,1,1.3446648068749623,3.458203300031304
35,12.0,5,1.34466480687494,3.458203300031326
35,12.0,12,1.34466480687494,3.458203300031304
35,24.0,1,1.34466480687494,3.458203300031304
35,24.0,5,1.34466480687494,3.4582033000312817
35,24.0,12,1.34466480687494,3.458203300031326
36,4.0,1,1.4028566751130844,3.502636030992834
36,4.0,5,1.4028566751130622,3.5026360309928117
36,4.0,12,1.2169185376009084,3.4276563922998493
36,8.0,1,1.4028566751130622,3.5026360309928117
36,8.0,5,1.40285667511304,3.5026360309927895
36,8.0,12,1.2169185376009084,3.4276563922998493
36,12.0,1,1.4028566751130622,3.5026360309927895
36,12.0,5,1.4028566751130622,3.5026360309927895
36,12.0,12,1.40285667511304,3.5026360309928117
36,24.0,1,1.4028566751130622,3.502636030992834
36,24.0,5,1.40285667511304,3.5026360309927673
36,24.0,12,1.40285667511304,3.5026360309927895
37,4.0,1,1.389167015969761,3.486640160404475
37,4.0,5,1.3891670159697833,3.486640160404475
37,4.0,12,1.2506569322330074,3.407305006374872
37,8.0,1,1.389167015969761,3.486640160404497
37,8.0,5,1.3891670159697833,3.486640160404475
37,8.0,12,1.2506569322330074,3.407305006374872
37,12.0,1,1.3891670159697833,3.486640160404475
37,12.0,5,1.3891670159697833,3.486640160404497
37,12.0,12,1.389167015969761,3.486640160404497
37,24.0,1,1.3891670159697833,3.486640160404497
37,24.0,5,1.3891670159697833,3.486640160404475
37,24.0,12,1.389167015969761,3.486640160404475
38,4.0,1,1.4242545845484456,3.5870624605633505
38,4.0,5,1.4242545845484456,3.5870624605633727
38,4.0,12,1.27640637326627,3.5040658057965413
38,8.0,1,1.4242545845484234,3.5870624605633727
38,8.0,5,1.4242545845484456,3.5870624605633727
38,8.0,12,1.27640637326627,3.5040658057965413
38,12.0,1,1.4242545845484678,3.5870624605633727
38,12.0,5,1.4242545845484456,3.5870624605633727
38,12.0,12,1.4242545845484456,3.5870624605633727
38,24.0,1,1.4242545845484456,3.5870624605633727
38,24.0,5,1.4242545845484234,3.5870624605633727
38,24.0,12,1.4242545845484456,3.5870624605633727
39,4.0,1,1.4795564619993984,3.635846906700002
39,4.0,5,1.4795564619993984,3.635846906700002
39,4.0,12,1.317131039789654,3.5492203402505362
39,8.0,1,1.4795564619994206,3.6358469067000243
39,8.0,5,1.4795564619993762,3.635846906700002
39,8.0,12,1.317131039789654,3.5492203402505362
39,12.0,1,1.4795564619994206,3.6358469067000465
39,12.0,5,1.4795564619994206,3.6358469067000465
39,12.0,12,1.479556461999354,3.6358469067000243
39,24.0,1,1.4795564619994206,3.6358469067000465
39,24.0,5,1.4795564619993762,3.635846906700002
39,24.0,12,1.4795564619993984,3.6358469067000465
40,4.0,1,1.5504840776187967,3.7264356911642427
40,4.0,5,1.5504840776187745,3.7264356911642427
40,4.0,12,1.3552120723756556,3.6364518830222625
40,8.0,1,1.5504840776187745,3.726435691164265
40,8.0,5,1.5504840776187745,3.7264356911642427
40,8.0,12,1.3552120723756556,3.6364518830222625
40,12.0,1,1.5504840776187967,3.7264356911642427
40,12.0,5,1.5504840776187745,3.726435691164265
40,12.0,12,1.5504840776187745,3.7264356911642427
40,24.0,1,1.5504840776187745,3.7264356911642427
40,24.0,5,1.5504840776187745,3.7264356911642427
40,24.0,12,1.5504840776187745,3.7264356911642427
41,4.0,1,1.6569727070335771,3.873396172963206
41,4.0,5,1.656972707033555,3.873396172963206
41,4.0,12,1.3939654971713233,3.780492902433452
41,8.0,1,1.6569727070335771,3.8733961729632505
41,8.0,5,1.656972707033555,3.8733961729632282
41,8.0,12,1.3939654971713233,3.780492902433452
41,12.0,1,1.6569727070335771,3.873396172963206
41,12.0,5,1.6569727070335771,3.873396172963206
41,12.0,12,1.6569727070335771,3.873396172963206
41,24.0,1,1.6569727070335327,3.873396172963206
41,24.0,5,1.6569727070335327,3.873396172963206
41,24.0,12,1.6569727070335771,3.873396172963206
42,4.0,1,1.7425618778619256,3.943743914340425
42,4.0,5,1.7425618778619256,3.943743914340425
42,4.0,12,1.4004466319286202,3.8478160824822805
42,8.0,1,1.7425618778619478,3.9437439143404474
42,8.0,5,1.7425618778619034,3.943743914340403
42,8.0,12,1.4004466319286202,3.8478160824822805
42,12.0,1,1.7425618778619478,3.943743914340403
42,12.0,5,1.7425618778619478,3.9437439143404474
42,12.0,12,1.7425618778619256,3.943743914340425
42,24.0,1,1.7425618778619256,3.943743914340425
42,24.0,5,1.7425618778619256,3.943743914340403
42,24.0,12,1.7425618778619256,3.943743914340403
43,4.0,1,1.843353943078485,4.056429795605654
43,4.0,5,1.843353943078485,4.056429795605698
43,4.0,12,1.4216097421142493,3.957593352346178
43,8.0,1,1.843353943078485,4.056429795605676
43,8.0,5,1.843353943078463,4.056429795605676
43,8.0,12,1.4216097421142493,3.957593352346178
43,12.0,1,1.843353943078485,4.056429795605698
43,12.0,5,1.843353943078485,4.056429795605676
43,12.0,12,1.8433539430785073,4.056429795605676
43,24.0,1,1.8433539430785073,4.056429795605698
43,24.0,5,1.843353943078485,4.056429795605632
43,24.0,12,1.843353943078485,4.056429795605676
44,4.0,1,1.9714348725792252,4.188661860291409
44,4.0,5,1.9714348725792252,4.188661860291409
44,4.0,12,1.4406061006138948,4.087413468020729
44,8.0,1,1.9714348725792252,4.188661860291387
44,8.0,5,1.9714348725792252,4.188661860291365
44,8.0,12,1.4406061006138948,4.087413468020729
44,12.0,1,1.9714348725792252,4.188661860291387
44,12.0,5,1.9714348725792474,4.188661860291387
44,12.0,12,1.9714348725792252,4.188661860291387
44,24.0,1,1.9714348725792252,4.188661860291387
44,24.0,5,1.971434872579203,4.188661860291365
44,24.0,12,1.9714348725792474,4.188661860291365
45,4.0,1,2.071961834965297,4.218277928142866
45,4.0,5,2.071961834965297,4.218277928142888
45,4.0,12,1.4678417182210746,4.114267680933481
45,8.0,1,2.071961834965297,4.218277928142911
45,8.0,5,2.071961834965297,4.218277928142911
45,8.0,12,1.4678417182210746,4.114267680933481
45,12.0,1,2.071961834965297,4.218277928142888
45,12.0,5,2.071961834965297,4.218277928142888
45,12.0,12,2.071961834965297,4.218277928142888
45,24.0,1,2.071961834965319,4.218277928142911
45,24.0,5,2.0719618349652746,4.218277928142888
45,24.0,12,2.071961834965297,4.218277928142888
46,4.0,1,2.1861459187504817,4.429474880232798
46,4.0,5,2.1861459187504817,4.42947488023282
46,4.0,12,1.4883395522388154,4.32283321812299
46,8.0,1,2.186145918750504,4.42947488023282
46,8.0,5,2.1861459187504595,4.429474880232798
46,8.0,12,1.4883395522388154,4.32283321812299
46,12.0,1,2.1861459187504817,4.429474880232798
46,12.0,5,2.186145918750504,4.42947488023282
46,12.0,12,2.1861459187504817,4.42947488023282
46,24.0,1,2.186145918750504,4.42947488023282
46,24.0,5,2.1861459187504595,4.4294748802327755
46,24.0,12,2.1861459187504817,4.429474880232798
47,4.0,1,2.2627742802997064,4.546128470122857
47,4.0,5,2.262774280299684,4.546128470122857
47,4.0,12,1.4760924068767833,4.435948617150509
47,8.0,1,2.262774280299684,4.546128470122857
47,8.0,5,2.262774280299662,4.54612847012279
47,8.0,12,1.4760924068767833,4.435948617150509
47,12.0,1,2.262774280299684,4.546128470122834
47,12.0,5,2.2627742802997064,4.546128470122834
47,12.0,12,2.2627742802997064,4.546128470122834
47,24.0,1,2.2627742802997064,4.546128470122834
47,24.0,5,2.26277428029964,4.546128470122834
47,24.0,12,2.262774280299684,4.546128470122834
48,4.0,1,2.3340504141888596,4.582866742855596
48,4.0,5,2.3340504141888596,4.582866742855596
