level,class,hp,mp,dex,cha,cap_h,capacity_bonus_h,proc_bonus_pp,raw_proc_pct,search_s,search_reduction_pct,sale_bonus_pct,variant
5,WARRIOR,43.0,36.0,12.25,12.75,8.21831211500465,0.21831211500465075,0.3663196586584955,10.366319658658496,4.807586102622867,3.8482779475426536,5.80751050420168,prior
6,CLERIC,51.0,56.5,12.0,13.25,8.253571652444187,0.2535716524441862,0.5602727057216743,10.810272705721676,4.810376281194296,3.792474376114082,5.930059523809524,prior
6,MAGE,49.0,56.5,12.0,13.25,8.244809591501443,0.24480959150144344,0.5602727057216743,10.810272705721674,4.810376281194296,3.792474376114082,5.930059523809524,prior
6,PALADIN,56.0,52.25,12.25,16.0,8.274905319434296,0.2749053194342963,0.520783043708607,11.020783043708608,4.807586102622867,3.8482779475426536,6.622812716562716,prior
6,RANGER,54.75,51.75,16.25,13.5,8.26980863491448,0.26980863491448037,0.5163274801448493,10.76632748014485,4.7637028769841265,4.7259424603174605,5.98636583011583,prior
6,ROGUE,52.25,47.5,15.5,12.75,8.25890004763393,0.25890004763393026,0.4759544903667267,10.725954490366727,4.771215503246753,4.5756899350649345,5.821310745705906,prior
6,WARRIOR,59.25,48.25,12.25,13.0,8.289058496201706,0.28905849620170576,0.48330243802379014,10.98330243802379,4.807586102622867,3.8482779475426536,5.8705357142857135,prior
7,CLERIC,56.5,63.25,12.0,13.75,8.277085812023461,0.27708581202346094,0.6219757869688151,10.871975786968815,4.810376281194296,3.792474376114082,6.070228494623656,prior
7,MAGE,54.5,63.25,12.0,13.75,8.268558094400012,0.2685580944000123,0.6219757869688151,11.121975786968815,4.810376281194296,3.792474376114082,6.070228494623656,prior
7,PALADIN,62.5,58.75,12.75,16.5,8.302063001518109,0.30206300151810916,0.5807964628816321,11.080796462881633,4.801941265256483,3.9611746948703472,6.724232456140351,prior
7,RANGER,60.5,58.25,16.5,14.0,8.293899847752716,0.2938998477527166,0.5764554306652826,10.826455430665284,4.761024305555555,4.779513888888889,6.126534800929962,prior
7,ROGUE,58.25,54.75,16.5,12.75,8.284298092450511,0.2842980924505114,0.5435011205449609,10.793501120544962,4.761042542016806,4.7791491596638656,5.821310745705906,prior
7,WARRIOR,66.75,54.75,12.75,13.0,8.319839107454932,0.31983910745493294,0.5439159285461844,11.043915928546184,4.801941265256483,3.9611746948703472,5.8705357142857135,prior
8,CLERIC,62.75,70.75,12.0,14.0,8.303024949811025,0.303024949811026,0.6893346045995997,10.939334604599601,4.810376281194296,3.792474376114082,6.1412512218963835,prior
8,MAGE,60.75,70.75,12.0,14.0,8.294751917979466,0.29475191797946687,0.6893346045995997,11.189334604599601,4.810376281194296,3.792474376114082,6.1412512218963835,prior
8,PALADIN,69.75,64.25,13.0,16.75,8.33145070784253,0.3314507078425297,0.6306888522258546,11.130688852225855,4.799560096896541,4.008798062069186,6.774839743589744,prior
8,RANGER,66.25,64.75,17.25,14.25,8.317285761909586,0.31728576190958657,0.6356200989193046,10.885620098919306,4.753451001612766,4.9309799677446735,6.197557528202689,prior
8,ROGUE,65.0,61.25,17.5,13.25,8.312061467837335,0.31206146783733546,0.6029385172951481,10.852938517295149,4.751259972612527,4.974800547749465,5.959178392764731,prior
8,WARRIOR,75.0,60.25,13.0,13.0,8.352487521818132,0.35248752181813225,0.5943027915726107,11.094302791572611,4.799560096896541,4.008798062069186,5.8705357142857135,prior
9,CLERIC,76.0,87.25,12.5,14.25,8.355155981319118,0.3551559813191174,0.8332710836713088,11.33327108367131,4.805520565323041,3.889588693539165,6.2168560606060606,prior
9,MAGE,74.0,87.25,12.5,14.25,8.347381408337874,0.347381408337875,0.8332710836713091,11.58327108367131,4.805520565323041,3.889588693539165,6.2168560606060606,prior
9,PALADIN,82.25,77.5,13.5,18.25,8.379358718668197,0.3793587186681959,0.748345761257561,11.49834576125756,4.7943079960562045,4.113840078875908,7.095051931380557,prior
9,RANGER,79.5,79.5,19.0,14.75,8.368563201611147,0.36856320161114686,0.7663883175151265,11.266388317515126,4.736872225305216,5.262555493895672,6.326505183413078,prior
9,ROGUE,77.0,73.75,18.5,14.0,8.359331498598552,0.35933149859855185,0.7153633855821718,11.215363385582172,4.742126252578839,5.157474948423224,6.161151960784314,prior
9,WARRIOR,90.5,73.5,13.5,13.5,8.41016533137793,0.41016533137793054,0.7131134035820278,11.713113403582028,4.7943079960562045,4.113840078875908,6.022203602848764,prior
10,CLERIC,81.75,96.5,12.75,14.25,8.376846111753952,0.37684611175395233,0.911474398427724,11.411474398427725,4.802206171383648,3.955876572327044,6.2168560606060606,prior
10,MAGE,79.75,96.5,12.75,14.25,8.369274648480255,0.3692746484802556,0.9114743984277238,11.661474398427725,4.802206171383648,3.955876572327044,6.2168560606060606,prior
10,PALADIN,88.75,83.5,13.5,19.25,8.403490716874082,0.40349071687408067,0.800486677384269,11.550486677384269,4.7943079960562045,4.113840078875908,7.297586384787346,prior
10,RANGER,85.75,87.0,19.75,15.0,8.391712828870675,0.3917128288706757,0.8311528046176998,11.3311528046177,4.729960588381331,5.400788232373386,6.377112470862471,prior
10,ROGUE,83.75,80.5,19.5,14.0,8.384797495763426,0.38479749576342615,0.7745767415687856,11.774576741568787,4.733044220682721,5.339115586345594,6.161151960784314,prior
10,WARRIOR,98.5,79.5,13.5,14.0,8.438590568613312,0.438590568613312,0.7657600685658742,11.765760068565875,4.7943079960562045,4.113840078875908,6.14857233215867,prior
11,CLERIC,88.0,104.75,12.75,14.5,8.399620891910997,0.39962089191099714,0.9796059018550538,11.479605901855054,4.802206171383648,3.955876572327044,6.283700980392156,prior
11,MAGE,86.0,104.75,12.75,14.5,8.392259060269264,0.3922590602692644,0.9796059018550538,11.979605901855054,4.802206171383648,3.955876572327044,6.283700980392156,prior
11,PALADIN,95.5,90.0,14.0,20.0,8.427458646554808,0.42745864655480803,0.8561287226882732,11.856128722688274,4.7887980646410995,4.224038707178008,7.468212327472112,prior
11,RANGER,92.5,93.25,19.75,15.5,8.415874300162798,0.41587430016279914,0.88408665614721,11.384086656147211,4.729960588381331,5.400788232373386,6.49203431372549,prior
11,ROGUE,91.0,86.75,20.0,14.25,8.411140884486013,0.4111408844860125,0.8284598262455571,11.828459826245556,4.7282766962322045,5.434466075355906,6.224177170868347,prior
11,WARRIOR,106.75,86.0,14.0,14.25,8.4665685762617,0.46656857626169934,0.8219377607600067,11.821937760760006,4.7887980646410995,4.224038707178008,6.224177170868347,prior
12,CLERIC,95.25,113.75,12.75,15.25,8.42560600778696,0.425606007786961,1.052777323765615,12.052777323765616,4.802206171383648,3.955876572327044,6.474055224055224,prior
12,MAGE,93.25,113.75,12.75,15.25,8.41848152643154,0.41848152643154,1.0527773237656146,12.052777323765614,4.802206171383648,3.955876572327044,6.474055224055224,prior
12,PALADIN,102.75,96.5,14.0,20.0,8.452477350118349,0.4524773501183481,0.9106855286099419,12.160685528609942,4.7887980646410995,4.224038707178008,7.468212327472112,prior
12,RANGER,100.0,101.0,20.25,16.0,8.442237799226719,0.442237799226719,0.9488262761839839,11.698826276183985,4.725611690389496,5.487766192210085,6.626082251082251,prior
12,ROGUE,97.5,93.25,20.25,14.5,8.434147271552387,0.43414727155238797,0.8836489467470329,11.883648946747034,4.7260671002726085,5.478657994547825,6.2872023809523805,prior
12,WARRIOR,116.0,92.5,14.0,14.25,8.496846323394209,0.49684632339420975,0.8770145956735353,12.127014595673536,4.7887980646410995,4.224038707178008,6.224177170868347,prior
13,CLERIC,109.75,132.25,13.25,15.25,8.475287310457716,0.4752873104577171,1.1980439229202322,12.448043922920233,4.795865591673503,4.082688166529942,6.474055224055224,prior
13,MAGE,107.75,132.25,13.25,15.25,8.468606457268299,0.46860645726829864,1.1980439229202322,12.698043922920231,4.795865591673503,4.082688166529942,6.474055224055224,prior
13,PALADIN,115.5,109.25,14.0,22.0,8.49438573267609,0.49438573267609076,1.01569543003585,12.26569543003585,4.7887980646410995,4.224038707178008,7.836802071061856,prior
13,RANGER,114.5,116.25,22.0,16.25,8.490910583709764,0.4909105837097649,1.072824320032303,12.072824320032304,4.710881047101642,5.782379057967164,6.671813958399325,prior
13,ROGUE,112.0,106.0,21.5,14.5,8.483027963662312,0.4830279636623116,0.9896495531110899,12.23964955311109,4.715777721930096,5.684445561398082,6.2872023809523805,prior
13,WARRIOR,132.5,105.25,14.0,15.0,8.54793972506246,0.5479397250624589,0.9830160473960059,12.233016047396006,4.7887980646410995,4.224038707178008,6.411030013971191,prior
14,CLERIC,117.0,142.0,13.25,15.25,8.498560609441139,0.49856060944113834,1.2722914505976057,12.772291450597606,4.795865591673503,4.082688166529942,6.474055224055224,prior
14,MAGE,115.0,142.0,13.25,15.25,8.492080779863542,0.4920807798635427,1.2722914505976062,12.772291450597606,4.795865591673503,4.082688166529942,6.474055224055224,prior
14,PALADIN,123.0,115.75,14.0,23.0,8.518285156481095,0.5182851564810953,1.0680442397119732,12.568044239711973,4.7887980646410995,4.224038707178008,8.013805300390665,prior
14,RANGER,121.25,124.25,22.75,16.25,8.512130664983406,0.5121306649834061,1.1360445480249388,12.38604454802494,4.704776706066013,5.90446587867975,6.671813958399325,prior
14,ROGUE,119.25,112.25,22.0,14.5,8.506314399595542,0.5063143995955421,1.0402188879634362,12.290218887963436,4.711986607857899,5.760267842842041,6.2872023809523805,prior
14,WARRIOR,142.5,111.75,14.0,15.5,8.577494267435503,0.5774942674355024,1.0358536117264439,12.285853611726445,4.7887980646410995,4.224038707178008,6.54090014384132,prior
15,CLERIC,130.25,161.5,13.75,15.75,8.539833325056252,0.5398333250562524,1.4160026243513757,12.916002624351375,4.791363018774704,4.172739624505929,6.594242960342031,prior
15,MAGE,128.25,161.5,13.75,15.75,8.533704869410183,0.5337048694101827,1.4160026243513757,12.916002624351375,4.791363018774704,4.172739624505929,6.594242960342031,prior
15,PALADIN,137.0,128.0,14.0,24.5,8.560728274271456,0.5607282742714563,1.1648524254861885,12.914852425486188,4.7887980646410995,4.224038707178008,8.24093300110742,prior
15,RANGER,134.5,140.0,24.0,16.5,8.552648581338566,0.5526485813385666,1.257202302846587,12.757202302846586,4.695353718424377,6.092925631512465,6.73865887818542,prior
15,ROGUE,133.0,125.75,23.5,14.75,8.548566239063746,0.5485662390637454,1.1475622527913985,12.6475622527914,4.7003599437260535,5.992801125478927,6.343508687258686,prior
15,WARRIOR,161.5,124.0,14.0,16.0,8.630331027732321,0.6303310277323204,1.133557089586651,12.63355708958665,4.7887980646410995,4.224038707178008,6.650549266648337,prior
16,CLERIC,137.25,171.75,14.25,15.75,8.560269946439957,0.560269946439957,1.48892373155783,12.988923731557831,4.785537456299482,4.289250874010356,6.594242960342031,prior
16,MAGE,135.25,171.75,14.25,15.75,8.554309881417009,0.5543098814170082,1.4889237315578299,13.23892373155783,4.785537456299482,4.289250874010356,6.594242960342031,prior
16,PALADIN,144.25,134.25,14.0,25.0,8.581775662054067,0.581775662054067,1.2133136191313234,12.963313619131323,4.7887980646410995,4.224038707178008,8.318693124368048,prior
16,RANGER,142.25,148.0,24.75,16.5,8.574928628454835,0.5749286284548356,1.317119696629757,12.817119696629756,4.689597139477009,6.208057210459833,6.73865887818542,prior
16,ROGUE,140.0,132.0,24.25,15.0,8.569292096007006,0.5692920960070054,1.1960086344848486,12.696008634484848,4.6949469433579605,6.101061132840794,6.4030324967824965,prior
16,WARRIOR,171.25,130.25,14.0,16.0,8.655930378905945,0.6559303789059441,1.1824621680359653,13.182462168035965,4.7887980646410995,4.224038707178008,6.650549266648337,prior
17,CLERIC,143.25,181.75,14.25,16.25,8.577694672511237,0.5776946725112366,1.5589269862900286,13.308926986290029,4.785537456299482,4.289250874010356,6.7011565540977305,prior
17,MAGE,141.25,181.75,14.25,16.25,8.57187790645823,0.57187790645823,1.5589269862900288,13.558926986290029,4.785537456299482,4.289250874010356,6.7011565540977305,prior
17,PALADIN,150.75,141.75,14.0,26.25,8.599956518513277,0.5999565185132782,1.2702596868005753,13.020259686800575,4.7887980646410995,4.224038707178008,8.502430953038855,prior
17,RANGER,148.5,157.0,25.25,16.75,8.592694470532265,0.5926944705322659,1.3834731861047653,13.133473186104766,4.686063218390805,6.278735632183908,6.794965184491726,prior
17,ROGUE,146.5,139.75,24.25,15.0,8.587925052818752,0.5879250528187523,1.2551242798714157,12.755124279871417,4.6949469433579605,6.101061132840794,6.4030324967824965,prior
17,WARRIOR,180.75,137.75,14.0,16.5,8.679778122556637,0.6797781225566375,1.2399243673558091,13.23992436735581,4.7887980646410995,4.224038707178008,6.7634158926728585,prior
18,CLERIC,157.75,202.25,14.5,16.5,8.617904040232219,0.6179040402322182,1.69720365135816,13.69720365135816,4.7826285467250145,4.347429065499718,6.749233477174654,prior
18,MAGE,155.75,202.25,14.5,16.5,8.612410505196678,0.6124105051966784,1.6972036513581594,13.697203651358159,4.7826285467250145,4.347429065499718,6.749233477174654,prior
18,PALADIN,164.75,155.25,14.0,28.25,8.63801772094234,0.6380177209423392,1.3707897474550998,13.620789747455099,4.7887980646410995,4.224038707178008,8.76602564102564,prior
18,RANGER,163.75,173.25,27.0,16.75,8.634121875497716,0.634121875497716,1.499638425454283,13.249638425454282,4.673938985900643,6.521220281987162,6.794965184491726,prior
18,ROGUE,162.0,156.0,26.75,15.25,8.630591117145386,0.6305911171453848,1.3760061839105393,13.376006183910539,4.676802866314775,6.463942673704512,6.459338803088802,prior
18,WARRIOR,201.25,151.25,14.0,17.0,8.728914180553678,0.7289141805536787,1.3413567215169442,13.341356721516945,4.7887980646410995,4.224038707178008,6.870329486428558,prior
19,CLERIC,165.25,213.25,15.0,16.75,8.637670139562976,0.6376701395629762,1.7688625117714425,13.768862511771442,4.777707686335404,4.4458462732919255,6.794965184491726,prior
19,MAGE,163.25,213.25,15.0,16.75,8.632331542094974,0.632331542094974,1.768862511771443,14.018862511771442,4.777707686335404,4.4458462732919255,6.794965184491726,prior
19,PALADIN,171.75,161.75,14.25,29.0,8.65633740168964,0.6563374016896404,1.4180692404121937,13.668069240412194,4.786416896281158,4.271662074376847,8.857014503914773,prior
19,RANGER,172.25,182.25,28.25,17.0,8.656066444629099,0.6560664446290994,1.5620729315770046,13.312072931577005,4.665984887408439,6.680302251831225,6.838519191460367,prior
19,ROGUE,171.0,163.25,27.75,15.25,8.654193681471618,0.6541936814716185,1.4285436504801845,13.678543650480183,4.669948795763409,6.601024084731828,6.459338803088802,prior
19,WARRIOR,212.0,157.75,14.25,17.0,8.753324256052977,0.7533242560529763,1.3890555599372898,13.38905555993729,4.786416896281158,4.271662074376847,6.870329486428558,prior
20,CLERIC,180.5,235.0,15.25,17.25,8.676550531603723,0.676550531603723,1.905893986115597,14.405893986115597,4.775651765282772,4.486964694344557,6.901544401544401,prior
20,MAGE,178.5,235.0,15.25,17.25,8.671511849493113,0.6715118494931129,1.905893986115597,14.405893986115597,4.775651765282772,4.486964694344557,6.901544401544401,prior
20,PALADIN,186.75,176.0,14.75,30.0,8.69360906673214,0.6936090667321411,1.5193310380270755,13.769331038027076,4.780193592767295,4.396128144654088,8.979475848310338,prior
20,RANGER,188.25,199.75,29.5,17.25,8.695859690073354,0.6958596900733536,1.6799772921379663,13.929977292137966,4.658577298407807,6.8284540318438625,6.901544401544401,prior
20,ROGUE,185.0,177.5,28.75,15.5,8.689215110851428,0.689215110851428,1.5291093684068453,13.779109368406845,4.663043238378163,6.739135232436747,6.518862612612612,prior
20,WARRIOR,235.0,172.0,14.75,17.0,8.802214526233687,0.8022145262336862,1.4912050120680629,13.741205012068063,4.780193592767295,4.396128144654088,6.870329486428558,prior
21,CLERIC,188.5,246.75,15.25,17.75,8.696030661970413,0.6960306619704135,1.9774208412845509,14.477420841284552,4.775651765282772,4.486964694344557,6.99641545724777,prior
21,MAGE,186.5,246.75,15.25,17.75,8.691138881064155,0.691138881064155,1.9774208412845509,14.477420841284552,4.775651765282772,4.486964694344557,6.99641545724777,prior
21,PALADIN,194.0,182.5,15.0,31.25,8.7107800814648,0.7107800814648004,1.564441821531265,14.064441821531265,4.777023302912223,4.459533941755537,9.125524615889931,prior
21,RANGER,196.5,209.0,30.0,17.5,8.715512298868184,0.7155122988681843,1.74065017921654,14.24065017921654,4.655403062313273,6.891938753734529,6.954887218045112,prior
21,ROGUE,192.75,185.25,29.25,15.75,8.70806827265136,0.7080682726513605,1.5827148440141867,13.832714844014186,4.660107018687527,6.797859626249457,6.572205429113323,prior
21,WARRIOR,246.5,178.5,15.0,17.25,8.825157324909622,0.8251573249096209,1.5367065596375054,13.786706559637505,4.777023302912223,4.459533941755537,6.92093677387795,prior
22,CLERIC,203.0,270.75,15.5,18.25,8.730044229128012,0.730044229128012,2.118995740633509,14.868995740633508,4.772616381378979,4.547672372420412,7.095579858737753,prior
22,MAGE,201.0,270.75,15.5,18.25,8.725404141997934,0.725404141997934,2.118995740633509,14.618995740633508,4.772616381378979,4.547672372420412,7.095579858737753,prior
22,PALADIN,209.0,197.0,15.5,32.25,8.74543139150861,0.7454313915086099,1.6626129997180599,14.66261299971806,4.771940147401591,4.5611970519681755,9.24627426728267,prior
22,RANGER,212.25,228.5,31.5,17.75,8.751347809136998,0.7513478091369974,1.8655355298995493,14.61553552989955,4.64590190718245,7.081961856351,7.014411027568922,prior
22,ROGUE,208.75,200.25,31.5,16.0,8.744955800199246,0.744955800199246,1.6837261100214636,14.183726110021464,4.646107379922296,7.077852401554077,6.643228156386051,prior
22,WARRIOR,270.5,193.0,15.5,17.75,8.870625901914442,0.8706259019144427,1.635717657456788,14.385717657456787,4.771940147401591,4.5611970519681755,7.043485793485794,prior
23,CLERIC,217.75,295.5,16.0,18.75,8.76302561242019,0.76302561242019,2.2577870501853976,15.007787050185398,4.76702890037594,4.659421992481203,7.2057109557109555,prior
23,MAGE,215.75,295.5,16.0,18.75,8.75862383439324,0.7586238343932399,2.2577870501853976,14.757787050185398,4.76702890037594,4.659421992481203,7.2057109557109555,prior
23,PALADIN,225.25,211.0,16.25,33.25,8.781034127020648,0.7810341270206478,1.7547665343830037,14.754766534383005,4.764402190598999,4.711956188020017,9.349985927385308,prior
23,RANGER,228.25,247.5,33.0,18.5,8.78598604051237,0.7859860405123706,1.9820877279563012,14.732087727956301,4.6371203837868435,7.25759232426314,7.166070363744783,prior
23,ROGUE,223.25,214.75,32.75,16.5,8.776551332947129,0.7765513329471285,1.7787607981096916,14.528760798109692,4.639095276080438,7.2180944783912455,6.747178260336155,prior
23,WARRIOR,296.0,207.0,16.25,18.0,8.915216669035441,0.9152166690354413,1.7286485975180947,14.728648597518095,4.764402190598999,4.711956188020017,7.091562716562716,prior
24,CLERIC,225.0,308.5,16.0,18.75,8.778329156279998,0.7783291562799981,2.3281962073820344,15.078196207382035,4.76702890037594,4.659421992481203,7.2057109557109555,prior
24,MAGE,223.0,308.5,16.0,18.75,8.77403477977794,0.7740347797779408,2.3281962073820344,15.328196207382033,4.76702890037594,4.659421992481203,7.2057109557109555,prior
24,PALADIN,232.75,219.0,16.75,33.5,8.796836186162007,0.7968361861620066,1.8061367826160857,15.056136782616086,4.759362599206349,4.812748015873016,9.374336576735956,prior
24,RANGER,236.25,257.75,33.5,18.5,8.802232037044549,0.8022320370445484,2.043187047284571,14.793187047284572,4.634052371367323,7.31895257265354,7.166070363744783,prior
24,ROGUE,230.75,223.25,33.75,16.5,8.792226796032544,0.7922267960325433,1.8328424344120213,14.832842434412022,4.633387902278155,7.332241954436905,6.747178260336155,prior
24,WARRIOR,308.75,215.0,16.75,18.0,8.936323617818722,0.9363236178187231,1.780446859199851,15.030446859199852,4.759362599206349,4.812748015873016,7.091562716562716,prior
25,CLERIC,239.75,335.0,16.5,18.75,8.8083636502251,0.8083636502251008,2.466590903707538,15.716590903707539,4.761776799535603,4.764464009287925,7.2057109557109555,prior
25,MAGE,237.75,335.0,16.5,18.75,8.804276391829424,0.8042763918294238,2.466590903707538,15.96659090370754,4.761776799535603,4.764464009287925,7.2057109557109555,prior
25,PALADIN,248.25,234.25,17.5,34.75,8.828216407070457,0.8282164070704572,1.9018625119785784,15.151862511978578,4.7518379281537175,4.963241436925648,9.500128158036013,prior
25,RANGER,252.0,278.5,35.0,18.5,8.833094823887771,0.8330948238877713,2.162965056900347,15.162965056900347,4.625898499879478,7.482030002410437,7.166070363744783,prior
25,ROGUE,245.5,240.0,34.75,16.5,8.822316667343241,0.8223166673432405,1.9371206220128978,15.187120622012898,4.627921195652174,7.4415760869565215,6.747178260336155,prior
25,WARRIOR,334.75,230.25,17.5,18.25,8.976840200501846,0.976840200501846,1.8769611612698676,15.126961161269868,4.7518379281537175,4.963241436925648,7.13729442387979,prior
26,CLERIC,246.75,348.25,16.5,19.25,8.822157199392626,0.8221571993926253,2.533138244895243,15.783138244895243,4.761776799535603,4.764464009287925,7.318323568323567,prior
26,MAGE,244.75,348.25,16.5,19.25,8.818163585294197,0.8181635852941977,2.533138244895243,16.033138244895245,4.761776799535603,4.764464009287925,7.318323568323567,prior
26,PALADIN,255.5,242.5,17.5,35.25,8.842128467525924,0.8421284675259253,1.9524532569793516,15.202453256979352,4.7518379281537175,4.963241436925648,9.550027536129413,prior
26,RANGER,259.5,287.75,35.5,19.25,8.847300110016528,0.8473001100165276,2.215000066611967,15.715000066611967,4.623357371794872,7.532852564102564,7.318323568323567,prior
26,ROGUE,253.0,248.0,35.25,16.75,8.836951502730134,0.8369515027301344,1.985499684163114,15.235499684163115,4.624934895833333,7.501302083333333,6.814023180122252,prior
26,WARRIOR,347.5,238.5,17.5,18.25,8.995477241470425,0.995477241470426,1.9279637904730231,15.177963790473024,4.7518379281537175,4.963241436925648,7.13729442387979,prior
27,CLERIC,262.0,375.0,17.0,19.75,8.850877711234247,0.850877711234248,2.662808970703739,16.16280897070374,4.757218242900608,4.85563514198783,7.392434240260327,prior
27,MAGE,260.0,375.0,17.0,19.75,8.847074700553389,0.8470747005533896,2.662808970703739,16.16280897070374,4.757218242900608,4.85563514198783,7.392434240260327,prior
27,PALADIN,270.0,256.5,17.5,37.0,8.869051316480801,0.8690513164808018,2.036056774744835,15.536056774744836,4.7518379281537175,4.963241436925648,9.714547747334633,prior
27,RANGER,275.5,307.25,36.75,19.25,8.87610853699291,0.8761085369929082,2.32125881874332,16.07125881874332,4.616892512289565,7.662149754208686,7.318323568323567,prior
27,ROGUE,268.5,264.75,36.25,16.75,8.866063816029014,0.8660638160290133,2.0846256023602674,15.58462560236027,4.619504632068844,7.609907358623112,6.814023180122252,prior
27,WARRIOR,373.25,252.5,17.5,18.75,9.031167959087668,1.0311679590876675,2.0122390058114057,15.262239005811406,4.7518379281537175,4.963241436925648,7.241677653263019,prior
