hp_hours,hp_k,mp_pp,mp_k,dex_max,dex_k,cha_max,cha_k,score,max_progress_gap,mean_progress_gap,max_sale_gap,baseline_max_gap,min_uplift,max_uplift
2.0,500.0,8.0,750.0,0.15,35.0,0.15,20.0,0.1092505959478622,0.06767903759787686,0.03168334770327148,0.06730144284833495,0.05111186099682907,0.010025388504684152,0.3282581000562015
2.0,350.0,8.0,750.0,0.3,50.0,0.15,35.0,0.10926341335843633,0.0655379467645385,0.03494844466639776,0.06997671085459678,0.05111186099682907,0.013662029597286907,0.37455398862253864
2.0,500.0,8.0,750.0,0.2,35.0,0.15,20.0,0.10929784623491508,0.06758048739226252,0.03241237032258654,0.06722853252401184,0.05111186099682907,0.012446909635101866,0.33898891737376435
2.0,500.0,8.0,750.0,0.2,50.0,0.15,20.0,0.10930711094476406,0.06754854973669344,0.032701388858516235,0.0671664279868831,0.05111186099682907,0.010025388504684152,0.33484238625284557
2.0,350.0,8.0,750.0,0.3,75.0,0.15,35.0,0.10935044057362357,0.06558247600944767,0.03511546189004526,0.06997819818332918,0.05111186099682907,0.010451873710710213,0.3655751504119864
2.0,350.0,8.0,750.0,0.3,100.0,0.15,35.0,0.10935798456672281,0.06564901774562926,0.03479058735886812,0.07002263996275304,0.05111186099682907,0.008709434675524541,0.3583888345518673
2.0,500.0,8.0,750.0,0.25,35.0,0.15,20.0,0.1093718655091759,0.06748105303408969,0.033253506254981725,0.06715487182268154,0.05111186099682907,0.014880069793067774,0.3539194785042916
2.0,500.0,8.0,750.0,0.2,75.0,0.15,20.0,0.10937635881822749,0.06757734347649369,0.03286271770895556,0.06716667182898983,0.05111186099682907,0.00789835134828154,0.32913530411088154
2.0,500.0,8.0,750.0,0.15,20.0,0.15,20.0,0.10938298446651061,0.06783405077963023,0.031220149546407873,0.06748779260055682,0.05111186099682907,0.013662029597286907,0.3347947331218384
2.0,350.0,8.0,1000.0,0.15,35.0,0.15,35.0,0.10941232360990223,0.06644107626189744,0.030741238666206115,0.07057187536290654,0.05111186099682907,0.009349424427422148,0.33286680688467385
2.0,500.0,8.0,750.0,0.25,50.0,0.15,20.0,0.10942798252722304,0.06744147023157465,0.033791417092499845,0.06707731604504685,0.05111186099682907,0.011840441461752782,0.3486244070791735
2.0,500.0,8.0,750.0,0.2,20.0,0.15,20.0,0.10947461259934543,0.06778778076800074,0.03179092417549699,0.06747820157494089,0.05111186099682907,0.01732495309511428,0.3475420135986589
2.0,500.0,8.0,750.0,0.25,75.0,0.15,20.0,0.10952603673067432,0.06747804819540093,0.034035787828227027,0.06707808315643327,0.05111186099682907,0.009173497230928085,0.34135065832413103
2.0,350.0,8.0,1000.0,0.15,20.0,0.15,35.0,0.10953209950474445,0.06659808790557231,0.030216953813385572,0.07075954629165149,0.05111186099682907,0.01298119072035897,0.3364431692980481
2.0,350.0,8.0,1000.0,0.2,35.0,0.15,35.0,0.109562246485534,0.06634553964015555,0.03186588721420046,0.07050047008365667,0.05111186099682907,0.011767701534227015,0.3475313480618636
2.0,500.0,8.0,750.0,0.25,100.0,0.15,20.0,0.10956362325348347,0.06753321399592127,0.03389232855672035,0.06711465423676422,0.05111186099682907,0.0077247174478010106,0.33551700578792043
2.0,500.0,8.0,750.0,0.25,20.0,0.15,20.0,0.10956931224142129,0.06774093308138318,0.032376565083401074,0.06746847577837567,0.05111186099682907,0.021014444950219868,0.36053511454013787
2.0,500.0,8.0,750.0,0.3,35.0,0.15,20.0,0.10958733285760053,0.06738072257135608,0.034665542944270614,0.0670804491003536,0.05111186099682907,0.01732495309511428,0.369186764454569
2.0,350.0,8.0,1000.0,0.2,50.0,0.15,35.0,0.10961461230818925,0.06631162592368067,0.032337458643647995,0.07043724344719315,0.05111186099682907,0.009349424427422148,0.34336794597940967
2.0,350.0,8.0,1000.0,0.2,20.0,0.15,35.0,0.10964704092923179,0.06655553233904521,0.030862195907084576,0.07075191922683088,0.05111186099682907,0.016639186494900038,0.3524098920598455
2.0,500.0,8.0,750.0,0.3,50.0,0.15,20.0,0.10966782199673242,0.06733363838763862,0.03536177916808737,0.06698747763414392,0.05111186099682907,0.013662029597286907,0.36269399099198596
2.0,350.0,8.0,1000.0,0.2,75.0,0.15,35.0,0.10969035038194554,0.06633821685069363,0.0325358728129999,0.07043633065600385,0.05111186099682907,0.007225230383027137,0.33763754633305854
2.0,500.0,8.0,750.0,0.3,20.0,0.15,20.0,0.1096939493357571,0.06769349683352677,0.03308458530871337,0.06745861235010397,0.05111186099682907,0.02473079527796096,0.37682227898693554
2.0,350.0,8.0,1000.0,0.25,35.0,0.15,35.0,0.10974522088435819,0.06624914908529611,0.03312762171104814,0.07042833274260007,0.05111186099682907,0.014197594259797386,0.36252216506717483
2.0,350.0,8.0,1500.0,0.15,35.0,0.15,20.0,0.10975572045581256,0.06758571773848754,0.031484698073997765,0.06859765639765114,0.05111186099682907,0.008646745211083884,0.3274397766057622
2.0,500.0,8.0,750.0,0.3,75.0,0.15,20.0,0.10976241875234485,0.06737824267519854,0.03555878269324231,0.06698896080767147,0.05111186099682907,0.010451873710710213,0.3537926244564522
2.0,500.0,8.0,750.0,0.3,100.0,0.15,20.0,0.10978707596877496,0.06744489655045371,0.03530216081635662,0.06703327842846418,0.05111186099682907,0.008709434675524541,0.3466683139375413
2.0,350.0,8.0,1000.0,0.25,50.0,0.15,35.0,0.10981938927150808,0.06620707172861073,0.03375054947867871,0.07034936034645534,0.05111186099682907,0.011162046552594784,0.35720581223254944
2.0,350.0,8.0,1000.0,0.25,20.0,0.15,35.0,0.10983741527347225,0.06651244746168516,0.03181150043907007,0.07074418540403915,0.05111186099682907,0.020323696934225532,0.3687627424749158
2.0,350.0,8.0,1500.0,0.15,20.0,0.15,20.0,0.10986217884066972,0.06774779408999998,0.03087887560800423,0.06878933169733736,0.05111186099682907,0.012273447523052372,0.33098703582515054
2.0,350.0,8.0,1000.0,0.25,75.0,0.15,35.0,0.10990724051179238,0.06624087539420698,0.03396812198324119,0.07034866924355021,0.05111186099682907,0.008498672556081832,0.3499026716599567
2.0,350.0,8.0,1500.0,0.2,35.0,0.15,20.0,0.10993484683704137,0.06749568518399895,0.03269271550274951,0.06853196555471008,0.05111186099682907,0.011061652396001653,0.34198449018266275
2.0,350.0,8.0,1000.0,0.25,100.0,0.15,35.0,0.1099397387802445,0.06629425796385324,0.03381322692708703,0.070384348169239,0.05111186099682907,0.007051828306593233,0.3440453143800315
2.0,350.0,8.0,1500.0,0.2,50.0,0.15,20.0,0.10997986210827741,0.067457544125761,0.033159362892034305,0.06846495451901569,0.05111186099682907,0.008646745211083884,0.3378552407539581
2.0,350.0,8.0,1500.0,0.2,20.0,0.15,20.0,0.11002088646593126,0.06771250670561657,0.031655867309739974,0.0687888258657594,0.05111186099682907,0.01592632437701691,0.3468228815316079
2.0,350.0,8.0,1000.0,0.3,35.0,0.15,35.0,0.11002094005261176,0.06615189309688141,0.03476528377521502,0.07035545202385318,0.05111186099682907,0.016639186494900038,0.3778502695159056
2.0,500.0,8.0,1000.0,0.15,35.0,0.15,20.0,0.11004140584437362,0.0682382898787266,0.03205050504355628,0.0675809794095159,0.05111186099682907,0.009349424427422148,0.32373113562040534
2.0,350.0,8.0,1500.0,0.2,75.0,0.15,20.0,0.11004824090914161,0.06747983483956799,0.0333538633392856,0.06845988046950446,0.05111186099682907,0.006525504631490486,0.3321716761703024
2.0,350.0,8.0,1000.0,0.3,20.0,0.15,35.0,0.11006284457075104,0.06646882333625315,0.032903399805992585,0.07073634256599948,0.05111186099682907,0.02403501137080455,0.38551589872778025
2.0,500.0,8.0,1000.0,0.2,35.0,0.15,20.0,0.11009238427432974,0.06814259225444896,0.03277962084389054,0.0675097736178163,0.05111186099682907,0.011767701534227015,0.3359045085725505
2.0,350.0,8.0,1000.0,0.3,50.0,0.15,35.0,0.11010705497389742,0.0661017856617434,0.03549955015686923,0.0702607635458734,0.05111186099682907,0.01298119072035897,0.3713317299489238
2.0,500.0,8.0,1000.0,0.2,50.0,0.15,20.0,0.11011300637736235,0.06810862138508078,0.03312409272926964,0.06744672361992832,0.05111186099682907,0.009349424427422148,0.3317770293707123
2.0,350.0,8.0,1500.0,0.25,35.0,0.15,20.0,0.11013440446156009,0.0674048515688499,0.033987002334076685,0.06846560461838203,0.05111186099682907,0.013488150899125584,0.35685146667149237
2.0,500.0,8.0,1000.0,0.15,20.0,0.15,20.0,0.11017713186567836,0.06839556612536013,0.03159001089107879,0.06776812603509708,0.05111186099682907,0.01298119072035897,0.3302231794686856
2.0,500.0,8.0,1000.0,0.2,75.0,0.15,20.0,0.11017905057067386,0.06813525712429858,0.0332835470278268,0.06744581337883715,0.05111186099682907,0.007225230383027137,0.3260960730541902
2.0,350.0,8.0,1000.0,0.3,75.0,0.15,35.0,0.11018905288105568,0.06614303558327017,0.03566310567859053,0.07026048175627575,0.05111186099682907,0.009775338849789428,0.36239480231290533
2.0,500.0,8.0,1000.0,0.25,35.0,0.15,20.0,0.11019703567354379,0.06804603925796804,0.03372831004330793,0.06743783780949753,0.05111186099682907,0.014197594259797386,0.3507659810372801
2.0,350.0,8.0,1000.0,0.3,100.0,0.15,35.0,0.11019728436544331,0.06620753729532547,0.03535154592472184,0.07030372117787476,0.05111186099682907,0.008035230279061834,0.35524183286224864
2.0,350.0,8.0,1500.0,0.25,50.0,0.15,20.0,0.11019973578305847,0.06735744370769603,0.03460546416889955,0.06838185206627512,0.05111186099682907,0.010456842163931723,0.3515791885257553
2.0,350.0,8.0,1500.0,0.25,20.0,0.15,20.0,0.11023335619460702,0.06767678243460518,0.03264966906037731,0.06878831298981503,0.05111186099682907,0.01960566015854659,0.3630400887288552
2.0,500.0,8.0,1000.0,0.25,50.0,0.15,20.0,0.11026277423208725,0.06800389099066195,0.034317360882830675,0.06735908604143526,0.05111186099682907,0.011162046552594784,0.3454954990324248
2.0,500.0,8.0,1000.0,0.2,20.0,0.15,20.0,0.11027365521873662,0.06835293884231186,0.032161824949124285,0.06776052027828738,0.05111186099682907,0.016639186494900038,0.3428828787878202
2.0,350.0,8.0,1500.0,0.25,75.0,0.15,20.0,0.1102783123468543,0.06738583552741617,0.034818073009024356,0.06837591713436408,0.05111186099682907,0.007797176965493646,0.34433631471459303
2.0,350.0,8.0,1500.0,0.25,100.0,0.15,20.0,0.11029674668674079,0.06743594113423201,0.034626744832008186,0.06840823868901347,0.05111186099682907,0.006352343377702407,0.33852705981230646
2.0,500.0,8.0,1000.0,0.25,75.0,0.15,20.0,0.11035661160009301,0.06803775162368897,0.034558646167036355,0.0673583968692899,0.05111186099682907,0.008498672556081832,0.3382553717940504
2.0,500.0,8.0,1000.0,0.25,20.0,0.15,20.0,0.11037330207073433,0.0683097813564133,0.03274846673376371,0.0677528080617602,0.05111186099682907,0.020323696934225532,0.3569527131731136
2.0,500.0,8.0,1000.0,0.25,100.0,0.15,20.0,0.11039168341673092,0.06809122415599989,0.03441388480801608,0.06739397611745401,0.05111186099682907,0.007051828306593233,0.3324485532663577
2.0,350.0,8.0,1500.0,0.3,35.0,0.15,20.0,0.1104136478234928,0.06731320615416325,0.0356046401113973,0.06839856328296046,0.05111186099682907,0.01592632437701691,0.3720515364812049
2.0,800.0,8.0,750.0,0.15,35.0,0.15,20.0,0.11041508713540522,0.06843267989231139,0.03332674327570543,0.06730144284833495,0.05111186099682907,0.010025388504684152,0.3181530562464703
2.0,500.0,8.0,1000.0,0.3,35.0,0.15,20.0,0.11042622177655502,0.06794861936946472,0.035180088227780126,0.06736516070029053,0.05111186099682907,0.016639186494900038,0.36596183074451094
2.0,800.0,8.0,750.0,0.2,50.0,0.15,20.0,0.11046495611312224,0.06829781675142033,0.034335701473041436,0.0671664279868831,0.05111186099682907,0.010025388504684152,0.3223599825361365
2.0,350.0,8.0,1500.0,0.3,20.0,0.15,20.0,0.11047414019322263,0.06764061311290637,0.033758522478627075,0.06878779292131898,0.05111186099682907,0.02329633578903989,0.3796526013337844
2.0,350.0,8.0,1500.0,0.3,50.0,0.15,20.0,0.11048847747969735,0.06725664579012136,0.03633117051212491,0.06829807812308952,0.05111186099682907,0.012273447523052372,0.3655876197825978
2.0,800.0,8.0,750.0,0.2,35.0,0.15,20.0,0.11048961582275692,0.06836140961262771,0.034055759792493125,0.06722853252401184,0.05111186099682907,0.012446909635101866,0.3284899828895107
2.0,800.0,8.0,750.0,0.2,75.0,0.15,20.0,0.11049202695585353,0.0682966744184712,0.03444806649154965,0.06716667182898983,0.05111186099682907,0.00789835134828154,0.31544249453658946
2.0,500.0,8.0,1000.0,0.3,50.0,0.15,20.0,0.11050178117992195,0.06789842749106345,0.03587194124145791,0.06727073675698803,0.05111186099682907,0.01298119072035897,0.3594995347768777
2.0,500.0,8.0,1000.0,0.3,20.0,0.15,20.0,0.11051391844484607,0.0682660837136777,0.0335013646555834,0.06774498713454502,0.05111186099682907,0.02403501137080455,0.3735613189789908
2.0,800.0,8.0,750.0,0.25,50.0,0.15,20.0,0.11053636550680178,0.06820997311304211,0.03515093748494499,0.06707731604504685,0.05111186099682907,0.011840441461752782,0.3312155306753195
2.0,350.0,8.0,1500.0,0.3,75.0,0.15,20.0,0.1105594193620914,0.06729135715451773,0.03648934397110516,0.06829145242959478,0.05111186099682907,0.009072066696880654,0.3567251618073155
2.0,350.0,8.0,1500.0,0.3,100.0,0.15,20.0,0.11056620301991764,0.06735190589318485,0.0361959129136659,0.06833063779663262,0.05111186099682907,0.007334379042422734,0.34963144801470714
2.0,800.0,8.0,750.0,0.25,35.0,0.15,20.0,0.11056723550028777,0.0682894056022405,0.03480157594682596,0.06715487182268154,0.05111186099682907,0.014880069793067774,0.33899031484619546
2.0,800.0,8.0,750.0,0.25,75.0,0.15,20.0,0.11056976998129474,0.06820899587670737,0.03528693010548297,0.06707808315643327,0.05111186099682907,0.009173497230928085,0.3224642987371982
2.0,800.0,8.0,750.0,0.15,20.0,0.15,20.0,0.11058085075523642,0.06862104648872491,0.03286363186493239,0.06748779260055682,0.05111186099682907,0.013662029597286907,0.32463996029973075
2.0,500.0,8.0,1000.0,0.3,75.0,0.15,20.0,0.11059139915902477,0.06793974692878035,0.03606569741170527,0.0672704557546362,0.05111186099682907,0.009775338849789428,0.3506397172008968
2.0,350.0,6.0,500.0,0.15,35.0,0.15,20.0,0.11059196761779375,0.06775041451377461,0.030686440048311215,0.07033988618388265,0.05111186099682907,0.010259332655210063,0.3212835482164105
2.0,800.0,8.0,750.0,0.25,100.0,0.15,20.0,0.11060003105535984,0.06824458131923095,0.03519249047098717,0.06711465423676422,0.05111186099682907,0.0077247174478010106,0.3166653451470238
2.0,500.0,8.0,1000.0,0.3,100.0,0.15,20.0,0.11061674082374783,0.06800435734197041,0.03582238517375821,0.06731357437667573,0.05111186099682907,0.008035230279061834,0.3435484653702381
2.0,800.0,8.0,750.0,0.3,50.0,0.15,20.0,0.11065153798058396,0.06812141311833075,0.036145544180724944,0.06698747763414392,0.05111186099682907,0.013662029597286907,0.34207329824757515
2.0,350.0,6.0,500.0,0.2,35.0,0.15,20.0,0.11066172382543782,0.06766045777107044,0.03143977264840504,0.07028264578453225,0.05111186099682907,0.01268197701623297,0.3344997288561109
2.0,350.0,6.0,500.0,0.2,50.0,0.15,20.0,0.11067344545525658,0.06762140641515546,0.03179254612172714,0.07020780501933865,0.05111186099682907,0.010259332655210063,0.3304163417113357
2.0,800.0,8.0,750.0,0.3,75.0,0.15,20.0,0.11068491995080953,0.06812078897525198,0.03627860228688727,0.06698896080767147,0.05111186099682907,0.010451873710710213,0.33330662985083737
2.0,800.0,8.0,750.0,0.3,35.0,0.15,20.0,0.11069229559464785,0.06821665647183717,0.03574165829053556,0.0670804491003536,0.05111186099682907,0.01732495309511428,0.34965795763285934
2.0,800.0,8.0,750.0,0.3,100.0,0.15,20.0,0.11070198132206921,0.0681639177751967,0.03608569733056166,0.06703327842846418,0.05111186099682907,0.008709434675524541,0.32629012652796363
2.0,800.0,8.0,750.0,0.2,20.0,0.15,20.0,0.11071150709832177,0.06861379888278285,0.033434429712273915,0.06747820157494089,0.05111186099682907,0.01732495309511428,0.3372902627662777
2.0,350.0,6.0,500.0,0.2,75.0,0.15,20.0,0.11073512298891092,0.06764325696151197,0.03197643785248229,0.07019551312855676,0.05111186099682907,0.008131311085286308,0.32479567347833704
2.0,350.0,6.0,500.0,0.15,20.0,0.15,20.0,0.11074326573734783,0.06791451550169558,0.030230388093303705,0.07054230642465265,0.05111186099682907,0.013897661629680869,0.32772533869978804
2.0,500.0,8.0,750.0,0.15,35.0,0.15,35.0,0.11074565235483798,0.06767903759787686,0.03168334770327148,0.07029155566228651,0.05111186099682907,0.010025388504684152,0.3282581000562015
2.0,500.0,8.0,750.0,0.2,35.0,0.15,35.0,0.11079280051043756,0.06758048739226252,0.03241237032258654,0.07021844107505681,0.05111186099682907,0.012446909635101866,0.33898891737376435
2.0,500.0,8.0,750.0,0.2,50.0,0.15,35.0,0.11080197822538282,0.06754854973669344,0.032701388858516235,0.07015616254812063,0.05111186099682907,0.010025388504684152,0.33484238625284557
2.0,350.0,6.0,750.0,0.15,35.0,0.15,20.0,0.11080772481343011,0.06797462124479026,0.030961244540045386,0.07018558486725701,0.05111186099682907,0.009304538390225936,0.3175419241283881
2.0,350.0,6.0,500.0,0.25,35.0,0.15,20.0,0.11081035686419713,0.06756969475773578,0.03251301350294731,0.07022481746144904,0.05111186099682907,0.015116268513678754,0.3492004218450153
2.0,800.0,8.0,750.0,0.25,20.0,0.15,20.0,0.1108457106258893,0.06860644940249938,0.034020093336808346,0.06746847577837567,0.05111186099682907,0.021014444950219868,0.350184515559018
2.0,350.0,6.0,500.0,0.2,20.0,0.15,20.0,0.11085596929515006,0.06788000135962169,0.03079586617887692,0.07055400278161827,0.05111186099682907,0.01756229134232079,0.3402859748304885
2.0,350.0,6.0,500.0,0.25,50.0,0.15,20.0,0.11086279671036138,0.0675211466694583,0.033104214002412966,0.07013119308059967,0.05111186099682907,0.01207522727806154,0.3439873207211981
2.0,500.0,8.0,750.0,0.25,35.0,0.15,35.0,0.11086671660213056,0.06748105303408969,0.033253506254981725,0.07014457400859087,0.05111186099682907,0.014880069793067774,0.3539194785042916
2.0,500.0,8.0,750.0,0.2,75.0,0.15,35.0,0.11087122644041592,0.06757734347649369,0.03286271770895556,0.07015640707336668,0.05111186099682907,0.00789835134828154,0.32913530411088154
2.0,500.0,8.0,750.0,0.15,20.0,0.15,35.0,0.11087830190882263,0.06783405077963023,0.031220149546407873,0.07047842748518085,0.05111186099682907,0.013662029597286907,0.3347947331218384
2.0,350.0,6.0,750.0,0.2,35.0,0.15,20.0,0.11089289169923089,0.06788604650906871,0.031771782441870386,0.07012779915938916,0.05111186099682907,0.011722600161328423,0.33186937492953517
2.0,350.0,6.0,750.0,0.2,50.0,0.15,20.0,0.11091936837780433,0.06784630024168914,0.03218443285163484,0.07005391984641296,0.05111186099682907,0.009304538390225936,0.3278020444387115
