variant_base,level,gap_h,session_min,hero_class,calendar_days_base,days_min_base,days_max_base,sale_gold_base,online_days_base,n_base,progress_rate_base,sale_gold_day_base,variant_selected,calendar_days_selected,days_min_selected,days_max_selected,sale_gold_selected,online_days_selected,n_selected,progress_rate_selected,sale_gold_day_selected,progress_uplift_pct,sale_uplift_pct,days_saved_pct
baseline8,5,8.0,1.0,PALADIN,3.5052549119241196,3.4298949864498645,3.6091294037940385,61475.0,0.29878472222222224,4,0.2852859564073974,17537.954170144756,selected,3.3936401299650174,3.292445788330253,3.479276905912592,64844.0,0.2953125,4,0.294668839860256,19107.506251898438,3.2889398311144014,8.949459364111956,3.1842129820405574
baseline8,5,8.0,1.0,RANGER,3.5195121951219512,3.364718834688347,3.641717479674797,61340.0,0.3,4,0.2841302841302841,17428.551628551628,selected,3.4029103037612267,3.295776511844241,3.486203312003563,64714.75,0.29618055555555556,4,0.29386610599012936,19017.471582624727,3.4265343765260248,9.116764192097948,3.313012852245123
baseline8,5,8.0,1.0,ROGUE,3.499144647696477,3.4624830623306235,3.527659214092141,61360.0,0.2982638888888889,4,0.2857841274604953,17535.71406097599,selected,3.37743026158895,3.342623305393994,3.422514607645584,64488.25,0.2934027777777778,4,0.29608309352020157,19093.88055570414,3.6037571964628867,8.88567462556713,3.478403963312948
baseline8,5,8.0,1.0,WARRIOR,3.5195121951219517,3.4298949864498645,3.6091294037940385,61475.0,0.30000000000000004,4,0.28413028413028407,17466.909216909215,selected,3.4034441036733365,3.292477943900641,3.479276905912592,64649.5,0.29635416666666664,4,0.29382001570723615,18995.317105464965,3.4103128452541043,8.750305332074104,3.2978459801754845
baseline8,5,8.0,5.0,CLERIC,0.7113990514905149,0.690040650406504,0.7311144986449865,61250.0,0.3006944444444445,4,1.4056808171234019,86097.95004880837,selected,0.6883647951156386,0.6723879152581389,0.7038256465490726,64500.25,0.29670138888888886,4,1.452718103969872,93700.68088558274,3.3462281247266024,8.830327356765677,3.237881232286588
baseline8,5,8.0,5.0,MAGE,0.7056487127371274,0.6719681571815718,0.7376863143631436,61250.0,0.2982638888888889,4,1.4171357248298788,86799.56314583008,selected,0.6822888661257609,0.6581237135242884,0.7092987318196917,64500.25,0.29375,4,1.465654870902844,94535.10558695118,3.4237472969492533,8.911960107592677,3.310407315951358
baseline8,5,8.0,5.0,PALADIN,0.7068809281842818,0.6916836043360433,0.7278285907859079,61475.0,0.29878472222222224,4,1.4146654127005998,86966.55624576936,selected,0.6843723339014691,0.6639651589772027,0.7016421203191712,64844.0,0.2953125,4,1.4611929069359086,94749.59285735207,3.2889398311144014,8.949459364111956,3.1842129820405574
baseline8,5,8.0,5.0,RANGER,0.7097560975609756,0.6785399728997289,0.734400406504065,61340.0,0.3,4,1.4089347079037802,86424.05498281788,selected,0.686241786829187,0.6646368433448884,0.7030389215474961,64714.75,0.29618055555555556,4,1.4572123400129098,94303.13228085045,3.4265343765260248,9.116764192097925,3.313012852245123
baseline8,5,8.0,5.0,ROGUE,0.7056487127371273,0.6982554200542005,0.7113990514905149,61360.0,0.2982638888888889,4,1.417135724829879,86955.44807556138,selected,0.6811033999462124,0.6740841177197867,0.6901952535168848,64488.25,0.2934027777777778,4,1.468205855497082,94682.0262607597,3.6037571964628645,8.885674625567086,3.478403963312926
baseline8,5,8.0,5.0,WARRIOR,0.7097560975609756,0.6916836043360433,0.7278285907859079,61475.0,0.30000000000000004,4,1.4089347079037802,86614.26116838488,selected,0.6863494346285105,0.6639716435724783,0.7016421203191712,64649.5,0.29635416666666664,4,1.4569837892286663,94193.27348173867,3.4103128452541043,8.750305332074127,3.2978459801754956
baseline8,5,8.0,12.0,CLERIC,0.3006944444444445,0.2916666666666667,0.3090277777777778,61250.0,0.3006944444444445,4,3.3256351039260967,203695.1501154734,selected,0.29670138888888886,0.28958333333333336,0.30416666666666664,64500.25,0.29670138888888886,4,3.3703920421299007,217391.12931538915,1.3458162668227303,6.723763031251151,1.3279445727482853
baseline8,5,8.0,12.0,MAGE,0.2982638888888889,0.28402777777777777,0.31180555555555556,61250.0,0.2982638888888889,4,3.352735739231665,205355.06402793946,selected,0.29375,0.28194444444444444,0.30625,64500.25,0.29375,4,3.404255319148936,219575.31914893616,1.5366430260047137,6.9247160708254984,1.5133876600698426
baseline8,5,8.0,12.0,PALADIN,0.29878472222222224,0.2923611111111111,0.3076388888888889,61475.0,0.29878472222222224,4,3.346891342242882,205750.14526438116,selected,0.2953125,0.2875,0.3034722222222222,64844.0,0.2953125,4,3.3862433862433865,219577.56613756614,1.1757789535567387,6.720491426830955,1.1621150493899002
baseline8,5,8.0,12.0,RANGER,0.3,0.28680555555555554,0.3104166666666667,61340.0,0.3,4,3.3333333333333335,204466.6666666667,selected,0.29618055555555556,0.28541666666666665,0.30416666666666664,64714.75,0.29618055555555556,4,3.376318874560375,218497.63188745602,1.289566236811246,6.862226224709489,1.27314814814814
baseline8,5,8.0,12.0,ROGUE,0.2982638888888889,0.2951388888888889,0.30069444444444443,61360.0,0.2982638888888889,4,3.352735739231665,205723.86495925495,selected,0.2934027777777778,0.2902777777777778,0.29583333333333334,64488.25,0.2934027777777778,4,3.4082840236686387,219794.2721893491,1.6568047337278013,6.839462807526431,1.6298020954598313
baseline8,5,8.0,12.0,WARRIOR,0.30000000000000004,0.2923611111111111,0.3076388888888889,61475.0,0.30000000000000004,4,3.333333333333333,204916.66666666663,selected,0.29635416666666664,0.2875,0.3034722222222222,64649.5,0.29635416666666664,4,3.374340949033392,218149.45518453428,1.230228471001782,6.457643847678396,1.2152777777778012
baseline8,5,12.0,1.0,CLERIC,5.287821815718157,5.129065040650407,5.4343665311653115,61250.0,0.3006944444444445,4,0.18911378538276002,11583.21935469405,selected,5.116608425550264,4.99785244227957,5.231528774864758,64500.25,0.29670138888888886,4,0.19544196405697303,12606.055542165774,3.3462281247266024,8.830327356765654,3.237881232286577
baseline8,5,12.0,1.0,MAGE,5.245079607046071,4.994732384823848,5.483214769647697,61250.0,0.2982638888888889,4,0.19065487560124583,11677.611130576308,selected,5.071446108006945,4.891826777845484,5.272210161257709,64500.25,0.29375,4,0.19718241675114545,12718.315176053069,3.4237472969492533,8.911960107592654,3.310407315951369
baseline8,5,12.0,1.0,PALADIN,5.254238651761518,5.141277100271003,5.40994241192412,61475.0,0.29878472222222224,4,0.1903225312509822,11700.07760865413,selected,5.086932502504735,4.935246181675908,5.215298646908479,64844.0,0.2953125,4,0.1965821247888809,12747.171299810194,3.2889398311144014,8.949459364111956,3.1842129820405574
baseline8,5,12.0,1.0,RANGER,5.275609756097561,5.043580623306233,5.458790650406504,61340.0,0.3,4,0.18955154877484975,11627.092001849283,selected,5.100828126843751,4.940238804656337,5.2256810560386056,64714.75,0.29618055555555556,4,0.19604659775485747,12687.106562056162,3.4265343765260248,9.116764192097948,3.313012852245112
baseline8,5,12.0,1.0,ROGUE,5.245079607046071,5.190125338753388,5.287821815718157,61360.0,0.2982638888888889,4,0.19065487560124583,11698.583166892444,selected,5.0626345501156615,5.010460297690375,5.1302142039760215,64488.25,0.2934027777777778,4,0.1975256144011331,12738.08120290387,3.6037571964628867,8.885674625567109,3.478403963312937
baseline8,5,12.0,1.0,WARRIOR,5.275609756097561,5.141277100271003,5.40994241192412,61475.0,0.30000000000000004,4,0.18955154877484975,11652.681460933889,selected,5.1016282718263515,4.9352943816057415,5.215298646908479,64649.5,0.29635416666666664,4,0.19601584959109655,12672.326668139598,3.4103128452541043,8.750305332074104,3.2978459801754845
baseline8,5,12.0,5.0,CLERIC,1.0634315718157181,1.0315040650406504,1.0929031165311653,61250.0,0.3006944444444445,4,0.9403519949032413,57596.55968782353,selected,1.0289989205336867,1.005115955798249,1.0521105025733561,64500.25,0.29670138888888886,4,0.9718183178281212,62682.52445449328,3.3462281247266024,8.830327356765677,3.237881232286588
baseline8,5,12.0,5.0,MAGE,1.054835704607046,1.004488482384824,1.1027269647696476,61250.0,0.2982638888888889,4,0.948014933162057,58065.91465617599,selected,1.0199163462704672,0.9837931800105342,1.0602919186995392,64500.25,0.29375,4,0.9804725688108682,63240.7258064432,3.4237472969492533,8.911960107592677,3.310407315951369
baseline8,5,12.0,5.0,PALADIN,1.0566776761517616,1.0339600271002711,1.087991192411924,61475.0,0.29878472222222224,4,0.9463623795307459,58177.6272816526,selected,1.0230308084094126,0.9925252376463338,1.0488464685183487,64844.0,0.2953125,4,0.9774876687778148,63384.21039422862,3.2889398311144014,8.949459364111956,3.1842129820405685
baseline8,5,12.0,5.0,RANGER,1.0609756097560976,1.0143123306233064,1.0978150406504066,61340.0,0.3,4,0.9425287356321839,57814.712643678155,selected,1.0258253514456919,0.9935293019073074,1.0509344703545045,64714.75,0.29618055555555556,4,0.9748248067672569,63085.54366374134,3.426534376526047,9.116764192097971,3.313012852245134
baseline8,5,12.0,5.0,ROGUE,1.054835704607046,1.0437838753387534,1.0634315718157181,61360.0,0.2982638888888889,4,0.948014933162057,58170.196298823816,selected,1.0181442576515545,1.0076515161790627,1.0317351727829722,64488.25,0.2934027777777778,4,0.9821790895394275,63339.01067099098,3.6037571964628867,8.885674625567109,3.478403963312948
baseline8,5,12.0,5.0,WARRIOR,1.0609756097560976,1.0339600271002711,1.087991192411924,61475.0,0.30000000000000004,4,0.9425287356321839,57941.9540229885,selected,1.0259862682591137,0.9925349311134986,1.0488464685183487,64649.5,0.29635416666666664,4,0.9746719141736595,63012.05191537,3.4103128452541265,8.750305332074127,3.2978459801754956
baseline8,5,12.0,12.0,CLERIC,0.44737466124661246,0.4339430894308943,0.4597730352303523,61250.0,0.3006944444444445,4,2.235262938704426,136909.85499564608,selected,0.4328892010521027,0.4228418848530565,0.4426120045308602,64500.25,0.29670138888888886,4,2.3100599358209437,148999.4433754348,3.3462281247266024,8.830327356765654,3.237881232286588
baseline8,5,12.0,12.0,MAGE,0.44375846883468834,0.42257791327913274,0.4639058265582656,61250.0,0.2982638888888889,4,2.253478119811447,138025.53483845113,selected,0.4290682560172311,0.41387161365960407,0.4460538416598061,64500.25,0.29375,4,2.330631516025834,150326.3154415453,3.4237472969492533,8.911960107592654,3.310407315951358
baseline8,5,12.0,12.0,PALADIN,0.4445333672086721,0.43497628726287263,0.4577066395663957,61475.0,0.29878472222222224,4,2.249549918556691,138291.08124327258,selected,0.43037847802051155,0.4175450999753542,0.4412388591697881,64844.0,0.2953125,4,2.3235362618489037,150667.3853633303,3.2889398311144014,8.949459364111956,3.1842129820405574
baseline8,5,12.0,12.0,RANGER,0.4463414634146341,0.4267107046070461,0.4618394308943089,61340.0,0.3,4,2.2404371584699456,137428.41530054648,selected,0.4315541133668084,0.4179674994230742,0.4421172599422398,64714.75,0.29618055555555556,4,2.317206507889381,149957.4398564343,3.4265343765260026,9.116764192097904,3.313012852245112
baseline8,5,12.0,12.0,ROGUE,0.44375846883468834,0.4391090785907859,0.44737466124661246,61360.0,0.2982638888888889,4,2.253478119811447,138273.41743163037,selected,0.4283227566672057,0.4239085688753298,0.43404031406731935,64488.25,0.2934027777777778,4,2.3346879997248684,150559.94339825725,3.6037571964628867,8.88567462556713,3.478403963312948
baseline8,5,12.0,12.0,WARRIOR,0.44634146341463415,0.43497628726287263,0.4577066395663957,61475.0,0.30000000000000004,4,2.240437158469945,137730.87431693988,selected,0.4316218094055582,0.41754917791671325,0.4412388591697881,64649.5,0.29635416666666664,4,2.316843074675092,149782.74635620735,3.4103128452541043,8.750305332074104,3.2978459801754845
baseline8,5,24.0,1.0,CLERIC,10.568309620596203,10.251016260162599,10.861195799457992,61250.0,0.3006944444444445,4,0.09462251163148509,5795.628837428461,selected,10.226120306820981,9.98877305038122,10.455801615229007,64500.25,0.29670138888888886,4,0.09778879672802054,6307.401836156507,3.3462281247266024,8.830327356765677,3.237881232286588
baseline8,5,24.0,1.0,MAGE,10.48288448509485,9.982537262872627,10.958824525745255,61250.0,0.2982638888888889,4,0.09539359147015841,5842.8574775472025,selected,10.13585831017754,9.776868775139171,10.53710796445542,64500.25,0.29375,4,0.09865962697958078,6363.570605089705,3.4237472969492533,8.911960107592677,3.310407315951369
baseline8,5,24.0,1.0,PALADIN,10.501189871273711,10.275423441734416,10.812381436314363,61475.0,0.29878472222222224,4,0.09522730397776419,5854.098512033053,selected,10.166809620123887,9.863647361712875,10.423363869896143,64844.0,0.2953125,4,0.09835927270838525,6378.008679502533,3.288939831114379,8.949459364111934,3.1842129820405463
baseline8,5,24.0,1.0,RANGER,10.54390243902439,10.08016598915989,10.910010162601624,61340.0,0.3,4,0.09484154522322462,5817.580383992598,selected,10.194581596091325,9.873625683092621,10.44411428814373,64714.75,0.29618055555555556,4,0.09809132337352688,6347.955469286949,3.4265343765260248,9.116764192097925,3.313012852245112
baseline8,5,24.0,1.0,ROGUE,10.48288448509485,10.373052168021678,10.568309620596205,61360.0,0.2982638888888889,4,0.09539359147015841,5853.35077260892,selected,10.118247415695794,10.01397127457951,10.25331299296733,64488.25,0.2934027777777778,4,0.09883134488772863,6373.460476956066,3.6037571964628645,8.885674625567086,3.478403963312926
baseline8,5,24.0,1.0,WARRIOR,10.54390243902439,10.275423441734416,10.812381436314363,61475.0,0.30000000000000004,4,0.09484154522322462,5830.383992597734,selected,10.196180776285399,9.863743694721045,10.423363869896143,64649.5,0.29635416666666664,4,0.09807593862260973,6340.560393982408,3.4103128452541043,8.750305332074104,3.2978459801754845
baseline8,5,24.0,5.0,CLERIC,2.1195291327913277,2.055894308943089,2.1782689701897016,61250.0,0.3006944444444445,4,0.4718029040171972,28897.92787105333,selected,2.0509012967878304,2.003300077418579,2.096965070646206,64500.25,0.29670138888888886,4,0.48759050548469757,31449.709501389367,3.3462281247266246,8.830327356765677,3.237881232286599
baseline8,5,24.0,5.0,MAGE,2.1023966802168017,2.0020494579945796,2.1978489159891597,61250.0,0.2982638888888889,4,0.4756476308252536,29133.417388046782,selected,2.0327987867045865,1.9608015794692712,2.1132714793390814,64500.25,0.29375,4,0.4919326037286363,31729.775923647972,3.423747296949231,8.911960107592654,3.310407315951347
baseline8,5,24.0,5.0,PALADIN,2.1060679200542003,2.060789295392954,2.1684789972899723,61475.0,0.29878472222222224,4,0.4748184949202705,29189.46697522363,selected,2.039006231933243,1.9782054736537273,2.090459513115881,64844.0,0.2953125,4,0.4904349895252012,31801.76646077215,3.2889398311144014,8.949459364111956,3.1842129820405574
baseline8,5,24.0,5.0,RANGER,2.114634146341463,2.0216294037940377,2.188058943089431,61340.0,0.3,4,0.4728950403690889,29007.381776239912,selected,2.044576045295207,1.9802066775945644,2.0946211167755298,64714.75,0.29618055555555556,4,0.48909895149222227,31651.91637108129,3.4265343765260026,9.116764192097925,3.313012852245101
baseline8,5,24.0,5.0,ROGUE,2.1023966802168017,2.0803692411924115,2.1195291327913277,61360.0,0.2982638888888889,4,0.4756476308252536,29185.73862743756,selected,2.0292668307675807,2.0083537115568904,2.056354930581234,64488.25,0.2934027777777778,4,0.4927888165509239,31779.088398940115,3.6037571964628867,8.885674625567109,3.478403963312937
baseline8,5,24.0,5.0,WARRIOR,2.114634146341463,2.060789295392954,2.1684789972899723,61475.0,0.30000000000000004,4,0.4728950403690889,29071.22260668974,selected,2.044896769150923,1.9782247937365591,2.090459513115881,64649.5,0.29635416666666664,4,0.4890222406753655,31615.043348542044,3.4103128452541043,8.750305332074104,3.2978459801754845
baseline8,5,24.0,12.0,CLERIC,0.8874153116531165,0.8607723577235772,0.9120088075880759,61250.0,0.3006944444444445,4,1.1268680930658677,69020.67070028439,selected,0.8586818578246627,0.8387519355281942,0.8779680745612145,64500.25,0.29670138888888886,4,1.1645756701246082,75115.42186695476,3.3462281247266024,8.830327356765677,3.237881232286588
baseline8,5,24.0,12.0,MAGE,0.8802422086720867,0.8382283197831979,0.9202066395663956,61250.0,0.2982638888888889,4,1.1360509529627956,69583.12086897122,selected,0.8511026061981141,0.8209584467674111,0.8847953252596155,64500.25,0.29375,4,1.1749464667568255,75784.34084243194,3.4237472969492533,8.911960107592677,3.310407315951358
baseline8,5,24.0,12.0,PALADIN,0.8817793021680216,0.8628218157181571,0.9079098915989159,61475.0,0.29878472222222224,4,1.134070620098828,69716.99137057544,selected,0.853701571155441,0.8282451983117683,0.8752442944187602,64844.0,0.2953125,4,1.1713695204362242,75956.28518316652,3.288939831114379,8.949459364111934,3.184212982040535
baseline8,5,24.0,12.0,RANGER,0.8853658536585366,0.8464261517615176,0.9161077235772358,61340.0,0.3,4,1.1294765840220387,69282.09366391184,selected,0.8560335691374397,0.829083072626098,0.8769866959510005,64714.75,0.29618055555555556,4,1.1681784874483654,75598.3787705991,3.4265343765260026,9.116764192097925,3.313012852245112
baseline8,5,24.0,12.0,ROGUE,0.8802422086720867,0.871019647696477,0.8874153116531165,61360.0,0.2982638888888889,4,1.1360509529627956,69708.08647379713,selected,0.8496238287988835,0.8408678169494249,0.8609652131499286,64488.25,0.2934027777777778,4,1.1769914709356772,75902.12022556769,3.6037571964628645,8.885674625567109,3.478403963312937
baseline8,5,24.0,12.0,WARRIOR,0.8853658536585365,0.8628218157181571,0.9079098915989159,61475.0,0.30000000000000004,4,1.1294765840220387,69434.57300275483,selected,0.8561678514438122,0.8282532873429885,0.8752442944187602,64649.5,0.29635416666666664,4,1.1679952690510793,75510.31014651775,3.410312845254082,8.750305332074081,3.2978459801754623
baseline8,10,4.0,1.0,CLERIC,9.621222899728997,9.30691056910569,9.792665989159891,691692.5,1.6368055555555556,4,0.10393689143488893,71892.3682788269,selected,9.191460439552573,8.89988840312915,9.346788840287964,731582.25,1.6168402777777777,4,0.10879663863827482,79593.68968742603,4.675671108011037,10.712293381030879,4.466817416614766
baseline8,10,4.0,1.0,MAGE,9.48243563685637,9.262008807588076,9.784502032520326,691692.5,1.6131944444444444,4,0.1054581373706557,72944.60268325226,selected,9.052095484689085,8.916809501829894,9.313418974448478,731582.25,1.590798611111111,4,0.11047165837914792,80819.10439824838,4.754039027705481,10.795180760925671,4.538287088336634
baseline8,10,4.0,1.0,PALADIN,9.485497120596206,9.33140243902439,9.70286246612466,695322.5,1.6137152777777777,4,0.10542410031717406,73303.74899278826,selected,9.029447585908192,8.825444237451343,9.331278238592109,739462.0,1.5921875,4,0.1107487463087609,81894.48944296896,5.05069142213912,11.719373931374054,4.8078611894549645
baseline8,10,4.0,1.0,RANGER,9.566116192411924,9.286500677506774,9.792665989159891,692915.0,1.6274305555555557,4,0.10453563179519232,72434.30730536568,selected,9.11797351615682,8.87186712632609,9.277077918330988,732903.5,1.6065972222222222,4,0.10967349249567628,80380.08650730488,4.914937244125639,10.96963510459441,4.68468777967156
baseline8,10,4.0,1.0,ROGUE,9.509988990514906,9.355894308943089,9.592649051490515,693132.5,1.6178819444444443,4,0.10515259281555239,72884.67953972587,selected,9.065613404722516,8.892920685824592,9.200846606397807,731901.25,1.5954861111111112,4,0.11030693184854692,80733.7813036163,4.9017707457159165,10.769206661068287,4.672724502999969
baseline8,10,4.0,1.0,WARRIOR,9.487538109756098,9.28241869918699,9.698780487804878,695322.5,1.6140625,4,0.10540142115178366,73287.97965881109,selected,9.010821022792106,8.799440553925225,9.290877447796593,733992.0,1.5925347222222221,4,0.11097767866774681,81456.72832069681,5.29049556925143,11.146096126424787,5.02466584533432
baseline8,10,4.0,5.0,CLERIC,1.9561822493224925,1.892276422764227,1.9910399728997283,691692.5,1.6368055555555556,4,0.5111998129756784,353593.0766366794,selected,1.8688031599090293,1.8095208786445163,1.9003844530046068,731582.25,1.6168402777777777,4,0.5351018349351885,391471.00438101374,4.675671108011015,10.712293381030836,4.466817416614743
baseline8,10,4.0,5.0,MAGE,1.927964092140921,1.8831470189701889,1.9893800813008127,691692.5,1.6131944444444444,4,0.518681859312817,358768.35197273066,selected,1.8404675466795233,1.8129612680069074,1.8935997084978233,731582.25,1.590798611111111,4,0.5433401973341766,397498.0440811809,4.754039027705459,10.79518076092565,4.538287088336612
baseline8,10,4.0,5.0,PALADIN,1.9285865514905147,1.8972560975609751,1.972781165311653,695322.5,1.6137152777777777,4,0.5185144525803866,360534.76545432594,selected,1.835862787176354,1.794384927946538,1.8972308451909266,739462.0,1.5921875,4,0.5447030175594161,402787.1827705209,5.050691422139142,11.719373931374077,4.807861189454988
baseline8,10,4.0,5.0,RANGER,1.9449779810298098,1.8881266937669372,1.9910399728997283,692915.0,1.6274305555555557,4,0.5141446380130889,356258.5318488395,selected,1.8538618352352036,1.8038236065974205,1.886210863063147,732903.5,1.6065972222222222,4,0.5394145243154691,395338.7928216424,4.914937244125639,10.96963510459441,4.68468777967156
baseline8,10,4.0,5.0,ROGUE,1.9335662262872624,1.902235772357723,1.9503726287262866,693132.5,1.6178819444444443,4,0.517179078949962,358473.6279402845,selected,1.8432160034498057,1.8081042058315555,1.8707115506783922,731901.25,1.5954861111111112,4,0.5425300117448941,397078.39375860273,4.9017707457159165,10.769206661068287,4.672724502999959
