,,hp_hours,hp_hours,hp_hours,mp_pct,mp_pct,mp_pct,dex_seconds,dex_seconds,dex_seconds,cha_pct,cha_pct,cha_pct
CLERIC,23,8.145166666666666,8.117333333333333,8.169333333333334,13.242500000000001,12.466666666666667,14.556666666666668,4.8933333333333335,4.8533333333333335,4.913333333333333,2.5000000000000004,2.1333333333333337,3.2
CLERIC,24,8.149999999999999,8.120666666666667,8.176666666666666,13.264166666666668,12.485,14.580000000000002,4.8933333333333335,4.8533333333333335,4.913333333333333,2.5000000000000004,2.1333333333333337,3.2
CLERIC,25,8.159833333333333,8.128,8.189333333333334,13.808333333333334,13.506666666666668,14.625000000000002,4.890000000000001,4.8533333333333335,4.913333333333333,2.5000000000000004,2.1333333333333337,3.2
CLERIC,26,8.1645,8.132,8.196,13.830416666666668,13.528333333333334,14.651666666666669,4.890000000000001,4.8533333333333335,4.913333333333333,2.566666666666667,2.2666666666666666,3.2
CLERIC,27,8.174666666666667,8.138666666666667,8.21,14.125,13.570000000000002,15.7,4.886666666666667,4.846666666666667,4.913333333333333,2.6333333333333337,2.2666666666666666,3.4666666666666672
CLERIC,28,8.185166666666667,8.148666666666667,8.222666666666667,14.42125,13.633333333333333,15.75,4.883333333333333,4.846666666666667,4.913333333333333,2.6333333333333337,2.2666666666666666,3.4666666666666672
CLERIC,29,8.190166666666666,8.153333333333332,8.229333333333333,14.445833333333333,13.655000000000001,15.775,4.883333333333333,4.846666666666667,4.913333333333333,2.6333333333333337,2.2666666666666666,3.4666666666666672
CLERIC,30,8.2005,8.164,8.242666666666667,14.995416666666667,14.69,15.83,4.876666666666667,4.846666666666667,4.906666666666666,2.6333333333333337,2.2666666666666666,3.4666666666666672
CLERIC,31,8.210833333333333,8.173333333333334,8.254666666666667,15.295416666666668,14.736666666666668,16.885,4.876666666666667,4.846666666666667,4.906666666666666,2.7,2.2666666666666666,3.5999999999999996
CLERIC,32,8.221666666666668,8.183333333333334,8.267333333333333,15.34625,14.788333333333334,16.938333333333333,4.873333333333333,4.84,4.9,2.7,2.2666666666666666,3.5999999999999996
CLERIC,33,8.227166666666667,8.189333333333334,8.274000000000001,15.623333333333333,14.816666666666666,16.968333333333334,4.873333333333333,4.84,4.9,2.7333333333333334,2.2666666666666666,3.5999999999999996
CLERIC,34,8.237833333333333,8.199333333333334,8.286,15.677500000000002,14.866666666666667,17.025000000000002,4.871666666666666,4.833333333333333,4.9,2.8000000000000003,2.2666666666666666,3.733333333333334
CLERIC,35,8.248833333333334,8.208,8.3,15.734166666666667,14.923333333333336,17.088333333333335,4.866666666666667,4.833333333333333,4.8933333333333335,2.866666666666667,2.2666666666666666,3.733333333333334
CLERIC,36,8.260333333333334,8.218666666666667,8.314,16.542916666666667,15.978333333333333,18.150000000000002,4.86,4.826666666666667,4.8933333333333335,2.9000000000000004,2.2666666666666666,3.733333333333334
CLERIC,37,8.271833333333333,8.23,8.328,16.85333333333333,16.035,18.218333333333334,4.8566666666666665,4.826666666666667,4.8933333333333335,2.9333333333333336,2.2666666666666666,3.733333333333334
CLERIC,38,8.278,8.236,8.335333333333333,16.881666666666668,16.063333333333333,18.248333333333335,4.8566666666666665,4.826666666666667,4.8933333333333335,2.9333333333333336,2.2666666666666666,3.733333333333334
CLERIC,39,8.29,8.246666666666666,8.35,16.940416666666668,16.116666666666664,18.315,4.855,4.826666666666667,4.8933333333333335,2.9333333333333336,2.2666666666666666,3.733333333333334
CLERIC,40,8.301833333333335,8.26,8.363333333333333,17.002916666666668,16.176666666666666,18.385,4.8533333333333335,4.826666666666667,4.8933333333333335,3.0,2.2666666666666666,3.8666666666666667
CLERIC,41,8.314499999999999,8.272,8.379333333333333,17.565833333333334,16.236666666666665,19.453333333333333,4.851666666666667,4.82,4.8933333333333335,3.0,2.2666666666666666,3.8666666666666667
CLERIC,42,8.327833333333334,8.284,8.396666666666667,18.128333333333334,17.298333333333332,19.525,4.85,4.82,4.8933333333333335,3.066666666666667,2.2666666666666666,4.000000000000001
CLERIC,43,8.339833333333333,8.295333333333334,8.412,18.19625,17.366666666666667,19.601666666666667,4.848333333333334,4.82,4.8933333333333335,3.1333333333333333,2.4,4.000000000000001
CLERIC,44,8.352500000000001,8.307333333333334,8.427333333333333,18.265416666666667,17.433333333333334,19.673333333333332,4.841666666666667,4.8133333333333335,4.886666666666667,3.1999999999999997,2.4,4.133333333333333
CLERIC,45,8.365333333333334,8.321333333333333,8.442,18.584583333333335,17.5,20.75,4.838333333333333,4.806666666666667,4.886666666666667,3.2333333333333334,2.4,4.133333333333333
CLERIC,46,8.378833333333333,8.333333333333334,8.458,19.157083333333333,18.571666666666665,20.825,4.833333333333333,4.8,4.88,3.2333333333333334,2.4,4.133333333333333
CLERIC,47,8.398166666666667,8.351333333333333,8.481333333333334,19.517916666666668,18.67666666666667,20.945,4.831666666666667,4.8,4.873333333333333,3.3,2.5333333333333337,4.133333333333333
CLERIC,48,8.411333333333333,8.363333333333333,8.497333333333334,19.59166666666667,18.75,21.023333333333333,4.826666666666666,4.793333333333333,4.873333333333333,3.3333333333333335,2.5333333333333337,4.133333333333333
CLERIC,49,8.430666666666667,8.382,8.52,19.956666666666667,18.866666666666667,22.14666666666667,4.823333333333333,4.793333333333333,4.859999999999999,3.4000000000000004,2.5333333333333337,4.2666666666666675
CLERIC,50,8.4445,8.396666666666667,8.536,20.785,19.94333333333333,22.23,4.821666666666666,4.793333333333333,4.859999999999999,3.4000000000000004,2.5333333333333337,4.2666666666666675
CLERIC,51,8.4645,8.416666666666666,8.560666666666666,20.91,20.064999999999998,22.360000000000003,4.8133333333333335,4.786666666666667,4.846666666666667,3.4000000000000004,2.5333333333333337,4.2666666666666675
CLERIC,52,8.478833333333334,8.428666666666667,8.576666666666666,20.992083333333333,20.145,22.445,4.8116666666666665,4.779999999999999,4.846666666666667,3.4000000000000004,2.5333333333333337,4.2666666666666675
CLERIC,53,8.500833333333333,8.446666666666667,8.602666666666666,21.618333333333332,20.358333333333334,22.581666666666667,4.8116666666666665,4.779999999999999,4.846666666666667,3.5000000000000004,2.666666666666667,4.2666666666666675
CLERIC,54,8.515666666666666,8.458666666666666,8.62,21.9525,21.348333333333333,22.671666666666667,4.806666666666667,4.779999999999999,4.84,3.566666666666667,2.8000000000000003,4.2666666666666675
CLERIC,55,8.536333333333333,8.472666666666667,8.646666666666667,22.0875,21.47833333333333,22.818333333333335,4.8,4.773333333333333,4.833333333333333,3.6,2.8000000000000003,4.4
CLERIC,56,8.551333333333332,8.484,8.665333333333333,22.429583333333333,21.671666666666667,22.92,4.8,4.773333333333333,4.833333333333333,3.666666666666667,2.8000000000000003,4.533333333333333
CLERIC,57,8.573166666666667,8.502,8.690666666666667,22.817083333333336,22.693333333333335,23.068333333333335,4.796666666666667,4.766666666666667,4.826666666666667,3.7,2.8000000000000003,4.533333333333333
CLERIC,58,8.5955,8.523333333333333,8.714,22.957083333333337,22.825,23.21666666666667,4.795,4.766666666666667,4.826666666666667,3.8,2.9333333333333336,4.666666666666667
CLERIC,59,8.610166666666666,8.536666666666667,8.730666666666666,23.05291666666667,22.918333333333337,23.323333333333334,4.791666666666667,4.766666666666667,4.826666666666667,3.9000000000000004,3.0666666666666664,4.8
CLERIC,60,8.6325,8.554,8.754666666666667,23.200000000000003,23.058333333333337,23.485,4.79,4.766666666666667,4.826666666666667,3.966666666666667,3.0666666666666664,4.8
CLERIC,61,8.655666666666667,8.575333333333333,8.778,23.347500000000004,23.200000000000003,23.64166666666667,4.788333333333333,4.766666666666667,4.82,4.066666666666666,3.2,4.8
CLERIC,62,8.679,8.594,8.802666666666667,23.5,23.345000000000002,23.808333333333334,4.786666666666667,4.76,4.82,4.166666666666667,3.2,4.8
CLERIC,63,8.6945,8.608666666666666,8.819333333333333,23.605000000000004,23.450000000000003,23.918333333333337,4.783333333333333,4.76,4.8133333333333335,4.166666666666667,3.2,4.8
CLERIC,64,8.718666666666667,8.63,8.844,23.76291666666667,23.60666666666667,24.085,4.776666666666666,4.753333333333333,4.8133333333333335,4.333333333333334,3.4666666666666672,4.933333333333334
CLERIC,65,8.741666666666667,8.647333333333334,8.87,23.924166666666668,23.761666666666667,24.26,4.773333333333333,4.746666666666667,4.8133333333333335,4.433333333333334,3.5999999999999996,5.066666666666667
CLERIC,66,8.766333333333334,8.667333333333334,8.898666666666667,24.08791666666667,23.92,24.43166666666667,4.77,4.74,4.8133333333333335,4.466666666666667,3.5999999999999996,5.2
CLERIC,67,8.792333333333334,8.686,8.929333333333334,24.25541666666667,24.075000000000003,24.616666666666667,4.766666666666667,4.74,4.8133333333333335,4.533333333333334,3.733333333333334,5.2
CLERIC,68,8.809166666666666,8.698,8.95,24.36916666666667,24.18,24.738333333333333,4.76,4.726666666666667,4.806666666666667,4.533333333333334,3.733333333333334,5.2
CLERIC,69,8.835833333333333,8.717333333333332,8.98,24.544583333333335,24.346666666666668,24.925000000000004,4.758333333333333,4.726666666666667,4.8,4.6000000000000005,3.733333333333334,5.333333333333334
CLERIC,70,8.862666666666666,8.738,9.010666666666667,24.72125,24.518333333333334,25.108333333333334,4.756666666666667,4.726666666666667,4.8,4.633333333333334,3.733333333333334,5.466666666666667
CLERIC,71,8.889,8.758,9.039333333333333,24.899166666666666,24.688333333333333,25.305,4.753333333333334,4.726666666666667,4.8,4.7,3.733333333333334,5.466666666666667
CLERIC,72,8.917333333333334,8.78,9.071333333333333,25.082500000000003,24.865000000000002,25.501666666666665,4.75,4.726666666666667,4.8,4.766666666666667,3.8666666666666667,5.6000000000000005
CLERIC,73,8.943666666666667,8.8,9.1,25.271250000000002,25.045,25.705,4.743333333333333,4.713333333333333,4.8,4.833333333333334,4.000000000000001,5.6000000000000005
CLERIC,74,8.971666666666666,8.820666666666666,9.129999999999999,25.460416666666667,25.225,25.906666666666666,4.741666666666666,4.713333333333333,4.8,4.933333333333334,4.133333333333333,5.733333333333334
CLERIC,75,8.9995,8.841333333333333,9.159333333333333,25.652500000000003,25.415,26.11,4.736666666666666,4.699999999999999,4.8,4.966666666666667,4.133333333333333,5.733333333333334
CLERIC,76,9.028166666666667,8.862,9.189333333333334,25.847083333333334,25.608333333333334,26.31833333333333,4.736666666666666,4.699999999999999,4.8,5.066666666666666,4.133333333333333,5.866666666666667
CLERIC,77,9.057166666666667,8.885333333333334,9.218,26.045833333333334,25.806666666666665,26.533333333333335,4.734999999999999,4.699999999999999,4.793333333333333,5.133333333333334,4.2666666666666675,6.0
CLERIC,78,9.086500000000001,8.908666666666667,9.250666666666667,26.247083333333336,26.0,26.75166666666667,4.733333333333333,4.699999999999999,4.786666666666667,5.333333333333333,4.533333333333333,6.133333333333333
CLERIC,79,9.116166666666667,8.932666666666666,9.283333333333333,26.449583333333337,26.195,26.963333333333335,4.7316666666666665,4.699999999999999,4.779999999999999,5.366666666666667,4.533333333333333,6.2666666666666675
CLERIC,80,9.145833333333332,8.959333333333333,9.314,26.65791666666667,26.39666666666667,27.181666666666672,4.725,4.699999999999999,4.766666666666667,5.4,4.533333333333333,6.2666666666666675
CLERIC,81,9.175166666666666,8.983333333333333,9.342666666666666,26.86916666666667,26.603333333333335,27.41,4.721666666666666,4.699999999999999,4.766666666666667,5.5,4.666666666666667,6.2666666666666675
CLERIC,82,9.206666666666667,9.012666666666666,9.375333333333334,27.083750000000002,26.811666666666667,27.63666666666667,4.718333333333333,4.699999999999999,4.76,5.6000000000000005,4.666666666666667,6.4
CLERIC,83,9.235333333333333,9.04,9.406666666666666,27.30625,27.026666666666664,27.87,4.715,4.693333333333333,4.753333333333333,5.7,4.8,6.533333333333334
CLERIC,84,9.266333333333334,9.068,9.44,27.528333333333336,27.240000000000002,28.105000000000004,4.713333333333333,4.6866666666666665,4.753333333333333,5.733333333333333,4.8,6.533333333333334
CLERIC,85,9.296666666666667,9.095333333333333,9.472666666666667,27.752916666666668,27.451666666666668,28.345000000000002,4.71,4.68,4.746666666666667,5.7666666666666675,4.933333333333334,6.533333333333334
CLERIC,86,9.3275,9.125333333333334,9.506,27.982083333333335,27.668333333333333,28.58833333333334,4.705,4.666666666666667,4.746666666666667,5.833333333333334,5.066666666666667,6.666666666666667
CLERIC,87,9.358166666666666,9.150666666666666,9.539333333333333,28.21666666666667,27.895000000000003,28.836666666666666,4.701666666666666,4.666666666666667,4.74,5.933333333333334,5.2,6.666666666666667
CLERIC,88,9.391166666666667,9.179333333333334,9.576666666666666,28.44916666666667,28.118333333333332,29.080000000000002,4.7,4.666666666666667,4.733333333333333,6.0,5.2,6.800000000000001
CLERIC,89,9.423333333333334,9.211333333333334,9.610666666666667,28.68791666666667,28.348333333333336,29.331666666666667,4.698333333333333,4.66,4.733333333333333,6.0,5.2,6.800000000000001
CLERIC,90,9.467500000000001,9.25,9.658666666666667,29.009583333333335,28.66166666666667,29.666666666666668,4.6899999999999995,4.653333333333333,4.72,6.033333333333334,5.333333333333334,6.800000000000001
CLERIC,91,9.5015,9.280666666666667,9.696666666666667,29.257083333333334,28.898333333333337,29.93166666666667,4.6866666666666665,4.6466666666666665,4.72,6.1000000000000005,5.466666666666667,6.800000000000001
CLERIC,92,9.534666666666666,9.309333333333333,9.732666666666667,29.457500000000003,29.14,30.0,4.681666666666667,4.640000000000001,4.72,6.233333333333334,5.6000000000000005,6.9333333333333345
CLERIC,93,9.568666666666667,9.342,9.769333333333334,29.645,29.386666666666667,30.0,4.678333333333333,4.633333333333333,4.72,6.300000000000001,5.733333333333334,6.9333333333333345
CLERIC,94,9.603333333333333,9.375333333333334,9.805333333333333,29.834583333333335,29.636666666666667,30.0,4.676666666666667,4.626666666666667,4.72,6.333333333333334,5.733333333333334,6.9333333333333345
CLERIC,95,9.637833333333333,9.409333333333333,9.842666666666666,29.967083333333335,29.891666666666666,30.0,4.671666666666667,4.626666666666667,4.713333333333333,6.433333333333334,5.866666666666667,6.9333333333333345
CLERIC,96,9.684333333333333,9.453333333333333,9.89,30.0,30.0,30.0,4.666666666666667,4.613333333333333,4.706666666666667,6.5,5.866666666666667,7.066666666666667
CLERIC,97,9.718,9.484666666666666,9.926666666666666,30.0,30.0,30.0,4.661666666666666,4.613333333333333,4.699999999999999,6.5,5.866666666666667,7.066666666666667
CLERIC,98,9.753833333333333,9.518666666666666,9.964666666666666,30.0,30.0,30.0,4.656666666666666,4.6066666666666665,4.693333333333333,6.633333333333333,6.0,7.199999999999999
CLERIC,99,9.789666666666667,9.552666666666667,10.001333333333333,30.0,30.0,30.0,4.654999999999999,4.6,4.693333333333333,6.733333333333333,6.2666666666666675,7.199999999999999
CLERIC,100,9.825833333333334,9.587333333333333,10.040666666666667,30.0,30.0,30.0,4.651666666666666,4.6,4.6866666666666665,6.833333333333333,6.4,7.333333333333333
MAGE,1,8.004333333333333,8.003333333333334,8.005333333333333,9.517083333333334,9.014999999999999,10.020000000000001,4.926666666666667,4.913333333333333,4.946666666666666,1.6333333333333335,1.3333333333333335,2.0000000000000004
MAGE,2,8.008666666666667,8.006666666666666,8.01,9.526666666666666,9.026666666666666,10.03,4.925,4.913333333333333,4.9399999999999995,1.6333333333333335,1.3333333333333335,2.0000000000000004
MAGE,3,8.017,8.012666666666666,8.02,9.79625,9.043333333333333,10.055,4.921666666666667,4.9,4.9399999999999995,1.7000000000000002,1.3333333333333335,2.1333333333333337
MAGE,4,8.021,8.014666666666667,8.024666666666667,9.808333333333334,9.055,10.066666666666666,4.92,4.8933333333333335,4.9399999999999995,1.7333333333333334,1.3333333333333335,2.1333333333333337
MAGE,5,8.024333333333333,8.016666666666667,8.028666666666666,9.82,9.066666666666666,10.076666666666668,4.92,4.8933333333333335,4.9399999999999995,1.7333333333333334,1.3333333333333335,2.1333333333333337
MAGE,6,8.032666666666666,8.024666666666667,8.038666666666666,10.344166666666666,9.09,11.105,4.92,4.8933333333333335,4.9399999999999995,1.766666666666667,1.3333333333333335,2.1333333333333337
MAGE,7,8.036333333333333,8.027333333333333,8.042666666666667,10.605416666666667,10.096666666666668,11.116666666666667,4.92,4.8933333333333335,4.9399999999999995,1.8333333333333335,1.4666666666666668,2.1333333333333337
MAGE,8,8.0405,8.03,8.047333333333333,10.617916666666666,10.106666666666667,11.129999999999999,4.92,4.8933333333333335,4.9399999999999995,1.866666666666667,1.4666666666666668,2.1333333333333337
MAGE,9,8.049333333333333,8.035333333333334,8.058,10.895416666666666,10.135000000000002,11.158333333333333,4.916666666666666,4.88,4.9399999999999995,1.9000000000000004,1.6,2.1333333333333337
MAGE,10,8.053166666666666,8.038,8.062666666666667,10.910833333333333,10.15,11.176666666666666,4.915,4.88,4.933333333333334,1.9000000000000004,1.6,2.1333333333333337
MAGE,11,8.057333333333332,8.040666666666667,8.068,11.174583333333333,10.161666666666667,12.194999999999999,4.915,4.88,4.933333333333334,1.9333333333333336,1.6,2.1333333333333337
MAGE,12,8.062166666666666,8.045333333333334,8.074,11.189583333333335,10.175,12.21,4.915,4.88,4.933333333333334,2.0333333333333337,1.7333333333333336,2.2666666666666666
MAGE,13,8.071833333333334,8.054666666666666,8.084,11.720416666666667,11.201666666666666,12.248333333333333,4.911666666666667,4.88,4.926666666666667,2.0333333333333337,1.7333333333333336,2.2666666666666666
MAGE,14,8.076666666666666,8.057333333333334,8.09,11.736666666666666,11.215,12.264999999999999,4.911666666666667,4.88,4.926666666666667,2.0333333333333337,1.7333333333333336,2.2666666666666666
MAGE,15,8.0855,8.064666666666668,8.098666666666666,11.769166666666667,11.241666666666667,12.3,4.908333333333333,4.866666666666667,4.926666666666667,2.1,1.866666666666667,2.4
MAGE,16,8.090166666666667,8.067333333333334,8.104666666666667,12.036249999999999,11.256666666666666,12.321666666666667,4.905,4.866666666666667,4.926666666666667,2.1,1.866666666666667,2.4
MAGE,17,8.094166666666666,8.070666666666666,8.108666666666666,12.302916666666667,11.275,13.338333333333333,4.905,4.866666666666667,4.926666666666667,2.166666666666667,1.866666666666667,2.5333333333333337
MAGE,18,8.103833333333334,8.078666666666667,8.119333333333334,12.337083333333334,11.308333333333334,13.378333333333334,4.903333333333333,4.866666666666667,4.926666666666667,2.2,1.866666666666667,2.666666666666667
MAGE,19,8.108833333333333,8.082666666666666,8.125333333333334,12.605416666666667,12.323333333333334,13.4,4.8999999999999995,4.859999999999999,4.926666666666667,2.2333333333333334,1.866666666666667,2.8000000000000003
MAGE,20,8.119,8.092,8.138666666666667,12.891666666666666,12.354999999999999,13.441666666666668,4.898333333333333,4.8533333333333335,4.926666666666667,2.3000000000000003,2.0000000000000004,2.9333333333333336
MAGE,21,8.124333333333333,8.097333333333333,8.146,12.911249999999999,12.371666666666666,13.465,4.898333333333333,4.8533333333333335,4.926666666666667,2.3666666666666667,2.0000000000000004,3.0666666666666664
MAGE,22,8.134,8.106,8.157333333333334,12.95125,12.41,13.51,4.8966666666666665,4.8533333333333335,4.92,2.4333333333333336,2.0000000000000004,3.2
MAGE,23,8.143833333333333,8.116,8.168,12.9925,12.444999999999999,13.556666666666667,4.8933333333333335,4.8533333333333335,4.913333333333333,2.5000000000000004,2.1333333333333337,3.2
MAGE,24,8.148666666666667,8.119333333333334,8.175333333333333,13.514166666666668,12.466666666666667,14.580000000000002,4.8933333333333335,4.8533333333333335,4.913333333333333,2.5000000000000004,2.1333333333333337,3.2
MAGE,25,8.1585,8.126666666666667,8.188,14.058333333333335,13.506666666666668,14.625000000000002,4.890000000000001,4.8533333333333335,4.913333333333333,2.5000000000000004,2.1333333333333337,3.2
MAGE,26,8.163166666666667,8.130666666666666,8.194666666666667,14.080416666666668,13.528333333333334,14.651666666666669,4.890000000000001,4.8533333333333335,4.913333333333333,2.566666666666667,2.2666666666666666,3.2
MAGE,27,8.173333333333334,8.137333333333334,8.208666666666666,14.125000000000002,13.570000000000002,14.700000000000003,4.886666666666667,4.846666666666667,4.913333333333333,2.6333333333333337,2.2666666666666666,3.4666666666666672
MAGE,28,8.183833333333334,8.147333333333334,8.221333333333334,14.17125,13.614999999999998,14.750000000000002,4.883333333333333,4.846666666666667,4.913333333333333,2.6333333333333337,2.2666666666666666,3.4666666666666672
MAGE,29,8.188833333333333,8.152,8.228,14.195833333333335,13.639999999999999,14.775000000000002,4.883333333333333,4.846666666666667,4.913333333333333,2.6333333333333337,2.2666666666666666,3.4666666666666672
MAGE,30,8.199166666666667,8.162666666666667,8.241333333333333,14.745416666666667,13.69,15.83,4.876666666666667,4.846666666666667,4.906666666666666,2.6333333333333337,2.2666666666666666,3.4666666666666672
MAGE,31,8.2095,8.172,8.253333333333334,15.295416666666668,14.736666666666668,15.885,4.876666666666667,4.846666666666667,4.906666666666666,2.7,2.2666666666666666,3.5999999999999996
MAGE,32,8.220333333333333,8.182,8.266,15.34625,14.788333333333334,15.938333333333333,4.873333333333333,4.84,4.9,2.7,2.2666666666666666,3.5999999999999996
MAGE,33,8.225833333333334,8.188,8.272666666666666,15.373333333333333,14.815000000000001,15.968333333333332,4.873333333333333,4.84,4.9,2.7333333333333334,2.2666666666666666,3.5999999999999996
MAGE,34,8.2365,8.198,8.284666666666666,15.4275,14.866666666666667,16.025,4.871666666666666,4.833333333333333,4.9,2.8000000000000003,2.2666666666666666,3.733333333333334
MAGE,35,8.2475,8.206666666666667,8.298666666666668,15.984166666666669,14.925000000000002,17.088333333333335,4.866666666666667,4.833333333333333,4.8933333333333335,2.866666666666667,2.2666666666666666,3.733333333333334
MAGE,36,8.259,8.217333333333332,8.312666666666667,16.542916666666667,15.978333333333333,17.150000000000002,4.86,4.826666666666667,4.8933333333333335,2.9000000000000004,2.2666666666666666,3.733333333333334
MAGE,37,8.2705,8.228666666666667,8.326666666666666,16.60333333333333,16.035,17.218333333333334,4.8566666666666665,4.826666666666667,4.8933333333333335,2.9333333333333336,2.2666666666666666,3.733333333333334
MAGE,38,8.276666666666667,8.234666666666667,8.334,16.631666666666668,16.063333333333333,17.248333333333335,4.8566666666666665,4.826666666666667,4.8933333333333335,2.9333333333333336,2.2666666666666666,3.733333333333334
MAGE,39,8.288666666666666,8.245333333333333,8.348666666666666,16.690416666666664,16.116666666666664,17.315,4.855,4.826666666666667,4.8933333333333335,2.9333333333333336,2.2666666666666666,3.733333333333334
MAGE,40,8.3005,8.258666666666667,8.362,17.252916666666668,16.185,18.385,4.8533333333333335,4.826666666666667,4.8933333333333335,3.0,2.2666666666666666,3.8666666666666667
MAGE,41,8.313166666666667,8.270666666666667,8.378,17.815833333333337,17.236666666666668,18.453333333333337,4.851666666666667,4.82,4.8933333333333335,3.0,2.2666666666666666,3.8666666666666667
MAGE,42,8.3265,8.282666666666668,8.395333333333333,17.878333333333334,17.298333333333332,18.525000000000002,4.85,4.82,4.8933333333333335,3.066666666666667,2.2666666666666666,4.000000000000001
MAGE,43,8.3385,8.294,8.410666666666666,18.19625,17.366666666666667,19.601666666666667,4.848333333333334,4.82,4.8933333333333335,3.1333333333333333,2.4,4.000000000000001
MAGE,44,8.351166666666668,8.306,8.426,18.265416666666667,17.433333333333334,19.673333333333332,4.841666666666667,4.8133333333333335,4.886666666666667,3.1999999999999997,2.4,4.133333333333333
MAGE,45,8.364,8.32,8.440666666666667,18.584583333333335,17.508333333333333,19.749999999999996,4.838333333333333,4.806666666666667,4.886666666666667,3.2333333333333334,2.4,4.133333333333333
MAGE,46,8.377500000000001,8.332,8.456666666666667,19.157083333333333,18.571666666666665,19.825,4.833333333333333,4.8,4.88,3.2333333333333334,2.4,4.133333333333333
