variant,level,gap_h,session_min,progress_gap_pct,sale_gap_pct
baseline8,70,8.0,12.0,0.8079221598863429,0.8327097694312613
baseline8,70,12.0,1.0,0.8079221598863651,0.8327097694312613
baseline8,70,12.0,5.0,0.8079221598863651,0.8327097694312613
baseline8,70,12.0,12.0,0.8079221598863651,0.8327097694312613
baseline8,70,24.0,1.0,0.8079221598863651,0.8327097694312613
baseline8,70,24.0,5.0,0.8079221598863651,0.8327097694312613
baseline8,70,24.0,12.0,0.8079221598863207,0.8327097694312391
baseline8,80,4.0,1.0,0.6738147312148168,0.5881390357777461
baseline8,80,4.0,5.0,0.673814731214839,0.5881390357777683
baseline8,80,4.0,12.0,0.673814731214839,0.5881390357777461
baseline8,80,8.0,1.0,0.6738147312148168,0.5881390357777461
baseline8,80,8.0,5.0,0.6738147312148168,0.5881390357777461
baseline8,80,8.0,12.0,0.673814731214839,0.5881390357777461
baseline8,80,12.0,1.0,0.673814731214839,0.5881390357777461
baseline8,80,12.0,5.0,0.6738147312148168,0.5881390357777683
baseline8,80,12.0,12.0,0.6738147312148168,0.5881390357777239
baseline8,80,24.0,1.0,0.6738147312148168,0.5881390357777461
baseline8,80,24.0,5.0,0.6738147312148168,0.5881390357777461
baseline8,80,24.0,12.0,0.6738147312148168,0.5881390357777461
baseline8,90,4.0,1.0,0.5756506649032822,0.5059214903808895
baseline8,90,4.0,5.0,0.5756506649032822,0.5059214903808895
baseline8,90,4.0,12.0,0.5756506649032822,0.5059214903808895
baseline8,90,8.0,1.0,0.5756506649032822,0.5059214903808895
baseline8,90,8.0,5.0,0.57565066490326,0.5059214903808895
baseline8,90,8.0,12.0,0.5756506649032822,0.5059214903808895
baseline8,90,12.0,1.0,0.5756506649032822,0.5059214903808895
baseline8,90,12.0,5.0,0.57565066490326,0.5059214903808895
baseline8,90,12.0,12.0,0.5756506649032822,0.5059214903808895
baseline8,90,24.0,1.0,0.57565066490326,0.5059214903808895
baseline8,90,24.0,5.0,0.5756506649032822,0.5059214903808895
baseline8,90,24.0,12.0,0.57565066490326,0.5059214903808895
baseline8,100,4.0,1.0,0.5003697750370018,0.45488810652192235
baseline8,100,4.0,5.0,0.5003697750370018,0.45488810652192235
baseline8,100,4.0,12.0,0.5003697750370018,0.45488810652192235
baseline8,100,8.0,1.0,0.500369775037024,0.45488810652192235
baseline8,100,8.0,5.0,0.5003697750370018,0.45488810652192235
baseline8,100,8.0,12.0,0.5003697750370018,0.45488810652192235
baseline8,100,12.0,1.0,0.5003697750369795,0.45488810652192235
baseline8,100,12.0,5.0,0.5003697750370018,0.45488810652192235
baseline8,100,12.0,12.0,0.5003697750370018,0.45488810652192235
baseline8,100,24.0,1.0,0.5003697750369795,0.45488810652192235
baseline8,100,24.0,5.0,0.5003697750370018,0.45488810652192235
baseline8,100,24.0,12.0,0.5003697750370018,0.45488810652192235
old12,5,4.0,1.0,0.8149010477299212,1.008858162672377
old12,5,4.0,5.0,0.8149010477299212,1.0088581626723991
old12,5,4.0,12.0,0.8149010477299212,1.0088581626723991
old12,5,8.0,1.0,0.8149010477299434,1.0088581626723991
old12,5,8.0,5.0,0.8149010477299212,1.0088581626723991
old12,5,8.0,12.0,0.8149010477299212,1.0088581626723991
old12,5,12.0,1.0,0.8149010477299212,1.008858162672377
old12,5,12.0,5.0,0.8149010477299212,1.0088581626723991
old12,5,12.0,12.0,0.8149010477299212,1.0088581626723991
old12,5,24.0,1.0,0.8149010477299434,1.008858162672377
old12,5,24.0,5.0,0.8149010477299212,1.0088581626723991
old12,5,24.0,12.0,0.8149010477299212,1.008858162672377
old12,10,4.0,1.0,1.463624623331894,1.9631857285427934
old12,10,4.0,5.0,1.4636246233319161,1.9631857285427712
old12,10,4.0,12.0,1.4636246233319161,1.9631857285427712
old12,10,8.0,1.0,1.4636246233319161,1.9631857285427934
old12,10,8.0,5.0,1.4636246233319161,1.9631857285428156
old12,10,8.0,12.0,1.4636246233319161,1.9631857285427712
old12,10,12.0,1.0,1.463624623331894,1.9631857285427712
old12,10,12.0,5.0,1.4636246233319161,1.9631857285427712
old12,10,12.0,12.0,1.4636246233319161,1.9631857285427712
old12,10,24.0,1.0,1.463624623331894,1.9631857285427934
old12,10,24.0,5.0,1.4636246233318717,1.9631857285427712
old12,10,24.0,12.0,1.463624623331894,1.9631857285427712
old12,20,4.0,1.0,1.8580462436213585,1.8649740875005705
old12,20,4.0,5.0,1.8580462436213363,1.8649740875005705
old12,20,4.0,12.0,1.8580462436213363,1.8649740875005705
old12,20,8.0,1.0,1.8580462436213585,1.8649740875005705
old12,20,8.0,5.0,1.8580462436213363,1.8649740875005483
old12,20,8.0,12.0,1.8580462436213363,1.8649740875005705
old12,20,12.0,1.0,1.8580462436213585,1.8649740875005483
old12,20,12.0,5.0,1.8580462436213585,1.8649740875005705
old12,20,12.0,12.0,1.8580462436213363,1.8649740875005705
old12,20,24.0,1.0,1.8580462436213585,1.8649740875005705
old12,20,24.0,5.0,1.8580462436213585,1.8649740875005705
old12,20,24.0,12.0,1.8580462436213363,1.8649740875005705
old12,30,4.0,1.0,1.2173913043478146,1.2609528214305943
old12,30,4.0,5.0,1.2173913043478146,1.260952821430572
old12,30,4.0,12.0,1.2173913043478146,1.260952821430572
old12,30,8.0,1.0,1.2173913043478368,1.2609528214305943
old12,30,8.0,5.0,1.2173913043478368,1.2609528214305943
old12,30,8.0,12.0,1.2173913043478146,1.260952821430572
old12,30,12.0,1.0,1.2173913043478146,1.2609528214305943
old12,30,12.0,5.0,1.2173913043478368,1.2609528214305943
old12,30,12.0,12.0,1.2173913043478146,1.260952821430572
old12,30,24.0,1.0,1.2173913043478368,1.2609528214305943
old12,30,24.0,5.0,1.2173913043478368,1.2609528214306165
old12,30,24.0,12.0,1.2173913043478368,1.260952821430572
old12,40,4.0,1.0,0.9563326929677984,1.0683856443090667
old12,40,4.0,5.0,0.9563326929678206,1.0683856443090667
old12,40,4.0,12.0,0.9563326929678206,1.0683856443090667
old12,40,8.0,1.0,0.9563326929678206,1.068385644309111
old12,40,8.0,5.0,0.9563326929678206,1.0683856443090667
old12,40,8.0,12.0,0.9563326929678206,1.0683856443090667
old12,40,12.0,1.0,0.9563326929677984,1.0683856443090667
old12,40,12.0,5.0,0.9563326929678206,1.0683856443090667
old12,40,12.0,12.0,0.9563326929678206,1.0683856443090667
old12,40,24.0,1.0,0.9563326929678206,1.0683856443090889
old12,40,24.0,5.0,0.9563326929678206,1.0683856443090667
old12,40,24.0,12.0,0.9563326929678206,1.0683856443090889
old12,50,4.0,1.0,1.1906208713447164,1.2475669621788255
old12,50,4.0,5.0,1.1906208713447386,1.2475669621788255
old12,50,4.0,12.0,1.1906208713447386,1.2475669621788255
old12,50,8.0,1.0,1.1906208713447386,1.2475669621788477
old12,50,8.0,5.0,1.1906208713447164,1.2475669621788255
old12,50,8.0,12.0,1.1906208713447386,1.2475669621788255
old12,50,12.0,1.0,1.1906208713447164,1.2475669621788033
old12,50,12.0,5.0,1.1906208713447164,1.2475669621788255
old12,50,12.0,12.0,1.1906208713447386,1.2475669621788255
old12,50,24.0,1.0,1.1906208713447386,1.2475669621788477
old12,50,24.0,5.0,1.1906208713447386,1.2475669621788255
old12,50,24.0,12.0,1.1906208713447164,1.2475669621788477
old12,60,4.0,1.0,1.0085472445837462,1.0675266843108489
old12,60,4.0,5.0,1.0085472445837684,1.0675266843108489
old12,60,4.0,12.0,1.0085472445837684,1.0675266843108489
old12,60,8.0,1.0,1.0085472445837462,1.0675266843108489
old12,60,8.0,5.0,1.0085472445837462,1.0675266843108489
old12,60,8.0,12.0,1.0085472445837684,1.0675266843108489
old12,60,12.0,1.0,1.0085472445837684,1.067526684310871
old12,60,12.0,5.0,1.0085472445837462,1.067526684310871
old12,60,12.0,12.0,1.0085472445837684,1.0675266843108489
old12,60,24.0,1.0,1.0085472445837684,1.067526684310871
old12,60,24.0,5.0,1.0085472445837462,1.0675266843108489
old12,60,24.0,12.0,1.0085472445837684,1.0675266843108489
old12,70,4.0,1.0,0.8079221598863429,0.8327097694312613
old12,70,4.0,5.0,0.8079221598863429,0.8327097694312613
old12,70,4.0,12.0,0.8079221598863429,0.8327097694312613
old12,70,8.0,1.0,0.8079221598863651,0.8327097694312613
old12,70,8.0,5.0,0.8079221598863429,0.8327097694312391
old12,70,8.0,12.0,0.8079221598863429,0.8327097694312613
old12,70,12.0,1.0,0.8079221598863429,0.8327097694312613
old12,70,12.0,5.0,0.8079221598863429,0.8327097694312613
old12,70,12.0,12.0,0.8079221598863429,0.8327097694312613
old12,70,24.0,1.0,0.8079221598863651,0.8327097694312613
old12,70,24.0,5.0,0.8079221598863429,0.8327097694312613
old12,70,24.0,12.0,0.8079221598863651,0.8327097694312613
old12,80,4.0,1.0,0.673814731214839,0.5881390357777683
old12,80,4.0,5.0,0.673814731214839,0.5881390357777461
old12,80,4.0,12.0,0.673814731214839,0.5881390357777461
old12,80,8.0,1.0,0.6738147312148168,0.5881390357777461
old12,80,8.0,5.0,0.6738147312147946,0.5881390357777239
old12,80,8.0,12.0,0.673814731214839,0.5881390357777461
old12,80,12.0,1.0,0.673814731214839,0.5881390357777683
old12,80,12.0,5.0,0.6738147312148168,0.5881390357777461
old12,80,12.0,12.0,0.673814731214839,0.5881390357777461
old12,80,24.0,1.0,0.673814731214839,0.5881390357777683
old12,80,24.0,5.0,0.673814731214839,0.5881390357777461
old12,80,24.0,12.0,0.673814731214839,0.5881390357777461
old12,90,4.0,1.0,0.57565066490326,0.5059214903808895
old12,90,4.0,5.0,0.5756506649032822,0.5059214903808895
old12,90,4.0,12.0,0.5756506649032822,0.5059214903808895
old12,90,8.0,1.0,0.57565066490326,0.5059214903808895
old12,90,8.0,5.0,0.57565066490326,0.5059214903808895
old12,90,8.0,12.0,0.5756506649032822,0.5059214903808895
old12,90,12.0,1.0,0.57565066490326,0.5059214903808895
old12,90,12.0,5.0,0.5756506649032378,0.5059214903808895
old12,90,12.0,12.0,0.5756506649032822,0.5059214903808895
old12,90,24.0,1.0,0.5756506649032822,0.5059214903808895
old12,90,24.0,5.0,0.5756506649032822,0.5059214903808895
old12,90,24.0,12.0,0.57565066490326,0.5059214903808673
old12,100,4.0,1.0,0.5003697750369795,0.45488810652192235
old12,100,4.0,5.0,0.5003697750370018,0.45488810652192235
old12,100,4.0,12.0,0.5003697750370018,0.45488810652192235
old12,100,8.0,1.0,0.5003697750369795,0.45488810652190015
old12,100,8.0,5.0,0.5003697750370018,0.45488810652192235
old12,100,8.0,12.0,0.5003697750370018,0.45488810652192235
old12,100,12.0,1.0,0.500369775037024,0.45488810652194456
old12,100,12.0,5.0,0.500369775037024,0.45488810652192235
old12,100,12.0,12.0,0.5003697750370018,0.45488810652192235
old12,100,24.0,1.0,0.5003697750369795,0.45488810652194456
old12,100,24.0,5.0,0.5003697750369795,0.45488810652192235
old12,100,24.0,12.0,0.5003697750370018,0.45488810652192235
selected,2,4.0,1.0,0.25920258001426166,0.25920258001426166
selected,2,4.0,5.0,0.25920258001423946,0.25920258001426166
selected,2,4.0,12.0,0.0,0.0
selected,2,8.0,1.0,0.25920258001426166,0.25920258001426166
selected,2,8.0,5.0,0.25920258001423946,0.25920258001423946
selected,2,8.0,12.0,0.0,0.0
selected,2,12.0,1.0,0.25920258001423946,0.25920258001423946
selected,2,12.0,5.0,0.25920258001423946,0.25920258001423946
selected,2,12.0,12.0,0.25920258001423946,0.25920258001423946
selected,2,24.0,1.0,0.25920258001421725,0.25920258001423946
selected,2,24.0,5.0,0.25920258001423946,0.25920258001421725
selected,2,24.0,12.0,0.25920258001423946,0.25920258001423946
selected,3,4.0,1.0,2.441672121202987,5.099457531402574
selected,3,4.0,5.0,2.441672121202987,5.099457531402551
selected,3,4.0,12.0,2.710843373493965,4.920582656389816
selected,3,8.0,1.0,2.441672121202987,5.099457531402551
selected,3,8.0,5.0,2.441672121202987,5.099457531402529
selected,3,8.0,12.0,2.710843373493965,4.920582656389816
selected,3,12.0,1.0,2.4416721212029646,5.099457531402574
selected,3,12.0,5.0,2.441672121202987,5.099457531402574
selected,3,12.0,12.0,2.441672121202987,5.099457531402551
selected,3,24.0,1.0,2.441672121203009,5.099457531402551
selected,3,24.0,5.0,2.441672121202987,5.099457531402551
selected,3,24.0,12.0,2.441672121203009,5.099457531402574
selected,4,4.0,1.0,2.0850743000363714,2.3933659592741963
selected,4,4.0,5.0,2.0850743000363714,2.3933659592741963
selected,4,4.0,12.0,2.3648648648648685,2.433275225419651
selected,4,8.0,1.0,2.0850743000363936,2.393365959274174
selected,4,8.0,5.0,2.0850743000363714,2.393365959274174
selected,4,8.0,12.0,2.3648648648648685,2.433275225419651
selected,4,12.0,1.0,2.0850743000363936,2.393365959274174
selected,4,12.0,5.0,2.0850743000363936,2.3933659592741963
selected,4,12.0,12.0,2.0850743000363714,2.393365959274174
selected,4,24.0,1.0,2.0850743000363714,2.393365959274152
selected,4,24.0,5.0,2.0850743000363936,2.3933659592741963
selected,4,24.0,12.0,2.0850743000363714,2.3933659592741963
selected,5,4.0,1.0,1.0661222906829915,1.1194283348380019
selected,5,4.0,5.0,1.0661222906829915,1.1194283348379797
selected,5,4.0,12.0,1.1242603550295716,1.1054466120710593
selected,5,8.0,1.0,1.0661222906829915,1.1194283348379797
selected,5,8.0,5.0,1.0661222906829915,1.1194283348379797
selected,5,8.0,12.0,1.1242603550295716,1.1054466120710593
selected,5,12.0,1.0,1.0661222906830137,1.1194283348380019
selected,5,12.0,5.0,1.0661222906830137,1.1194283348379797
selected,5,12.0,12.0,1.0661222906830137,1.1194283348379797
selected,5,24.0,1.0,1.0661222906829693,1.1194283348379575
selected,5,24.0,5.0,1.0661222906830137,1.1194283348379797
selected,5,24.0,12.0,1.0661222906829693,1.1194283348379575
selected,6,4.0,1.0,1.2694455020513917,1.4860250872506864
selected,6,4.0,5.0,1.269445502051414,1.4860250872506864
selected,6,4.0,12.0,1.289134438305739,1.830950149449584
selected,6,8.0,1.0,1.2694455020513917,1.4860250872507086
selected,6,8.0,5.0,1.269445502051414,1.4860250872506864
selected,6,8.0,12.0,1.289134438305739,1.830950149449584
selected,6,12.0,1.0,1.2694455020513695,1.4860250872506864
selected,6,12.0,5.0,1.2694455020513917,1.4860250872506864
selected,6,12.0,12.0,1.2694455020513695,1.4860250872507086
selected,6,24.0,1.0,1.2694455020513695,1.4860250872506864
selected,6,24.0,5.0,1.269445502051414,1.4860250872507086
selected,6,24.0,12.0,1.2694455020513917,1.4860250872506864
selected,7,4.0,1.0,1.4815352454211617,1.6356998838463754
selected,7,4.0,5.0,1.4815352454211617,1.6356998838463754
selected,7,4.0,12.0,1.3530443497870026,1.4561713113412145
selected,7,8.0,1.0,1.4815352454211617,1.6356998838463754
selected,7,8.0,5.0,1.4815352454211617,1.6356998838463976
selected,7,8.0,12.0,1.3530443497870026,1.4561713113412145
selected,7,12.0,1.0,1.4815352454211617,1.6356998838463976
selected,7,12.0,5.0,1.4815352454211617,1.6356998838463976
selected,7,12.0,12.0,1.4815352454211617,1.6356998838463754
selected,7,24.0,1.0,1.4815352454211839,1.6356998838463976
selected,7,24.0,5.0,1.4815352454211617,1.6356998838463976
selected,7,24.0,12.0,1.4815352454211395,1.6356998838463754
selected,8,4.0,1.0,1.6596289918185736,2.8572397542029115
selected,8,4.0,5.0,1.6596289918185736,2.8572397542029115
selected,8,4.0,12.0,1.4966234714363758,2.6400261027967886
selected,8,8.0,1.0,1.6596289918185736,2.8572397542029337
selected,8,8.0,5.0,1.6596289918185514,2.8572397542029337
selected,8,8.0,12.0,1.4966234714363758,2.6400261027967886
selected,8,12.0,1.0,1.6596289918185736,2.857239754202956
selected,8,12.0,5.0,1.6596289918185736,2.8572397542029337
selected,8,12.0,12.0,1.6596289918185958,2.857239754202956
selected,8,24.0,1.0,1.6596289918185736,2.857239754202956
selected,8,24.0,5.0,1.6596289918185736,2.8572397542029337
selected,8,24.0,12.0,1.6596289918185736,2.857239754202956
selected,9,4.0,1.0,1.7546792597734395,3.126327169349419
selected,9,4.0,5.0,1.7546792597734617,3.1263271693493966
selected,9,4.0,12.0,1.6104400944050967,2.886164513364231
selected,9,8.0,1.0,1.754679259773484,3.126327169349419
selected,9,8.0,5.0,1.7546792597734617,3.126327169349419
selected,9,8.0,12.0,1.6104400944050967,2.886164513364231
selected,9,12.0,1.0,1.754679259773484,3.126327169349419
selected,9,12.0,5.0,1.7546792597734617,3.126327169349419
selected,9,12.0,12.0,1.7546792597734395,3.126327169349441
selected,9,24.0,1.0,1.7546792597734617,3.126327169349419
selected,9,24.0,5.0,1.7546792597734617,3.126327169349441
selected,9,24.0,12.0,1.754679259773484,3.126327169349419
selected,10,4.0,1.0,2.0046943147972396,2.890681113764737
selected,10,4.0,5.0,2.0046943147972396,2.8906811137647592
selected,10,4.0,12.0,1.637018443741134,2.642119339954929
selected,10,8.0,1.0,2.004694314797262,2.8906811137647592
selected,10,8.0,5.0,2.004694314797262,2.890681113764737
selected,10,8.0,12.0,1.637018443741134,2.642119339954929
selected,10,12.0,1.0,2.004694314797262,2.8906811137647592
selected,10,12.0,5.0,2.004694314797262,2.890681113764737
selected,10,12.0,12.0,2.0046943147972396,2.8906811137647592
selected,10,24.0,1.0,2.0046943147972396,2.890681113764737
selected,10,24.0,5.0,2.0046943147972396,2.890681113764737
selected,10,24.0,12.0,2.004694314797262,2.8906811137647592
selected,11,4.0,1.0,2.1425870620346954,3.2131457589807733
selected,11,4.0,5.0,2.1425870620346954,3.213145758980751
selected,11,4.0,12.0,1.7915453181537533,2.9534103030075087
selected,11,8.0,1.0,2.1425870620346954,3.2131457589807733
selected,11,8.0,5.0,2.1425870620346954,3.213145758980751
selected,11,8.0,12.0,1.7915453181537533,2.9534103030075087
selected,11,12.0,1.0,2.1425870620346954,3.2131457589807733
selected,11,12.0,5.0,2.142587062034673,3.213145758980729
selected,11,12.0,12.0,2.1425870620346954,3.213145758980729
selected,11,24.0,1.0,2.142587062034673,3.213145758980729
selected,11,24.0,5.0,2.1425870620346954,3.2131457589807733
selected,11,24.0,12.0,2.1425870620346954,3.213145758980751
selected,12,4.0,1.0,2.2426332366181523,3.2004642437645003
selected,12,4.0,5.0,2.2426332366181745,3.2004642437645003
selected,12,4.0,12.0,1.8797814207650365,2.9322284330877135
selected,12,8.0,1.0,2.2426332366181967,3.200464243764478
selected,12,8.0,5.0,2.2426332366181745,3.200464243764478
selected,12,8.0,12.0,1.8797814207650365,2.9322284330877135
selected,12,12.0,1.0,2.2426332366181745,3.2004642437645225
selected,12,12.0,5.0,2.2426332366181745,3.2004642437645003
selected,12,12.0,12.0,2.2426332366181745,3.2004642437645003
selected,12,24.0,1.0,2.2426332366181745,3.2004642437645003
selected,12,24.0,5.0,2.2426332366181745,3.200464243764478
selected,12,24.0,12.0,2.2426332366181745,3.200464243764478
selected,13,4.0,1.0,2.2993665535302243,2.964240544059349
selected,13,4.0,5.0,2.2993665535302465,2.9642405440593267
selected,13,4.0,12.0,1.9613852283175026,2.6983950736515716
selected,13,8.0,1.0,2.2993665535302465,2.964240544059349
selected,13,8.0,5.0,2.299366553530202,2.9642405440593267
selected,13,8.0,12.0,1.9613852283175026,2.6983950736515716
selected,13,12.0,1.0,2.2993665535302243,2.964240544059349
selected,13,12.0,5.0,2.2993665535302465,2.964240544059349
selected,13,12.0,12.0,2.2993665535302243,2.9642405440593267
selected,13,24.0,1.0,2.2993665535302465,2.964240544059349
selected,13,24.0,5.0,2.2993665535302465,2.9642405440593267
selected,13,24.0,12.0,2.2993665535302243,2.964240544059349
selected,14,4.0,1.0,2.386792547424932,3.2439741680430734
selected,14,4.0,5.0,2.386792547424954,3.2439741680430734
selected,14,4.0,12.0,2.0451930118213113,2.9857911386561797
selected,14,8.0,1.0,2.386792547424954,3.2439741680430956
selected,14,8.0,5.0,2.386792547424954,3.243974168043051
selected,14,8.0,12.0,2.0451930118213113,2.9857911386561797
selected,14,12.0,1.0,2.386792547424954,3.2439741680430734
selected,14,12.0,5.0,2.386792547424954,3.243974168043051
selected,14,12.0,12.0,2.386792547424954,3.2439741680430734
selected,14,24.0,1.0,2.386792547424954,3.2439741680430734
selected,14,24.0,5.0,2.386792547424954,3.243974168043051
selected,14,24.0,12.0,2.386792547424932,3.243974168043051
selected,15,4.0,1.0,2.4007793059855898,3.32954328074504
selected,15,4.0,5.0,2.400779305985612,3.32954328074504
selected,15,4.0,12.0,2.0964171147155763,3.0756940192324222
selected,15,8.0,1.0,2.400779305985612,3.329543280745062
selected,15,8.0,5.0,2.400779305985612,3.32954328074504
selected,15,8.0,12.0,2.0964171147155763,3.0756940192324222
selected,15,12.0,1.0,2.400779305985634,3.329543280745062
selected,15,12.0,5.0,2.400779305985612,3.32954328074504
selected,15,12.0,12.0,2.400779305985612,3.32954328074504
selected,15,24.0,1.0,2.4007793059855898,3.32954328074504
selected,15,24.0,5.0,2.400779305985612,3.32954328074504
selected,15,24.0,12.0,2.4007793059855898,3.32954328074504
selected,16,4.0,1.0,2.3347863654427314,3.404605538319716
selected,16,4.0,5.0,2.3347863654427314,3.4046055383197382
selected,16,4.0,12.0,2.067876874506691,3.151191355796956
selected,16,8.0,1.0,2.3347863654427314,3.4046055383197382
selected,16,8.0,5.0,2.3347863654427314,3.404605538319716
selected,16,8.0,12.0,2.067876874506691,3.151191355796956
selected,16,12.0,1.0,2.3347863654427092,3.404605538319716
selected,16,12.0,5.0,2.3347863654427314,3.4046055383197382
selected,16,12.0,12.0,2.3347863654427092,3.404605538319716
selected,16,24.0,1.0,2.3347863654427092,3.404605538319716
selected,16,24.0,5.0,2.3347863654427314,3.404605538319716
selected,16,24.0,12.0,2.3347863654427092,3.404605538319694
selected,17,4.0,1.0,2.3505282791862037,3.302779733261385
selected,17,4.0,5.0,2.350528279186226,3.302779733261385
selected,17,4.0,12.0,2.015358421070923,3.049647233415209
selected,17,8.0,1.0,2.350528279186226,3.3027797332614073
