variant,hero_class,seed_index,level,gap_h,session_min,cap_h,calendar_days,calendar_days_low,calendar_days_high,sale_gold,sale_gold_day,online_days,kills,casts,attacks
baseline8,CLERIC,2,70,4.0,12.0,8.0,86.23263888888889,86.23263888888889,86.23263888888889,293772310,3406741.5051338836,86.23263888888889,354501,427378,2430938
baseline8,CLERIC,2,80,4.0,12.0,8.0,110.81597222222223,110.81597222222223,110.81597222222223,433536950,3912224.396052013,110.81597222222223,459238,565201,3099786
baseline8,CLERIC,2,90,4.0,12.0,8.0,138.14236111111111,138.14236111111111,138.14236111111111,608863860,4407510.15910519,138.14236111111111,575055,719444,3849524
baseline8,CLERIC,2,100,4.0,12.0,8.0,168.38333333333333,168.38333333333333,168.38333333333333,822716520,4885973.592002376,168.38333333333333,701555,892855,4693753
baseline8,CLERIC,2,5,8.0,1.0,8.0,3.421747967479675,3.421747967479675,3.421747967479675,61130,17865.138105138103,0.2916666666666667,1074,1051,8977
baseline8,CLERIC,2,10,8.0,1.0,8.0,19.332876016260162,19.332876016260162,19.332876016260162,697450,36075.85335018964,1.6479166666666667,5898,6450,52443
baseline8,CLERIC,2,20,8.0,1.0,8.0,86.35025406504064,86.35025406504064,86.35025406504064,6378630,73869.26731212041,7.360416666666667,26913,29700,231131
baseline8,CLERIC,2,30,8.0,1.0,8.0,196.95418360433607,196.95418360433607,196.95418360433607,22351130,113483.90570317353,16.788194444444443,62945,70303,517013
baseline8,CLERIC,2,40,8.0,1.0,8.0,348.56205962059624,348.56205962059624,348.56205962059624,54109000,155234.91013019808,29.711111111111112,114066,130345,896825
baseline8,CLERIC,2,50,8.0,1.0,8.0,537.0107554200542,537.0107554200542,537.0107554200542,106863450,198996.85233754868,45.77430555555556,180122,209224,1349896
baseline8,CLERIC,2,60,8.0,1.0,8.0,757.6401761517616,757.6401761517616,757.6401761517616,185925140,245400.31779248948,64.58055555555555,261081,308309,1852526
baseline8,CLERIC,2,70,8.0,1.0,8.0,1011.6560806233064,1011.6560806233064,1011.6560806233064,293772310,290387.5295436366,86.23263888888889,354501,427378,2430938
baseline8,CLERIC,2,80,8.0,1.0,8.0,1300.0605521680218,1300.0605521680218,1300.0605521680218,433536950,333474.4287695063,110.81597222222223,459238,565201,3099786
baseline8,CLERIC,2,90,8.0,1.0,8.0,1620.6457486449865,1620.6457486449865,1620.6457486449865,608863860,375692.13414410147,138.14236111111111,575055,719444,3849524
baseline8,CLERIC,2,100,8.0,1.0,8.0,1975.4239837398372,1975.4239837398372,1975.4239837398372,822716520,416475.91948461,168.38333333333333,701555,892855,4693753
baseline8,CLERIC,2,5,8.0,5.0,8.0,0.690040650406504,0.690040650406504,0.690040650406504,61130,88588.98379970546,0.2916666666666667,1074,1051,8977
baseline8,CLERIC,2,10,8.0,5.0,8.0,3.8987296747967477,3.8987296747967477,3.8987296747967477,697450,178891.60269527027,1.6479166666666667,5898,6450,52443
baseline8,CLERIC,2,20,8.0,5.0,8.0,17.413668699186992,17.413668699186992,17.413668699186992,6378630,366300.1812075249,7.360416666666667,26913,29700,231131
baseline8,CLERIC,2,30,8.0,5.0,8.0,39.71841124661246,39.71841124661246,39.71841124661246,22351130,562739.779827077,16.788194444444443,62945,70303,517013
baseline8,CLERIC,2,40,8.0,5.0,8.0,70.2921409214092,70.2921409214092,70.2921409214092,54109000,769773.1110579928,29.711111111111112,114066,130345,896825
baseline8,CLERIC,2,50,8.0,5.0,8.0,108.29530826558265,108.29530826558265,108.29530826558265,106863450,986778.2059212467,45.77430555555556,180122,209224,1349896
baseline8,CLERIC,2,60,8.0,5.0,8.0,152.7881436314363,152.7881436314363,152.7881436314363,185925140,1216881.9882287367,64.58055555555555,261081,308309,1852526
baseline8,CLERIC,2,70,8.0,5.0,8.0,204.013804200542,204.013804200542,204.013804200542,293772310,1439962.9042318477,86.23263888888889,354501,427378,2430938
baseline8,CLERIC,2,80,8.0,5.0,8.0,262.17437330623306,262.17437330623306,262.17437330623306,433536950,1653620.6210116756,110.81597222222223,459238,565201,3099786
baseline8,CLERIC,2,90,8.0,5.0,8.0,326.82461043360433,326.82461043360433,326.82461043360433,608863860,1862968.2115805445,138.14236111111111,575055,719444,3849524
baseline8,CLERIC,2,100,8.0,5.0,8.0,398.3703252032521,398.3703252032521,398.3703252032521,822716520,2065205.3327020346,168.38333333333333,701555,892855,4693753
baseline8,CLERIC,2,5,8.0,12.0,8.0,0.2916666666666667,0.2916666666666667,0.2916666666666667,61130,209588.57142857142,0.2916666666666667,1074,1051,8977
baseline8,CLERIC,2,10,8.0,12.0,8.0,1.6479166666666667,1.6479166666666667,1.6479166666666667,697450,423231.35271807836,1.6479166666666667,5898,6450,52443
baseline8,CLERIC,2,20,8.0,12.0,8.0,7.360416666666667,7.360416666666667,7.360416666666667,6378630,866612.623832437,7.360416666666667,26913,29700,231131
baseline8,CLERIC,2,30,8.0,12.0,8.0,16.788194444444443,16.788194444444443,16.788194444444443,22351130,1331359.966907963,16.788194444444443,62945,70303,517013
baseline8,CLERIC,2,40,8.0,12.0,8.0,29.711111111111112,29.711111111111112,29.711111111111112,54109000,1821170.531039641,29.711111111111112,114066,130345,896825
baseline8,CLERIC,2,50,8.0,12.0,8.0,45.77430555555556,45.77430555555556,45.77430555555556,106863450,2334572.828642949,45.77430555555556,180122,209224,1349896
baseline8,CLERIC,2,60,8.0,12.0,8.0,64.58055555555555,64.58055555555555,64.58055555555555,185925140,2878964.7038582307,64.58055555555555,261081,308309,1852526
baseline8,CLERIC,2,70,8.0,12.0,8.0,86.23263888888889,86.23263888888889,86.23263888888889,293772310,3406741.5051338836,86.23263888888889,354501,427378,2430938
baseline8,CLERIC,2,80,8.0,12.0,8.0,110.81597222222223,110.81597222222223,110.81597222222223,433536950,3912224.396052013,110.81597222222223,459238,565201,3099786
baseline8,CLERIC,2,90,8.0,12.0,8.0,138.14236111111111,138.14236111111111,138.14236111111111,608863860,4407510.15910519,138.14236111111111,575055,719444,3849524
baseline8,CLERIC,2,100,8.0,12.0,8.0,168.38333333333333,168.38333333333333,168.38333333333333,822716520,4885973.592002376,168.38333333333333,701555,892855,4693753
baseline8,CLERIC,2,5,12.0,1.0,8.0,5.129065040650407,5.129065040650407,5.129065040650407,61130,11918.35149593818,0.2916666666666667,1074,1051,8977
baseline8,CLERIC,2,10,12.0,1.0,8.0,28.9792174796748,28.9792174796748,28.9792174796748,697450,24067.24751933594,1.6479166666666667,5898,6450,52443
baseline8,CLERIC,2,20,12.0,1.0,8.0,129.43561991869922,129.43561991869922,129.43561991869922,6378630,49280.3295105824,7.360416666666667,26913,29700,231131
baseline8,CLERIC,2,30,12.0,1.0,8.0,295.2265413279133,295.2265413279133,295.2265413279133,22351130,75708.40311127111,16.788194444444443,62945,70303,517013
baseline8,CLERIC,2,40,12.0,1.0,8.0,522.4807588075881,522.4807588075881,522.4807588075881,54109000,103561.70842250384,29.711111111111112,114066,130345,896825
baseline8,CLERIC,2,50,12.0,1.0,8.0,804.957909891599,804.957909891599,804.957909891599,106863450,132756.56861908585,45.77430555555556,180122,209224,1349896
baseline8,CLERIC,2,60,12.0,1.0,8.0,1135.6726964769648,1135.6726964769648,1135.6726964769648,185925140,163713.66554533626,64.58055555555555,261081,308309,1852526
baseline8,CLERIC,2,70,12.0,1.0,8.0,1516.4325033875339,1516.4325033875339,1516.4325033875339,293772310,193725.93857210712,86.23263888888889,354501,427378,2430938
baseline8,CLERIC,2,80,12.0,1.0,8.0,1948.7394139566397,1948.7394139566397,1948.7394139566397,433536950,222470.45802792307,110.81597222222223,459238,565201,3099786
baseline8,CLERIC,2,90,12.0,1.0,8.0,2429.2839600271004,2429.2839600271004,2429.2839600271004,608863860,250635.11306978198,138.14236111111111,575055,719444,3849524
baseline8,CLERIC,2,100,12.0,1.0,8.0,2961.0825203252034,2961.0825203252034,2961.0825203252034,822716520,277843.1584911198,168.38333333333333,701555,892855,4693753
baseline8,CLERIC,2,5,12.0,5.0,8.0,1.0315040650406504,1.0315040650406504,1.0315040650406504,61130,59262.97536945813,0.2916666666666667,1074,1051,8977
baseline8,CLERIC,2,10,12.0,5.0,8.0,5.827997967479675,5.827997967479675,5.827997967479675,697450,119672.31352718078,1.6479166666666667,5898,6450,52443
baseline8,CLERIC,2,20,12.0,5.0,8.0,26.0307418699187,26.0307418699187,26.0307418699187,6378630,245042.19018710288,7.360416666666667,26913,29700,231131
baseline8,CLERIC,2,30,12.0,5.0,8.0,59.37288279132792,59.37288279132792,59.37288279132792,22351130,376453.50788432045,16.788194444444443,62945,70303,517013
baseline8,CLERIC,2,40,12.0,5.0,8.0,105.07588075880759,105.07588075880759,105.07588075880759,54109000,514951.66739741573,29.711111111111112,114066,130345,896825
baseline8,CLERIC,2,50,12.0,5.0,8.0,161.8847391598916,161.8847391598916,161.8847391598916,106863450,660120.592926627,45.77430555555556,180122,209224,1349896
baseline8,CLERIC,2,60,12.0,5.0,8.0,228.394647696477,228.394647696477,228.394647696477,185925140,814052.0886771547,64.58055555555555,261081,308309,1852526
baseline8,CLERIC,2,70,12.0,5.0,8.0,304.96908875338755,304.96908875338755,304.96908875338755,293772310,963285.5290378567,86.23263888888889,354501,427378,2430938
baseline8,CLERIC,2,80,12.0,5.0,8.0,391.91014566395665,391.91014566395665,391.91014566395665,433536950,1106215.1740560865,110.81597222222223,459238,565201,3099786
baseline8,CLERIC,2,90,12.0,5.0,8.0,488.55225271002706,488.55225271002706,488.55225271002706,608863860,1246261.4932642262,138.14236111111111,575055,719444,3849524
baseline8,CLERIC,2,100,12.0,5.0,8.0,595.5020325203252,595.5020325203252,595.5020325203252,822716520,1381551.1536006718,168.38333333333333,701555,892855,4693753
baseline8,CLERIC,2,5,12.0,12.0,8.0,0.4339430894308943,0.4339430894308943,0.4339430894308943,61130,140871.00702576112,0.2916666666666667,1074,1051,8977
baseline8,CLERIC,2,10,12.0,12.0,8.0,2.4517784552845527,2.4517784552845527,2.4517784552845527,697450,284466.9747777248,1.6479166666666667,5898,6450,52443
baseline8,CLERIC,2,20,12.0,12.0,8.0,10.950863821138212,10.950863821138212,10.950863821138212,6378630,582477.3373299986,7.360416666666667,26913,29700,231131
baseline8,CLERIC,2,30,12.0,12.0,8.0,24.977557588075882,24.977557588075882,24.977557588075882,22351130,894848.5023479749,16.788194444444443,62945,70303,517013
baseline8,CLERIC,2,40,12.0,12.0,8.0,44.20433604336043,44.20433604336043,44.20433604336043,54109000,1224065.4388954965,29.711111111111112,114066,130345,896825
baseline8,CLERIC,2,50,12.0,12.0,8.0,68.10323509485094,68.10323509485094,68.10323509485094,106863450,1569139.1143337856,45.77430555555556,180122,209224,1349896
baseline8,CLERIC,2,60,12.0,12.0,8.0,96.08326558265583,96.08326558265583,96.08326558265583,185925140,1935041.8501342204,64.58055555555555,261081,308309,1852526
baseline8,CLERIC,2,70,12.0,12.0,8.0,128.29734078590786,128.29734078590786,128.29734078590786,293772310,2289777.0772211347,86.23263888888889,354501,427378,2430938
baseline8,CLERIC,2,80,12.0,12.0,8.0,164.87254403794037,164.87254403794037,164.87254403794037,433536950,2629527.872756271,110.81597222222223,459238,565201,3099786
baseline8,CLERIC,2,90,12.0,12.0,8.0,205.52887872628725,205.52887872628725,205.52887872628725,608863860,2962424.861037915,138.14236111111111,575055,719444,3849524
baseline8,CLERIC,2,100,12.0,12.0,8.0,250.52154471544713,250.52154471544713,250.52154471544713,822716520,3284015.0372474985,168.38333333333333,701555,892855,4693753
baseline8,CLERIC,2,5,24.0,1.0,8.0,10.251016260162599,10.251016260162599,10.251016260162599,61130,5963.311192624171,0.2916666666666667,1074,1051,8977
baseline8,CLERIC,2,10,24.0,1.0,8.0,57.91824186991869,57.91824186991869,57.91824186991869,697450,12041.97464360945,1.6479166666666667,5898,6450,52443
baseline8,CLERIC,2,20,24.0,1.0,8.0,258.69171747967476,258.69171747967476,258.69171747967476,6378630,24657.264106266426,7.360416666666667,26913,29700,231131
baseline8,CLERIC,2,30,24.0,1.0,8.0,590.0436144986448,590.0436144986448,590.0436144986448,22351130,37880.47095296772,16.788194444444443,62945,70303,517013
baseline8,CLERIC,2,40,24.0,1.0,8.0,1044.2368563685636,1044.2368563685636,1044.2368563685636,54109000,51816.788183640034,29.711111111111112,114066,130345,896825
baseline8,CLERIC,2,50,24.0,1.0,8.0,1608.7993733062326,1608.7993733062326,1608.7993733062326,106863450,66424.34835139551,45.77430555555556,180122,209224,1349896
baseline8,CLERIC,2,60,24.0,1.0,8.0,2269.770257452574,2269.770257452574,2269.770257452574,185925140,81913.63834711137,64.58055555555555,261081,308309,1852526
baseline8,CLERIC,2,70,24.0,1.0,8.0,3030.761771680216,3030.761771680216,3030.761771680216,293772310,96930.18855689748,86.23263888888889,354501,427378,2430938
baseline8,CLERIC,2,80,24.0,1.0,8.0,3894.775999322492,3894.775999322492,3894.775999322492,433536950,111312.42209447091,110.81597222222223,459238,565201,3099786
baseline8,CLERIC,2,90,24.0,1.0,8.0,4855.198594173441,4855.198594173441,4855.198594173441,608863860,125404.52222297907,138.14236111111111,575055,719444,3849524
baseline8,CLERIC,2,100,24.0,1.0,8.0,5918.058130081299,5918.058130081299,5918.058130081299,822716520,139017.9856156124,168.38333333333333,701555,892855,4693753
baseline8,CLERIC,2,5,24.0,5.0,8.0,2.055894308943089,2.055894308943089,2.055894308943089,61130,29734.018783984186,0.2916666666666667,1074,1051,8977
baseline8,CLERIC,2,10,24.0,5.0,8.0,11.615802845528453,11.615802845528453,11.615802845528453,697450,60043.20228872394,1.6479166666666667,5898,6450,52443
baseline8,CLERIC,2,20,24.0,5.0,8.0,51.881961382113815,51.881961382113815,51.881961382113815,6378630,122945.0435194807,7.360416666666667,26913,29700,231131
baseline8,CLERIC,2,30,24.0,5.0,8.0,118.33629742547426,118.33629742547426,118.33629742547426,22351130,188878.05758901895,16.788194444444443,62945,70303,517013
baseline8,CLERIC,2,40,24.0,5.0,8.0,209.42710027100267,209.42710027100267,209.42710027100267,54109000,258366.75353849583,29.711111111111112,114066,130345,896825
baseline8,CLERIC,2,50,24.0,5.0,8.0,322.65303184281834,322.65303184281834,322.65303184281834,106863450,331202.3736137057,45.77430555555556,180122,209224,1349896
baseline8,CLERIC,2,60,24.0,5.0,8.0,455.2141598915988,455.2141598915988,455.2141598915988,185925140,408434.43895566603,64.58055555555555,261081,308309,1852526
baseline8,CLERIC,2,70,24.0,5.0,8.0,607.834942411924,607.834942411924,607.834942411924,293772310,483309.3484792016,86.23263888888889,354501,427378,2430938
baseline8,CLERIC,2,80,24.0,5.0,8.0,781.1174627371272,781.1174627371272,781.1174627371272,433536950,555021.4541111854,110.81597222222223,459238,565201,3099786
baseline8,CLERIC,2,90,24.0,5.0,8.0,973.7351795392952,973.7351795392952,973.7351795392952,608863860,625286.9083851655,138.14236111111111,575055,719444,3849524
baseline8,CLERIC,2,100,24.0,5.0,8.0,1186.8971544715446,1186.8971544715446,1186.8971544715446,822716520,693165.8037096796,168.38333333333333,701555,892855,4693753
baseline8,CLERIC,2,5,24.0,12.0,8.0,0.8607723577235772,0.8607723577235772,0.8607723577235772,61130,71017.61511216057,0.2916666666666667,1074,1051,8977
baseline8,CLERIC,2,10,24.0,12.0,8.0,4.86336382113821,4.86336382113821,4.86336382113821,697450,143408.97075571254,1.6479166666666667,5898,6450,52443
baseline8,CLERIC,2,20,24.0,12.0,8.0,21.722205284552842,21.722205284552842,21.722205284552842,6378630,293645.5998109911,7.360416666666667,26913,29700,231131
baseline8,CLERIC,2,30,24.0,12.0,8.0,49.545647018970186,49.545647018970186,49.545647018970186,22351130,451121.9722580701,16.788194444444443,62945,70303,517013
baseline8,CLERIC,2,40,24.0,12.0,8.0,87.68401084010841,87.68401084010841,87.68401084010841,54109000,617090.8410960766,29.711111111111112,114066,130345,896825
baseline8,CLERIC,2,50,24.0,12.0,8.0,135.09002371273712,135.09002371273712,135.09002371273712,106863450,791053.603093892,45.77430555555556,180122,209224,1349896
baseline8,CLERIC,2,60,24.0,12.0,8.0,190.59139566395663,190.59139566395663,190.59139566395663,185925140,975516.9657701442,64.58055555555555,261081,308309,1852526
baseline8,CLERIC,2,70,24.0,12.0,8.0,254.49144647696477,254.49144647696477,254.49144647696477,293772310,1154350.4273594152,86.23263888888889,354501,427378,2430938
baseline8,CLERIC,2,80,24.0,12.0,8.0,327.04225948509486,327.04225948509486,327.04225948509486,433536950,1325629.7540341532,110.81597222222223,459238,565201,3099786
baseline8,CLERIC,2,90,24.0,12.0,8.0,407.68843157181567,407.68843157181567,407.68843157181567,608863860,1493453.855564569,138.14236111111111,575055,719444,3849524
baseline8,CLERIC,2,100,24.0,12.0,8.0,496.9361788617886,496.9361788617886,496.9361788617886,822716520,1655577.8286950197,168.38333333333333,701555,892855,4693753
baseline8,CLERIC,3,5,4.0,1.0,8.0,1.81239837398374,1.81239837398374,1.81239837398374,61690,34037.77055063362,0.30833333333333335,1095,1109,9894
baseline8,CLERIC,3,10,4.0,1.0,8.0,9.792665989159891,9.792665989159891,9.792665989159891,693850,70854.04534046863,1.6659722222222222,5929,6491,53546
baseline8,CLERIC,3,20,4.0,1.0,8.0,43.22406842818428,43.22406842818428,43.22406842818428,6322410,146270.59020380108,7.353472222222222,26925,29852,231438
baseline8,CLERIC,3,30,4.0,1.0,8.0,98.54303861788618,98.54303861788618,98.54303861788618,22305780,226355.71535898792,16.764583333333334,62969,70570,517081
baseline8,CLERIC,3,40,4.0,1.0,8.0,174.47191734417345,174.47191734417345,174.47191734417345,54006630,309543.39713859727,29.681944444444444,114096,130324,897298
baseline8,CLERIC,3,50,4.0,1.0,8.0,268.44314024390246,268.44314024390246,268.44314024390246,106600190,397105.28606968705,45.66875,180153,208282,1346733
baseline8,CLERIC,3,60,4.0,1.0,8.0,378.3953082655827,378.3953082655827,378.3953082655827,185552930,490367.94576154405,64.37430555555555,261109,307236,1844045
baseline8,CLERIC,3,70,4.0,1.0,8.0,505.52035907859084,505.52035907859084,505.52035907859084,293481440,580553.1562268372,86.00138888888888,354546,426008,2421702
baseline8,CLERIC,3,80,4.0,1.0,8.0,650.0999491869919,650.0999491869919,650.0999491869919,433728280,667171.6872804189,110.59791666666666,459278,563459,3092261
baseline8,CLERIC,3,90,4.0,1.0,8.0,810.6931402439026,810.6931402439026,810.6931402439026,609180940,751432.2124604678,137.91875,575084,717550,3842426
baseline8,CLERIC,3,100,4.0,1.0,8.0,988.2591971544716,988.2591971544716,988.2591971544716,822821320,832596.6733921398,168.12708333333333,701573,891292,4685391
baseline8,CLERIC,3,5,4.0,5.0,8.0,0.3684959349593495,0.3684959349593495,0.3684959349593495,61690,167410.2592388307,0.30833333333333335,1095,1109,9894
baseline8,CLERIC,3,10,4.0,5.0,8.0,1.9910399728997283,1.9910399728997283,1.9910399728997283,693850,348486.2230010805,1.6659722222222222,5929,6491,53546
baseline8,CLERIC,3,20,4.0,5.0,8.0,8.788296070460703,8.788296070460703,8.788296070460703,6322410,719412.4946758382,7.353472222222222,26925,29852,231438
baseline8,CLERIC,3,30,4.0,5.0,8.0,20.035721544715443,20.035721544715443,20.035721544715443,22305780,1113300.5592146143,16.764583333333334,62969,70570,517081
baseline8,CLERIC,3,40,4.0,5.0,8.0,35.473543360433595,35.473543360433595,35.473543360433595,54006630,1522448.136946979,29.681944444444444,114096,130324,897298
baseline8,CLERIC,3,50,4.0,5.0,8.0,54.57972560975608,54.57972560975608,54.57972560975608,106600190,1953109.6723019308,45.66875,180153,208282,1346733
baseline8,CLERIC,3,60,4.0,5.0,8.0,76.93514566395662,76.93514566395662,76.93514566395662,185552930,2411809.6924190237,64.37430555555555,261109,307236,1844045
baseline8,CLERIC,3,70,4.0,5.0,8.0,102.78214769647694,102.78214769647694,102.78214769647694,293481440,2855373.686748323,86.00138888888888,354546,426008,2421702
baseline8,CLERIC,3,80,4.0,5.0,8.0,132.17799796747966,132.17799796747966,132.17799796747966,433728280,3281395.441522061,110.59791666666666,459278,563459,3092261
baseline8,CLERIC,3,90,4.0,5.0,8.0,164.82972560975605,164.82972560975605,164.82972560975605,609180940,3695819.6572035267,137.91875,575084,717550,3842426
baseline8,CLERIC,3,100,4.0,5.0,8.0,200.93236788617884,200.93236788617884,200.93236788617884,822821320,4095016.29158175,168.12708333333333,701573,891292,4685391
baseline8,CLERIC,3,5,4.0,12.0,8.0,0.30833333333333335,0.30833333333333335,0.30833333333333335,61690,200075.67567567568,0.30833333333333335,1095,1109,9894
baseline8,CLERIC,3,10,4.0,12.0,8.0,1.6659722222222222,1.6659722222222222,1.6659722222222222,693850,416483.5348061692,1.6659722222222222,5929,6491,53546
baseline8,CLERIC,3,20,4.0,12.0,8.0,7.353472222222222,7.353472222222222,7.353472222222222,6322410,859785.6643686845,7.353472222222222,26925,29852,231438
baseline8,CLERIC,3,30,4.0,12.0,8.0,16.764583333333334,16.764583333333334,16.764583333333334,22305780,1330529.9366223437,16.764583333333334,62969,70570,517081
baseline8,CLERIC,3,40,4.0,12.0,8.0,29.681944444444444,29.681944444444444,29.681944444444444,54006630,1819511.1880585842,29.681944444444444,114096,130324,897298
baseline8,CLERIC,3,50,4.0,12.0,8.0,45.66875,45.66875,45.66875,106600190,2334204.242507185,45.66875,180153,208282,1346733
baseline8,CLERIC,3,60,4.0,12.0,8.0,64.37430555555555,64.37430555555555,64.37430555555555,185552930,2882406.7055739546,64.37430555555555,261109,307236,1844045
baseline8,CLERIC,3,70,4.0,12.0,8.0,86.00138888888888,86.00138888888888,86.00138888888888,293481440,3412519.7719675074,86.00138888888888,354546,426008,2421702
baseline8,CLERIC,3,80,4.0,12.0,8.0,110.59791666666666,110.59791666666666,110.59791666666666,433728280,3921667.722794658,110.59791666666666,459278,563459,3092261
baseline8,CLERIC,3,90,4.0,12.0,8.0,137.91875,137.91875,137.91875,609180940,4416955.200072506,137.91875,575084,717550,3842426
baseline8,CLERIC,3,100,4.0,12.0,8.0,168.12708333333333,168.12708333333333,168.12708333333333,822821320,4894043.860670871,168.12708333333333,701573,891292,4685391
baseline8,CLERIC,3,5,8.0,1.0,8.0,3.6172764227642276,3.6172764227642276,3.6172764227642276,61690,17054.26757318649,0.30833333333333335,1095,1109,9894
baseline8,CLERIC,3,10,8.0,1.0,8.0,19.544698509485094,19.544698509485094,19.544698509485094,693850,35500.67552401858,1.6659722222222222,5929,6491,53546
baseline8,CLERIC,3,20,8.0,1.0,8.0,86.26878387533876,86.26878387533876,86.26878387533876,6322410,73287.34353246583,7.353472222222222,26925,29852,231438
baseline8,CLERIC,3,30,8.0,1.0,8.0,196.6771849593496,196.6771849593496,196.6771849593496,22305780,113413.15468090663,16.764583333333334,62969,70570,517081
baseline8,CLERIC,3,40,8.0,1.0,8.0,348.21988482384825,348.21988482384825,348.21988482384825,54006630,155093.4692523949,29.681944444444444,114096,130324,897298
baseline8,CLERIC,3,50,8.0,1.0,8.0,535.7724085365854,535.7724085365854,535.7724085365854,106600190,198965.4343925043,45.66875,180153,208282,1346733
