assetId|assetName|firstRole
2131034545|vfx6_rogue_shadow_contact|CONTACT
2131034339|vfx3_rogue_secondary_shadow|SECONDARY
2131034546|vfx6_rogue_shadow_debris|DEBRIS
2131034470|vfx5_rogue_poison_low_primary_b|PRIMARY
2131034542|vfx6_rogue_poison_contact|CONTACT
2131034338|vfx3_rogue_secondary_poison|SECONDARY
2131034469|vfx5_rogue_poison_low_primary_a|PRIMARY
2131034543|vfx6_rogue_poison_debris|DEBRIS
2131034481|vfx5_rogue_wire_low_primary_a|PRIMARY
2131034575|vfx9_rogue_wire_contact|CONTACT
2131034482|vfx5_rogue_wire_low_primary_b|PRIMARY
2131034340|vfx3_rogue_secondary_wire|SECONDARY
2131034548|vfx6_rogue_wire_debris|DEBRIS
2131034336|vfx3_rogue_secondary_execute|SECONDARY
2131034464|vfx5_rogue_execute_low_primary_b|PRIMARY
2131034539|vfx6_rogue_execute_contact|CONTACT
2131034540|vfx6_rogue_execute_debris|DEBRIS
2131034463|vfx5_rogue_execute_low_primary_a|PRIMARY
2131034332|vfx3_rogue_residual_pierce|RESIDUAL
2131034334|vfx3_rogue_residual_shadow|RESIDUAL
2131034333|vfx3_rogue_residual_poison|RESIDUAL
2131034335|vfx3_rogue_residual_wire|RESIDUAL
2131034331|vfx3_rogue_residual_execute|RESIDUAL
2131034477|vfx5_rogue_shadow_mid_primary_a|PRIMARY
2131034478|vfx5_rogue_shadow_mid_primary_b|PRIMARY
2131034472|vfx5_rogue_poison_mid_primary_b|PRIMARY
2131034471|vfx5_rogue_poison_mid_primary_a|PRIMARY
2131034483|vfx5_rogue_wire_mid_primary_a|PRIMARY
2131034484|vfx5_rogue_wire_mid_primary_b|PRIMARY
2131034466|vfx5_rogue_execute_mid_primary_b|PRIMARY
2131034465|vfx5_rogue_execute_mid_primary_a|PRIMARY
2131034538|vfx6_rogue_blade_echo|FINISHER_ECHO
2131034473|vfx5_rogue_shadow_high_primary_a|PRIMARY
2131034547|vfx6_rogue_shadow_echo|FINISHER_ECHO
2131034468|vfx5_rogue_poison_high_primary_b|PRIMARY
2131034467|vfx5_rogue_poison_high_primary_a|PRIMARY
2131034544|vfx6_rogue_poison_echo|FINISHER_ECHO
2131034480|vfx5_rogue_wire_high_primary_b|PRIMARY
2131034479|vfx5_rogue_wire_high_primary_a|PRIMARY
2131034549|vfx6_rogue_wire_echo|FINISHER_ECHO
2131034462|vfx5_rogue_execute_high_primary_b|PRIMARY
2131034541|vfx6_rogue_execute_echo|FINISHER_ECHO
2131034474|vfx5_rogue_shadow_high_primary_b|PRIMARY
2131034461|vfx5_rogue_execute_high_primary_a|PRIMARY
2131034569|vfx9_ranger_precision_anticipation|SECONDARY
2131034446|vfx5_ranger_precision_low_primary_b|PRIMARY
2131034570|vfx9_ranger_precision_contact|CONTACT
2131034571|vfx9_ranger_precision_tail|DEBRIS
2131034451|vfx5_ranger_volley_low_primary_a|PRIMARY
2131034187|vfx10_ranger_volley_contact|CONTACT
2131034452|vfx5_ranger_volley_low_primary_b|PRIMARY
2131034186|vfx10_ranger_volley_anticipation|SECONDARY
2131034188|vfx10_ranger_volley_tail|DEBRIS
2131034458|vfx5_ranger_wind_low_primary_b|PRIMARY
2131034534|vfx6_ranger_wind_contact|CONTACT
2131034330|vfx3_ranger_secondary_wind|SECONDARY
2131034457|vfx5_ranger_wind_low_primary_a|PRIMARY
2131034535|vfx6_ranger_wind_debris|DEBRIS
2131034433|vfx5_ranger_beast_low_primary_a|PRIMARY
2131034527|vfx6_ranger_beast_contact|CONTACT
2131034328|vfx3_ranger_secondary_beast|SECONDARY
2131034434|vfx5_ranger_beast_low_primary_b|PRIMARY
2131034528|vfx6_ranger_beast_debris|DEBRIS
2131034439|vfx5_ranger_celestial_low_primary_a|PRIMARY
2131034440|vfx5_ranger_celestial_low_primary_b|PRIMARY
2131034568|vfx9_ranger_celestial_contact|CONTACT
2131034329|vfx3_ranger_secondary_celestial|SECONDARY
2131034530|vfx6_ranger_celestial_debris|DEBRIS
2131034445|vfx5_ranger_precision_low_primary_a|PRIMARY
2131034327|vfx3_ranger_residual_wind|RESIDUAL
2131034325|vfx3_ranger_residual_beast|RESIDUAL
2131034326|vfx3_ranger_residual_celestial|RESIDUAL
2131034448|vfx5_ranger_precision_mid_primary_b|PRIMARY
2131034453|vfx5_ranger_volley_mid_primary_a|PRIMARY
2131034454|vfx5_ranger_volley_mid_primary_b|PRIMARY
2131034460|vfx5_ranger_wind_mid_primary_b|PRIMARY
2131034459|vfx5_ranger_wind_mid_primary_a|PRIMARY
2131034435|vfx5_ranger_beast_mid_primary_a|PRIMARY
2131034436|vfx5_ranger_beast_mid_primary_b|PRIMARY
2131034442|vfx5_ranger_celestial_mid_primary_b|PRIMARY
2131034441|vfx5_ranger_celestial_mid_primary_a|PRIMARY
2131034447|vfx5_ranger_precision_mid_primary_a|PRIMARY
2131034444|vfx5_ranger_precision_high_primary_b|PRIMARY
2131034532|vfx6_ranger_precision_echo|FINISHER_ECHO
2131034449|vfx5_ranger_volley_high_primary_a|PRIMARY
2131034450|vfx5_ranger_volley_high_primary_b|PRIMARY
2131034533|vfx6_ranger_volley_echo|FINISHER_ECHO
2131034456|vfx5_ranger_wind_high_primary_b|PRIMARY
2131034455|vfx5_ranger_wind_high_primary_a|PRIMARY
2131034536|vfx6_ranger_wind_echo|FINISHER_ECHO
2131034431|vfx5_ranger_beast_high_primary_a|PRIMARY
2131034432|vfx5_ranger_beast_high_primary_b|PRIMARY
2131034529|vfx6_ranger_beast_echo|FINISHER_ECHO
2131034438|vfx5_ranger_celestial_high_primary_b|PRIMARY
2131034531|vfx6_ranger_celestial_echo|FINISHER_ECHO
2131034443|vfx5_ranger_precision_high_primary_a|PRIMARY
2131034437|vfx5_ranger_celestial_high_primary_a|PRIMARY
2131034386|vfx5_mage_fire_low_primary_b|PRIMARY
2131034506|vfx6_mage_fire_contact|CONTACT
2131034307|vfx2_mage_c01_secondary|SECONDARY
2131034385|vfx5_mage_fire_low_primary_a|PRIMARY
2131034507|vfx6_mage_fire_debris|DEBRIS
2131034391|vfx5_mage_ice_low_primary_a|PRIMARY
2131034392|vfx5_mage_ice_low_primary_b|PRIMARY
2131034509|vfx6_mage_ice_contact|CONTACT
2131034309|vfx2_mage_c02_secondary|SECONDARY
2131034510|vfx6_mage_ice_debris|DEBRIS
2131034398|vfx5_mage_lightning_low_primary_b|PRIMARY
2131034512|vfx6_mage_lightning_contact|CONTACT
2131034397|vfx5_mage_lightning_low_primary_a|PRIMARY
2131034311|vfx2_mage_c03_secondary|SECONDARY
2131034513|vfx6_mage_lightning_debris|DEBRIS
2131034373|vfx5_mage_arcane_low_primary_a|PRIMARY
2131034500|vfx6_mage_arcane_contact|CONTACT
2131034313|vfx2_mage_c04_secondary|SECONDARY
2131034374|vfx5_mage_arcane_low_primary_b|PRIMARY
2131034501|vfx6_mage_arcane_debris|DEBRIS
2131034315|vfx2_mage_c05_secondary|SECONDARY
2131034380|vfx5_mage_cosmic_low_primary_b|PRIMARY
2131034503|vfx6_mage_cosmic_contact|CONTACT
2131034504|vfx6_mage_cosmic_debris|DEBRIS
2131034379|vfx5_mage_cosmic_low_primary_a|PRIMARY
2131034306|vfx2_mage_c01_residual|RESIDUAL
2131034308|vfx2_mage_c02_residual|RESIDUAL
2131034310|vfx2_mage_c03_residual|RESIDUAL
2131034312|vfx2_mage_c04_residual|RESIDUAL
2131034314|vfx2_mage_c05_residual|RESIDUAL
2131034388|vfx5_mage_fire_mid_primary_b|PRIMARY
2131034393|vfx5_mage_ice_mid_primary_a|PRIMARY
2131034394|vfx5_mage_ice_mid_primary_b|PRIMARY
2131034400|vfx5_mage_lightning_mid_primary_b|PRIMARY
2131034399|vfx5_mage_lightning_mid_primary_a|PRIMARY
2131034375|vfx5_mage_arcane_mid_primary_a|PRIMARY
2131034382|vfx5_mage_cosmic_mid_primary_b|PRIMARY
2131034381|vfx5_mage_cosmic_mid_primary_a|PRIMARY
2131034387|vfx5_mage_fire_mid_primary_a|PRIMARY
2131034376|vfx5_mage_arcane_mid_primary_b|PRIMARY
2131034384|vfx5_mage_fire_high_primary_b|PRIMARY
2131034383|vfx5_mage_fire_high_primary_a|PRIMARY
2131034508|vfx6_mage_fire_echo|FINISHER_ECHO
2131034389|vfx5_mage_ice_high_primary_a|PRIMARY
2131034390|vfx5_mage_ice_high_primary_b|PRIMARY
2131034511|vfx6_mage_ice_echo|FINISHER_ECHO
2131034396|vfx5_mage_lightning_high_primary_b|PRIMARY
2131034395|vfx5_mage_lightning_high_primary_a|PRIMARY
2131034514|vfx6_mage_lightning_echo|FINISHER_ECHO
2131034372|vfx5_mage_arcane_high_primary_b|PRIMARY
2131034371|vfx5_mage_arcane_high_primary_a|PRIMARY
2131034502|vfx6_mage_arcane_echo|FINISHER_ECHO
2131034378|vfx5_mage_cosmic_high_primary_b|PRIMARY
2131034377|vfx5_mage_cosmic_high_primary_a|PRIMARY
2131034505|vfx6_mage_cosmic_echo|FINISHER_ECHO
2131034362|vfx5_cleric_light_low_primary_b|PRIMARY
2131034494|vfx6_cleric_light_contact|CONTACT
2131034182|vfx10_cleric_light_tail|SECONDARY
2131034361|vfx5_cleric_light_low_primary_a|PRIMARY
2131034495|vfx6_cleric_light_debris|DEBRIS
2131034301|vfx2_cleric_c02_secondary|SECONDARY
2131034355|vfx5_cleric_judgment_low_primary_a|PRIMARY
2131034491|vfx6_cleric_judgment_contact|CONTACT
2131034492|vfx6_cleric_judgment_debris|DEBRIS
2131034181|vfx10_cleric_exorcism_tail|SECONDARY
2131034344|vfx5_cleric_exorcism_low_primary_b|PRIMARY
2131034485|vfx6_cleric_exorcism_contact|CONTACT
2131034486|vfx6_cleric_exorcism_debris|DEBRIS
2131034349|vfx5_cleric_flame_low_primary_a|PRIMARY
2131034488|vfx6_cleric_flame_contact|CONTACT
2131034303|vfx2_cleric_c04_secondary|SECONDARY
2131034350|vfx5_cleric_flame_low_primary_b|PRIMARY
2131034489|vfx6_cleric_flame_debris|DEBRIS
2131034367|vfx5_cleric_seraph_low_primary_a|PRIMARY
2131034368|vfx5_cleric_seraph_low_primary_b|PRIMARY
2131034497|vfx6_cleric_seraph_contact|CONTACT
2131034305|vfx2_cleric_c05_secondary|SECONDARY
2131034498|vfx6_cleric_seraph_debris|DEBRIS
2131034356|vfx5_cleric_judgment_low_primary_b|PRIMARY
2131034343|vfx5_cleric_exorcism_low_primary_a|PRIMARY
2131034300|vfx2_cleric_c02_residual|RESIDUAL
2131034302|vfx2_cleric_c04_residual|RESIDUAL
2131034304|vfx2_cleric_c05_residual|RESIDUAL
2131034364|vfx5_cleric_light_mid_primary_b|PRIMARY
2131034357|vfx5_cleric_judgment_mid_primary_a|PRIMARY
2131034346|vfx5_cleric_exorcism_mid_primary_b|PRIMARY
2131034345|vfx5_cleric_exorcism_mid_primary_a|PRIMARY
2131034351|vfx5_cleric_flame_mid_primary_a|PRIMARY
2131034370|vfx5_cleric_seraph_mid_primary_b|PRIMARY
2131034369|vfx5_cleric_seraph_mid_primary_a|PRIMARY
2131034363|vfx5_cleric_light_mid_primary_a|PRIMARY
2131034358|vfx5_cleric_judgment_mid_primary_b|PRIMARY
2131034352|vfx5_cleric_flame_mid_primary_b|PRIMARY
2131034360|vfx5_cleric_light_high_primary_b|PRIMARY
2131034359|vfx5_cleric_light_high_primary_a|PRIMARY
2131034496|vfx6_cleric_light_echo|FINISHER_ECHO
2131034353|vfx5_cleric_judgment_high_primary_a|PRIMARY
2131034493|vfx6_cleric_judgment_echo|FINISHER_ECHO
2131034342|vfx5_cleric_exorcism_high_primary_b|PRIMARY
2131034341|vfx5_cleric_exorcism_high_primary_a|PRIMARY
2131034487|vfx6_cleric_exorcism_echo|FINISHER_ECHO
2131034347|vfx5_cleric_flame_high_primary_a|PRIMARY
2131034348|vfx5_cleric_flame_high_primary_b|PRIMARY
2131034490|vfx6_cleric_flame_echo|FINISHER_ECHO
2131034366|vfx5_cleric_seraph_high_primary_b|PRIMARY
2131034365|vfx5_cleric_seraph_high_primary_a|PRIMARY
2131034499|vfx6_cleric_seraph_echo|FINISHER_ECHO
2131034354|vfx5_cleric_judgment_high_primary_b|PRIMARY
2131034422|vfx5_paladin_sword_low_primary_b|PRIMARY
2131034521|vfx6_paladin_sword_contact|CONTACT
2131034317|vfx2_paladin_c01_secondary|SECONDARY
2131034421|vfx5_paladin_sword_low_primary_a|PRIMARY
2131034522|vfx6_paladin_sword_debris|DEBRIS
2131034319|vfx2_paladin_c02_secondary|SECONDARY
2131034415|vfx5_paladin_shield_low_primary_a|PRIMARY
2131034518|vfx6_paladin_shield_contact|CONTACT
2131034519|vfx6_paladin_shield_debris|DEBRIS
2131034321|vfx2_paladin_c03_secondary|SECONDARY
2131034404|vfx5_paladin_hammer_low_primary_b|PRIMARY
2131034515|vfx6_paladin_hammer_contact|CONTACT
2131034516|vfx6_paladin_hammer_debris|DEBRIS
2131034427|vfx5_paladin_wave_low_primary_a|PRIMARY
2131034524|vfx6_paladin_wave_contact|CONTACT
2131034428|vfx5_paladin_wave_low_primary_b|PRIMARY
2131034323|vfx2_paladin_c04_secondary|SECONDARY
2131034525|vfx6_paladin_wave_debris|DEBRIS
2131034183|vfx10_paladin_judgment_anticipation|SECONDARY
2131034410|vfx5_paladin_judgment_low_primary_b|PRIMARY
2131034567|vfx9_paladin_judgment_contact|CONTACT
2131034185|vfx10_paladin_judgment_tail|DEBRIS
2131034416|vfx5_paladin_shield_low_primary_b|PRIMARY
2131034403|vfx5_paladin_hammer_low_primary_a|PRIMARY
2131034409|vfx5_paladin_judgment_low_primary_a|PRIMARY
2131034316|vfx2_paladin_c01_residual|RESIDUAL
2131034318|vfx2_paladin_c02_residual|RESIDUAL
2131034320|vfx2_paladin_c03_residual|RESIDUAL
2131034322|vfx2_paladin_c04_residual|RESIDUAL
2131034424|vfx5_paladin_sword_mid_primary_b|PRIMARY
2131034423|vfx5_paladin_sword_mid_primary_a|PRIMARY
2131034417|vfx5_paladin_shield_mid_primary_a|PRIMARY
2131034406|vfx5_paladin_hammer_mid_primary_b|PRIMARY
2131034429|vfx5_paladin_wave_mid_primary_a|PRIMARY
2131034430|vfx5_paladin_wave_mid_primary_b|PRIMARY
2131034412|vfx5_paladin_judgment_mid_primary_b|PRIMARY
2131034411|vfx5_paladin_judgment_mid_primary_a|PRIMARY
2131034418|vfx5_paladin_shield_mid_primary_b|PRIMARY
2131034405|vfx5_paladin_hammer_mid_primary_a|PRIMARY
2131034420|vfx5_paladin_sword_high_primary_b|PRIMARY
2131034419|vfx5_paladin_sword_high_primary_a|PRIMARY
2131034523|vfx6_paladin_sword_echo|FINISHER_ECHO
2131034413|vfx5_paladin_shield_high_primary_a|PRIMARY
2131034520|vfx6_paladin_shield_echo|FINISHER_ECHO
2131034402|vfx5_paladin_hammer_high_primary_b|PRIMARY
2131034517|vfx6_paladin_hammer_echo|FINISHER_ECHO
2131034426|vfx5_paladin_wave_high_primary_b|PRIMARY
2131034425|vfx5_paladin_wave_high_primary_a|PRIMARY
2131034526|vfx6_paladin_wave_echo|FINISHER_ECHO
2131034408|vfx5_paladin_judgment_high_primary_b|PRIMARY
2131034407|vfx5_paladin_judgment_high_primary_a|PRIMARY
2131034184|vfx10_paladin_judgment_echo|FINISHER_ECHO
2131034414|vfx5_paladin_shield_high_primary_b|PRIMARY
2131034401|vfx5_paladin_hammer_high_primary_a|PRIMARY
