,,cap_h,cap_h,cap_h,raw_proc_pct,raw_proc_pct,raw_proc_pct,search_s,search_s,search_s,sale_bonus_pct,sale_bonus_pct,sale_bonus_pct,bag,bag,bag,con,con,con,mental,mental,mental
6,CLERIC,8.075237239653633,8.05521447847204,8.100518572167987,10.859782746575478,9.611021185579084,11.978070875765862,4.9174999999999995,4.8933333333333335,4.96,2.194552746966806,1.4666666666666668,2.669265927203349,23.458333333333332,21,25,11.833333333333334,7,19,13.145833333333334,9.0,18.5
6,MAGE,8.075237239653633,8.05521447847204,8.100518572167987,10.688048837215705,9.495668604638013,12.106289743925746,4.9174999999999995,4.8933333333333335,4.96,1.6777777777777778,1.0666666666666667,2.5333333333333337,23.458333333333332,21,25,11.833333333333334,7,19,15.145833333333334,10.5,20.5
6,PALADIN,8.075947579830851,8.059820238827268,8.100518572167987,10.519845164131473,9.467481310602583,10.821690436097647,4.914722222222222,4.873333333333333,4.966666666666667,2.133441635855695,1.4666666666666668,2.669265927203349,25.0,23,27,12.0,8,19,11.604166666666666,6.5,16.0
6,RANGER,8.07557351270149,8.05521447847204,8.100518572167987,10.757571980741126,10.278779144424451,11.730139519386354,4.8975,4.866666666666666,4.933333333333334,1.6944444444444444,1.0666666666666667,2.5333333333333337,23.458333333333332,21,25,11.916666666666666,7,19,13.520833333333334,6.5,19.0
6,ROGUE,8.075690413722345,8.059820238827268,8.097310040531713,10.602822833493098,9.640466289215697,11.552842804411469,4.894722222222222,4.866666666666666,4.94,1.6833333333333333,1.0666666666666667,2.2666666666666666,25.208333333333332,22,28,11.958333333333334,8,18,11.604166666666666,7.0,16.5
6,WARRIOR,8.089384085181605,8.072415204503427,8.1127277534396,10.519845164131473,9.467481310602583,11.730139519386354,4.914722222222222,4.873333333333333,4.966666666666667,1.6555555555555557,1.0666666666666667,2.5333333333333337,25.0,23,27,15.708333333333334,11,23,11.604166666666666,6.5,16.0
7,CLERIC,8.078906728890813,8.057052068466339,8.103863925190756,10.882027066827817,9.640466289215697,11.978070875765862,4.916666666666667,4.886666666666667,4.96,2.293445535931532,1.4666666666666668,2.7475642874522577,23.458333333333332,21,25,12.125,7,19,13.520833333333334,9.0,18.5
7,MAGE,8.078906728890813,8.057052068466339,8.103863925190756,10.767918157974615,9.524125723755914,12.138747421542721,4.916666666666667,4.886666666666667,4.96,1.7222222222222223,1.0666666666666667,2.6666666666666665,23.458333333333332,21,25,12.125,7,19,15.770833333333334,11.0,21.0
7,PALADIN,8.078772050283801,8.061811112876386,8.107110135349869,10.616597137146714,10.278779144424451,11.552842804411469,4.914166666666667,4.873333333333333,4.966666666666667,2.2178525795099104,1.4666666666666668,2.7475642874522577,25.25,23,27,12.083333333333334,8,20,11.833333333333334,6.5,16.5
7,RANGER,8.079254193423315,8.057052068466339,8.103863925190756,10.990787540861026,10.304706627873212,11.760455427366507,4.893998129956697,4.862621785627387,4.933333333333334,1.7277777777777779,1.0666666666666667,2.6666666666666665,23.5,21,26,12.208333333333334,7,19,13.9375,7.0,19.5
7,ROGUE,8.078398055126117,8.061811112876386,8.100548610591133,10.654235427717035,9.640466289215697,11.552842804411469,4.8903277232034235,4.862621785627387,4.94,1.7166666666666668,1.0666666666666667,2.4,25.541666666666668,23,28,12.0,8,18,11.770833333333334,7.5,16.5
7,WARRIOR,8.094377497848923,8.074825250906347,8.11949213358988,10.616597137146714,10.278779144424451,11.730139519386354,4.914166666666667,4.873333333333333,4.966666666666667,1.6777777777777778,1.0666666666666667,2.5333333333333337,25.25,23,27,16.291666666666668,11,24,11.833333333333334,6.5,16.5
8,CLERIC,8.082203298561053,8.05895221038179,8.107323154681701,11.113851832131836,9.640466289215697,12.041851416587246,4.916111111111111,4.886666666666667,4.96,2.400961386804744,1.4666666666666668,2.8312813233294385,24.5,22,26,12.291666666666666,7,19,13.916666666666666,9.0,19.5
8,MAGE,8.082203298561053,8.05895221038179,8.107323154681701,10.892301456306834,9.581810759152688,12.204124713380097,4.916111111111111,4.886666666666667,4.96,1.761111111111111,1.0666666666666667,2.6666666666666665,24.5,22,26,12.291666666666666,7,19,16.4375,11.5,22.0
8,PALADIN,8.081894842546113,8.063869756665722,8.11067748116605,10.751346019466089,10.278779144424451,11.852599327957776,4.913055555555555,4.873333333333333,4.966666666666667,2.3359401102774533,1.7333333333333334,2.8312813233294385,26.541666666666668,24,29,12.208333333333334,8,20,12.0,6.5,16.5
8,RANGER,8.082562335538519,8.05895221038179,8.107323154681701,11.183695057728855,10.331007450327753,12.073990024962091,4.8902777777777775,4.86,4.926666666666667,1.761111111111111,1.0666666666666667,2.6666666666666665,24.583333333333332,22,27,12.375,7,19,14.375,7.5,20.0
8,ROGUE,8.081849431567433,8.063869756665722,8.103897422205863,10.910214046510191,9.700032004389307,11.883696141208299,4.885490386131953,4.858435933833528,4.926666666666667,1.75,1.0666666666666667,2.4,26.875,24,30,12.208333333333334,8,18,11.875,7.5,17.0
8,WARRIOR,8.100191768577018,8.08146105250047,8.126533428179565,10.751346019466089,10.278779144424451,11.852599327957776,4.913055555555555,4.873333333333333,4.966666666666667,1.7222222222222223,1.0666666666666667,2.6666666666666665,26.541666666666668,24,29,17.041666666666668,12,25,12.0,6.5,16.5
9,CLERIC,8.086257128557778,8.060907597376692,8.110882958454242,11.338682860222592,10.439574589574855,12.073990024962091,4.913888888888889,4.88,4.96,2.5138754279667785,1.6,2.9199353875738696,24.75,22,27,12.625,7,19,14.875,9.5,20.0
9,MAGE,8.086257128557778,8.060907597376692,8.110882958454242,11.268536981914835,9.670138817718989,12.270099239998807,4.913888888888889,4.88,4.96,1.788888888888889,1.0666666666666667,2.6666666666666665,24.75,22,27,12.625,7,19,17.791666666666668,12.5,23.0
9,PALADIN,8.086616700318125,8.070820363228895,8.114348544657974,11.020986224207165,10.278779144424451,11.883696141208299,4.910833333333334,4.873333333333333,4.966666666666667,2.492211453484534,1.8666666666666667,2.9199353875738696,27.083333333333332,25,29,12.666666666666666,9,20,12.333333333333334,6.5,17.0
9,RANGER,8.086628074439624,8.060907597376692,8.110882958454242,11.3529686541454,10.331007450327753,12.106289743925746,4.881528450823883,4.854003230621307,4.926666666666667,1.7944444444444445,1.0666666666666667,2.6666666666666665,24.875,22,28,12.708333333333334,7,19,15.104166666666666,7.5,20.5
9,ROGUE,8.086181525555592,8.065988253847474,8.110882958454242,11.21892483654859,10.357661535999922,11.883696141208299,4.877333871770218,4.854003230621307,4.926666666666667,1.7944444444444445,1.0666666666666667,2.5333333333333337,27.541666666666668,24,30,12.583333333333334,8,19,12.166666666666666,8.0,17.0
9,WARRIOR,8.108996290839743,8.0923186543702,8.133843305260564,10.9793195575405,10.278779144424451,11.883696141208299,4.910833333333334,4.873333333333333,4.966666666666667,1.7716639744822444,1.0666666666666667,2.9199353875738696,27.083333333333332,25,29,18.541666666666668,14,26,12.333333333333334,6.5,17.0
10,CLERIC,8.089988229467814,8.068160509048154,8.118112763383893,11.48366485202615,10.467481310602583,12.073990024962091,4.9125000000000005,4.873333333333333,4.96,2.603286150294251,1.7333333333333334,3.013144601177004,25.791666666666668,23,28,12.833333333333334,8,20,15.208333333333334,10.0,20.0
10,MAGE,8.089988229467814,8.068160509048154,8.118112763383893,11.474575228342525,10.640466289215697,13.303303878443531,4.9125000000000005,4.873333333333333,4.96,1.8166666666666667,1.0666666666666667,2.6666666666666665,25.791666666666668,23,28,12.833333333333334,8,20,18.416666666666668,13.0,23.5
10,PALADIN,8.090361758762233,8.073151685750227,8.118112763383893,11.196218322478686,10.278779144424451,11.883696141208299,4.91,4.873333333333333,4.96,2.5877541862582367,1.8666666666666667,3.013144601177004,28.458333333333332,26,30,12.875,9,20,12.479166666666666,6.5,17.0
10,RANGER,8.09037138644897,8.068160509048154,8.118112763383893,11.420306453375723,10.331007450327753,12.138747421542721,4.877779743737739,4.84934276994115,4.926666666666667,1.8222222222222222,1.0666666666666667,2.6666666666666665,25.916666666666668,23,29,12.916666666666666,8,20,15.520833333333334,7.5,21.0
10,ROGUE,8.09024819754634,8.068160509048154,8.114533094184848,11.269085784578055,10.357661535999922,11.883696141208299,4.874334906101303,4.84934276994115,4.926666666666667,1.8166666666666667,1.0666666666666667,2.6666666666666665,28.916666666666668,26,31,12.875,8,19,12.3125,8.0,17.0
10,WARRIOR,8.115329322561,8.099387916966071,8.14141552544883,11.237884989145352,10.278779144424451,11.883696141208299,4.91,4.873333333333333,4.96,1.7944444444444445,1.0666666666666667,2.9333333333333336,28.458333333333332,26,30,19.291666666666668,15,27,12.479166666666666,6.5,17.0
11,CLERIC,8.093445921263314,8.070381668758884,8.121961726882185,11.597557407998707,10.524125723755914,12.978070875765862,4.911944444444445,4.873333333333333,4.96,2.672093704967653,1.7333333333333334,3.1105970420928353,26.875,25,29,12.958333333333334,8,20,15.708333333333334,11.0,20.5
11,MAGE,8.093445921263314,8.070381668758884,8.121961726882185,11.72793843607611,10.670138817718989,13.37013561103036,4.911944444444445,4.873333333333333,4.96,1.8333333333333333,1.0666666666666667,2.6666666666666665,26.875,25,29,12.958333333333334,8,20,19.125,13.5,24.5
11,PALADIN,8.094231633005188,8.075535493902917,8.121961726882185,11.373618557887497,10.357661535999922,11.883696141208299,4.909722222222222,4.873333333333333,4.96,2.670327531285514,1.8666666666666667,3.1105970420928353,29.833333333333332,27,32,13.083333333333334,9,20,12.666666666666666,7.0,17.0
11,RANGER,8.094222892182346,8.070381668758884,8.121961726882185,11.486124533576097,10.357661535999922,12.204124713380097,4.8732450246492265,4.8444701478953585,4.92,1.8333333333333333,1.0666666666666667,2.6666666666666665,27.0,24,30,13.125,8,20,15.916666666666666,8.0,22.0
11,ROGUE,8.09410630203161,8.070381668758884,8.118265406309586,11.320336195592281,10.384651086755747,12.581810759152688,4.87157835798256,4.8444701478953585,4.92,1.8555555555555554,1.2,2.6666666666666665,30.25,27,33,13.083333333333334,8,19,12.479166666666666,8.5,17.0
11,WARRIOR,8.121567663991607,8.106678661316488,8.146023860568171,11.33195189122083,10.357661535999922,11.883696141208299,4.909722222222222,4.873333333333333,4.96,1.8111111111111111,1.2,2.9333333333333336,29.833333333333332,27,32,19.958333333333332,16,27,12.666666666666666,7.0,17.0
12,CLERIC,8.097035774238217,8.072647767103161,8.129628308802403,11.745570014233637,10.552842804411469,13.073990024962091,4.91,4.866666666666666,4.96,2.759064894692333,1.7333333333333334,3.2120320198975225,26.958333333333332,25,29,13.083333333333334,8,21,16.083333333333332,11.5,20.5
12,MAGE,8.097035774238217,8.072647767103161,8.129628308802403,11.769238541223023,10.730139519386354,13.403758061486064,4.91,4.866666666666666,4.96,1.8555555555555554,1.0666666666666667,2.6666666666666665,26.958333333333332,25,29,13.083333333333334,8,21,19.770833333333332,14.5,25.0
12,PALADIN,8.09744981022858,8.077967531401969,8.125888562835732,11.469391339882122,10.357661535999922,11.91497643983651,4.908333333333333,4.873333333333333,4.96,2.745447112769238,2.0,3.2120320198975225,30.25,27,33,13.125,9,20,12.875,7.0,17.5
12,RANGER,8.097837761508016,8.072647767103161,8.129628308802403,11.552376006251324,10.357661535999922,12.237038666349589,4.867980355431196,4.839398399005124,4.92,1.861111111111111,1.0666666666666667,2.6666666666666665,27.041666666666668,24,30,13.25,8,21,16.3125,8.0,22.5
12,ROGUE,8.09731525103096,8.072647767103161,8.122073230792145,11.41353601310045,10.581810759152688,12.611021185579084,4.866010844278632,4.839398399005124,4.913333333333333,1.888888888888889,1.2,2.6666666666666665,30.625,28,33,13.125,8,19,12.645833333333334,8.5,17.0
12,WARRIOR,8.127349384167777,8.11011342411825,8.15072543179394,11.386058006548788,10.357661535999922,11.91497643983651,4.908333333333333,4.873333333333333,4.96,1.8277777777777777,1.2,2.9333333333333336,30.25,27,33,20.458333333333332,16,27,12.875,7.0,17.5
13,CLERIC,8.101834308530595,8.08044424819378,8.133746081974543,12.045752555035422,10.790974150509701,13.073990024962091,4.908333333333333,4.866666666666666,4.96,2.93352032897471,1.8666666666666667,3.3172276535907965,28.125,26,30,13.458333333333334,9,21,16.895833333333332,12.5,21.5
13,MAGE,8.101834308530595,8.08044424819378,8.133746081974543,12.106764980947473,10.821690436097647,13.505425616113788,4.908333333333333,4.866666666666666,4.96,1.9000000000000001,1.0666666666666667,2.6666666666666665,28.125,26,30,13.458333333333334,9,21,21.125,16.0,26.5
13,PALADIN,8.101702684066387,8.08044424819378,8.129887539228415,11.615147990411858,10.384651086755747,12.670138817718989,4.9063888888888885,4.866666666666666,4.96,2.902200205609194,2.1333333333333333,3.3172276535907965,32.0,28,35,13.375,9,20,13.229166666666666,7.5,17.5
13,RANGER,8.102807766638378,8.074955496249341,8.133746081974543,12.06380322461189,10.384651086755747,13.009877215886265,4.860167767497318,4.83413861732046,4.906666666666666,1.9055555555555557,1.2,2.6666666666666665,28.208333333333332,25,31,13.666666666666666,8,21,17.166666666666668,8.5,23.5
13,ROGUE,8.101793463519684,8.08044424819378,8.125951009337868,11.652894810799017,10.700032004389307,12.760455427366507,4.858845985607356,4.83413861732046,4.906666666666666,1.9055555555555557,1.3333333333333333,2.8000000000000003,32.166666666666664,29,35,13.416666666666666,9,19,13.166666666666666,8.5,18.0
13,WARRIOR,8.13537503658891,8.117819952801895,8.158944062980762,11.573481323745192,10.384651086755747,12.883696141208299,4.9063888888888885,4.866666666666666,4.96,1.888888888888889,1.2,2.9333333333333336,32.0,28,35,21.5,17,28,13.229166666666666,7.5,17.5
14,CLERIC,8.106014924910884,8.082962633338912,8.137933132678938,12.153838134914865,10.852599327957776,13.138747421542721,4.907777777777778,4.86,4.96,3.030886312117809,1.8666666666666667,3.425992269686761,28.208333333333332,26,30,13.666666666666666,9,21,17.291666666666668,12.5,22.0
14,MAGE,8.106014924910884,8.082962633338912,8.137933132678938,12.189227774322722,10.852599327957776,13.539574715066921,4.907777777777778,4.86,4.96,1.9277777777777778,1.0666666666666667,2.6666666666666665,28.208333333333332,26,30,13.666666666666666,9,21,21.75,16.5,27.0
14,PALADIN,8.105867665724672,8.082962633338912,8.133953794512976,11.667004735655189,10.384651086755747,12.670138817718989,4.905833333333333,4.866666666666666,4.96,2.967137922599734,2.2666666666666666,3.425992269686761,32.333333333333336,28,36,13.583333333333334,9,20,13.395833333333334,7.5,18.0
14,RANGER,8.106793278383487,8.077302050695915,8.137933132678938,12.168018495363812,11.384651086755747,13.041851416587246,4.855979247190763,4.828700386515662,4.9,1.9333333333333333,1.2,2.6666666666666665,28.333333333333332,26,31,13.833333333333334,8,21,17.5,8.5,23.5
14,ROGUE,8.105398137521574,8.082962633338912,8.129894027739466,11.830679971573334,10.760455427366507,12.760455427366507,4.854868136079651,4.828700386515662,4.906666666666666,1.9388888888888889,1.3333333333333333,2.8000000000000003,32.583333333333336,29,35,13.5,9,19,13.354166666666666,8.5,18.0
14,WARRIOR,8.14171408393002,8.121508420599142,8.163919960898951,11.583671402321855,10.384651086755747,12.91497643983651,4.905833333333333,4.866666666666666,4.96,1.9111111111111112,1.2,2.9333333333333336,32.333333333333336,28,36,22.041666666666668,17,28,13.395833333333334,7.5,18.0
15,CLERIC,8.110494098519812,8.085520097436351,8.142185155794364,12.500543875755492,10.852599327957776,13.270099239998807,4.905555555555556,4.8533333333333335,4.946666666666666,3.1708517076649367,1.8666666666666667,3.538158235803593,29.5,27,32,13.916666666666666,9,21,18.166666666666668,13.0,23.0
15,MAGE,8.110494098519812,8.085520097436351,8.142185155794364,12.53255502829713,11.009877215886265,13.642774999506566,4.905555555555556,4.8533333333333335,4.946666666666666,1.95,1.0666666666666667,2.6666666666666665,29.5,27,32,13.916666666666666,9,21,23.166666666666668,18.5,28.5
15,PALADIN,8.110722265524414,8.085520097436351,8.138083147769919,12.020239746986164,11.331007450327753,13.009877215886265,4.903888888888889,4.86,4.96,3.15080415041171,2.4,3.538158235803593,34.0,30,38,13.916666666666666,9,20,13.729166666666666,7.5,19.0
15,RANGER,8.111255061576022,8.079685017718013,8.142185155794364,12.43698573516479,11.411960203739794,13.403758061486064,4.850088629488157,4.823092088209821,4.8933333333333335,1.9666666666666668,1.2,2.6666666666666665,29.625,27,32,14.083333333333334,8,21,18.458333333333332,9.0,25.0
15,ROGUE,8.11088443120278,8.085520097436351,8.133898231789479,12.100457972804257,10.790974150509701,12.94643601672029,4.846050799830233,4.823092088209821,4.9,1.9666666666666668,1.3333333333333333,2.8000000000000003,34.208333333333336,30,37,13.958333333333334,9,19,13.6875,9.0,18.0
15,WARRIOR,8.15132000068803,8.133898231789479,8.176114629789287,11.978573080319498,10.581810759152688,12.91497643983651,4.903888888888889,4.86,4.96,1.9666666666666668,1.2,2.9333333333333336,34.0,30,38,23.375,19,30,13.729166666666666,7.5,19.0
16,CLERIC,8.114273184763677,8.088114387364008,8.146498405294741,12.689651734034555,11.670138817718989,13.303303878443531,4.903888888888889,4.8533333333333335,4.946666666666666,3.2623035817811776,2.0,3.6535774120101996,30.583333333333332,28,33,14.0,9,21,18.520833333333332,13.5,23.5
16,MAGE,8.114273184763677,8.088114387364008,8.146498405294741,12.657468542257199,11.041851416587246,13.67742012967486,4.903888888888889,4.8533333333333335,4.946666666666666,1.9722222222222223,1.0666666666666667,2.6666666666666665,30.583333333333332,28,33,14.0,9,21,23.791666666666668,19.0,29.0
16,PALADIN,8.114870183541427,8.088114387364008,8.142271961045129,12.324244957663916,11.439574589574855,13.009877215886265,4.903333333333333,4.86,4.96,3.2433536732230723,2.5333333333333337,3.6535774120101996,35.375,31,39,14.083333333333334,9,20,13.9375,8.0,19.0
16,RANGER,8.115057231970296,8.082102297925218,8.146498405294741,12.58696792413152,11.467481310602583,13.437515279185103,4.845386854899915,4.81732112939949,4.8933333333333335,1.9944444444444445,1.2,2.8000000000000003,30.708333333333332,28,33,14.166666666666666,8,21,18.854166666666668,10.0,25.5
16,ROGUE,8.114881704343574,8.088114387364008,8.137960093790058,12.280806489917678,10.94643601672029,12.978070875765862,4.8429413934609835,4.81732112939949,4.9,1.9722222222222223,1.3333333333333333,2.8000000000000003,35.625,32,38,14.083333333333334,9,19,13.916666666666666,9.5,18.5
16,WARRIOR,8.158262870624702,8.142271961045129,8.18506246247543,12.324244957663916,11.439574589574855,13.009877215886265,4.903333333333333,4.86,4.96,1.9944444444444445,1.3333333333333333,2.9333333333333336,35.375,31,39,23.958333333333332,20,31,13.9375,8.0,19.0
17,CLERIC,8.1183370611296,8.090743522863848,8.150869588815986,12.75641332355133,11.700032004389307,13.303303878443531,4.903333333333333,4.8533333333333335,4.946666666666666,3.377978777691231,2.1333333333333333,3.772117713988984,30.75,29,33,14.125,9,21,18.916666666666668,14.0,23.5
17,MAGE,8.1183370611296,8.090743522863848,8.150869588815986,12.786806718090503,12.041851416587246,13.747067796928949,4.903333333333333,4.8533333333333335,4.946666666666666,2.0,1.0666666666666667,2.6666666666666665,30.75,29,33,14.125,9,21,24.479166666666668,19.5,30.0
17,PALADIN,8.119106057586576,8.090743522863848,8.146517036958445,12.417388936889983,11.467481310602583,13.009877215886265,4.902222222222222,4.86,4.953333333333333,3.3421209206101934,2.5333333333333337,3.772117713988984,35.666666666666664,31,39,14.25,9,20,14.104166666666666,8.5,19.0
