level,class,con,mental,cap_h,raw_proc_pct,search_s,sale_bonus_pct,bag
14,RANGER,13.833333333333334,17.5,8.02582753003898,12.168018495363812,4.855979247190763,1.4500000000000002,28.333333333333332
14,ROGUE,13.5,13.354166666666666,8.025049015975137,11.830679971573334,4.854868136079651,1.4541666666666666,32.583333333333336
14,WARRIOR,22.041666666666668,13.395833333333334,8.045023979058909,11.583671402321855,4.905833333333333,1.4333333333333333,32.333333333333336
15,CLERIC,13.916666666666666,18.166666666666668,8.026814949292161,12.500543875755492,4.905555555555556,2.3781387807487024,29.5
15,MAGE,13.916666666666666,23.166666666666668,8.026814949292161,12.53255502829713,4.905555555555556,1.4625000000000001,29.5
15,PALADIN,13.916666666666666,13.729166666666666,8.026762117374387,12.020239746986164,4.903888888888889,2.3631031128087825,34.0
15,RANGER,14.083333333333334,18.458333333333332,8.027205767428258,12.43698573516479,4.850088629488157,1.4749999999999999,29.625
15,ROGUE,13.958333333333334,13.6875,8.026866967641629,12.100457972804257,4.846050799830233,1.4749999999999999,34.208333333333336
15,WARRIOR,23.375,13.729166666666666,8.049801906829979,11.978573080319498,4.903888888888889,1.4749999999999999,34.0
16,CLERIC,14.0,18.520833333333332,8.027823248070275,12.689651734034555,4.903888888888889,2.4467276863358833,30.583333333333332
16,MAGE,14.0,23.791666666666668,8.027823248070275,12.657468542257199,4.903888888888889,1.4791666666666667,30.583333333333332
16,PALADIN,14.083333333333334,13.9375,8.027977344221696,12.324244957663916,4.903333333333333,2.432515254917304,35.375
16,RANGER,14.166666666666666,18.854166666666668,8.028225921847145,12.58696792413152,4.845386854899915,1.4958333333333333,30.708333333333332
16,ROGUE,14.083333333333334,13.916666666666666,8.027974575480963,12.280806489917678,4.8429413934609835,1.4791666666666667,35.625
16,WARRIOR,23.958333333333332,13.9375,8.05284361787304,12.324244957663916,4.903333333333333,1.4958333333333333,35.375
17,CLERIC,14.125,18.916666666666668,8.028954526632436,12.75641332355133,4.903333333333333,2.533484083268424,30.75
17,MAGE,14.125,24.479166666666668,8.028954526632436,12.786806718090503,4.903333333333333,1.5,30.75
17,PALADIN,14.25,14.104166666666666,8.0292287377298,12.417388936889983,4.902222222222222,2.506590690457645,35.666666666666664
17,RANGER,14.333333333333334,19.291666666666668,8.029476194571231,12.656768155705395,4.840787907938981,1.5166666666666666,30.833333333333332
17,ROGUE,14.208333333333334,14.020833333333334,8.02911354515947,12.411954180719588,4.838959639686249,1.5083333333333335,35.916666666666664
17,WARRIOR,24.625,14.104166666666666,8.056245878703935,12.375722270223315,4.902222222222222,1.5166666666666666,35.666666666666664
18,CLERIC,14.5,19.729166666666668,8.030754510136525,12.93331778034049,4.902222222222222,2.664238226190124,31.833333333333332
18,MAGE,14.5,25.854166666666668,8.030754510136525,13.171127165351445,4.902222222222222,1.5374999999999999,31.833333333333332
18,PALADIN,14.625,14.416666666666666,8.031027873344943,12.519389517029834,4.900833333333334,2.624207557822928,37.333333333333336
18,RANGER,14.708333333333334,20.1875,8.031291482723352,12.88116064190202,4.833663940589583,1.55,31.916666666666668
18,ROGUE,14.791666666666666,14.375,8.031431064836726,12.475113517453659,4.830717451587325,1.5333333333333332,37.625
18,WARRIOR,26.0,14.416666666666666,8.061788368169866,12.477722850363167,4.900833333333334,1.554166666666667,37.333333333333336
19,CLERIC,14.75,20.208333333333332,8.032302693359197,13.130686045537677,4.9013888888888895,2.7331256705357436,31.833333333333332
19,MAGE,14.75,26.520833333333332,8.032302693359197,13.29975960983215,4.9013888888888895,1.5625,31.833333333333332
19,PALADIN,14.833333333333334,14.520833333333334,8.032452065908213,12.608897109517606,4.899166666666667,2.6819945265731504,37.791666666666664
19,RANGER,15.0,20.5625,8.032960555132926,12.98868716618828,4.828738069693876,1.5708333333333335,31.916666666666668
19,ROGUE,14.958333333333334,14.645833333333334,8.032770208320514,12.6165735591158,4.826200364895123,1.55,37.833333333333336
19,WARRIOR,26.708333333333332,14.520833333333334,8.065644281356398,12.525563776184272,4.899166666666667,1.5625,37.791666666666664
20,CLERIC,15.125,21.166666666666668,8.034229537524459,13.44280616895463,4.899444444444445,2.8401250470784096,32.916666666666664
20,MAGE,15.125,27.9375,8.034229537524459,13.688483467590018,4.899444444444445,1.5958333333333332,32.916666666666664
20,PALADIN,15.208333333333334,14.854166666666666,8.034387011506618,12.920694927400438,4.896944444444444,2.7806666935686155,39.583333333333336
20,RANGER,15.333333333333334,21.4375,8.034802923688314,13.378931873663255,4.820152775535949,1.6041666666666667,33.0
20,ROGUE,15.291666666666666,14.916666666666666,8.034600620311243,12.799803209523757,4.818486108869282,1.5791666666666666,39.583333333333336
20,WARRIOR,27.916666666666668,14.854166666666666,8.071167884865396,12.795694927400438,4.896944444444444,1.5875000000000001,39.583333333333336
21,CLERIC,15.208333333333334,21.5,8.035419932115246,13.67310772005313,4.898333333333333,2.9146525425399914,34.125
21,MAGE,15.208333333333334,28.541666666666668,8.035419932115246,13.81356213458431,4.898333333333333,1.6083333333333334,34.125
21,PALADIN,15.333333333333334,14.9375,8.035697387196569,12.925852902353165,4.8950000000000005,2.8344096046033287,41.041666666666664
21,RANGER,15.416666666666666,21.833333333333332,8.036009289775558,13.488132803802095,4.815206026359777,1.6166666666666665,34.166666666666664
21,ROGUE,15.458333333333334,15.0625,8.036031034378778,12.975407709388753,4.812965866283056,1.6166666666666665,40.833333333333336
21,WARRIOR,28.416666666666668,14.9375,8.074722778216392,13.050852902353165,4.8950000000000005,1.6000000000000003,41.041666666666664
22,CLERIC,15.458333333333334,22.479166666666668,8.037114629027355,13.862510993604884,4.896944444444444,3.0267163208482537,34.416666666666664
22,MAGE,15.458333333333334,29.958333333333332,8.037114629027355,14.203724197308844,4.896944444444444,1.6416666666666666,34.416666666666664
22,PALADIN,15.625,15.3125,8.037512062378527,13.365410306896843,4.8933333333333335,2.9634807547704303,41.708333333333336
22,RANGER,15.708333333333334,22.604166666666668,8.037842548538928,13.747228674290811,4.805751603769131,1.6500000000000001,34.458333333333336
22,ROGUE,16.0,15.354166666666666,8.038578750605788,13.284859675164164,4.804901924522957,1.6375000000000002,41.583333333333336
22,WARRIOR,29.791666666666668,15.3125,8.081235429576012,13.323743640230177,4.8933333333333335,1.625,41.708333333333336
23,CLERIC,15.666666666666666,23.354166666666668,8.038725120166063,14.128730364674242,4.894444444444445,3.1524080036945032,35.541666666666664
23,MAGE,15.666666666666666,31.333333333333332,8.038725120166063,14.591960999010576,4.894444444444445,1.6833333333333333,35.541666666666664
23,PALADIN,15.875,15.583333333333334,8.03926107002028,13.506895940774255,4.888333333333334,3.0848383356423974,43.291666666666664
23,RANGER,15.875,23.520833333333332,8.039346350308442,14.05848910854761,4.796864177654627,1.6875,35.625
23,ROGUE,16.416666666666668,15.645833333333334,8.040869164718918,13.46927610720862,4.796268488704164,1.675,43.125
23,WARRIOR,31.083333333333332,15.583333333333334,8.08778742623354,13.506895940774255,4.888333333333334,1.6458333333333333,43.291666666666664
24,CLERIC,15.833333333333334,23.854166666666668,8.040259947352714,14.20370831750241,4.8933333333333335,3.228040158083577,35.541666666666664
24,MAGE,15.833333333333334,32.020833333333336,8.040259947352714,14.723817553421448,4.8933333333333335,1.7041666666666666,35.541666666666664
24,PALADIN,15.958333333333334,15.770833333333334,8.040550667115454,13.601549451821144,4.886666666666667,3.168838208154936,43.625
24,RANGER,16.041666666666668,23.854166666666668,8.04091157826509,14.28890925945588,4.790717517787292,1.7041666666666666,35.666666666666664
24,ROGUE,16.875,15.791666666666666,8.043352947367234,13.644801179372507,4.790381832236494,1.6875,43.333333333333336
24,WARRIOR,31.666666666666668,15.770833333333334,8.092131359097667,13.601549451821144,4.886666666666667,1.6624999999999999,43.625
25,CLERIC,16.208333333333332,24.645833333333332,8.042465170399089,14.548512379641233,4.890833333333333,3.3468112391130247,36.875
25,MAGE,16.208333333333332,33.25,8.042465170399089,15.019495445728069,4.890833333333333,1.7416666666666665,36.875
25,PALADIN,16.25,16.083333333333332,8.042532884917046,13.912697009877414,4.884166666666666,3.261548691112307,45.541666666666664
25,RANGER,16.416666666666668,24.5625,8.043135538765545,14.461189108937127,4.782199899940629,1.7375,36.958333333333336
25,ROGUE,17.375,16.104166666666668,8.046058444820524,13.830795913211618,4.782477677718407,1.7208333333333334,44.958333333333336
25,WARRIOR,32.583333333333336,16.083333333333332,8.097815932630162,13.829363676544082,4.884166666666666,1.6958333333333335,45.541666666666664
26,CLERIC,16.375,25.020833333333332,8.04408893240761,14.782049943369431,4.8902777777777775,3.427311041694553,38.0
26,MAGE,16.375,33.916666666666664,8.04408893240761,15.108846310035332,4.8902777777777775,1.7541666666666667,38.0
26,PALADIN,16.5,16.25,8.044432471794762,14.006175314824539,4.882777777777778,3.3245348809683164,46.833333333333336
26,RANGER,16.625,25.020833333333332,8.044896572259576,14.617001534067974,4.7776237083314745,1.75,38.083333333333336
26,ROGUE,17.541666666666668,16.3125,8.04778116240285,13.927083984736194,4.7785804265859735,1.75,46.291666666666664
26,WARRIOR,33.291666666666664,16.25,8.102937175192936,13.964508648157873,4.882777777777778,1.7041666666666666,46.833333333333336
27,CLERIC,16.625,25.791666666666668,8.04601950674162,15.000868782882662,4.886666666666667,3.5493435102579856,38.083333333333336
27,MAGE,16.625,35.166666666666664,8.04601950674162,15.323718930869852,4.886666666666667,1.7833333333333332,38.083333333333336
27,PALADIN,16.791666666666668,16.645833333333332,8.046512491390397,14.23924690122273,4.881666666666667,3.4813973696594327,47.375
27,RANGER,16.833333333333332,25.854166666666668,8.046715270509853,14.923039271950474,4.76893265487169,1.7750000000000001,38.166666666666664
27,ROGUE,17.833333333333332,16.729166666666668,8.049950799055148,14.24468791963674,4.770043765982801,1.7750000000000001,46.958333333333336
27,WARRIOR,34.791666666666664,16.645833333333332,8.111238771476257,14.23924690122273,4.881666666666667,1.7541666666666667,47.375
28,CLERIC,16.958333333333332,26.520833333333332,8.048285822766703,15.258694248586592,4.884166666666666,3.6869256389262275,39.291666666666664
28,MAGE,16.958333333333332,36.4375,8.048285822766703,15.707321716693452,4.884166666666666,1.8166666666666667,39.291666666666664
28,PALADIN,17.291666666666668,16.9375,8.049372850678674,14.549101824083245,4.879722222222222,3.596962634963307,49.041666666666664
28,RANGER,17.25,26.666666666666668,8.049284952665571,15.186590541962225,4.760985201585168,1.8125,39.333333333333336
28,ROGUE,18.083333333333332,17.1875,8.052042513091513,14.356811081618586,4.761982735182696,1.7916666666666667,48.541666666666664
28,WARRIOR,36.166666666666664,16.9375,8.119407496600122,14.507435157416579,4.879722222222222,1.7916666666666667,49.041666666666664
29,CLERIC,17.166666666666668,26.9375,8.050176116077369,15.37036344840566,4.882777777777778,3.7653746815195297,39.416666666666664
29,MAGE,17.166666666666668,37.083333333333336,8.050176116077369,15.879314481630287,4.882777777777778,1.8291666666666666,39.416666666666664
29,PALADIN,17.375,17.104166666666668,8.050865557565286,14.642947264207523,4.878333333333333,3.6903746815195295,49.333333333333336
29,RANGER,17.458333333333332,27.041666666666668,8.051199480316425,15.378865457840995,4.755232557881424,1.8291666666666666,39.458333333333336
29,ROGUE,18.291666666666668,17.375,8.054047548794006,14.535102862182486,4.7563436689925345,1.8083333333333336,48.916666666666664
29,WARRIOR,36.875,17.104166666666668,8.12518021784754,14.601280597540857,4.878333333333333,1.8125,49.333333333333336
30,CLERIC,17.5,27.791666666666668,8.052569506071341,15.637223267791134,4.881111111111111,3.8956387312517973,40.541666666666664
30,MAGE,17.5,38.395833333333336,8.052569506071341,16.141954520528838,4.881111111111111,1.8791666666666667,40.541666666666664
30,PALADIN,17.583333333333332,17.333333333333332,8.052835876701936,14.82409072281377,4.874444444444444,3.8012159092608573,51.083333333333336
30,RANGER,17.791666666666668,27.833333333333332,8.053617278406088,15.641450256441233,4.747230871203624,1.875,40.666666666666664
30,ROGUE,18.458333333333332,17.708333333333332,8.055959292419093,14.722517955077718,4.747602683070895,1.8458333333333334,50.541666666666664
30,WARRIOR,38.125,17.333333333333332,8.133383208059845,14.782424056147102,4.874444444444444,1.8375000000000001,51.083333333333336
31,CLERIC,17.791666666666668,28.6875,8.054879825343361,15.990807588509584,4.880277777777778,4.013767571284773,41.708333333333336
31,MAGE,17.791666666666668,39.75,8.054879825343361,16.575011516089187,4.880277777777778,1.9291666666666665,41.708333333333336
31,PALADIN,17.916666666666668,17.729166666666668,8.055309255970881,15.057391823810624,4.8725,3.9228859892901684,52.583333333333336
31,RANGER,18.125,28.583333333333332,8.05611168095383,15.818518112093907,4.739255261735852,1.925,41.791666666666664
31,ROGUE,18.958333333333332,18.083333333333332,8.059132340493951,15.037853324587308,4.738804384136571,1.8625,52.125
31,WARRIOR,39.541666666666664,17.729166666666668,8.142612034887415,15.09905849047729,4.8725,1.8791666666666667,52.583333333333336
32,CLERIC,18.125,29.479166666666668,8.057401158477282,16.337641008274158,4.877222222222222,4.148856088429984,41.791666666666664
32,MAGE,18.125,41.0625,8.057401158477282,16.839053563500116,4.877222222222222,1.9666666666666668,41.791666666666664
32,PALADIN,18.208333333333332,18.125,8.05769354501376,15.373970435483132,4.870555555555556,4.061737392286656,53.208333333333336
32,RANGER,18.458333333333332,29.395833333333332,8.058677432560795,16.083292766771134,4.7292175071808895,1.9583333333333333,41.875
32,ROGUE,19.291666666666668,18.354166666666668,8.06178331177408,15.34669527820479,4.7289524395316676,1.8958333333333333,52.833333333333336
32,WARRIOR,40.916666666666664,18.125,8.151986194977331,15.248970435483132,4.870555555555556,1.9166666666666667,53.208333333333336
33,CLERIC,18.25,29.9375,8.059196049037185,16.411244420909497,4.8758333333333335,4.221926755726709,42.916666666666664
33,MAGE,18.25,41.708333333333336,8.059196049037185,16.92884256879533,4.8758333333333335,1.9833333333333334,42.916666666666664
33,PALADIN,18.333333333333332,18.25,8.059481444056246,15.506908015545335,4.868611111111111,4.16293591126087,54.375
33,RANGER,18.583333333333332,29.729166666666668,8.060501291823348,16.190016190636843,4.72445921776922,1.9791666666666667,43.0
33,ROGUE,19.583333333333332,18.479166666666668,8.064333879452285,15.479647070686056,4.723070328880332,1.9083333333333334,54.166666666666664
33,WARRIOR,41.75,18.25,8.159230181468303,15.340241348878669,4.868611111111111,1.9291666666666665,54.375
34,CLERIC,18.625,30.770833333333332,8.062012566875575,16.67796652212461,4.872777777777778,4.3424167913791365,43.041666666666664
34,MAGE,18.625,42.979166666666664,8.062012566875575,17.315682315138137,4.872777777777778,2.0208333333333335,43.041666666666664
34,PALADIN,18.583333333333332,18.666666666666668,8.061809323460812,15.61662137920146,4.866666666666666,4.285305652554143,55.083333333333336
34,RANGER,18.916666666666668,30.541666666666668,8.06318491430349,16.62160911514412,4.715244438901668,2.0166666666666666,43.166666666666664
34,ROGUE,19.958333333333332,18.770833333333332,8.067303603952228,15.748105600934496,4.7158814740911135,1.9458333333333335,54.833333333333336
34,WARRIOR,43.041666666666664,18.666666666666668,8.168853855644363,15.61662137920146,4.866666666666666,1.95,55.083333333333336
35,CLERIC,18.958333333333332,31.770833333333332,8.06472864551217,16.998417103203085,4.871388888888888,4.448477164408873,44.208333333333336
35,MAGE,18.958333333333332,44.479166666666664,8.06472864551217,17.63709509818035,4.871388888888888,2.0375,44.208333333333336
35,PALADIN,19.041666666666668,19.020833333333332,8.065018936250782,15.847699308516695,4.865277777777778,4.416962781301319,56.708333333333336
35,RANGER,19.166666666666668,31.5,8.06559405070904,16.897564730025653,4.707081217898193,2.029166666666667,44.333333333333336
35,ROGUE,20.458333333333332,19.104166666666668,8.070843105754223,15.852732192120532,4.708591370135468,1.9875,56.416666666666664
35,WARRIOR,44.708333333333336,19.020833333333332,8.180623304232038,15.80603264185003,4.865277777777778,1.9749999999999999,56.708333333333336
36,CLERIC,19.208333333333332,32.520833333333336,8.067192136881774,17.25996675791959,4.868888888888889,4.593561147636696,45.458333333333336
36,MAGE,19.208333333333332,45.708333333333336,8.067192136881774,18.02198213245958,4.868888888888889,2.0833333333333335,45.458333333333336
36,PALADIN,19.666666666666668,19.333333333333332,8.069086845060541,16.07587387119868,4.863611111111111,4.5494954008083575,58.25
36,RANGER,19.458333333333332,32.229166666666664,8.068267591261803,17.115780543294303,4.698030275951498,2.075,45.583333333333336
36,ROGUE,20.791666666666668,19.333333333333332,8.073767149532502,16.11727589665063,4.699755862168332,2.025,58.041666666666664
36,WARRIOR,46.416666666666664,19.333333333333332,8.193033170576749,16.11754053786535,4.863611111111111,2.004166666666667,58.25
37,CLERIC,19.458333333333332,33.375,8.069713755091415,17.529027502344103,4.866111111111111,4.713600111508212,45.625
37,MAGE,19.458333333333332,47.083333333333336,8.069713755091415,18.335136884657683,4.866111111111111,2.1,45.625
37,PALADIN,19.916666666666668,19.6875,8.071634459354405,16.51555384017946,4.861666666666666,4.667656767024057,58.916666666666664
37,RANGER,19.708333333333332,33.104166666666664,8.070812112087888,17.344841347599928,4.689107994052896,2.091666666666667,45.75
37,ROGUE,21.083333333333332,19.729166666666668,8.076610571181979,16.517560936583127,4.690204437010563,2.0500000000000003,58.666666666666664
37,WARRIOR,47.583333333333336,19.6875,8.203096079330775,16.39055384017946,4.861666666666666,2.033333333333333,58.916666666666664
38,CLERIC,19.541666666666668,33.791666666666664,8.071541646832884,17.642138822114767,4.863888888888889,4.790781464853732,46.791666666666664
38,MAGE,19.541666666666668,47.729166666666664,8.071541646832884,18.42618438641,4.863888888888889,2.1083333333333334,46.791666666666664
38,PALADIN,20.083333333333332,19.8125,8.073875003594727,16.64865877469234,4.860555555555556,4.767625171882986,60.416666666666664
38,RANGER,19.791666666666668,33.520833333333336,8.072663034051462,17.540986759048874,4.682590963628074,2.1,46.875
38,ROGUE,21.208333333333332,19.979166666666668,8.07876332162207,16.617033771067224,4.6841027663189125,2.066666666666667,59.958333333333336
38,WARRIOR,48.166666666666664,19.8125,8.210407145021259,16.565325441359004,4.860555555555556,2.066666666666667,60.416666666666664
39,CLERIC,19.75,34.4375,8.073933687567662,17.855247692447843,4.8613888888888885,4.954133062503579,47.0
