level,gap_h,session_min,growth_spread_pct,sale_spread_pct,fastest,slowest,highest_sale
99,4,12,5.307761899465535,8.711241737851537,RANGER,PALADIN,CLERIC
100,4,12,5.386702834104784,8.84008031835739,RANGER,PALADIN,CLERIC
20,4,20,1.3468746221738659,1.4806037172282904,ROGUE,PALADIN,CLERIC
21,4,20,1.4161887667994533,1.5051490332645079,ROGUE,PALADIN,CLERIC
22,4,20,1.5202534419892721,1.474757515345182,ROGUE,PALADIN,CLERIC
23,4,20,1.5560449160099799,1.5148747790955097,ROGUE,PALADIN,CLERIC
24,4,20,1.6105857586794503,1.5104426040602803,ROGUE,PALADIN,CLERIC
25,4,20,1.6475402270559547,1.52139577090169,ROGUE,PALADIN,CLERIC
26,4,20,1.6701965856917411,1.5909624281150725,ROGUE,PALADIN,CLERIC
27,4,20,1.7018415745000626,1.5928350251291912,ROGUE,PALADIN,CLERIC
28,4,20,1.730943683036279,1.6525732216434497,ROGUE,PALADIN,CLERIC
29,4,20,1.7552881483767102,1.7469232400148638,ROGUE,PALADIN,CLERIC
30,4,20,1.7423797576469502,1.8537627955919067,ROGUE,PALADIN,CLERIC
31,4,20,1.6908985460872383,2.0691508695763305,ROGUE,PALADIN,CLERIC
32,4,20,1.6658215486318406,2.154779987143085,RANGER,PALADIN,CLERIC
33,4,20,1.7390612428938912,2.337780587815441,RANGER,PALADIN,CLERIC
34,4,20,1.7683318458214803,2.4532922733697227,RANGER,PALADIN,CLERIC
35,4,20,1.8252748551838227,2.5712191281166863,RANGER,PALADIN,CLERIC
36,4,20,1.8523768314881561,2.5914188101544333,RANGER,PALADIN,CLERIC
37,4,20,1.8666138535426091,2.6575431735557764,RANGER,PALADIN,CLERIC
38,4,20,1.9659882685731045,2.7141700050883566,RANGER,PALADIN,CLERIC
39,4,20,2.0253294037169356,2.779165650599902,RANGER,PALADIN,CLERIC
40,4,20,2.058071585098631,2.8854183171640013,RANGER,PALADIN,CLERIC
41,4,20,2.0700701630173013,2.9823883979192667,RANGER,PALADIN,CLERIC
42,4,20,2.073509284245856,3.049263276606373,RANGER,PALADIN,CLERIC
43,4,20,2.1014880463630536,3.1171423382867047,RANGER,PALADIN,CLERIC
44,4,20,2.130852493092328,3.251808291318792,RANGER,PALADIN,CLERIC
45,4,20,2.1493415971672425,3.3941663359602137,RANGER,PALADIN,CLERIC
46,4,20,2.1812268177666683,3.493462118586055,RANGER,PALADIN,CLERIC
47,4,20,2.241805259671681,3.5529417502303318,RANGER,PALADIN,CLERIC
48,4,20,2.29527521791133,3.581214225634599,RANGER,PALADIN,CLERIC
49,4,20,2.3263131311040297,3.6144461172170406,RANGER,PALADIN,CLERIC
50,4,20,2.3644998066134404,3.6823072517896405,RANGER,PALADIN,CLERIC
51,4,20,2.400449026980067,3.738560636781707,RANGER,PALADIN,CLERIC
52,4,20,2.4530821155700933,3.7693135342269146,RANGER,PALADIN,CLERIC
53,4,20,2.489632499874639,3.8100444540531964,RANGER,PALADIN,CLERIC
54,4,20,2.534593305905508,3.908855795652233,RANGER,PALADIN,CLERIC
55,4,20,2.5693094646268566,3.9514315666505873,RANGER,PALADIN,CLERIC
56,4,20,2.6008875710914703,4.073070139008328,RANGER,PALADIN,CLERIC
57,4,20,2.6428063893123355,4.134695962218138,RANGER,PALADIN,CLERIC
58,4,20,2.6788201804857303,4.249812435588063,RANGER,PALADIN,CLERIC
59,4,20,2.7174311334941637,4.338520522359368,RANGER,PALADIN,CLERIC
60,4,20,2.7606142522886845,4.404721310858406,RANGER,PALADIN,CLERIC
61,4,20,2.8014026280008153,4.538685611297932,RANGER,PALADIN,CLERIC
62,4,20,2.8507968920808313,4.621515013524302,RANGER,PALADIN,CLERIC
63,4,20,2.8913205902496575,4.724960447056703,RANGER,PALADIN,CLERIC
64,4,20,2.9393832510329787,4.8468089936021475,RANGER,PALADIN,CLERIC
65,4,20,2.9891005039762497,4.970687403155449,RANGER,PALADIN,CLERIC
66,4,20,3.041140219382754,5.0989281668391895,RANGER,PALADIN,CLERIC
67,4,20,3.096002462729208,5.1830670565269354,RANGER,PALADIN,CLERIC
68,4,20,3.147060481370856,5.267717954909945,RANGER,PALADIN,CLERIC
69,4,20,3.2021992064764415,5.362947712319555,RANGER,PALADIN,CLERIC
70,4,20,3.2558756341920514,5.462844877568163,RANGER,PALADIN,CLERIC
71,4,20,3.3147581790094582,5.545475882352391,RANGER,PALADIN,CLERIC
72,4,20,3.3730223255663105,5.667404681130495,RANGER,PALADIN,CLERIC
73,4,20,3.430037278269693,5.759901817166391,RANGER,PALADIN,CLERIC
74,4,20,3.4956282884555767,5.861151255778885,RANGER,PALADIN,CLERIC
75,4,20,3.563268486601423,5.958979496527728,RANGER,PALADIN,CLERIC
76,4,20,3.6302779690474463,6.047546518145008,RANGER,PALADIN,CLERIC
77,4,20,3.695822902420587,6.140218577013812,RANGER,PALADIN,CLERIC
78,4,20,3.760205443840192,6.240866879024343,RANGER,PALADIN,CLERIC
79,4,20,3.8280394492483882,6.336018392718001,RANGER,PALADIN,CLERIC
80,4,20,3.8951714234428225,6.442136777789442,RANGER,PALADIN,CLERIC
81,4,20,3.96210290805723,6.56243717360836,RANGER,PALADIN,CLERIC
82,4,20,4.03116743109333,6.7072486734273795,RANGER,PALADIN,CLERIC
83,4,20,4.1001887924507985,6.795712850909719,RANGER,PALADIN,CLERIC
84,4,20,4.171528094827437,6.896226300128205,RANGER,PALADIN,CLERIC
85,4,20,4.239662680916245,7.018473437023909,RANGER,PALADIN,CLERIC
86,4,20,4.309773141912321,7.1491345708421195,RANGER,PALADIN,CLERIC
87,4,20,4.384353000105379,7.263580226941335,RANGER,PALADIN,CLERIC
88,4,20,4.460817127726258,7.37081162241644,RANGER,PALADIN,CLERIC
89,4,20,4.539076711477885,7.48699233896255,RANGER,PALADIN,CLERIC
90,4,20,4.616341896505571,7.618624286438158,RANGER,PALADIN,CLERIC
91,4,20,4.690496228746754,7.717375640710378,RANGER,PALADIN,CLERIC
92,4,20,4.765113290921041,7.865220674074069,RANGER,PALADIN,CLERIC
93,4,20,4.841586061110759,7.981883785914534,RANGER,PALADIN,CLERIC
94,4,20,4.917025354236704,8.093499573347106,RANGER,PALADIN,CLERIC
95,4,20,4.995468752889831,8.220008849161498,RANGER,PALADIN,CLERIC
96,4,20,5.070805658644484,8.337150348099653,RANGER,PALADIN,CLERIC
97,4,20,5.147280814151123,8.449541053935228,RANGER,PALADIN,CLERIC
98,4,20,5.224709919921544,8.576965382495105,RANGER,PALADIN,CLERIC
99,4,20,5.307761899465535,8.711241737851537,RANGER,PALADIN,CLERIC
100,4,20,5.386702834104784,8.84008031835739,RANGER,PALADIN,CLERIC
20,6,1,1.3012182883096246,1.4810470958666944,ROGUE,PALADIN,CLERIC
21,6,1,1.3657828024654206,1.5055868829776164,ROGUE,PALADIN,CLERIC
22,6,1,1.4657747878125127,1.47525440595917,ROGUE,PALADIN,CLERIC
23,6,1,1.4981822530585776,1.5153823661659072,ROGUE,PALADIN,CLERIC
24,6,1,1.550678948018791,1.511002816845708,ROGUE,PALADIN,CLERIC
25,6,1,1.5864091297636218,1.522008239197148,ROGUE,PALADIN,CLERIC
26,6,1,1.6075122919626539,1.5915771983370464,ROGUE,PALADIN,CLERIC
27,6,1,1.6368390980825875,1.5935450438874676,ROGUE,PALADIN,CLERIC
28,6,1,1.6637156629640382,1.6532684709412715,ROGUE,PALADIN,CLERIC
29,6,1,1.686158269772453,1.7475995260155752,ROGUE,PALADIN,CLERIC
30,6,1,1.6717729905023182,1.8544456960466915,ROGUE,PALADIN,CLERIC
31,6,1,1.6185164326812718,1.9599741693006933,ROGUE,PALADIN,CLERIC
32,6,1,1.6122654451699692,2.07103312034147,RANGER,PALADIN,CLERIC
33,6,1,1.6797751117973991,2.162460293750179,RANGER,PALADIN,CLERIC
34,6,1,1.7044096317923918,2.3100653866729104,RANGER,PALADIN,CLERIC
35,6,1,1.7574670327841213,2.459533369854583,RANGER,PALADIN,CLERIC
36,6,1,1.780901116567546,2.5594455939884853,RANGER,PALADIN,CLERIC
37,6,1,1.7920265860391416,2.656216224014063,RANGER,PALADIN,CLERIC
