,,cap_h,cap_h,cap_h,raw_proc_pct,raw_proc_pct,raw_proc_pct,search_s,search_s,search_s,sale_bonus_pct,sale_bonus_pct,sale_bonus_pct,bag,bag,bag,hp,hp,hp,mp,mp,mp
6,ROGUE,8.039759152092842,8.033384970435225,8.047540026224498,10.197708333333333,9.086666666666666,11.07,4.8875,4.866666666666666,4.94,1.4833333333333334,1.0666666666666667,1.8666666666666667,25.25,22,28,44.875,36,56,43.625,35,52
6,WARRIOR,8.044187930698328,8.037045552881072,8.049083615211003,9.943541666666667,9.056666666666667,10.088333333333333,4.905,4.873333333333333,4.946666666666666,1.45,1.0666666666666667,1.8666666666666667,24.875,23,26,51.625,41,60,41.125,31,53
7,CLERIC,8.043717847917206,8.033384970435225,8.052612029321798,10.214375,10.066666666666666,11.105,4.905833333333334,4.886666666666667,4.953333333333333,2.1833333333333336,1.4666666666666668,2.6666666666666665,23.375,21,25,50.75,36,65,53.625,40,63
7,MAGE,8.042440176764586,8.031892761782258,8.052237385825306,9.925578138040986,9.036815143525398,10.059209055617469,4.905833333333334,4.886666666666667,4.953333333333333,1.5,1.0666666666666667,2.0,23.375,21,25,48.75,34,63,56.625,43,65
7,PALADIN,8.045434593712598,8.03486068147306,8.052612029321798,10.084166666666667,10.065,10.106666666666667,4.903333333333333,4.873333333333333,4.946666666666666,2.1267788692648657,1.4666666666666668,2.7475642874522577,25.0,24,26,53.375,38,66,50.5,39,64
7,RANGER,8.044848610043744,8.03486068147306,8.052612029321798,10.589791666666667,10.065,11.098333333333333,4.8886610565367565,4.862621785627387,4.933333333333334,1.5166666666666666,1.2,2.0,23.375,21,25,52.625,38,67,53.875,39,62
7,ROGUE,8.043661077297738,8.037766646885805,8.052612029321798,10.206875,9.098333333333333,11.08,4.88398877974018,4.862621785627387,4.94,1.5333333333333334,1.0666666666666667,2.0,25.625,23,28,50.5,42,64,49.125,40,59
7,WARRIOR,8.048735185398073,8.041322565972772,8.052612029321798,10.0775,10.058333333333334,10.1,4.903333333333333,4.873333333333333,4.946666666666666,1.4833333333333334,1.0666666666666667,2.0,25.0,24,26,59.0,47,68,46.5,35,60
8,CLERIC,8.047756027242567,8.037045552881072,8.05664520671978,10.349583333333333,10.076666666666666,11.118333333333334,4.905,4.886666666666667,4.953333333333333,2.2666666666666666,1.4666666666666668,2.8000000000000003,24.375,22,26,56.75,41,72,59.75,46,71
8,MAGE,8.046553548288422,8.035592679257517,8.05664520671978,9.932697539808721,9.042782215013062,10.068731251472963,4.905,4.886666666666667,4.953333333333333,1.5166666666666666,1.0666666666666667,2.1333333333333333,24.375,22,26,54.75,39,70,63.5,49,74
8,PALADIN,8.049262112268543,8.038484314917007,8.05664520671978,10.092916666666667,10.07,10.12,4.903333333333333,4.873333333333333,4.946666666666666,2.2539101654161797,1.7333333333333334,2.8312813233294385,26.375,25,28,58.875,43,71,55.75,42,72
8,RANGER,8.048686260608056,8.038484314917007,8.05664520671978,10.725624999999999,10.075,11.108333333333333,4.884166666666666,4.86,4.926666666666667,1.5333333333333334,1.2,2.1333333333333333,24.5,23,26,58.375,43,74,60.375,45,70
8,ROGUE,8.047610889681934,8.03990974991393,8.05664520671978,10.715833333333334,10.073333333333334,11.103333333333333,4.8774999999999995,4.86,4.926666666666667,1.5666666666666667,1.0666666666666667,2.0,27.0,24,29,56.5,45,72,54.5,44,65
8,WARRIOR,8.05302861317471,8.044112851937633,8.05664520671978,10.08625,10.063333333333333,10.113333333333333,4.903333333333333,4.873333333333333,4.946666666666666,1.5333333333333334,1.2,2.0,26.375,25,28,66.0,51,77,51.75,38,68
9,CLERIC,8.054984801283831,8.04341951807829,8.061167749999637,10.371666666666666,10.095,11.143333333333333,4.9025,4.88,4.953333333333333,2.3833333333333333,1.6,2.8000000000000003,24.5,22,26,68.75,50,86,73.0,57,86
9,MAGE,8.053987748892554,8.04202444487046,8.061167749999637,10.198623327556508,9.056077444851445,11.087183715865777,4.9025,4.88,4.953333333333333,1.55,1.0666666666666667,2.1333333333333333,24.5,22,26,66.75,48,84,78.5,62,91
9,PALADIN,8.056445669946237,8.046176818044357,8.061167749999637,10.236666666666666,10.085,11.106666666666667,4.900833333333333,4.873333333333333,4.946666666666666,2.3649919234467336,1.8666666666666667,2.9199353875738696,26.75,25,28,71.125,54,82,67.0,51,85
9,RANGER,8.055721263105443,8.044803471974063,8.061167749999637,10.873333333333333,10.118333333333334,11.133333333333333,4.875167474321993,4.854003230621307,4.913333333333333,1.5666666666666667,1.2,2.1333333333333333,24.625,23,26,70.375,52,88,74.0,56,85
9,ROGUE,8.054447349503645,8.046859661488343,8.061167749999637,10.984583333333333,10.13,11.126666666666667,4.870167474321994,4.854003230621307,4.926666666666667,1.5833333333333335,1.2,2.0,27.625,24,29,67.875,55,84,65.75,53,78
9,WARRIOR,8.059918898856305,8.054218081216593,8.061167749999637,10.23,10.078333333333333,11.103333333333333,4.900833333333333,4.873333333333333,4.946666666666666,1.55,1.2,2.1333333333333333,26.75,25,28,82.0,66,94,63.0,47,81
10,CLERIC,8.058933995136815,8.046176818044357,8.066166717039309,10.508125,10.106666666666667,11.158333333333333,4.901666666666666,4.873333333333333,4.953333333333333,2.493309741813792,1.7333333333333334,3.013144601177004,25.625,23,27,74.375,54,92,79.875,64,95
10,MAGE,8.057823694299568,8.044803471974063,8.066166717039309,10.456902410958842,10.0644763612694,11.097171246539546,4.901666666666666,4.873333333333333,4.953333333333333,1.6,1.0666666666666667,2.2666666666666666,25.625,23,27,72.375,52,90,86.125,70,100
10,PALADIN,8.060695985988852,8.05090645599308,8.066166717039309,10.621458333333333,10.09,11.125,4.9,4.873333333333333,4.946666666666666,2.4433097418137923,1.8666666666666667,3.013144601177004,28.25,26,30,77.625,61,90,72.875,54,94
10,RANGER,8.059742400391047,8.047540026224498,8.066166717039309,10.885416666666666,10.128333333333334,11.148333333333333,4.8706690258186205,4.84934276994115,4.913333333333333,1.6166666666666667,1.2,2.2666666666666666,25.75,24,27,76.125,56,94,81.25,64,93
10,ROGUE,8.058162606568992,8.0488935296344,8.066166717039309,10.99375,10.14,11.14,4.866502359151954,4.84934276994115,4.926666666666667,1.6,1.2,2.0,29.125,26,31,73.375,58,92,71.25,58,84
10,WARRIOR,8.064982594909726,8.058771568784303,8.066166717039309,10.614791666666667,10.083333333333334,11.128333333333334,4.9,4.873333333333333,4.946666666666666,1.5833333333333333,1.2,2.1333333333333333,28.25,26,30,90.5,73,104,68.875,50,90
11,CLERIC,8.063410496810022,8.05090645599308,8.071630985354817,10.769166666666667,10.113333333333333,12.173333333333334,4.901666666666666,4.873333333333333,4.953333333333333,2.5554912969282713,1.7333333333333334,3.1105970420928353,26.75,25,28,80.875,61,97,86.5,68,104
11,MAGE,8.062294222355689,8.049566768342899,8.071630985354817,10.715442438087425,10.069800450708536,11.108427479411331,4.901666666666666,4.873333333333333,4.953333333333333,1.6166666666666667,1.0666666666666667,2.4,26.75,25,28,78.875,59,95,93.875,75,110
11,PALADIN,8.064987089156284,8.053559890527085,8.071630985354817,10.882291666666667,10.095,11.171666666666667,4.9,4.873333333333333,4.946666666666666,2.522157963594938,1.8666666666666667,3.1105970420928353,29.375,27,31,83.875,65,98,79.375,57,103
11,RANGER,8.064153869490184,8.052237385825306,8.071630985354817,10.897291666666666,10.138333333333334,11.16,4.86611753697384,4.8444701478953585,4.906666666666666,1.6333333333333333,1.2,2.4,26.875,25,28,82.375,63,99,88.375,69,102
11,ROGUE,8.062191755187365,8.05090645599308,8.071630985354817,11.00375,10.151666666666667,11.15,4.862784203640507,4.8444701478953585,4.92,1.6166666666666667,1.2,2.1333333333333333,30.375,28,32,79.0,61,97,77.25,62,91
11,WARRIOR,8.070120315405422,8.062605237638177,8.071630985354817,10.750625,10.088333333333333,11.14,4.9,4.873333333333333,4.946666666666666,1.6,1.2,2.1333333333333333,29.375,27,31,99.0,79,116,75.375,53,99
12,CLERIC,8.067423994915623,8.053559890527085,8.077406739585863,11.030833333333334,10.121666666666666,12.185,4.899166666666667,4.866666666666666,4.953333333333333,2.618170669153857,1.7333333333333334,3.2120320198975225,26.875,25,28,86.875,65,103,93.5,73,111
12,MAGE,8.066173317294428,8.052237385825306,8.076201951640673,10.72491465753166,10.077343479179316,11.117544437603604,4.899166666666667,4.866666666666666,4.953333333333333,1.6333333333333333,1.0666666666666667,2.5333333333333337,26.875,25,28,84.875,63,101,102.375,82,118
12,PALADIN,8.069710752996071,8.05812660963602,8.077550831171285,10.892291666666667,10.101666666666667,11.181666666666667,4.8975,4.873333333333333,4.946666666666666,2.5848373358205237,2.0,3.2120320198975225,29.875,28,32,90.75,72,105,85.375,61,109
12,RANGER,8.068131369144572,8.054874280324109,8.077550831171285,10.909791666666667,10.153333333333332,11.175,4.859924799875641,4.839398399005124,4.9,1.6500000000000001,1.2,2.5333333333333337,27.0,25,28,88.25,67,105,95.875,75,109
12,ROGUE,8.066305868522647,8.054874280324109,8.077550831171285,11.014375,10.165,11.16,4.856516266417948,4.839398399005124,4.913333333333333,1.65,1.2,2.1333333333333333,30.625,28,33,85.375,67,106,83.625,69,99
12,WARRIOR,8.075897392532404,8.06762766574422,8.077550831171285,10.885625000000001,10.095,11.175,4.8975,4.873333333333333,4.946666666666666,1.6166666666666667,1.2,2.1333333333333333,29.875,28,32,108.125,87,125,81.375,57,105
13,CLERIC,8.07479987381455,8.062605237638177,8.083917636921596,11.430208333333333,11.14,12.216666666666667,4.898333333333333,4.866666666666666,4.946666666666666,2.829306913397699,1.8666666666666667,3.3172276535907965,28.0,26,30,99.0,79,115,108.125,84,130
13,MAGE,8.07366040771875,8.061334040481057,8.083362695734161,10.994511109829372,10.092714933683927,11.141907318717752,4.898333333333333,4.866666666666666,4.946666666666666,1.7000000000000002,1.0666666666666667,2.5333333333333337,28.0,26,30,97.0,77,113,119.625,96,139
13,PALADIN,8.076618663571368,8.06387001386863,8.083917636921596,10.915,10.12,11.208333333333334,4.8925,4.866666666666666,4.94,2.7146534566988496,2.1333333333333333,3.3172276535907965,31.75,29,34,104.125,81,121,99.0,72,125
13,RANGER,8.075387446666188,8.061334040481057,8.083917636921596,11.434375,11.145,12.201666666666666,4.852801981495173,4.83413861732046,4.886666666666667,1.7166666666666668,1.2,2.5333333333333337,28.125,26,30,100.375,77,117,110.625,87,128
13,ROGUE,8.072914165549763,8.060056221699071,8.083917636921596,11.286041666666666,10.188333333333333,12.181666666666667,4.851968648161839,4.83413861732046,4.906666666666666,1.6666666666666667,1.3333333333333333,2.1333333333333333,32.25,29,35,96.5,75,120,96.625,82,113
13,WARRIOR,8.083028549332123,8.076804936205813,8.083917636921596,10.908333333333333,10.113333333333333,11.201666666666666,4.8925,4.866666666666666,4.94,1.6666666666666667,1.2,2.2666666666666666,31.75,29,34,126.125,102,149,95.0,68,121
14,CLERIC,8.078877561237261,8.06700508405813,8.089214014928066,11.442083333333333,11.153333333333332,12.231666666666667,4.8966666666666665,4.86,4.946666666666666,2.923164734088357,1.8666666666666667,3.425992269686761,28.0,26,30,105.625,86,123,115.25,92,139
14,MAGE,8.077676433619313,8.065755551440487,8.08805160802861,11.00417087968614,10.102779255612393,11.153709950493631,4.8966666666666665,4.86,4.946666666666666,1.7333333333333334,1.0666666666666667,2.5333333333333337,28.0,26,30,103.625,84,121,128.0,105,149
14,PALADIN,8.081554116616642,8.066381052786808,8.090723680137515,10.926041666666666,10.128333333333334,11.221666666666668,4.891666666666667,4.866666666666666,4.94,2.8115823670441786,2.2666666666666666,3.425992269686761,31.75,29,34,110.5,85,128,105.625,77,133
14,RANGER,8.079606555446908,8.065128558992084,8.090372647599809,11.571875,11.158333333333333,12.213333333333333,4.849095978276706,4.828700386515662,4.886666666666667,1.75,1.2,2.5333333333333337,28.125,26,30,106.875,83,125,118.125,95,137
14,ROGUE,8.0767398115273,8.062605237638177,8.090723680137515,11.421875,11.143333333333333,12.191666666666666,4.846341763295582,4.828700386515662,4.8933333333333335,1.7,1.3333333333333333,2.1333333333333333,32.5,30,35,102.5,79,129,103.125,86,121
14,WARRIOR,8.089507408250235,8.080993505039281,8.090723680137515,10.919374999999999,10.121666666666666,11.215,4.891666666666667,4.866666666666666,4.94,1.7,1.2,2.4,31.75,29,34,134.75,109,158,101.625,73,129
15,CLERIC,8.087032333593227,8.07438576879535,8.097961976344344,11.467916666666667,11.171666666666667,12.261666666666667,4.895833333333333,4.8533333333333335,4.946666666666666,3.0678728922842318,1.8666666666666667,3.538158235803593,29.125,27,31,119.5,98,139,130.75,103,157
15,MAGE,8.085913862084695,8.073168808308372,8.097249068265622,11.276013021046731,10.119838456561041,12.180087388780434,4.895833333333333,4.8533333333333335,4.946666666666666,1.7833333333333334,1.0666666666666667,2.5333333333333337,29.125,27,31,117.5,96,137,146.625,120,171
15,PALADIN,8.088866264419407,8.07499238245277,8.097961976344344,11.321875,11.146666666666667,12.198333333333334,4.89,4.86,4.94,3.0512062256175647,2.4,3.538158235803593,33.25,30,35,123.625,99,142,118.125,88,149
15,RANGER,8.087299002775577,8.071333799080373,8.097961976344344,11.848333333333333,11.211666666666666,12.241666666666667,4.844492866412016,4.823092088209821,4.886666666666667,1.8,1.2,2.5333333333333337,29.25,27,31,120.25,93,141,134.0,108,155
15,ROGUE,8.084167563426933,8.07071951233663,8.097961976344344,11.695208333333333,11.166666666666666,12.221666666666668,4.838273022052455,4.823092088209821,4.886666666666667,1.7333333333333334,1.3333333333333333,2.1333333333333333,34.5,32,37,115.0,92,142,117.125,100,133
15,WARRIOR,8.097445055727874,8.093826611412592,8.097961976344344,11.315208333333334,11.14,12.183333333333334,4.89,4.86,4.94,1.8,1.2,2.4,33.25,30,35,153.875,131,181,114.125,84,145
16,CLERIC,8.090496743841351,8.076804936205813,8.101766162295796,11.607291666666667,11.185,12.28,4.8933333333333335,4.8533333333333335,4.94,3.1633943530025497,2.0,3.6535774120101996,30.25,28,32,125.375,102,145,139.375,111,168
16,MAGE,8.089336961060031,8.075597771842201,8.10064166784302,11.413206078590965,10.13139312116622,12.194695774999877,4.8933333333333335,4.8533333333333335,4.94,1.8,1.0666666666666667,2.5333333333333337,30.25,28,32,123.375,100,143,156.875,130,183
16,PALADIN,8.093269430162989,8.078007375529285,8.104563955259128,11.582291666666666,11.156666666666666,12.211666666666666,4.89,4.86,4.94,3.173363843167942,2.5333333333333337,3.6535774120101996,34.5,32,36,130.25,104,150,124.375,94,155
16,RANGER,8.09082680549275,8.07438576879535,8.102887558861767,11.988541666666666,11.236666666666666,12.256666666666666,4.837663615683206,4.81732112939949,4.873333333333333,1.8166666666666669,1.2,2.5333333333333337,30.375,28,32,126.0,98,147,143.125,117,166
16,ROGUE,8.08787278036779,8.073777915863083,8.103447111281188,11.956875,11.22,12.233333333333333,4.835163615683205,4.81732112939949,4.886666666666667,1.75,1.3333333333333333,2.1333333333333333,35.875,33,38,120.875,97,148,124.125,105,140
16,WARRIOR,8.104666254165858,8.099514023434768,8.105626159148189,11.450625,11.15,12.2,4.89,4.86,4.94,1.85,1.3333333333333333,2.5333333333333337,34.5,32,36,163.625,141,192,120.375,90,151
17,CLERIC,8.094166646052585,8.080398509919474,8.105677824857114,11.746458333333333,11.196666666666667,12.298333333333334,4.8925,4.8533333333333335,4.94,3.243029428497246,2.1333333333333333,3.772117713988984,30.5,29,32,131.75,108,152,147.875,118,179
17,MAGE,8.093018535646365,8.079205198656114,8.104563955259128,11.550524068137834,11.141907318717752,12.209448655603063,4.8925,4.8533333333333335,4.94,1.8166666666666669,1.0666666666666667,2.5333333333333337,30.5,29,32,129.75,106,150,167.125,139,195
17,PALADIN,8.096912242927813,8.082180234917498,8.107896827194221,11.71875,11.166666666666666,12.223333333333333,4.889166666666666,4.86,4.94,3.2548480475819566,2.5333333333333337,3.772117713988984,35.0,32,37,136.625,111,156,131.25,100,163
17,RANGER,8.094344218613433,8.076804936205813,8.106788766980024,12.003333333333334,11.253333333333334,12.27,4.831181861908471,4.811394114300551,4.866666666666666,1.85,1.3333333333333333,2.5333333333333337,30.5,29,32,132.125,102,154,152.0,125,177
17,ROGUE,8.091275119760965,8.076201951640673,8.106788766980024,12.09375,11.236666666666666,12.246666666666666,4.832848528575138,4.811394114300551,4.886666666666667,1.7666666666666666,1.3333333333333333,2.1333333333333333,36.375,34,38,126.75,101,154,131.25,112,148
17,WARRIOR,8.111281796233081,8.104005908053054,8.113710386743579,11.587083333333334,11.16,12.215,4.889166666666666,4.86,4.94,1.8833333333333333,1.3333333333333333,2.5333333333333337,35.0,32,37,173.125,149,203,127.25,96,159
18,CLERIC,8.1011131385907,8.086885351910066,8.113395407434448,12.023541666666667,11.22,13.33,4.8925,4.8533333333333335,4.94,3.4900817823125223,2.2666666666666666,3.8936604625834237,31.625,30,33,144.0,119,166,164.125,132,198
18,MAGE,8.099985500685355,8.085715168803231,8.112301116434752,11.700341548050893,11.163238416895714,12.238101834576547,4.8925,4.8533333333333335,4.94,1.8833333333333333,1.0666666666666667,2.5333333333333337,31.625,30,33,142.0,117,164,187.5,157,218
18,PALADIN,8.104857734907617,8.089214014928066,8.116119694258721,11.99,11.18,12.295,4.888333333333334,4.86,4.94,3.3900817823125227,2.6666666666666665,3.8936604625834237,36.75,34,39,150.75,123,171,144.0,108,177
18,RANGER,8.100992970959377,8.080993505039281,8.114487064692726,12.156875,11.28,13.3,4.827995910884374,4.805316976870829,4.866666666666666,1.9166666666666667,1.3333333333333333,2.5333333333333337,31.625,30,33,143.875,109,168,169.125,141,196
18,ROGUE,8.098705415154996,8.084540978008835,8.115031917451565,12.117083333333333,11.263333333333334,12.271666666666667,4.823829244217707,4.805316976870829,4.88,1.8,1.3333333333333333,2.2666666666666666,38.0,35,40,139.75,115,169,145.25,125,163
18,WARRIOR,8.120987428596083,8.115576125791492,8.1222092676864,11.858333333333334,11.173333333333334,12.26,4.888333333333334,4.86,4.94,1.9500000000000002,1.4666666666666668,2.8000000000000003,36.75,34,39,194.375,170,227,140.0,104,173
19,CLERIC,8.105367919538509,8.089214014928066,8.11828765830171,12.287708333333333,11.23,13.345,4.891666666666667,4.8533333333333335,4.94,3.5711912425170405,2.4,4.018098303401495,31.625,30,33,151.625,123,175,172.625,138,207
19,MAGE,8.104251827280038,8.08805160802861,8.117204929468771,11.838600993607296,11.174045209979411,12.251969850734227,4.891666666666667,4.8533333333333335,4.94,1.9,1.2,2.5333333333333337,31.625,30,33,149.625,121,173,198.25,166,229
19,PALADIN,8.108459595791638,8.091527578399404,8.119907126968787,12.000833333333333,11.186666666666667,12.306666666666667,4.8875,4.86,4.94,3.4545245758503738,2.6666666666666665,4.018098303401495,37.375,34,40,157.25,127,178,150.5,112,184
19,RANGER,8.105177292978539,8.084540978008835,8.11936791509296,12.296458333333334,11.341666666666667,13.316666666666666,4.822273771207481,4.799095084829926,4.866666666666666,1.9333333333333333,1.4666666666666668,2.5333333333333337,31.625,30,33,151.375,115,177,177.875,148,205
19,ROGUE,8.102144983333355,8.086885351910066,8.11936791509296,12.253125,11.275,13.281666666666666,4.820720218937074,4.799095084829926,4.873333333333333,1.8166666666666667,1.3333333333333333,2.2666666666666666,38.25,35,40,145.875,119,177,151.875,132,169
