,,cap_h,cap_h,cap_h,raw_proc_pct,raw_proc_pct,raw_proc_pct,search_s,search_s,search_s,sale_bonus_pct,sale_bonus_pct,sale_bonus_pct,bag,bag,bag,hp,hp,hp,mp,mp,mp
6,ROGUE,8.043445573718412,8.034124820420534,8.049083615211003,10.0771875,9.076666666666666,11.073333333333334,4.898333333333333,4.866666666666666,4.933333333333334,1.7833333333333334,1.0666666666666667,2.2666666666666666,25.1875,23,27,51.875,37,70,46.3125,26,67
6,WARRIOR,8.046418068305574,8.041322565972772,8.049083615211003,10.072395833333333,9.075,11.076666666666666,4.919583333333334,4.886666666666667,4.966666666666667,1.7583333333333333,1.0666666666666667,2.5333333333333337,25.0625,23,27,57.4375,47,72,43.4375,26,58
7,CLERIC,8.047968328166856,8.04061769374364,8.052612029321798,10.349791666666667,9.086666666666666,11.123333333333333,4.922083333333333,4.8933333333333335,4.96,2.3485016372306315,1.6,2.7475642874522577,23.5,22,25,58.0625,46,77,59.875,39,74
7,MAGE,8.04689167116298,8.0391986523786,8.052612029321798,10.056427138034277,9.033877141962092,11.070871790541135,4.922083333333333,4.8933333333333335,4.96,1.8333333333333333,1.0666666666666667,2.6666666666666665,23.5,22,25,56.0625,44,75,62.25,40,76
7,PALADIN,8.048782667398399,8.04202444487046,8.052612029321798,10.152083333333334,10.055,11.088333333333333,4.919583333333334,4.886666666666667,4.966666666666667,2.263389434632433,1.6,2.7475642874522577,25.375,23,27,60.8125,48,80,53.75,33,69
7,RANGER,8.048828760676583,8.04202444487046,8.052612029321798,10.284791666666667,10.07,11.105,4.8966666666666665,4.866666666666666,4.926666666666667,1.8333333333333333,1.0666666666666667,2.6666666666666665,23.5625,21,26,59.9375,48,79,58.375,42,72
7,ROGUE,8.04747034219566,8.038484314917007,8.052612029321798,10.150104166666667,9.096666666666668,11.081666666666667,4.893497194935045,4.862621785627387,4.926666666666667,1.8083333333333333,1.0666666666666667,2.4,25.5,23,28,58.4375,43,80,52.5625,32,73
7,WARRIOR,8.050429728665842,8.045491440701745,8.052612029321798,10.145416666666666,10.048333333333334,11.088333333333333,4.919583333333334,4.886666666666667,4.966666666666667,1.7750000000000001,1.0666666666666667,2.5333333333333337,25.375,23,27,64.875,53,83,49.75,29,65
8,CLERIC,8.052083850202148,8.042723405125205,8.05664520671978,10.610104166666666,9.096666666666668,11.138333333333334,4.921666666666667,4.8933333333333335,4.96,2.468108746873783,1.7333333333333334,2.8312813233294385,24.5625,23,26,64.6875,49,86,66.0625,45,83
8,MAGE,8.051128539275037,8.041322565972772,8.05664520671978,10.188780585061663,10.039784076420089,11.081697918731155,4.921666666666667,4.8933333333333335,4.96,1.8833333333333333,1.0666666666666667,2.6666666666666665,24.5625,23,26,62.6875,47,84,69.25,46,86
8,PALADIN,8.05246608487244,8.044803471974063,8.05664520671978,10.3496875,10.063333333333333,11.126666666666667,4.917916666666667,4.88,4.966666666666667,2.37695508270809,1.7333333333333334,2.8312813233294385,26.625,24,29,66.9375,52,89,59.8125,38,76
8,RANGER,8.052857931967111,8.044112851937633,8.05664520671978,10.482604166666667,10.075,11.135,4.8933333333333335,4.866666666666666,4.926666666666667,1.875,1.0666666666666667,2.6666666666666665,24.625,22,27,66.5625,51,88,64.5625,45,81
8,ROGUE,8.051580818265519,8.04341951807829,8.05664520671978,10.285,9.105,11.133333333333333,4.889485579197928,4.858435933833528,4.926666666666667,1.8416666666666668,1.0666666666666667,2.4,26.8125,24,30,64.9375,50,87,58.5,38,80
8,WARRIOR,8.054502678625814,8.0488935296344,8.05664520671978,10.343020833333334,10.056666666666667,11.12,4.917916666666667,4.88,4.966666666666667,1.8166666666666667,1.0666666666666667,2.6666666666666665,26.625,24,29,72.25,58,94,55.8125,34,72
9,CLERIC,8.05873333384783,8.05090645599308,8.061167749999637,10.88375,10.098333333333333,11.166666666666666,4.919583333333334,4.886666666666667,4.96,2.579146475283501,2.0,2.9199353875738696,24.875,23,27,77.875,61,104,80.25,59,100
9,MAGE,8.058021024040091,8.049566768342899,8.061167749999637,10.518211657796494,10.055038562731577,11.102779255612393,4.919583333333334,4.886666666666667,4.96,1.9083333333333334,1.0666666666666667,2.6666666666666665,24.875,23,27,75.875,59,102,85.0,61,105
9,PALADIN,8.05845617739918,8.050237728630192,8.061167749999637,10.682083333333333,10.075,11.148333333333333,4.9158333333333335,4.88,4.966666666666667,2.555821218503434,1.8666666666666667,2.9199353875738696,27.25,25,29,79.75,60,106,71.75,45,89
9,RANGER,8.0592925331899,8.052237385825306,8.061167749999637,10.6315625,10.091666666666667,11.163333333333334,4.884708939074828,4.854003230621307,4.926666666666667,1.9083333333333334,1.0666666666666667,2.6666666666666665,25.0,22,28,79.9375,63,106,78.9375,55,98
9,ROGUE,8.058160250137487,8.05090645599308,8.061167749999637,10.617916666666666,10.073333333333334,11.155,4.88091707049433,4.854003230621307,4.92,1.9,1.0666666666666667,2.5333333333333337,27.5,25,30,78.0625,61,103,70.75,44,93
9,WARRIOR,8.060406904193073,8.056831278649852,8.061167749999637,10.612916666666667,10.068333333333333,11.141666666666667,4.9158333333333335,4.88,4.966666666666667,1.8824959617233668,1.0666666666666667,2.9199353875738696,27.25,25,29,88.1875,70,115,67.75,41,85
10,CLERIC,8.062912723280498,8.052899671428403,8.066166717039309,11.020416666666666,10.11,11.18,4.917916666666667,4.886666666666667,4.96,2.6582743545344805,2.0,3.013144601177004,25.875,24,28,84.25,64,113,87.25,66,108
10,MAGE,8.06219062512611,8.051572994289968,8.066166717039309,10.651995032648205,10.06341824630268,12.112973960259641,4.917916666666667,4.886666666666667,4.96,1.925,1.0666666666666667,2.6666666666666665,25.875,24,28,82.25,62,111,93.0,69,114
10,PALADIN,8.063175861499966,8.054218081216593,8.066166717039309,10.754270833333333,10.081666666666667,11.16,4.915,4.88,4.96,2.659976408480459,2.0,3.013144601177004,28.5625,26,30,86.9375,66,115,77.5625,49,96
10,RANGER,8.063657182296167,8.054218081216593,8.066166717039309,10.705416666666666,10.096666666666668,11.176666666666666,4.881335102697299,4.84934276994115,4.926666666666667,1.925,1.0666666666666667,2.6666666666666665,26.0,23,29,86.375,66,115,85.75,58,106
10,ROGUE,8.06272258214157,8.054874280324109,8.066166717039309,10.690416666666666,10.081666666666667,11.165,4.878251179575977,4.84934276994115,4.913333333333333,1.925,1.0666666666666667,2.6666666666666665,28.8125,26,31,85.0,67,112,76.75,49,99
10,WARRIOR,8.065473429307769,8.0619704539537,8.066166717039309,10.810104166666667,10.075,11.153333333333332,4.915,4.88,4.96,1.9,1.0666666666666667,2.9333333333333336,28.5625,26,30,97.1875,78,126,73.5625,45,92
11,CLERIC,8.067425229454608,8.056831278649852,8.071630985354817,11.032499999999999,10.118333333333334,11.191666666666666,4.917083333333333,4.88,4.96,2.7303949089873445,2.0,3.1105970420928353,26.9375,25,29,90.5625,70,123,94.5,71,115
11,MAGE,8.066618763797083,8.055528523469228,8.071630985354817,10.848816584372194,10.069800450708536,12.1221382179869,4.917083333333333,4.88,4.96,1.9416666666666667,1.0666666666666667,2.6666666666666665,26.9375,25,29,88.5625,68,121,101.375,75,122
11,PALADIN,8.068008556942722,8.05812660963602,8.071630985354817,10.889687499999999,10.12,11.17,4.914583333333334,4.88,4.96,2.7444123151308024,2.2666666666666666,3.1105970420928353,30.0625,27,32,93.9375,72,125,83.8125,54,102
11,RANGER,8.068387168367554,8.05812660963602,8.071630985354817,10.779895833333333,10.101666666666667,11.19,4.87680876848692,4.8444701478953585,4.92,1.9333333333333333,1.0666666666666667,2.6666666666666665,27.0625,24,30,92.9375,72,125,92.9375,61,114
11,ROGUE,8.067461715501867,8.05747985638043,8.071630985354817,10.762604166666666,10.088333333333333,12.133333333333333,4.8759754351535864,4.8444701478953585,4.913333333333333,1.975,1.2,2.6666666666666665,30.1875,27,33,92.0,71,121,82.5625,53,107
11,WARRIOR,8.070784652551884,8.06700508405813,8.071630985354817,10.883020833333333,10.113333333333333,11.163333333333334,4.914583333333334,4.88,4.96,1.9166666666666667,1.2,2.9333333333333336,30.0625,27,32,106.1875,86,139,79.8125,50,98
12,CLERIC,8.071846688450972,8.058771568784303,8.077550831171285,11.107395833333333,10.125,12.198333333333334,4.915416666666666,4.88,4.96,2.829512007461571,2.0,3.2120320198975225,27.0,25,29,96.6875,73,131,101.9375,75,122
12,MAGE,8.070872068842963,8.05747985638043,8.077550831171285,10.858611379667146,10.07517808504409,12.13255611404546,4.915416666666666,4.88,4.96,1.9666666666666668,1.0666666666666667,2.6666666666666665,27.0,25,29,94.6875,71,129,110.0625,80,131
12,PALADIN,8.07298801712475,8.0619704539537,8.077550831171285,11.0253125,10.16,11.185,4.91375,4.873333333333333,4.96,2.8257520012435955,2.4,3.2120320198975225,30.4375,27,33,100.6875,78,133,90.1875,58,111
12,RANGER,8.073026516963054,8.060056221699071,8.077550831171285,10.854479166666668,10.106666666666667,11.203333333333333,4.872008133208974,4.839398399005124,4.92,1.9666666666666668,1.0666666666666667,2.6666666666666665,27.0625,24,30,99.25,75,133,100.1875,64,122
12,ROGUE,8.071853757623572,8.060695971786517,8.077550831171285,10.898333333333333,10.146666666666667,12.146666666666667,4.870758133208974,4.839398399005124,4.913333333333333,2.0083333333333333,1.3333333333333333,2.6666666666666665,30.625,28,33,98.5625,76,131,89.0,56,113
12,WARRIOR,8.076454612794315,8.071946766168875,8.077550831171285,10.893645833333332,10.121666666666666,11.178333333333333,4.91375,4.873333333333333,4.96,1.9333333333333333,1.2,2.9333333333333336,30.4375,27,33,115.125,94,150,86.1875,54,107
13,CLERIC,8.078981115218324,8.065128558992084,8.083917636921596,11.320416666666667,10.17,12.228333333333333,4.913333333333333,4.873333333333333,4.96,2.985627036763215,2.2666666666666666,3.3172276535907965,28.1875,26,30,110.0,83,151,117.25,89,138
13,MAGE,8.078228330295858,8.06387001386863,8.083917636921596,11.129132516230277,10.091605156307622,12.154896898485537,4.913333333333333,4.873333333333333,4.96,2.0,1.2,2.6666666666666665,28.1875,26,30,108.0,81,149,127.9375,95,150
13,PALADIN,8.080190546088954,8.070103888705352,8.083917636921596,11.234791666666666,10.185,12.186666666666667,4.913333333333333,4.873333333333333,4.96,2.9959735800643656,2.5333333333333337,3.3172276535907965,32.125,28,35,114.4375,91,150,103.375,68,128
13,RANGER,8.080192353363653,8.066381052786808,8.083917636921596,11.3178125,10.123333333333333,12.215,4.86385066049839,4.83413861732046,4.906666666666666,2.0,1.2,2.6666666666666665,28.25,25,31,112.9375,85,153,115.6875,74,139
13,ROGUE,8.079216475257871,8.068248817817278,8.083917636921596,11.1071875,10.175,12.166666666666666,4.862284654330115,4.83413861732046,4.906666666666666,2.025,1.3333333333333333,2.8000000000000003,32.125,29,35,112.5,88,151,101.8125,64,128
13,WARRIOR,8.083882953097381,8.083362695734161,8.083917636921596,11.165625,10.143333333333333,12.18,4.913333333333333,4.873333333333333,4.96,2.0,1.3333333333333333,2.9333333333333336,32.125,28,35,133.9375,113,173,99.375,64,124
14,CLERIC,8.083591793884256,8.06762766574422,8.090723680137515,11.45875,10.185,12.245,4.913333333333333,4.873333333333333,4.96,3.0847471011325354,2.2666666666666666,3.425992269686761,28.3125,26,30,116.625,87,161,125.25,96,149
14,MAGE,8.082639870613338,8.066381052786808,8.090723680137515,11.202646269284534,10.100531134223038,12.169231046761919,4.913333333333333,4.873333333333333,4.96,2.025,1.2,2.6666666666666665,28.3125,26,30,114.625,85,159,137.375,103,162
14,PALADIN,8.085462832644726,8.073168808308372,8.090723680137515,11.308020833333334,11.121666666666666,12.196666666666667,4.912916666666667,4.873333333333333,4.96,3.0449157003775116,2.5333333333333337,3.425992269686761,32.625,28,36,121.875,96,160,109.8125,73,134
14,RANGER,8.085330113358276,8.068868559750733,8.090723680137515,11.393854166666667,11.131666666666666,12.231666666666667,4.859420881647791,4.828700386515662,4.9,2.025,1.2,2.6666666666666665,28.4375,26,31,120.0625,89,163,123.8125,79,150
14,ROGUE,8.084016971018656,8.072558430431526,8.090723680137515,11.305,10.186666666666667,12.186666666666667,4.859131322471686,4.828700386515662,4.906666666666666,2.0583333333333336,1.3333333333333333,2.8000000000000003,32.625,29,35,119.5625,95,159,108.0,68,135
14,WARRIOR,8.090404203950273,8.08805160802861,8.090723680137515,11.176354166666666,10.151666666666667,12.191666666666666,4.912916666666667,4.873333333333333,4.96,2.0166666666666666,1.4666666666666668,2.9333333333333336,32.625,28,36,144.0625,121,186,105.8125,69,130
15,CLERIC,8.09109252395633,8.073777915863083,8.097961976344344,11.923854166666667,10.21,12.28,4.910416666666666,4.873333333333333,4.946666666666666,3.2223411153552894,2.5333333333333337,3.538158235803593,29.6875,28,32,130.4375,97,179,141.8125,109,168
15,MAGE,8.090235913088744,8.072558430431526,8.097961976344344,11.475681331882633,11.117544437603604,12.197144770633965,4.910416666666666,4.873333333333333,4.946666666666666,2.033333333333333,1.2,2.6666666666666665,29.6875,28,32,128.4375,95,177,156.8125,118,185
15,PALADIN,8.092831939251383,8.079802411918646,8.097961976344344,11.6425,11.138333333333334,12.25,4.910833333333334,4.866666666666666,4.96,3.2006031128087824,2.5333333333333337,3.538158235803593,34.375,30,38,135.1875,107,178,123.0,83,150
15,RANGER,8.092895757217835,8.07499238245277,8.097961976344344,11.6078125,11.145,12.283333333333333,4.852886511026227,4.823092088209821,4.8933333333333335,2.05,1.2,2.6666666666666665,29.8125,27,32,134.25,99,181,139.6875,87,170
15,ROGUE,8.091553217113953,8.079205198656114,8.097961976344344,11.576979166666666,10.208333333333334,12.253333333333334,4.849939688719122,4.823092088209821,4.9,2.0833333333333335,1.3333333333333333,2.8000000000000003,34.0625,30,36,133.625,106,177,121.1875,79,152
15,WARRIOR,8.09795288611861,8.097816532732605,8.097961976344344,11.573333333333334,10.175,12.213333333333333,4.910833333333334,4.866666666666666,4.96,2.05,1.4666666666666668,2.9333333333333336,34.375,30,38,163.125,138,210,119.0,79,146
16,CLERIC,8.095815752613596,8.076201951640673,8.105626159148189,12.1259375,11.191666666666666,12.295,4.909166666666667,4.873333333333333,4.946666666666666,3.3117581961704916,2.6666666666666665,3.6535774120101996,30.75,29,33,137.4375,101,188,150.5625,115,177
16,MAGE,8.094814838765217,8.07499238245277,8.105626159148189,11.550728180052372,11.126754650143027,12.210684340015408,4.909166666666667,4.873333333333333,4.946666666666666,2.058333333333333,1.3333333333333333,2.6666666666666665,30.75,29,33,135.4375,99,186,167.25,126,196
16,PALADIN,8.097878149737333,8.082771993217698,8.105626159148189,11.966666666666667,11.191666666666666,12.266666666666667,4.91,4.866666666666666,4.96,3.2783485882506374,2.6666666666666665,3.6535774120101996,35.8125,31,39,142.125,112,187,130.0,86,160
16,RANGER,8.097910317627488,8.077406739585863,8.105626159148189,11.746875,11.153333333333332,12.3,4.849248474508269,4.81732112939949,4.8933333333333335,2.0833333333333335,1.3333333333333333,2.8000000000000003,30.875,28,33,141.4375,103,190,148.125,92,180
16,ROGUE,8.096340963354358,8.082180234917498,8.105626159148189,11.713125,10.221666666666668,12.268333333333333,4.846830282349872,4.81732112939949,4.9,2.0833333333333335,1.3333333333333333,2.8000000000000003,35.5,32,38,140.625,111,184,127.875,86,161
16,WARRIOR,8.10535373093684,8.102887558861767,8.105626159148189,12.0225,11.188333333333333,12.26,4.91,4.866666666666666,4.96,2.066666666666667,1.4666666666666668,2.9333333333333336,35.8125,31,39,173.375,147,223,126.0,82,156
17,CLERIC,8.100277702105291,8.080398509919474,8.113710386743579,12.139166666666666,11.205,12.311666666666667,4.90875,4.873333333333333,4.946666666666666,3.4454534522882243,2.8000000000000003,3.772117713988984,30.875,29,33,144.5625,108,196,158.5,123,187
17,MAGE,8.099283892144395,8.079205198656114,8.113710386743579,11.625050002883054,11.137221324764573,12.22558520301033,4.90875,4.873333333333333,4.946666666666666,2.091666666666667,1.4666666666666668,2.6666666666666665,30.875,29,33,142.5625,106,194,177.0,135,208
17,PALADIN,8.102318791458513,8.086300756203359,8.113710386743579,12.040416666666667,11.203333333333333,12.283333333333333,4.90875,4.866666666666666,4.953333333333333,3.3857573571243114,2.6666666666666665,3.772117713988984,36.0,31,39,148.625,118,195,136.75,92,170
17,RANGER,8.10252634032791,8.081587409409087,8.113710386743579,11.822708333333333,11.163333333333334,12.318333333333333,4.845590930954235,4.811394114300551,4.8933333333333335,2.1083333333333334,1.4666666666666668,2.8000000000000003,31.0,28,33,148.75,110,198,156.125,98,191
17,ROGUE,8.101397484711047,8.086885351910066,8.113710386743579,11.849166666666667,11.151666666666667,13.223333333333333,4.842015195241804,4.811394114300551,4.8933333333333335,2.1333333333333333,1.3333333333333333,2.8000000000000003,35.6875,32,38,148.0,119,191,134.5,91,168
17,WARRIOR,8.112861829098563,8.1084497904726,8.113710386743579,12.03375,11.196666666666667,12.276666666666667,4.90875,4.866666666666666,4.953333333333333,2.091666666666667,1.4666666666666668,2.9333333333333336,36.0,31,39,183.25,157,235,132.75,88,166
18,CLERIC,8.108197643758007,8.086885351910066,8.1222092676864,12.23,11.233333333333333,13.313333333333333,4.9070833333333335,4.866666666666666,4.946666666666666,3.5834355612239865,3.0666666666666664,3.8936604625834237,31.9375,30,35,159.0,119,216,175.5,140,203
18,MAGE,8.107213338322843,8.085715168803231,8.1222092676864,12.0256023307437,11.159656499473892,13.253235615417509,4.9070833333333335,4.866666666666666,4.946666666666666,2.1333333333333333,1.4666666666666668,2.6666666666666665,31.9375,30,35,157.0,117,214,197.8125,154,230
18,PALADIN,8.11025511202714,8.093253185736867,8.1222092676864,12.064791666666666,11.226666666666667,12.315,4.9070833333333335,4.866666666666666,4.953333333333333,3.5533742244895947,2.8000000000000003,3.8936604625834237,37.625,33,40,163.1875,130,210,151.375,101,189
18,RANGER,8.110718689238807,8.08805160802861,8.1222092676864,12.038854166666667,11.18,13.285,4.836497955442187,4.805316976870829,4.8933333333333335,2.1416666666666666,1.4666666666666668,2.8000000000000003,32.0625,29,35,163.75,121,218,173.3125,108,209
18,ROGUE,8.10935269850982,8.093826611412592,8.1222092676864,11.9334375,11.166666666666666,13.243333333333334,4.834161555272134,4.805316976870829,4.88,2.1666666666666665,1.3333333333333333,2.8000000000000003,37.4375,33,41,162.5,131,208,147.5625,100,186
18,WARRIOR,8.121777164169194,8.118828093590253,8.1222092676864,12.058125,11.22,12.308333333333334,4.9070833333333335,4.866666666666666,4.953333333333333,2.1333333333333333,1.4666666666666668,2.9333333333333336,37.625,33,40,204.5,176,258,147.375,97,185
19,CLERIC,8.112489837102945,8.089214014928066,8.131117801032719,12.368645833333334,11.271666666666667,13.328333333333333,4.90625,4.866666666666666,4.946666666666666,3.6806557198129672,3.0666666666666664,4.018098303401495,31.9375,30,35,166.3125,123,226,183.6875,147,213
19,MAGE,8.111457298731112,8.08805160802861,8.131117801032719,12.100998029769302,11.170432933468742,13.269764618695243,4.90625,4.866666666666666,4.946666666666666,2.175,1.4666666666666668,2.8000000000000003,31.9375,30,35,164.3125,121,224,208.1875,163,243
19,PALADIN,8.114860663642435,8.096680774770277,8.131117801032719,12.201041666666667,11.24,13.27,4.905,4.866666666666666,4.953333333333333,3.6367267652211135,2.9333333333333336,4.018098303401495,38.0,33,41,170.5625,136,218,158.125,107,197
