class,seed_index,level,str,con,dex,int,wis,cha,hp,mp,tales,kills,seconds,bag,proc_pct,skill_damage_pct,skills,skill_uses,stat_power,equipment_power,sale_gold,items_sold,attacks,casts,experience,bonus_cap_h,bonus_proc_pct,bonus_search_s,bonus_sale_pct
WARRIOR,30,32,39,47,20,11,20,25,557,298,15,71939,1591260.0,52,14,199.33333333333334,7,55141,182,161,28027813,71896,552869,79697,192,8.282417389396276,14.496666666666666,4.867,3.3333333333333335
WARRIOR,30,33,39,48,21,11,20,25,573,307,15,76686,1692060.0,53,14,191.66666666666666,7,57460,187,166,30845313,76680,586643,85058,46,8.296674474801593,14.511666666666667,4.86,3.3333333333333335
WARRIOR,30,34,40,49,22,11,21,25,608,325,16,81572,1795920.0,54,15,192.66666666666666,7,59569,193,171,33822394,81533,621586,90851,170,8.31129251573849,15.541666666666664,4.853,3.3333333333333335
WARRIOR,30,35,41,51,23,11,21,25,645,340,17,86605,1903920.0,55,15,219.14285714285714,8,61364,200,174,36969221,86555,658324,97082,336,8.326269297170235,15.566666666666668,4.847,3.3333333333333335
WARRIOR,30,36,41,54,24,11,21,25,683,355,18,91793,2013900.0,56,15,200.14285714285714,8,63740,206,179,40368905,91780,695217,103287,100,8.341602683205217,15.591666666666667,4.84,3.3333333333333335
WARRIOR,30,37,44,55,24,11,21,25,723,370,19,97120,2125440.0,58,15,203.85714285714286,8,66084,214,186,43899210,97115,732179,109438,12,8.357290612061352,15.616666666666667,4.84,3.3333333333333335
WARRIOR,30,38,45,55,25,11,21,25,745,377,19,102625,2237880.0,59,16,208.42857142857142,8,68235,219,190,47619316,102567,768425,115508,448,8.373331091483498,16.628333333333334,4.833,3.3333333333333335
WARRIOR,30,39,47,55,25,12,22,25,789,392,20,108260,2354820.0,60,16,206.71428571428572,8,69958,226,194,51563570,108202,806856,122257,336,8.389722194561823,16.653333333333332,4.833,3.3333333333333335
WARRIOR,30,40,49,55,27,12,22,25,831,408,21,114051,2473080.0,62,16,210.0,9,71606,232,202,55769404,114035,844968,128993,397,8.406462055906333,16.68,4.82,3.3333333333333335
WARRIOR,30,41,49,58,27,12,22,26,872,422,22,120000,2594820.0,63,16,215.25,9,73969,238,206,60162513,119987,884395,135954,673,8.423548868138747,16.703333333333333,4.82,3.4666666666666672
WARRIOR,30,42,50,59,28,13,22,26,913,437,23,126090,2718600.0,64,16,219.0,9,76215,244,211,64732082,126035,924206,142932,482,8.440980878668045,16.72833333333333,4.813,3.4666666666666672
WARRIOR,30,43,51,61,28,13,23,26,954,455,24,132338,2845980.0,65,17,227.875,9,78098,251,217,69629013,132307,965301,150157,486,8.45875638672031,17.758333333333333,4.813,3.4666666666666672
WARRIOR,30,44,53,62,29,13,23,26,1000,474,25,138729,2974440.0,66,17,213.25,9,79794,257,221,74689271,138697,1006069,157655,40,8.476873740597194,17.79,4.807,3.4666666666666672
WARRIOR,30,45,54,65,29,13,23,26,1047,489,26,145258,3105480.0,68,17,252.5,10,81461,264,225,80037542,145231,1047605,165383,150,8.494841757514338,17.815,4.807,3.4666666666666672
WARRIOR,30,46,55,67,29,14,23,26,1095,503,27,151928,3238260.0,69,17,221.44444444444446,10,83878,270,229,85624096,151895,1089290,173123,29,8.512908965764847,17.838333333333335,4.807,3.4666666666666672
WARRIOR,30,47,58,68,29,14,23,28,1168,527,29,158750,3373140.0,71,18,222.33333333333334,10,86307,278,235,91374565,158697,1131302,181254,806,8.53326104436599,18.878333333333334,4.807,3.733333333333334
WARRIOR,30,48,60,69,30,14,23,28,1217,544,30,165716,3510480.0,73,18,225.44444444444446,10,88175,285,242,97430515,165655,1173914,189450,322,8.55273016111614,18.906666666666666,4.8,3.733333333333334
WARRIOR,30,49,63,70,30,14,24,29,1296,568,32,172842,3650160.0,74,18,223.55555555555554,10,89927,292,245,103779019,172815,1216956,197933,214,8.572533518752424,18.946666666666665,4.8,3.8666666666666667
WARRIOR,30,50,63,73,30,14,24,30,1348,582,33,180116,3792480.0,75,19,231.1,11,91667,298,252,110324279,180067,1260748,206518,312,8.592669712727403,19.97,4.8,4.000000000000001
WARRIOR,30,51,63,77,30,14,24,32,1431,603,35,187534,3936180.0,76,19,235.3,11,94162,304,256,117241990,187492,1304370,215458,92,8.613137373181454,20.005,4.8,4.2666666666666675
WARRIOR,30,52,64,79,30,14,24,33,1486,620,36,195109,4082160.0,77,19,234.5,11,96689,310,262,124457079,195051,1348410,224661,175,8.633935163403722,20.03333333333333,4.8,4.4
WARRIOR,30,53,66,81,30,15,24,34,1574,643,38,202829,4231680.0,79,19,233.3,11,98479,317,266,131862033,202751,1393827,233910,535,8.655061778390442,20.071666666666665,4.8,4.533333333333333
WARRIOR,30,54,68,82,30,15,24,35,1635,660,39,210695,4383420.0,80,20,233.8,11,100184,324,271,139809701,210651,1439649,243360,135,8.676515943492696,21.1,4.8,4.666666666666667
WARRIOR,30,55,69,85,30,15,26,35,1727,685,41,218719,4537140.0,81,20,278.5,12,102066,330,275,147870129,218651,1485681,253316,257,8.698296413146469,21.141666666666666,4.8,4.666666666666667
WARRIOR,30,56,71,86,30,16,26,35,1786,703,42,226895,4693560.0,83,20,256.45454545454544,12,104636,337,282,156332341,226887,1532395,263288,233,8.720401969678552,21.171666666666667,4.8,4.666666666666667
WARRIOR,30,57,72,89,31,17,26,35,1882,730,44,235218,4857960.0,84,20,259.45454545454544,12,106980,344,287,165030169,235137,1583741,274448,2,8.74283142218244,21.21666666666667,4.793,4.666666666666667
WARRIOR,30,58,74,90,32,17,27,36,1977,762,46,243686,5025480.0,86,20,243.54545454545453,12,108934,350,292,174110748,243621,1636182,285890,474,8.76558360545897,21.27,4.787,4.8
WARRIOR,30,59,75,92,33,17,27,36,2043,780,47,252318,5196780.0,86,20,244.0909090909091,12,110864,356,295,183539351,252307,1690041,297402,1010,8.788657379016845,21.3,4.78,4.8
WARRIOR,30,60,77,93,33,19,27,37,2144,806,49,261083,5370240.0,88,20,252.33333333333334,13,112795,363,300,193239203,261034,1744478,309051,606,8.812051626128723,21.343333333333334,4.78,4.933333333333334
WARRIOR,30,61,77,97,33,19,28,38,2245,833,51,270007,5545260.0,89,20,252.91666666666666,13,115559,369,305,203285475,269922,1798787,320928,861,8.835765252938852,21.388333333333332,4.78,5.066666666666667
WARRIOR,30,62,78,99,33,21,28,39,2350,859,53,278686,5715780.0,90,20,253.25,13,117333,376,311,213412088,278644,1851770,332405,374,8.85979718761864,21.431666666666665,4.78,5.2
WARRIOR,30,63,80,99,34,21,28,40,2422,882,54,287772,5893680.0,92,20,257.5833333333333,13,119210,382,316,223938757,287734,1906830,344557,552,8.884146379566817,21.47,4.773,5.333333333333334
WARRIOR,30,64,83,100,36,21,28,40,2530,914,56,297003,6074280.0,93,20,271.6666666666667,13,121054,389,319,234867548,296934,1962822,356855,102,8.908811798651174,21.523333333333333,4.76,5.333333333333334
WARRIOR,30,65,86,100,36,23,29,40,2635,944,58,306392,6257760.0,96,20,294.8,14,122940,396,326,246310523,306317,2019647,369320,737,8.933792434489055,21.573333333333334,4.76,5.333333333333334
WARRIOR,30,66,90,100,37,23,30,40,2742,978,60,315919,6442980.0,99,20,262.84615384615387,14,125425,403,331,258034193,315894,2076602,381776,67,8.95908729576407,21.63,4.753,5.333333333333334
WARRIOR,30,67,94,101,37,24,30,40,2853,1010,62,325519,6629460.0,101,20,269.6923076923077,14,127215,410,336,270039061,325509,2133970,394456,382,8.984695409576663,21.683333333333334,4.753,5.333333333333334
WARRIOR,30,68,95,103,38,24,30,40,2923,1033,63,334882,6811200.0,102,20,271.9230769230769,14,128970,417,341,281699746,334801,2189909,406808,831,9.010615820826365,21.721666666666668,4.747,5.333333333333334
WARRIOR,30,69,97,104,40,25,30,40,3032,1067,65,344621,6999840.0,103,20,264.0769230769231,14,130810,423,346,294202442,344533,2247868,419724,482,9.036847591623733,21.778333333333332,4.733,5.333333333333334
WARRIOR,30,70,98,106,42,25,31,40,3140,1106,67,354519,7191600.0,105,20,316.85714285714283,15,132667,429,352,307003495,354421,2306904,432782,830,9.06338980073014,21.843333333333334,4.72,5.333333333333334
WARRIOR,30,71,99,109,42,27,31,40,3249,1143,69,364545,7384680.0,106,20,285.7857142857143,15,135177,436,359,320321366,364501,2365866,445865,287,9.090241543023694,21.905,4.72,5.333333333333334
WARRIOR,30,72,101,111,43,28,31,40,3363,1179,71,374732,7580700.0,107,20,273.7142857142857,15,136999,443,372,333970943,374705,2425748,459187,613,9.117401928989715,21.965,4.713,5.333333333333334
WARRIOR,30,73,103,113,44,28,32,40,3479,1218,73,384638,7771740.0,109,20,281.35714285714283,15,138725,449,374,347401128,384620,2484337,472429,187,9.14487008423433,22.03,4.707,5.333333333333334
WARRIOR,30,74,106,115,44,28,32,41,3601,1255,75,394989,7977300.0,111,20,274.14285714285717,15,140645,456,377,361535601,394930,2549862,487129,524,9.17264514901979,22.09166666666667,4.707,5.466666666666667
WARRIOR,30,75,109,116,44,29,33,41,3724,1292,77,405477,8185260.0,113,20,329.04545454545456,16,142623,463,380,376216823,405426,2616001,502069,675,9.200726277820285,22.153333333333332,4.707,5.466666666666667
WARRIOR,30,76,110,118,46,29,33,42,3848,1327,79,416113,8394840.0,115,20,297.8,16,145167,469,383,391282041,416048,2682194,517067,222,9.229112638897066,22.211666666666666,4.693,5.6000000000000005
WARRIOR,30,77,111,121,47,29,34,42,3971,1366,81,426905,8606880.0,115,20,301.1333333333333,16,147093,476,386,406888625,426858,2749006,532383,379,9.257803413891807,22.276666666666667,4.687,5.6000000000000005
WARRIOR,30,78,113,122,49,30,34,42,4096,1405,83,437373,8812680.0,117,20,295.0,16,148915,482,392,421969321,437265,2814022,547091,158,9.28679779743717,22.34166666666667,4.673,5.6000000000000005
WARRIOR,30,79,116,124,49,31,34,42,4225,1443,85,448239,9026760.0,119,20,293.0,16,150839,489,396,438017784,448210,2881803,562242,8,9.316094996783656,22.405,4.673,5.6000000000000005
WARRIOR,30,80,119,125,49,32,34,43,4355,1481,87,459244,9242400.0,121,20,331.5217391304348,17,152821,496,400,454400047,459158,2949722,577807,73,9.345694231441826,22.468333333333334,4.673,5.733333333333334
WARRIOR,30,81,123,126,49,32,34,44,4488,1518,89,470395,9459720.0,124,20,293.4375,17,155321,503,406,471338516,470347,3017641,593379,981,9.375594732839108,22.53,4.673,5.866666666666667
WARRIOR,30,82,125,128,49,33,35,44,4620,1560,91,481690,9679980.0,125,20,296.375,17,157153,510,411,488695784,481631,3086588,609236,1094,9.405795743990407,22.6,4.673,5.866666666666667
WARRIOR,30,83,126,131,50,34,35,44,4753,1602,93,492712,9894000.0,127,20,294.1875,17,158953,516,415,505774172,492631,3153230,624794,991,9.436296519181763,22.67,4.667,5.866666666666667
WARRIOR,30,84,129,132,50,35,36,44,4893,1644,95,504169,1.01169E7,127,20,311.3125,17,160849,523,422,523685869,504061,3222869,640883,59,9.467096323666457,22.740000000000002,4.667,5.866666666666667
WARRIOR,30,85,131,133,50,35,37,46,5034,1686,97,515787,1.034286E7,129,20,352.0833333333333,18,162725,530,426,542252729,515745,3293362,657126,294,9.498194433372861,22.810000000000002,4.667,6.133333333333333
WARRIOR,30,86,134,135,50,35,37,47,5177,1730,99,527544,1.056966E7,131,20,306.94117647058823,18,165129,536,431,561151164,527484,3363444,673442,148,9.529590134623493,22.883333333333333,4.667,6.2666666666666675
WARRIOR,30,87,137,138,50,35,37,47,5320,1775,101,539462,1.079958E7,131,20,321.52941176470586,18,166944,543,435,580692278,539405,3434496,689989,557,9.561282723864686,22.958333333333332,4.667,6.2666666666666675
WARRIOR,30,88,139,140,51,35,38,47,5465,1818,103,550976,1.102356E7,133,20,312.70588235294116,18,168804,550,442,599755220,550933,3504446,706489,995,9.593271507406367,23.03,4.66,6.2666666666666675
WARRIOR,30,89,141,141,52,35,39,48,5616,1861,105,562940,1.1262E7,133,20,305.05882352941177,18,170798,556,447,619782013,562903,3581309,724290,457,9.625555801171464,23.101666666666667,4.653,6.4
WARRIOR,30,90,144,145,52,35,39,49,5817,1918,108,575049,1.150218E7,135,20,356.64,19,172749,564,452,640427929,575006,3658332,742504,387,9.658134930454455,23.196666666666665,4.653,6.533333333333334
WARRIOR,30,91,145,147,52,35,41,50,5972,1959,110,587303,1.174392E7,137,20,321.3333333333333,19,175176,570,457,661307615,587291,3735318,760757,1659,9.69100822968864,23.265,4.653,6.666666666666667
WARRIOR,30,92,146,149,53,35,42,51,6123,2004,112,599573,1.198638E7,137,20,324.05555555555554,19,177075,576,460,682451256,599484,3812816,778958,143,9.724175042221736,23.34,4.647,6.800000000000001
WARRIOR,30,93,148,152,53,35,42,52,6278,2046,114,611755,1.22268E7,139,20,323.44444444444446,19,178964,583,467,704008902,611677,3889503,797139,2235,9.757634720099386,23.41,4.647,6.9333333333333345
WARRIOR,30,94,151,152,53,37,43,52,6436,2092,116,624321,1.247478E7,139,20,314.6111111111111,19,180911,589,471,726288523,624187,3968644,815722,1041,9.791386623856244,23.486666666666668,4.647,6.9333333333333345
WARRIOR,30,95,154,154,53,37,44,52,6597,2140,118,637034,1.272498E7,141,20,323.5263157894737,20,182882,596,477,749378560,636975,4048128,834746,706,9.825430122314268,23.566666666666666,4.647,6.9333333333333345
WARRIOR,30,96,158,157,53,37,45,52,6814,2203,121,649899,1.297584E7,143,20,338.36842105263156,20,185182,603,481,772465164,649806,4126995,853775,1666,9.859764592387922,23.671666666666667,4.647,6.9333333333333345
WARRIOR,30,97,161,157,55,38,45,52,6976,2251,123,662401,1.321992E7,143,20,328.36842105263156,20,187035,610,486,795543278,662390,4203772,872327,2,9.894389418895958,23.751666666666665,4.633,6.9333333333333345
WARRIOR,30,98,163,158,55,40,46,52,7139,2300,125,675304,1.34721E7,145,20,330.94736842105266,20,189006,616,491,819440401,675260,4283419,891279,499,9.92930399437951,23.833333333333332,4.633,6.9333333333333345
WARRIOR,30,99,164,162,56,40,46,52,7302,2351,127,688353,1.372656E7,145,20,343.0,20,190931,623,496,844096405,688310,4363586,910608,762,9.964507718926193,23.918333333333333,4.627,6.9333333333333345
WARRIOR,30,100,167,163,58,40,46,52,7471,2403,129,701548,1.39833E7,147,20,343.5263157894737,20,192911,630,502,869175651,701505,4444315,930214,1357,10.0,24.005,4.613,6.9333333333333345
WARRIOR,30,101,169,166,58,40,46,55,7698,2470,132,714825,1.424064E7,149,20,326.0,20,194086,636,510,894535389,714735,4524950,949926,1256,10.0,24.116666666666667,4.613,7.333333333333333
WARRIOR,30,102,170,170,59,40,46,55,7869,2521,134,727870,1.449768E7,149,20,327.36842105263156,20,195123,643,513,920008730,727847,4607102,970113,748,10.0,24.201666666666668,4.607,7.333333333333333
WARRIOR,30,103,171,173,59,42,46,55,8046,2569,136,741366,1.476696E7,151,20,329.7368421052632,20,196218,649,520,946341578,741257,4694663,991634,1798,10.0,24.281666666666666,4.607,7.333333333333333
WARRIOR,30,104,172,176,59,42,47,56,8222,2622,138,755015,1.503894E7,151,20,342.6842105263158,20,197317,655,527,973431405,754998,4782840,1013396,907,10.0,24.37,4.607,7.466666666666668
WARRIOR,30,105,175,179,60,43,47,56,8467,2688,141,768804,1.531398E7,153,20,331.3157894736842,20,198000,662,531,1000928291,768739,4872228,1035411,1165,10.0,24.48,4.6,7.466666666666668
WARRIOR,30,106,179,179,60,44,48,56,8654,2742,143,782208,1.558104E7,155,20,326.05263157894734,20,198000,669,534,1028146331,782203,4958896,1056966,1292,10.0,24.57,4.6,7.466666666666668
WARRIOR,30,107,182,180,61,44,49,56,8839,2797,145,796044,1.58565E7,155,20,345.0,20,198000,676,537,1056353492,795998,5048339,1079182,1421,10.0,24.66166666666667,4.593,7.466666666666668
WARRIOR,30,108,185,183,61,45,49,57,9094,2867,148,810018,1.613376E7,157,20,331.3157894736842,20,198000,683,542,1084971386,809948,5138010,1101708,1321,10.0,24.778333333333332,4.593,7.600000000000001
WARRIOR,30,109,186,186,61,45,49,59,9281,2919,150,824137,1.641372E7,157,20,341.8421052631579,20,198000,689,549,1114300198,824078,5228457,1124465,693,10.0,24.865000000000002,4.593,7.866666666666666
WARRIOR,30,110,188,188,62,46,49,59,9476,2970,152,838129,1.669134E7,159,20,336.57894736842104,20,198000,696,554,1143688426,838051,5318291,1147044,1666,10.0,24.95,4.587,7.866666666666666
WARRIOR,31,1,14,8,15,7,12,10,9,3,0,0,0.0,22,10,95.0,1,0,1,1,0,0,0,0,0,8.01101293314755,10.005,4.9,1.3333333333333335
WARRIOR,31,2,15,9,15,7,12,10,14,8,0,32,780.0,22,10,95.0,1,37,7,3,370,22,300,37,98,8.015682360170393,10.013333333333334,4.9,1.3333333333333335
WARRIOR,31,3,15,11,16,7,12,11,22,21,1,215,5100.0,23,10,96.0,1,237,12,11,6510,198,1867,237,0,8.0225137137527,10.035,4.893,1.4666666666666668
WARRIOR,31,4,15,12,16,8,12,11,26,27,1,573,13560.0,23,10,98.0,1,622,17,16,25982,566,4937,622,70,8.025732837277381,10.045,4.893,1.4666666666666668
WARRIOR,31,5,15,13,16,9,12,11,31,33,1,1075,25560.0,24,10,100.0,2,1152,23,21,62156,1072,9353,1152,98,8.02962090685158,10.055,4.893,1.4666666666666668
WARRIOR,31,6,15,16,16,9,13,11,41,46,2,1731,40980.0,25,10,116.0,2,1847,28,28,120229,1720,14965,1847,17,8.037045552881072,10.076666666666666,4.893,1.4666666666666668
WARRIOR,31,7,15,17,17,9,13,11,49,51,2,2552,60120.0,25,10,118.0,2,2703,33,32,207978,2545,21874,2703,26,8.042723405125205,10.085,4.887,1.4666666666666668
WARRIOR,31,8,16,17,17,10,13,11,56,55,2,3511,83340.0,27,10,121.0,2,3759,38,35,326086,3495,30583,3759,88,8.047540026224498,10.091666666666667,4.887,1.4666666666666668
WARRIOR,31,9,17,18,17,12,13,11,72,64,3,4635,109680.0,27,10,124.0,2,4937,44,43,493253,4629,40167,4937,53,8.05812660963602,10.106666666666667,4.887,1.4666666666666668
WARRIOR,31,10,18,18,17,12,13,12,82,71,3,5896,139920.0,29,11,134.11111111111111,3,6341,49,49,700964,5871,51447,6341,149,8.064500053856465,11.118333333333334,4.887,1.6
WARRIOR,31,11,18,19,17,12,14,12,89,79,3,7326,173520.0,30,11,123.0,3,7954,54,54,967884,7321,63727,7954,165,8.068868559750733,11.131666666666666,4.887,1.6
WARRIOR,31,12,19,19,18,12,14,12,99,85,3,8907,210720.0,30,11,136.5,3,9815,59,58,1281410,8881,77405,9815,77,8.07499238245277,11.141666666666667,4.88,1.6
WARRIOR,31,13,20,20,19,12,15,12,116,99,4,10627,250920.0,32,11,129.5,3,11725,65,64,1648216,10604,92078,11725,83,8.083917636921596,11.165,4.873,1.6
WARRIOR,31,14,21,20,19,12,15,13,126,106,4,12500,294840.0,32,11,132.5,3,13861,70,68,2090918,12492,108186,13861,79,8.090723680137515,11.176666666666666,4.873,1.7333333333333336
WARRIOR,31,15,22,21,19,12,15,15,142,118,5,14525,342180.0,34,11,141.33333333333334,4,16157,76,74,2604654,14508,125522,16157,67,8.097961976344344,11.196666666666667,4.873,2.0000000000000004
WARRIOR,31,16,23,21,19,13,15,15,151,123,5,16701,392580.0,35,11,148.0,4,18678,82,80,3198689,16684,143833,18678,5,8.105121258892025,11.205,4.873,2.0000000000000004
WARRIOR,31,17,24,21,19,14,15,15,162,130,5,19025,446460.0,36,11,149.0,4,21217,87,84,3865202,18994,163455,21217,159,8.111204153102134,11.216666666666667,4.873,2.0000000000000004
WARRIOR,31,18,25,23,19,14,15,16,182,141,6,21495,503220.0,37,12,154.66666666666666,4,24014,94,86,4631673,21478,183937,24014,140,8.122057959603385,12.235,4.873,2.1333333333333337
WARRIOR,31,19,25,25,19,14,15,16,190,148,6,24129,563460.0,37,12,158.33333333333334,4,27063,99,96,5502630,24105,205609,27063,164,8.126331564968094,12.246666666666666,4.873,2.1333333333333337
WARRIOR,31,20,26,27,20,14,15,16,210,162,7,26902,626760.0,39,12,161.75,5,29633,105,99,6449826,26896,228328,30202,26,8.13686248814064,12.27,4.867,2.1333333333333337
WARRIOR,31,21,26,28,20,14,15,17,220,169,7,29834,693300.0,40,12,165.75,5,32144,110,103,7510840,29821,252127,33540,4,8.142051930437903,12.281666666666666,4.867,2.2666666666666666
WARRIOR,31,22,27,29,20,14,17,17,243,184,8,32907,762780.0,40,12,167.75,5,34270,116,111,8680486,32901,276896,37058,303,8.153813344047656,12.306666666666667,4.867,2.2666666666666666
WARRIOR,31,23,30,29,21,14,17,17,267,200,9,36136,835620.0,43,12,178.25,5,36451,124,115,9955893,36109,302818,40698,297,8.165850965631442,12.333333333333334,4.86,2.2666666666666666
WARRIOR,31,24,31,29,21,15,17,17,280,208,9,39514,911880.0,43,13,170.5,5,38677,130,120,11381336,39506,330010,44479,267,8.1722802210911,13.346666666666668,4.86,2.2666666666666666
WARRIOR,31,25,32,30,21,16,17,18,303,224,10,43034,990480.0,45,13,189.41666666666666,6,40591,136,125,12908696,43027,357738,48627,24,8.183511421007633,13.373333333333335,4.86,2.4
WARRIOR,31,26,33,30,21,16,17,19,315,230,10,46721,1072560.0,46,13,179.8,6,42758,141,132,14578876,46717,386630,52848,111,8.189302974649339,13.383333333333333,4.86,2.5333333333333337
WARRIOR,31,27,36,31,21,16,17,19,340,246,11,50546,1156920.0,48,13,181.8,6,44983,150,136,16403087,50516,416092,57242,132,8.201229722822733,13.41,4.86,2.5333333333333337
WARRIOR,31,28,38,31,21,17,17,20,364,258,12,54527,1244820.0,50,13,181.0,6,47345,156,139,18377147,54500,446813,61925,52,8.212515250975006,13.43,4.86,2.666666666666667
