class,level,seconds_old,seconds_new,sale_gold_old,sale_gold_new,completion_time_reduction_pct,sale_total_change_pct
CLERIC,44,2959395.0,2951105.0,75491563.58333333,75490243.83333333,0.28012482281006834,-0.0017482085909459322
CLERIC,45,3089702.5,3080910.0,80900616.33333333,80900616.33333333,0.2845743239033527,0.0
CLERIC,46,3221610.0,3212320.0,86574184.83333333,86573190.20833333,0.2883651342030835,-0.0011488701879391883
CLERIC,47,3356087.5,3346275.0,92508872.54166667,92510305.125,0.29237914684882016,0.0015485901989409356
CLERIC,48,3492595.0,3482215.0,98699766.875,98699766.875,0.2972002193211587,0.0
CLERIC,49,3631385.0,3620430.0,105190744.41666667,105190676.83333333,0.30167553151208004,-6.424836492824326e-05
CLERIC,50,3772660.0,3761090.0,111960830.29166667,111960830.29166667,0.3066801673090036,0.0
CLERIC,51,3915555.0,3903375.0,119027997.83333333,119026847.375,0.3110670134885085,-0.0009665443040929311
CLERIC,52,4060770.0,4047937.5,126398658.29166667,126398121.91666667,0.31601149535679385,-0.0004243518145319314
CLERIC,53,4208252.5,4194747.5,134050222.58333333,134050222.58333333,0.3209170552384899,0.0
CLERIC,54,4358137.5,4343937.5,142023333.70833334,142023333.70833334,0.32582725992468253,0.0
CLERIC,55,4510725.0,4495795.0,150306709.58333334,150306709.58333334,0.33098892084975073,0.0
CLERIC,56,4665045.0,4649382.5,158919438.66666666,158919537.0,0.335741670230405,6.187621486297701e-05
CLERIC,57,4827622.5,4811185.0,167857506.91666666,167858487.04166666,0.34048851168457794,0.000583902988915419
CLERIC,58,4993420.0,4976182.5,177151821.20833334,177151821.20833334,0.34520428884411425,0.0
CLERIC,59,5161825.0,5143765.0,186753636.0,186753636.0,0.34987625500670916,0.0
CLERIC,60,5332702.5,5313797.5,196733895.83333334,196733895.83333334,0.3545106819666022,0.0
CLERIC,61,5505532.5,5485717.5,207066681.41666666,207066681.41666666,0.35991068983790564,0.0
CLERIC,62,5673390.0,5652702.5,217306635.45833334,217305659.83333334,0.3646408937161061,-0.0004489623604664317
CLERIC,63,5848680.0,5827077.5,228213155.5,228213462.25,0.36935684633113697,0.0001344138112147064
CLERIC,64,6026640.0,6004072.5,239518856.79166666,239520455.91666666,0.3744623870017172,0.000667640544649295
CLERIC,65,6207375.0,6183812.5,251200912.08333334,251200912.08333334,0.37958879558589453,0.0
CLERIC,66,6389722.5,6365127.5,263245407.70833334,263245407.70833334,0.38491499435225895,0.0
CLERIC,67,6573127.5,6547482.5,275542806.3333333,275542298.8333333,0.3901491337266805,-0.00018418190870228557
CLERIC,68,6752027.5,6725330.0,287783564.25,287783930.7916667,0.3953997521485175,0.00012736713010941259
CLERIC,69,6937972.5,6910175.0,300722611.125,300722425.2916667,0.4006573966674032,-6.179559715047134e-05
CLERIC,70,7126532.5,7097605.0,314077190.0833333,314077190.0833333,0.40591269316458956,0.0
CLERIC,71,7316387.5,7286287.5,327867030.7916667,327867030.7916667,0.41140521876403824,0.0
CLERIC,72,7508877.5,7477585.0,342040849.8333333,342040849.8333333,0.41674005202508857,0.0
CLERIC,73,7697307.5,7664817.5,356104263.5416667,356104526.5416667,0.42209564838094904,7.38547742740181e-05
CLERIC,74,7899105.0,7865367.5,370983596.5,370983596.5,0.4271053492769128,0.0
CLERIC,75,8103372.5,8068332.5,386299881.125,386299881.125,0.43241255415569224,0.0
CLERIC,76,8309062.5,8272697.5,402104324.7916667,402104324.7916667,0.437654669224119,0.0
CLERIC,77,8517452.5,8479717.5,418322389.5416667,418322389.5416667,0.44303152849987093,0.0
CLERIC,78,8719470.0,8680387.5,434307996.0833333,434307996.0833333,0.4482210501326356,0.0
CLERIC,79,8928992.5,8888492.5,451125278.125,451126354.375,0.45357860923278537,0.0002385700939910862
CLERIC,80,9141005.0,9099050.0,468406148.6666667,468405561.9583333,0.45897579095515173,-0.00012525632616666726
CLERIC,81,9354390.0,9310962.5,486162272.125,486162272.125,0.4642472678603293,0.0
CLERIC,82,9570255.0,9525310.0,504409193.5,504407685.0833333,0.46963220938208705,-0.00029904622796950164
CLERIC,83,9780557.5,9734115.0,522422000.1666667,522422000.1666667,0.4748451200251136,0.0
CLERIC,84,9998955.0,9950935.0,541435980.125,541435980.125,0.4802501861444486,0.0
CLERIC,85,10219760.0,10170127.5,560960196.0833334,560960196.0833334,0.48565230494649336,0.0
CLERIC,86,10441732.5,10390440.0,581039852.625,581039295.2083334,0.491225953164387,-9.593432603871577e-05
CLERIC,87,10666505.0,10613510.0,601591877.2083334,601591877.2083334,0.4968356551653952,0.0
CLERIC,88,10885700.0,10831042.5,621769834.0416666,621769302.625,0.5021036773014131,-8.546838999867745e-05
CLERIC,89,11117967.5,11061565.0,642972686.3333334,642972893.4583334,0.5073094520198995,3.221365454386671e-05
CLERIC,90,11352690.0,11294487.5,664750561.7083334,664750561.7083334,0.5126758503931628,0.0
CLERIC,91,11588412.5,11528372.5,687052524.375,687052524.375,0.518103752347443,0.0
CLERIC,92,11824357.5,11762457.5,709674249.75,709674809.2916666,0.5234956740778562,7.884485970777177e-05
CLERIC,93,12058290.0,11994500.0,732439111.0,732438762.3333334,0.5290136495307407,-4.76035019736365e-05
CLERIC,94,12299277.5,12233537.5,756190290.9583334,756190290.9583334,0.5345029413313052,0.0
CLERIC,95,12542865.0,12475115.0,780472013.9583334,780472013.9583334,0.5401477254199927,0.0
CLERIC,96,12787672.5,12717880.0,805369732.5,805369642.0833334,0.5457795388488451,-1.1226727669733094e-05
CLERIC,97,13025337.5,12953525.0,829875543.1666666,829875543.1666666,0.551329284174018,0.0
CLERIC,98,13269952.5,13196042.5,855517432.7916666,855517432.7916666,0.5569726040843048,0.0
CLERIC,99,13516987.5,13440937.5,881691302.3333334,881695146.0833334,0.5626253630847899,0.00043595190173384424
CLERIC,100,13766397.5,13688142.5,908550101.625,908551287.375,0.568449371013735,0.00013051013894038732
MAGE,1,0.0,0.0,0.0,0.0,,
MAGE,2,767.5,765.0,327.0833333333333,327.0833333333333,0.32573289902280145,0.0
MAGE,3,5187.5,5180.0,6599.166666666667,6606.666666666667,0.14457831325300763,0.11365071347393396
MAGE,4,13982.5,13950.0,25987.125,25982.25,0.23243339889147396,-0.0187592894558386
MAGE,5,26170.0,26120.0,62102.708333333336,62079.125,0.19105846388994818,-0.03797472600832741
MAGE,6,41912.5,41842.5,121430.875,121430.875,0.1670146137787043,0.0
MAGE,7,61427.5,61312.5,210490.58333333334,210520.79166666666,0.18721256766106587,0.014351394183509392
MAGE,8,84290.0,84145.0,330933.4583333333,330933.4583333333,0.1720251512634996,0.0
MAGE,9,110865.0,110675.0,492881.5416666667,492983.625,0.1713796058269046,0.020711535065420783
MAGE,10,140755.0,140507.5,698915.2083333334,698915.2083333334,0.17583744804802182,0.0
MAGE,11,174212.5,173912.5,957500.5,957635.2916666666,0.17220348712061462,0.014077451308547317
MAGE,12,211120.0,210747.5,1270794.75,1270994.2916666667,0.1764399393709759,0.01570211607080374
MAGE,13,251005.0,250542.5,1644202.0,1644202.0,0.1842592777036356,0.0
MAGE,14,294297.5,293760.0,2082914.125,2082914.125,0.18263831666935904,0.0
MAGE,15,341007.5,340367.5,2595215.25,2595079.625,0.18767915661679346,-0.00522596343405235
MAGE,16,390645.0,389907.5,3184208.125,3184208.125,0.1887903339349073,0.0
MAGE,17,443717.5,442867.5,3858941.4583333335,3859280.5833333335,0.1915633257646987,0.00878803173516296
MAGE,18,499725.0,498767.5,4620129.583333333,4620316.083333333,0.19160538296062457,0.004036683314523337
MAGE,19,559112.5,558015.0,5478579.875,5478473.083333333,0.19629323257841502,-0.001949258185585112
MAGE,20,621522.5,620285.0,6433386.916666667,6433620.083333333,0.19910783599950133,0.0036243221445575458
MAGE,21,687135.0,685752.5,7494783.041666667,7494783.041666667,0.2011977267931342,0.0
MAGE,22,755352.5,753805.0,8667483.833333334,8667483.833333334,0.20487123561515608,0.0
MAGE,23,826790.0,825070.0,9951817.416666666,9951322.458333334,0.2080334788761351,-0.004973547168407588
MAGE,24,901165.0,899290.0,11366973.375,11367032.125,0.20806400603663455,0.000516848223908184
MAGE,25,978482.5,976415.0,12901390.0,12901003.083333334,0.2112965740317274,-0.002999030853778617
MAGE,26,1058602.5,1056337.5,14571347.0,14571347.0,0.21396133109453652,0.0
MAGE,27,1141135.0,1138647.5,16381457.291666666,16380862.375,0.21798472573358874,-0.0036316467825425747
MAGE,28,1227015.0,1224305.0,18331297.708333332,18331183.041666668,0.22086119566590012,-0.000625523999930877
MAGE,29,1316097.5,1313140.0,20437009.75,20437009.75,0.22471739365814702,0.0
MAGE,30,1407892.5,1404690.0,22700755.583333332,22701260.166666668,0.22746765111683054,0.002222760081638242
MAGE,31,1502517.5,1499045.0,25116115.0,25116369.166666668,0.23111211683058963,0.001011966487118876
MAGE,32,1599870.0,1596130.0,27702000.541666668,27702499.666666668,0.233768993730743,0.0018017651802759715
MAGE,33,1700025.0,1695992.5,30469021.0,30469455.291666668,0.23720239408243637,0.0014253548437537233
MAGE,34,1802712.5,1798360.0,33405979.0,33405974.666666668,0.2414417163025151,-1.2971729801414256e-05
MAGE,35,1908232.5,1903565.0,36532731.25,36532731.25,0.24459807701630032,0.0
MAGE,36,2015765.0,2010765.0,39832775.5,39832835.333333336,0.24804478696673904,0.00015021130861381238
MAGE,37,2125877.5,2120512.5,43339667.458333336,43339667.458333336,0.2523663757671879,0.0
MAGE,38,2238717.5,2232992.5,47070026.666666664,47070026.666666664,0.2557267721362777,0.0
MAGE,39,2354055.0,2347942.5,50980304.458333336,50977772.916666664,0.2596583342360348,-0.004965724888406076
MAGE,40,2472745.0,2466240.0,55104389.333333336,55104889.833333336,0.2630679669759717,0.0009082761029732822
MAGE,41,2593232.5,2586300.0,59448647.041666664,59448647.041666664,0.26733044568891806,0.0
MAGE,42,2716155.0,2708787.5,64007872.0,64008535.791666664,0.27124740672016534,0.0010370469223808243
MAGE,43,2841680.0,2833855.0,68810570.54166667,68810570.54166667,0.2753652768784698,0.0
MAGE,44,2969757.5,2961447.5,73841950.08333333,73840736.625,0.279820827121402,-0.0016433183738451262
MAGE,45,3099997.5,3091212.5,79085217.5,79085217.5,0.28338732531235644,0.0
MAGE,46,3231732.5,3222440.0,84577817.20833333,84577817.20833333,0.28753926879777625,0.0
MAGE,47,3365825.0,3356007.5,90320726.625,90320570.29166667,0.2916818313489222,-0.00017308688622375001
MAGE,48,3502232.5,3491857.5,96305540.29166667,96305540.29166667,0.29623961287550404,0.0
MAGE,49,3640987.5,3630025.0,102572877.33333333,102572999.66666667,0.30108590045969663,0.0001192647964387561
MAGE,50,3782167.5,3770602.5,109106766.25,109106766.25,0.3057770445121788,0.0
MAGE,51,3924507.5,3912322.5,115918002.04166667,115918322.16666667,0.310484818795731,0.000276165042834009
MAGE,52,4069085.0,4056262.5,123013894.83333333,123015308.75,0.31511998397674157,0.0011493959024555522
MAGE,53,4215722.5,4202225.0,130377127.66666667,130377127.66666667,0.320170504581363,0.0
MAGE,54,4364590.0,4350382.5,138039859.625,138039859.625,0.32551740255097883,0.0
MAGE,55,4515765.0,4500837.5,145994342.33333334,145994342.33333334,0.33056414583132465,0.0
MAGE,56,4668540.0,4652862.5,154258221.375,154258315.625,0.33581162419086263,6.109885046789998e-05
MAGE,57,4829142.5,4812712.5,162821315.16666666,162821988.875,0.3402260339180341,0.00041377158306321604
MAGE,58,4992615.0,4975380.0,171715347.5,171715347.5,0.3452098749853527,0.0
MAGE,59,5158587.5,5140532.5,180897669.125,180896743.41666666,0.34999890958522517,-0.0005117303820578734
MAGE,60,5326945.0,5308030.0,190428165.0,190428165.0,0.3550815711444333,0.0
MAGE,61,5496835.0,5477047.5,200283554.0,200283554.0,0.3599798793305631,0.0
MAGE,62,5661927.5,5641247.5,210043792.83333334,210045710.66666666,0.3652466408303523,0.0009130635604259751
MAGE,63,5834390.0,5812782.5,220427152.125,220427602.625,0.3703471999643493,0.0002043759108838472
MAGE,64,6009347.5,5986777.5,231177227.91666666,231175681.45833334,0.37558154192280924,-0.0006689492504263761
MAGE,65,6187015.0,6163450.0,242270915.08333334,242270915.08333334,0.3808783395546911,0.0
MAGE,66,6366050.0,6341455.0,253699548.66666666,253699548.66666666,0.38634632150233994,0.0
MAGE,67,6546212.5,6520560.0,265354879.04166666,265354400.58333334,0.3918678166955347,-0.00018030885093889282
MAGE,68,6721775.0,6695082.5,276940557.6666667,276940818.7916667,0.39710493136113634,9.428918690268517e-05
MAGE,69,6904005.0,6876207.5,289177307.8333333,289177073.9583333,0.40262861918552995,-8.08759863413222e-05
MAGE,70,7088780.0,7059845.0,301793974.2916667,301793974.2916667,0.40818025104460975,0.0
MAGE,71,7274867.5,7244767.5,314807594.5416667,314807594.5416667,0.41375324017929316,0.0
MAGE,72,7463245.0,7431957.5,328170603.7083333,328170603.7083333,0.4192211296828674,0.0
MAGE,73,7647557.5,7615077.5,341412876.0,341413122.4166667,0.42471076549603914,7.217556337035802e-05
MAGE,74,7844617.5,7810872.5,355412579.375,355412579.375,0.4301675639379443,0.0
MAGE,75,8044062.5,8009030.0,369803145.0833333,369803145.0833333,0.4355075560390054,0.0
MAGE,76,8244817.5,8208442.5,384643269.9583333,384643269.9583333,0.4411862360810259,0.0
MAGE,77,8448107.5,8410370.0,399852783.0833333,399852783.0833333,0.44669767755677325,0.0
MAGE,78,8644955.0,8605867.5,414825389.5416667,414825389.5416667,0.4521423188437623,0.0
MAGE,79,8849012.5,8808512.5,430569167.4583333,430570336.1666667,0.45767818725536147,0.0002714333541931069
MAGE,80,9055435.0,9013480.0,446728282.2083333,446728282.2083333,0.46331291649710504,0.0
MAGE,81,9263062.5,9219632.5,463314319.0416667,463314319.0416667,0.46885141927952567,0.0
MAGE,82,9473195.0,9428245.0,480345483.0,480344678.0416667,0.474496724705864,-0.00016757903671393848
MAGE,83,9677805.0,9631362.5,497143413.0416667,497143413.0416667,0.4798867098479431,0.0
MAGE,84,9889922.5,9841902.5,514846834.0833333,514847014.0833333,0.4855447552799319,3.4961854300519235e-05
MAGE,85,10104537.5,10054905.0,533005184.25,533005184.25,0.49119022023521586,0.0
MAGE,86,10320097.5,10268812.5,551658379.7083334,551658416.2916666,0.49694297946313304,6.631519533506491e-06
MAGE,87,10538022.5,10485030.0,570731284.125,570731284.125,0.5028694899825825,0.0
MAGE,88,10750420.0,10695767.5,589438104.0,589437006.75,0.5083754867251655,-0.00018615186099246728
MAGE,89,10975022.5,10918617.5,609066601.2916666,609066716.6666666,0.5139397208525076,1.8942920165798682e-05
MAGE,90,11202060.0,11143865.0,629205587.7916666,629205587.7916666,0.5195026629030708,0.0
MAGE,91,11429892.5,11369865.0,649802578.2083334,649802578.2083334,0.5251799174839089,0.0
MAGE,92,11657767.5,11595857.5,670677032.5833334,670676474.875,0.5310622295392364,-8.315602090247509e-05
MAGE,93,11883660.0,11819865.0,691658134.3333334,691657493.0,0.5368295626094977,-9.272403540538932e-05
MAGE,94,12116137.5,12050390.0,713517238.0,713517238.0,0.5426440563257029,0.0
MAGE,95,12350895.0,12283150.0,735846956.25,735846956.25,0.5485027603262749,0.0
MAGE,96,12586732.5,12516945.0,758718535.5833334,758718535.5833334,0.5544528732933651,0.0
MAGE,97,12815577.5,12743770.0,781211240.6666666,781211240.6666666,0.5603141957512214,0.0
MAGE,98,13051157.5,12977245.0,804712086.2083334,804712086.2083334,0.566329078474459,0.0
MAGE,99,13288727.5,13212665.0,828678501.625,828680697.5416666,0.5723836236389057,0.00026499018164205523
MAGE,100,13528412.5,13450165.0,853244255.625,853246346.0,0.5783938063686378,0.00024499139446021445
PALADIN,1,0.0,0.0,0.0,0.0,,
PALADIN,2,765.0,765.0,327.0833333333333,327.0833333333333,0.0,0.0
PALADIN,3,5145.0,5135.0,6514.625,6525.458333333333,0.19436345966957758,0.166292508522492
PALADIN,4,13877.5,13850.0,25823.5,25844.333333333332,0.19816249324445812,0.08067587016993283
PALADIN,5,25995.0,25952.5,62313.958333333336,62313.958333333336,0.163492979419122,0.0
PALADIN,6,41657.5,41592.5,121227.95833333333,121227.95833333333,0.15603432755205704,0.0
PALADIN,7,61105.0,60992.5,209832.91666666666,209721.08333333334,0.18410932002290714,-0.05329637270923282
PALADIN,8,83892.5,83727.5,331609.2916666667,331609.2916666667,0.19668027535238997,0.0
PALADIN,9,110365.0,110167.5,494369.0833333333,494304.8333333333,0.17895166039958443,-0.012996362872608191
PALADIN,10,140210.0,139960.0,701140.0416666666,701147.7083333334,0.17830397261251463,0.0010934572569176737
PALADIN,11,173722.5,173400.0,961579.5,961579.5,0.18564089280317386,0.0
PALADIN,12,210582.5,210187.5,1277812.5416666667,1277765.875,0.18757494093764038,-0.0036520745528068055
PALADIN,13,250435.0,249967.5,1651804.3333333333,1651804.3333333333,0.18667518517778703,0.0
PALADIN,14,293790.0,293232.5,2097334.7916666665,2097334.7916666665,0.1897613941931331,0.0
PALADIN,15,340445.0,339800.0,2612697.125,2612685.2083333335,0.1894579153754683,-0.0004561059356089636
PALADIN,16,389917.5,389162.5,3208160.8333333335,3208160.8333333335,0.19363070393095816,0.0
PALADIN,17,442785.0,441917.5,3887571.7083333335,3887571.7083333335,0.19591901261334366,0.0
PALADIN,18,498512.5,497515.0,4656656.625,4656583.916666667,0.20009528346831562,-0.0015613848988293988
PALADIN,19,557715.0,556587.5,5524372.125,5524372.125,0.20216418780201195,0.0
PALADIN,20,619970.0,618702.5,6484938.625,6484938.625,0.20444537638918403,0.0
PALADIN,21,685425.0,684020.0,7558897.666666667,7558966.125,0.20498231024547175,0.0009056655659644974
PALADIN,22,753760.0,752180.0,8746409.041666666,8746409.041666666,0.20961579282530174,0.0
PALADIN,23,825125.0,823382.5,10047313.166666666,10047435.875,0.21118012422359778,0.0012213049528586595
PALADIN,24,899462.5,897522.5,11480280.041666666,11480280.041666666,0.2156843670525488,0.0
PALADIN,25,976955.0,974822.5,13041967.791666666,13041967.791666666,0.21828026879436857,0.0
PALADIN,26,1057020.0,1054672.5,14737101.791666666,14737134.041666666,0.2220866208775596,0.00021883542948852863
PALADIN,27,1139675.0,1137095.0,16569538.375,16569605.458333334,0.2263803277250065,0.00040485939809542515
PALADIN,28,1225662.5,1222850.0,18563327.458333332,18563327.458333332,0.22946773683619748,0.0
PALADIN,29,1314605.0,1311555.0,20703234.375,20703439.708333332,0.23200885437070218,0.0009917935024583713
PALADIN,30,1406515.0,1403180.0,23005122.375,23005122.375,0.2371108733287608,0.0
PALADIN,31,1501312.5,1497710.0,25471263.041666668,25471263.041666668,0.2399567045501816,0.0
PALADIN,32,1599432.5,1595525.0,28108943.791666668,28108943.791666668,0.2443054020722979,0.0
PALADIN,33,1700047.5,1695840.0,30930275.166666668,30931153.666666668,0.24749308475204845,0.0028402592452403397
PALADIN,34,1803307.5,1798787.5,33926806.25,33926806.25,0.25065054074249193,0.0
PALADIN,35,1909520.0,1904652.5,37126111.791666664,37126111.791666664,0.2549069923331482,0.0
PALADIN,36,2018145.0,2012932.5,40523604.666666664,40523604.666666664,0.25828173892361583,0.0
PALADIN,37,2129320.0,2123742.5,44121949.125,44120736.375,0.26193808351961945,-0.002748631971272175
PALADIN,38,2243342.5,2237385.0,47928817.916666664,47928817.916666664,0.2655635508175824,0.0
PALADIN,39,2359640.0,2353280.0,51934305.166666664,51933989.125,0.26953264057228976,-0.0006085412438849858
PALADIN,40,2479352.5,2472587.5,56180485.541666664,56180485.541666664,0.27285349703198847,0.0
PALADIN,41,2600985.0,2593795.0,60653605.833333336,60652919.25,0.27643373568090324,-0.0011319744702809054
PALADIN,42,2725230.0,2717592.5,65331364.25,65331364.25,0.28025157509641296,0.0
PALADIN,43,2852417.5,2844317.5,70276416.75,70276694.29166667,0.28396965030539345,0.0003949285969806482
PALADIN,44,2981925.0,2973332.5,75471600.66666667,75471600.66666667,0.2881527872096057,0.0
PALADIN,45,3113520.0,3104435.0,80889069.0,80889069.0,0.2917919268223712,0.0
PALADIN,46,3246560.0,3236972.5,86545232.45833333,86545232.45833333,0.2953125770045806,0.0
PALADIN,47,3382397.5,3372262.5,92493134.125,92494030.16666667,0.2996395308357491,0.0009687656009838008
PALADIN,48,3520500.0,3509812.5,98706262.83333333,98705741.95833333,0.303579037068602,-0.0005277020779126396
PALADIN,49,3660832.5,3649555.0,105183712.70833333,105181871.0,0.3080583446524843,-0.0017509444056540424
PALADIN,50,3803652.5,3791790.0,111963950.75,111963950.75,0.3118712868749207,0.0
PALADIN,51,3947905.0,3935427.5,119021986.95833333,119021786.66666667,0.31605370443310576,-0.00016828123254875038
PALADIN,52,4094687.5,4081560.0,126391081.91666667,126391557.375,0.32059833625887046,0.0003761802859214569
PALADIN,53,4243720.0,4229930.0,134051241.625,134051241.625,0.3249507507564142,0.0
PALADIN,54,4395072.5,4380607.5,142023147.0,142023147.0,0.32911857540461886,0.0
PALADIN,55,4549095.0,4533927.5,150305203.45833334,150305203.45833334,0.3334179655513858,0.0
PALADIN,56,4705225.0,4689317.5,158941947.33333334,158941947.33333334,0.3380816007736098,0.0
PALADIN,57,4869580.0,4852907.5,167867269.25,167867269.25,0.34238065705871623,0.0
PALADIN,58,5037180.0,5019707.5,177162177.54166666,177162177.54166666,0.3468706697001056,0.0
PALADIN,59,5207600.0,5189297.5,186814395.375,186814446.95833334,0.35145748521391296,2.7612076269889485e-05
PALADIN,60,5380570.0,5361425.0,196814771.54166666,196814771.54166666,0.35581732046976455,0.0
PALADIN,61,5555502.5,5535472.5,207137194.0,207137194.0,0.36054344318988685,0.0
PALADIN,62,5725545.0,5704662.5,217382709.20833334,217383260.33333334,0.3647251047716904,0.00025352752388574373
PALADIN,63,5903330.0,5881525.0,228319992.125,228319992.125,0.36936779749734416,0.0
PALADIN,64,6083987.5,6061230.0,239620848.41666666,239620848.41666666,0.37405566661666834,0.0
PALADIN,65,6267360.0,6243612.5,251291871.79166666,251291871.79166666,0.37890754639912094,0.0
PALADIN,66,6452407.5,6427657.5,263345677.29166666,263345677.29166666,0.38357775760442525,0.0
PALADIN,67,6638735.0,6612932.5,275686041.1666667,275686041.1666667,0.3886659130090342,0.0
PALADIN,68,6820425.0,6793590.0,287942846.5416667,287942846.5416667,0.3934505547674827,0.0
PALADIN,69,7009460.0,6981540.0,300883118.4166667,300883118.4166667,0.3983188433916429,0.0
PALADIN,70,7201247.5,7172200.0,314237975.5416667,314237975.5416667,0.40336761095907114,0.0
PALADIN,71,7394480.0,7364285.0,327983567.4583333,327983567.4583333,0.40834514394521015,0.0
PALADIN,72,7590500.0,7559130.0,342174141.375,342176680.5,0.4132797575917224,0.0007420563663318447
PALADIN,73,7782460.0,7749902.5,356205589.75,356205589.75,0.41834458513118067,0.0
PALADIN,74,7988382.5,7954592.5,371089065.1666667,371092423.5,0.4229892597155893,0.0009049938811234171
PALADIN,75,8196960.0,8161890.0,386408306.625,386408306.625,0.4278415412543146,0.0
PALADIN,76,8407105.0,8370710.0,402177177.1666667,402177177.1666667,0.43290764181010966,0.0
PALADIN,77,8620200.0,8582437.5,418377080.75,418377080.75,0.43806988236931854,0.0
PALADIN,78,8826752.5,8787637.5,434331702.5,434332522.0416667,0.44314146114327047,0.0001886902710523941
PALADIN,79,9040992.5,9000472.5,451124326.0833333,451124326.0833333,0.44818088279577895,0.0
PALADIN,80,9257885.0,9215917.5,468418495.0833333,468418201.75,0.4533162812024538,-6.262206475593501e-05
