catalogId|elapsed|reduced|role|assetId|instance|hitIndex|x|y|width|height|rotation|alpha|reveal|mirror|start|end|safeAlphaCap|drawMode|tintArgb
warrior_t01_c01|460|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.88|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|460|0|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.63724136|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|470|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.8324324|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|470|0|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.48551723|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|480|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.772973|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|480|0|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.33379313|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|490|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.7135135|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|490|0|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.18206896|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|500|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.65405405|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|500|0|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.030344844|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|510|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.5945946|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|520|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.53513515|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|530|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.4756757|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|540|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.41621622|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|550|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.35675675|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|560|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.29729727|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|570|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.23783785|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|580|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.17837837|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|590|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.1189189|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|600|0|PRIMARY|2131034566|0|0|0.49528807|0.52674645|0.72|0.8928989|-0.8|0.059459478|1.0|-1.0|300|610||AUTHORED_SCREEN|
warrior_t01_c01|400|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|410|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|410|1|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.5984|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|420|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|420|1|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.5984|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|430|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|430|1|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.5984|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|440|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|440|1|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.5984|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|450|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|450|1|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.5984|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|460|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|460|1|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.5984|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|470|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|470|1|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.5984|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|480|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|480|1|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.5984|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|490|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|490|1|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.5984|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|500|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|500|1|CONTACT|2131034564|0|0|0.5|0.59|0.22|0.496375|0.0|0.5984|1.0|1.0|410|502||AUTHORED_SCREEN|
warrior_t01_c01|510|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|520|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|530|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|540|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|550|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|560|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|570|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|580|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|590|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c01|600|1|PRIMARY|2131034566|0|0|0.49627998|0.53540915|0.62|0.7688852|0.0|0.5984|1.0|-1.0|400|610||AUTHORED_SCREEN|
warrior_t01_c02|130|0|SECONDARY|2131034562|0|0|0.5|0.32199603|0.3949748|0.594108|0.0|0.08395062|0.054634333|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|140|0|SECONDARY|2131034562|0|0|0.5|0.33295578|0.3949748|0.594108|0.0|0.1580247|0.107734025|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|150|0|SECONDARY|2131034562|0|0|0.5|0.34359878|0.3949748|0.594108|0.0|0.22222224|0.1592989|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|160|0|SECONDARY|2131034562|0|0|0.5|0.35392505|0.3949748|0.594108|0.0|0.2765432|0.20932925|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|170|0|SECONDARY|2131034562|0|0|0.5|0.36393452|0.3949748|0.594108|0.0|0.32098767|0.2578249|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|180|0|SECONDARY|2131034562|0|0|0.5|0.3736273|0.3949748|0.594108|0.0|0.35555556|0.3047859|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|190|0|SECONDARY|2131034562|0|0|0.5|0.3830033|0.3949748|0.594108|0.0|0.38024694|0.35021222|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|200|0|SECONDARY|2131034562|0|0|0.5|0.3920625|0.3949748|0.594108|0.0|0.39506173|0.3941037|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|210|0|SECONDARY|2131034562|0|0|0.5|0.400805|0.3949748|0.594108|0.0|0.4|0.4364608|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|220|0|SECONDARY|2131034562|0|0|0.5|0.40923065|0.3949748|0.594108|0.0|0.4|0.477283|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|230|0|SECONDARY|2131034562|0|0|0.5|0.41733962|0.3949748|0.594108|0.0|0.4|0.5165706|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|240|0|SECONDARY|2131034562|0|0|0.5|0.42513186|0.3949748|0.594108|0.0|0.4|0.55432355|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|250|0|SECONDARY|2131034562|0|0|0.5|0.43260726|0.3949748|0.594108|0.0|0.4|0.5905417|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|250|0|PRIMARY|2131034563|0|0|0.5037802|-0.27177742|0.37999997|1.2860625|1.0|0.09506175|0.10802472|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|260|0|SECONDARY|2131034562|0|0|0.5|0.439766|0.3949748|0.594108|0.0|0.4|0.6252254|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|260|0|PRIMARY|2131034563|0|0|0.5037802|-0.22288856|0.37999997|1.2860625|1.0|0.18469135|0.20987654|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|270|0|SECONDARY|2131034562|0|0|0.5|0.44660798|0.3949748|0.594108|0.0|0.4|0.6583743|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|270|0|PRIMARY|2131034563|0|0|0.5037802|-0.17696261|0.37999997|1.2860625|1.0|0.26888892|0.30555558|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|280|0|SECONDARY|2131034562|0|0|0.5|0.4531331|0.3949748|0.594108|0.0|0.38550726|0.68998855|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|280|0|PRIMARY|2131034563|0|0|0.5037802|-0.13399968|0.37999997|1.2860625|1.0|0.3476543|0.39506173|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|290|0|SECONDARY|2131034562|0|0|0.5|0.45934153|0.3949748|0.594108|0.0|0.3710145|0.7200681|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|290|0|PRIMARY|2131034563|0|0|0.5037802|-0.093999624|0.37999997|1.2860625|1.0|0.4209877|0.4783951|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|300|0|SECONDARY|2131034562|0|0|0.5|0.46523324|0.3949748|0.594108|0.0|0.35652176|0.74861306|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|300|0|PRIMARY|2131034563|0|0|0.5037802|-0.05696261|0.37999997|1.2860625|1.0|0.48888892|0.5555556|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|310|0|SECONDARY|2131034562|0|0|0.5|0.47080812|0.3949748|0.594108|0.0|0.342029|0.7756233|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|310|0|PRIMARY|2131034563|0|0|0.5037802|-0.022888511|0.37999997|1.2860625|1.0|0.55135804|0.6265432|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|320|0|SECONDARY|2131034562|0|0|0.5|0.4760663|0.3949748|0.594108|0.0|0.32753623|0.8010988|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|320|0|PRIMARY|2131034563|0|0|0.5037802|0.00822255|0.37999997|1.2860625|1.0|0.60839504|0.691358|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|330|0|SECONDARY|2131034562|0|0|0.5|0.48100764|0.3949748|0.594108|0.0|0.31304348|0.8250397|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|330|0|PRIMARY|2131034563|0|0|0.5037802|0.036370695|0.37999997|1.2860625|1.0|0.65999997|0.75|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|340|0|SECONDARY|2131034562|0|0|0.5|0.48563233|0.3949748|0.594108|0.0|0.29855072|0.8474459|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|340|0|PRIMARY|2131034563|0|0|0.5037802|0.061555922|0.37999997|1.2860625|1.0|0.7061728|0.80246913|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|350|0|SECONDARY|2131034562|0|0|0.5|0.48994023|0.3949748|0.594108|0.0|0.28405797|0.8683175|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|350|0|PRIMARY|2131034563|0|0|0.5037802|0.08377814|0.37999997|1.2860625|1.0|0.74691355|0.84876543|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|360|0|SECONDARY|2131034562|0|0|0.5|0.4939313|0.3949748|0.594108|0.0|0.2695652|0.8876543|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|360|0|PRIMARY|2131034563|0|0|0.5037802|0.10303742|0.37999997|1.2860625|1.0|0.7822222|0.8888889|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|370|0|SECONDARY|2131034562|0|0|0.5|0.4976057|0.3949748|0.594108|0.0|0.25507244|0.90545654|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|370|0|PRIMARY|2131034563|0|0|0.5037802|0.119333684|0.37999997|1.2860625|1.0|0.8120988|0.9228395|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|380|0|SECONDARY|2131034562|0|0|0.5|0.50096333|0.3949748|0.594108|0.0|0.24057971|0.921724|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|380|0|PRIMARY|2131034563|0|0|0.5037802|0.132667|0.37999997|1.2860625|1.0|0.8365432|0.9506173|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|390|0|SECONDARY|2131034562|0|0|0.5|0.5040042|0.3949748|0.594108|0.0|0.22608696|0.9364569|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|390|0|PRIMARY|2131034563|0|0|0.5037802|0.14303738|0.37999997|1.2860625|1.0|0.85555553|0.9722222|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|400|0|SECONDARY|2131034562|0|0|0.5|0.5067283|0.3949748|0.594108|0.0|0.21159421|0.94965506|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|400|0|PRIMARY|2131034563|0|0|0.5037802|0.15044475|0.37999997|1.2860625|1.0|0.8691358|0.9876543|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|410|0|SECONDARY|2131034562|0|0|0.5|0.5091356|0.3949748|0.594108|0.0|0.19710146|0.9613186|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|410|0|PRIMARY|2131034563|0|0|0.5037802|0.15488929|0.37999997|1.2860625|1.0|0.87728393|0.99691355|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|410|0|CONTACT|2131034552|0|0|0.5|0.645|0.21240814|0.47924584|7.0|0.6222222|0.8228139|1.0|402|550||AUTHORED_SCREEN|
warrior_t01_c02|420|0|SECONDARY|2131034562|0|0|0.5|0.51122624|0.3949748|0.594108|0.0|0.18260871|0.9714474|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|420|0|PRIMARY|2131034563|0|0|0.5037802|0.1563707|0.37999997|1.2860625|1.0|0.88|1.0|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|420|0|CONTACT|2131034552|0|0|0.5|0.645|0.2245433|0.50662583|7.0|0.9|0.86982244|1.0|402|550||AUTHORED_SCREEN|
warrior_t01_c02|430|0|SECONDARY|2131034562|0|0|0.5|0.5130001|0.3949748|0.594108|0.0|0.16811596|0.9800416|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|430|0|PRIMARY|2131034563|0|0|0.5037802|0.1563707|0.37999997|1.2860625|1.0|0.88|1.0|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|430|0|CONTACT|2131034552|0|0|0.5|0.645|0.23481153|0.5297935|7.0|0.9|0.9095989|1.0|402|550||AUTHORED_SCREEN|
warrior_t01_c02|440|0|SECONDARY|2131034562|0|0|0.5|0.5144571|0.3949748|0.594108|0.0|0.15362321|0.9871011|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|440|0|DEBRIS|2131034553|0|0|0.5|0.63|0.34|0.767125|10.0|0.12841856|0.0|1.0|432|780||AUTHORED_SCREEN|
warrior_t01_c02|440|0|PRIMARY|2131034563|0|0|0.5037802|0.1563707|0.37999997|1.2860625|1.0|0.88|1.0|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|440|0|CONTACT|2131034552|0|0|0.5|0.645|0.24321283|0.54874897|7.0|0.9|0.9421433|1.0|402|550||AUTHORED_SCREEN|
warrior_t01_c02|450|0|SECONDARY|2131034562|0|0|0.5|0.51559746|0.3949748|0.594108|0.0|0.13913043|0.9926259|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|450|0|DEBRIS|2131034553|0|0|0.5|0.63|0.34|0.767125|10.0|0.26218787|0.0|1.0|432|780||AUTHORED_SCREEN|
warrior_t01_c02|450|0|PRIMARY|2131034563|0|0|0.5037802|0.1563707|0.37999997|1.2860625|1.0|0.88|1.0|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|450|0|CONTACT|2131034552|0|0|0.5|0.645|0.24974717|0.56349206|7.0|0.9|0.9674556|1.0|402|550||AUTHORED_SCREEN|
warrior_t01_c02|460|0|SECONDARY|2131034562|0|0|0.5|0.516421|0.3949748|0.594108|0.0|0.12463768|0.99661607|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|460|0|DEBRIS|2131034553|0|0|0.5014922|0.6258218|0.34|0.767125|10.0|0.36623067|0.059687734|1.0|432|780||AUTHORED_SCREEN|
warrior_t01_c02|460|0|PRIMARY|2131034563|0|0|0.5037802|0.1563707|0.37999997|1.2860625|1.0|0.88|1.0|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|460|0|CONTACT|2131034552|0|0|0.5|0.645|0.25441453|0.57402277|7.0|0.8265306|0.9855358|1.0|402|550||AUTHORED_SCREEN|
warrior_t01_c02|470|0|SECONDARY|2131034562|0|0|0.5|0.51692784|0.3949748|0.594108|0.0|0.11014493|0.99907154|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|470|0|DEBRIS|2131034553|0|0|0.50293845|0.6217723|0.34|0.767125|10.0|0.44054696|0.11753905|1.0|432|780||AUTHORED_SCREEN|
warrior_t01_c02|470|0|PRIMARY|2131034563|0|0|0.5037802|0.1563707|0.37999997|1.2860625|1.0|0.88|1.0|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|470|0|CONTACT|2131034552|0|0|0.5|0.645|0.25721496|0.5803412|7.0|0.7346938|0.9963839|1.0|402|550||AUTHORED_SCREEN|
warrior_t01_c02|480|0|SECONDARY|2131034562|0|0|0.5|0.51711786|0.3949748|0.594108|0.0|0.09565218|0.9999923|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|480|0|DEBRIS|2131034553|0|0|0.50433886|0.61785126|0.34|0.767125|10.0|0.48513675|0.17355376|1.0|432|780||AUTHORED_SCREEN|
warrior_t01_c02|480|0|PRIMARY|2131034563|0|0|0.5037802|0.1563707|0.37999997|1.2860625|1.0|0.88|1.0|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|480|0|CONTACT|2131034552|0|0|0.5|0.645|0.25814846|0.58244747|7.0|0.64285713|1.0|1.0|402|550||AUTHORED_SCREEN|
warrior_t01_c02|490|0|SECONDARY|2131034562|0|0|0.5|0.51711947|0.3949748|0.594108|0.0|0.08115943|1.0|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|490|0|DEBRIS|2131034553|0|0|0.5056933|0.61405873|0.34|0.767125|10.0|0.5|0.22773188|1.0|432|780||AUTHORED_SCREEN|
warrior_t01_c02|490|0|PRIMARY|2131034563|0|0|0.5037802|0.1563707|0.37999997|1.2860625|1.0|0.88|1.0|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|490|0|CONTACT|2131034552|0|0|0.5|0.645|0.25814846|0.58244747|7.0|0.5510204|1.0|1.0|402|550||AUTHORED_SCREEN|
warrior_t01_c02|500|0|SECONDARY|2131034562|0|0|0.5|0.51711947|0.3949748|0.594108|0.0|0.06666668|1.0|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|500|0|DEBRIS|2131034553|0|0|0.5070018|0.61039484|0.34|0.767125|10.0|0.5|0.2800734|1.0|432|780||AUTHORED_SCREEN|
warrior_t01_c02|500|0|PRIMARY|2131034563|0|0|0.5037802|0.1563707|0.37999997|1.2860625|1.0|0.88|1.0|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|500|0|CONTACT|2131034552|0|0|0.5|0.645|0.25814846|0.58244747|7.0|0.45918366|1.0|1.0|402|550||AUTHORED_SCREEN|
warrior_t01_c02|510|0|SECONDARY|2131034562|0|0|0.5|0.51711947|0.3949748|0.594108|0.0|0.052173924|1.0|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|510|0|DEBRIS|2131034553|0|0|0.5082645|0.6068595|0.34|0.767125|10.0|0.5|0.3305785|1.0|432|780||AUTHORED_SCREEN|
warrior_t01_c02|510|0|PRIMARY|2131034563|0|0|0.5037802|0.1563707|0.37999997|1.2860625|1.0|0.88|1.0|1.0|240|1070||AUTHORED_SCREEN|
warrior_t01_c02|510|0|CONTACT|2131034552|0|0|0.5|0.645|0.25814846|0.58244747|7.0|0.3673469|1.0|1.0|402|550||AUTHORED_SCREEN|
warrior_t01_c02|520|0|SECONDARY|2131034562|0|0|0.5|0.51711947|0.3949748|0.594108|0.0|0.03768115|1.0|1.0|120|546||AUTHORED_SCREEN|
warrior_t01_c02|520|0|DEBRIS|2131034553|0|0|0.5094812|0.6034527|0.34|0.767125|10.0|0.5|0.37924707|1.0|432|780||AUTHORED_SCREEN|
