catalogId|elapsed|reduced|damageVisible|damage|damageAlpha|damageScale|damageY|damageFinal|energy|labelAlpha|cameraX|cameraY|cameraScale
warrior_t01_c01|210|0|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|220|0|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|230|0|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|240|0|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|250|0|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|260|0|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|270|0|0|0|0.0|1.0|0.0|1|0.78|0.234375|0.0|0.0|1.0
warrior_t01_c01|280|0|0|0|0.0|1.0|0.0|1|0.78|0.4375|0.0|0.0|1.0
warrior_t01_c01|290|0|0|0|0.0|1.0|0.0|1|0.78|0.609375|0.0|0.0|1.0
warrior_t01_c01|300|0|0|0|0.0|1.0|0.0|1|0.78|0.75|0.0|0.0|1.0
warrior_t01_c01|310|0|0|0|0.0|1.0|0.0|1|0.78|0.859375|0.0|0.0|1.0
warrior_t01_c01|320|0|0|0|0.0|1.0|0.0|1|0.78|0.9375|0.0|0.0|1.0
warrior_t01_c01|330|0|0|0|0.0|1.0|0.0|1|0.78|0.984375|0.0|0.0|1.0
warrior_t01_c01|340|0|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0
warrior_t01_c01|350|0|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0
warrior_t01_c01|360|0|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0
warrior_t01_c01|370|0|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0009091
warrior_t01_c01|380|0|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0018182
warrior_t01_c01|390|0|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0027273
warrior_t01_c01|400|0|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0036364
warrior_t01_c01|410|0|0|0|0.0|1.0|0.0|1|0.78|1.0|-1.3499999|0.0|1.0085
warrior_t01_c01|420|0|1|10000|0.7|0.94|0.0|1|0.78|1.0|-3.6|0.0|1.016
warrior_t01_c01|430|0|1|10000|0.8582031|1.024375|0.0|1|0.6575607|1.0|-1.0687499|0.0|1.012836
warrior_t01_c01|440|0|1|10000|0.9578125|1.0775|0.0|1|0.54857635|1.0|0.5250001|0.0|1.0108438
warrior_t01_c01|450|0|1|10000|0.9988281|1.099375|0.0|1|0.45304686|1.0|1.1812501|0.0|1.0100235
warrior_t01_c01|460|0|1|10000|1.0|1.0778548|0.0|1|0.3709722|1.0|0.93425614|0.0|1.0077854
warrior_t01_c01|470|0|1|10000|1.0|1.0540657|0.0|1|0.30235243|1.0|0.6487889|0.0|1.0054066
warrior_t01_c01|480|0|1|10000|1.0|1.034602|0.0|1|0.2471875|1.0|0.41522485|0.0|1.0034602
warrior_t01_c01|490|0|1|10000|1.0|1.0194637|0.0|1|0.20547736|1.0|0.23356405|0.0|1.0019463
warrior_t01_c01|500|0|1|10000|1.0|1.0086505|0.0|1|0.17722219|1.0|0.10380621|0.0|1.000865
warrior_t01_c01|510|0|1|10000|1.0|1.0021627|0.0|1|0.16242182|1.0|0.025951553|0.0|1.0002162
warrior_t01_c01|520|0|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|530|0|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|540|0|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|550|0|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|560|0|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|570|0|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|580|0|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|590|0|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|600|0|1|10000|1.0|1.0|0.0|1|0.16|0.8888889|0.0|0.0|1.0
warrior_t01_c01|610|0|1|10000|1.0|1.0|0.0|1|0.16|0.7777778|0.0|0.0|1.0
warrior_t01_c01|620|0|1|10000|1.0|1.0|0.0|1|0.16|0.6666666|0.0|0.0|1.0
warrior_t01_c01|630|0|1|10000|1.0|1.0|0.0|1|0.16|0.5555556|0.0|0.0|1.0
warrior_t01_c01|640|0|1|10000|1.0|1.0|0.0|1|0.16|0.44444442|0.0|0.0|1.0
warrior_t01_c01|650|0|1|10000|1.0|1.0|0.0|1|0.16|0.3333333|0.0|0.0|1.0
warrior_t01_c01|660|0|1|10000|1.0|1.0|0.0|1|0.16|0.22222221|0.0|0.0|1.0
warrior_t01_c01|670|0|1|10000|1.0|1.0|0.0|1|0.16|0.111111104|0.0|0.0|1.0
warrior_t01_c01|680|0|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|690|0|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|700|0|1|10000|1.0|1.0|-0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|710|0|1|10000|0.9166667|1.0|-0.5|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|720|0|1|10000|0.8333333|1.0|-1.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|730|0|1|10000|0.75|1.0|-1.5|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|740|0|1|10000|0.6666666|1.0|-2.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|750|0|1|10000|0.5833334|1.0|-2.5|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|760|0|1|10000|0.5|1.0|-3.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|770|0|1|10000|0.4166667|1.0|-3.5|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|780|0|1|10000|0.3333333|1.0|-4.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|790|0|1|10000|0.25|1.0|-4.5|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|800|0|1|10000|0.16666669|1.0|-5.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|810|0|1|10000|0.08333331|1.0|-5.5|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|820|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|830|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|840|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|850|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|860|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|870|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|880|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|890|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|900|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|910|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|920|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|930|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|940|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|950|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|960|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|970|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|980|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|990|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1000|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1010|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1020|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1030|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1040|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1050|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1060|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1070|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1080|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1090|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1100|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1110|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1120|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1130|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1140|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1150|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1160|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1170|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1180|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1190|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1200|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1210|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1220|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1230|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1240|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1250|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1260|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1270|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1280|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1290|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1300|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1310|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1320|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1330|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1340|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1350|0|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|0|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|10|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|20|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|30|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|40|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|50|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|60|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|70|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|80|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|90|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|100|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|110|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|120|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|130|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|140|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|150|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|160|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|170|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|180|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|190|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|200|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|210|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|220|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|230|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|240|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|250|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|260|1|0|0|0.0|1.0|0.0|1|0.78|0.0|0.0|0.0|1.0
warrior_t01_c01|270|1|0|0|0.0|1.0|0.0|1|0.78|0.234375|0.0|0.0|1.0
warrior_t01_c01|280|1|0|0|0.0|1.0|0.0|1|0.78|0.4375|0.0|0.0|1.0
warrior_t01_c01|290|1|0|0|0.0|1.0|0.0|1|0.78|0.609375|0.0|0.0|1.0
warrior_t01_c01|300|1|0|0|0.0|1.0|0.0|1|0.78|0.75|0.0|0.0|1.0
warrior_t01_c01|310|1|0|0|0.0|1.0|0.0|1|0.78|0.859375|0.0|0.0|1.0
warrior_t01_c01|320|1|0|0|0.0|1.0|0.0|1|0.78|0.9375|0.0|0.0|1.0
warrior_t01_c01|330|1|0|0|0.0|1.0|0.0|1|0.78|0.984375|0.0|0.0|1.0
warrior_t01_c01|340|1|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0
warrior_t01_c01|350|1|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0
warrior_t01_c01|360|1|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0
warrior_t01_c01|370|1|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0
warrior_t01_c01|380|1|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0
warrior_t01_c01|390|1|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0
warrior_t01_c01|400|1|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0
warrior_t01_c01|410|1|0|0|0.0|1.0|0.0|1|0.78|1.0|0.0|0.0|1.0
warrior_t01_c01|420|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|430|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|440|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|450|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|460|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|470|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|480|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|490|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|500|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|510|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|520|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|530|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|540|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|550|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|560|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|570|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|580|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|590|1|1|10000|1.0|1.0|0.0|1|0.16|1.0|0.0|0.0|1.0
warrior_t01_c01|600|1|1|10000|1.0|1.0|0.0|1|0.16|0.8888889|0.0|0.0|1.0
warrior_t01_c01|610|1|1|10000|1.0|1.0|0.0|1|0.16|0.7777778|0.0|0.0|1.0
warrior_t01_c01|620|1|1|10000|1.0|1.0|0.0|1|0.16|0.6666666|0.0|0.0|1.0
warrior_t01_c01|630|1|1|10000|1.0|1.0|0.0|1|0.16|0.5555556|0.0|0.0|1.0
warrior_t01_c01|640|1|1|10000|1.0|1.0|0.0|1|0.16|0.44444442|0.0|0.0|1.0
warrior_t01_c01|650|1|1|10000|1.0|1.0|0.0|1|0.16|0.3333333|0.0|0.0|1.0
warrior_t01_c01|660|1|1|10000|1.0|1.0|0.0|1|0.16|0.22222221|0.0|0.0|1.0
warrior_t01_c01|670|1|1|10000|1.0|1.0|0.0|1|0.16|0.111111104|0.0|0.0|1.0
warrior_t01_c01|680|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|690|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|700|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|710|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|720|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|730|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|740|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|750|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|760|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|770|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|780|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|790|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|800|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|810|1|1|10000|1.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|820|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|830|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|840|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|850|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|860|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|870|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|880|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|890|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|900|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|910|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|920|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|930|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|940|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|950|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|960|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|970|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|980|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|990|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1000|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1010|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1020|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1030|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1040|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1050|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1060|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1070|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1080|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1090|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1100|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1110|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1120|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1130|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1140|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1150|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1160|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1170|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1180|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1190|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1200|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1210|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1220|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
warrior_t01_c01|1230|1|0|0|0.0|1.0|0.0|1|0.16|0.0|0.0|0.0|1.0
