class,level,hp_mean,hp_min,hp_max,mp_mean,mp_min,mp_max,cap_h_mean,cap_h_min,cap_h_max,raw_proc_pct_mean,raw_proc_pct_min,raw_proc_pct_max,search_s_mean,search_s_min,search_s_max,sale_bonus_pct_mean,sale_bonus_pct_min,sale_bonus_pct_max,bag_mean,bag_min,bag_max,hp_delta_1level,mp_delta_1level,cap_h_delta_1level,raw_proc_pct_delta_1level,search_s_delta_1level,sale_bonus_pct_delta_1level,bag_delta_1level
CLERIC,17,144.5625,108,196,158.5,123,187,8.101347970218818,8.080398509919474,8.129513145852016,12.139166666666666,11.205,12.311666666666667,4.90875,4.873333333333333,4.946666666666666,3.5666666666666664,2.8000000000000003,4.4,30.875,29,33,7.125,7.9375,0.004021566302757407,0.01322916666666707,-0.0004166666666662877,0.125,0.125
CLERIC,18,159.0,119,216,175.5,140,203,8.109365970222113,8.086885351910066,8.139981936197135,12.23,11.233333333333333,13.313333333333333,4.9070833333333335,4.866666666666666,4.946666666666666,3.7333333333333334,3.0666666666666664,4.533333333333333,31.9375,30,35,14.4375,17.0,0.008018000003295,0.09083333333333421,-0.0016666666666669272,0.16666666666666696,1.0625
CLERIC,19,166.3125,123,226,183.6875,147,213,8.113366404754558,8.089214014928066,8.145142883458513,12.368645833333334,11.271666666666667,13.328333333333333,4.90625,4.866666666666666,4.946666666666666,3.825,3.0666666666666664,4.666666666666667,31.9375,30,35,7.3125,8.1875,0.004000434532445141,0.13864583333333336,-0.0008333333333334636,0.09166666666666679,0.0
CLERIC,20,180.3125,134,244,202.3125,162,233,8.120938800360205,8.095541671293244,8.154319517382087,12.6496875,11.305,13.388333333333334,4.904583333333333,4.866666666666666,4.946666666666666,3.9833333333333334,3.0666666666666664,4.933333333333334,33.0,31,36,14.0,18.625,0.007572395605647486,0.28104166666666686,-0.0016666666666669272,0.15833333333333321,1.0625
CLERIC,21,187.5,141,254,211.9375,172,244,8.12478442544165,8.099514023434768,8.159358769865461,12.978229166666667,11.321666666666667,13.403333333333332,4.90375,4.866666666666666,4.946666666666666,4.066666666666666,3.0666666666666664,4.933333333333334,34.25,33,37,7.1875,9.625,0.0038456250814444815,0.3285416666666663,-0.0008333333333334636,0.08333333333333304,1.25
CLERIC,22,202.1875,151,274,231.125,190,268,8.132538333652887,8.105121258892025,8.16932046231732,13.135208333333333,12.316666666666666,13.433333333333334,4.9025,4.866666666666666,4.946666666666666,4.216666666666667,3.0666666666666664,5.333333333333333,34.6875,33,37,14.6875,19.1875,0.007753908211237004,0.156979166666666,-0.0012499999999997513,0.15000000000000036,0.4375
CLERIC,23,217.75,161,296,250.625,206,289,8.140643364527785,8.110654656965288,8.18011188199439,13.355208333333334,12.39,14.448333333333334,4.899583333333333,4.86,4.946666666666666,4.4,3.2,5.466666666666667,35.8125,34,38,15.5625,19.5,0.008105030874897778,0.22000000000000064,-0.0029166666666666785,0.18333333333333357,1.125
CLERIC,24,225.5625,166,306,260.4375,215,301,8.144664245436822,8.113395407434448,8.184963543322244,13.4340625,12.405,14.468333333333334,4.89875,4.86,4.946666666666666,4.483333333333333,3.333333333333333,5.733333333333333,35.8125,34,38,7.8125,9.8125,0.004020880909036961,0.078854166666666,-0.0008333333333334636,0.08333333333333304,0.0
CLERIC,25,241.125,178,326,280.125,236,325,8.152599194010804,8.119907126968787,8.194573224165245,13.654375,12.438333333333333,14.518333333333333,4.8966666666666665,4.86,4.946666666666666,4.658333333333333,3.333333333333333,5.866666666666667,37.0,35,39,15.5625,19.6875,0.007934948573982581,0.22031250000000036,-0.002083333333333215,0.17499999999999982,1.1875
CLERIC,26,248.625,183,337,290.9375,247,338,8.156378597035355,8.12259418396269,8.19980801994142,13.922395833333333,12.456666666666667,14.533333333333333,4.895833333333333,4.86,4.946666666666666,4.775,3.333333333333333,6.0,38.125,36,40,7.5,10.8125,0.0037794030245503762,0.26802083333333293,-0.0008333333333334636,0.11666666666666714,1.125
CLERIC,27,264.375,192,357,312.125,265,359,8.164254795576305,8.127394294577119,8.209239449259123,14.145208333333333,12.496666666666666,14.571666666666667,4.892083333333334,4.86,4.946666666666666,4.966666666666667,3.5999999999999996,6.2666666666666675,38.1875,36,40,15.75,21.1875,0.007876198540950341,0.22281249999999986,-0.003749999999999254,0.19166666666666643,0.0625
CLERIC,28,280.625,200,375,333.9375,284,382,8.172285305467147,8.131623365722321,8.21763764082403,14.3690625,13.523333333333333,14.636666666666667,4.889583333333333,4.8533333333333335,4.946666666666666,5.183333333333334,4.133333333333333,6.4,39.375,37,41,16.25,21.8125,0.008030509890842197,0.22385416666666735,-0.002500000000000391,0.21666666666666679,1.1875
CLERIC,29,288.75,205,387,345.0625,293,393,8.176266845646174,8.134249316789484,8.223191559827166,14.512604166666666,13.538333333333334,15.61,4.88875,4.8533333333333335,4.946666666666666,5.25,4.266666666666667,6.4,39.5,37,41,8.125,11.125,0.0039815401790264104,0.1435416666666658,-0.0008333333333334636,0.06666666666666643,0.125
CLERIC,30,304.875,218,407,367.6875,312,417,8.184105901361335,8.141017882870548,8.232372388883347,14.8003125,13.578333333333333,15.673333333333334,4.8875,4.8533333333333335,4.933333333333334,5.433333333333334,4.533333333333333,6.533333333333333,40.625,38,42,16.125,22.625,0.00783905571516108,0.28770833333333456,-0.0012499999999997513,0.18333333333333357,1.125
CLERIC,31,320.8125,230,426,390.8125,332,440,8.191773407788693,8.147194392054393,8.241010894530442,15.026354166666668,13.615,15.715,4.88625,4.8533333333333335,4.933333333333334,5.625,4.666666666666667,6.800000000000001,41.8125,40,44,15.9375,23.125,0.0076675064273583615,0.22604166666666714,-0.0012499999999997513,0.19166666666666643,1.1875
CLERIC,32,337.4375,243,449,414.625,354,462,8.199686336870046,8.153813344047656,8.251365730233879,15.441041666666667,14.59,15.76,4.88375,4.8533333333333335,4.926666666666667,5.8,4.8,7.066666666666666,41.9375,40,44,16.625,23.8125,0.007912929081353326,0.41468749999999943,-0.002500000000000391,0.17499999999999982,0.125
CLERIC,33,346.125,251,460,426.4375,365,473,8.203793522401138,8.157851230804713,8.256280321833966,15.460729166666667,14.608333333333334,15.78,4.882083333333333,4.846666666666667,4.926666666666667,5.85,4.8,7.066666666666666,43.125,41,45,8.6875,11.8125,0.004107185531092128,0.019687499999999858,-0.0016666666666669272,0.04999999999999982,1.1875
CLERIC,34,363.3125,262,485,450.875,391,498,8.211847499023007,8.163361618834797,8.267363665230432,15.688958333333334,14.698333333333334,16.775,4.879583333333334,4.846666666666667,4.926666666666667,6.033333333333333,5.066666666666667,7.333333333333333,43.1875,41,45,17.1875,24.4375,0.00805397662186813,0.22822916666666693,-0.0024999999999995026,0.18333333333333357,0.0625
CLERIC,35,380.8125,276,509,475.8125,413,526,8.219968207963426,8.170308475340084,8.277896592262664,16.043020833333333,14.748333333333333,16.871666666666666,4.8774999999999995,4.846666666666667,4.92,6.183333333333334,5.066666666666667,7.6,44.3125,42,46,17.5,24.9375,0.008120708940419163,0.3540624999999995,-0.002083333333334103,0.15000000000000036,1.125
CLERIC,36,398.125,290,531,501.9375,438,554,8.227936655985422,8.17718517982218,8.287464759757356,16.2740625,15.73,16.921666666666667,4.8741666666666665,4.846666666666667,4.906666666666666,6.375,5.333333333333333,7.733333333333333,45.5625,43,47,17.3125,26.125,0.007968448021996366,0.23104166666666615,-0.0033333333333329662,0.19166666666666643,1.25
CLERIC,37,415.125,304,554,528.875,463,583,8.235689302238969,8.18399577991454,8.29738345798528,16.506458333333335,15.828333333333333,16.971666666666668,4.870416666666666,4.833333333333333,4.9,6.541666666666667,5.466666666666667,7.866666666666666,45.75,43,48,17.0,26.9375,0.007752646253546658,0.23239583333333513,-0.003750000000000142,0.16666666666666696,0.1875
CLERIC,38,423.875,311,567,542.0625,477,597,8.239652848508632,8.187377442316858,8.302953129054966,16.5909375,15.846666666666668,16.995,4.868333333333333,4.833333333333333,4.9,6.625,5.6000000000000005,7.866666666666666,47.0,45,49,8.75,13.1875,0.003963546269662999,0.08447916666666444,-0.002083333333333215,0.08333333333333304,1.25
CLERIC,39,441.3125,327,590,569.125,504,626,8.24751384744652,8.195050558183004,8.312745165281006,16.823541666666667,15.888333333333334,17.988333333333333,4.8654166666666665,4.833333333333333,4.9,6.841666666666667,5.866666666666667,8.0,47.125,45,49,17.4375,27.0625,0.007860998937887942,0.23260416666666828,-0.0029166666666666785,0.21666666666666679,0.125
CLERIC,40,458.25,338,612,597.125,531,657,8.255081872862878,8.200282201068987,8.322040233656853,17.307708333333334,15.935,18.095,4.864166666666667,4.833333333333333,4.9,7.033333333333333,6.133333333333333,8.133333333333333,48.25,46,50,16.9375,28.0,0.007568025416357926,0.48416666666666686,-0.0012499999999997513,0.19166666666666643,1.125
CLERIC,41,476.125,352,636,625.875,559,689,8.263010596603577,8.206891727620798,8.332104444611492,17.418125,16.931666666666665,18.148333333333333,4.86125,4.833333333333333,4.8933333333333335,7.175,6.133333333333333,8.4,49.375,47,51,17.875,28.75,0.007928723740699084,0.11041666666666572,-0.0029166666666666785,0.1416666666666666,1.125
CLERIC,42,493.6875,364,659,654.875,587,721,8.270744196942896,8.212515250975006,8.341678244467268,17.716458333333332,17.026666666666667,18.201666666666668,4.85875,4.833333333333333,4.8933333333333335,7.316666666666666,6.4,8.533333333333333,49.5625,47,51,17.5625,29.0,0.00773360033931958,0.298333333333332,-0.002500000000000391,0.1416666666666666,0.1875
CLERIC,43,511.125,377,683,683.8125,617,753,8.278364794713072,8.218565733898442,8.35159732180955,17.8896875,17.071666666666665,19.201666666666668,4.855833333333333,4.833333333333333,4.8933333333333335,7.508333333333334,6.4,8.666666666666668,50.75,48,53,17.4375,28.9375,0.007620597770175763,0.173229166666669,-0.0029166666666666785,0.19166666666666732,1.1875
CLERIC,44,529.9375,390,710,713.125,643,785,8.286524381401913,8.224574623872586,8.362673375428994,18.251041666666666,17.123333333333335,19.256666666666668,4.852916666666666,4.82,4.886666666666667,7.733333333333333,6.533333333333333,8.8,51.0,48,54,18.8125,29.3125,0.008159586688840648,0.36135416666666487,-0.0029166666666666785,0.22499999999999964,0.25
CLERIC,45,548.625,402,735,743.4375,671,818,8.29457697566073,8.230085811281363,8.372854051542248,18.5515625,17.173333333333332,19.363333333333333,4.85125,4.82,4.886666666666667,7.975,6.800000000000001,8.933333333333334,52.0625,49,55,18.6875,30.3125,0.008052594258817436,0.30052083333333357,-0.001666666666666039,0.24166666666666625,1.0625
CLERIC,46,566.9375,418,760,774.5,702,851,8.302419787578241,8.237383222304723,8.38296569179065,18.85333333333333,18.185,20.373333333333335,4.849166666666666,4.82,4.886666666666667,8.158333333333333,6.933333333333334,9.200000000000001,53.375,50,57,18.3125,31.0625,0.007842811917511128,0.30177083333333243,-0.002083333333334103,0.18333333333333357,1.3125
CLERIC,47,594.8125,435,794,822.1875,745,906,8.314252113908235,8.245075784167017,8.396611586396405,19.0578125,18.291666666666668,20.463333333333335,4.844166666666666,4.8133333333333335,4.88,8.4,7.199999999999999,9.6,53.6875,51,58,27.875,47.6875,0.011832326329994203,0.204479166666669,-0.004999999999999893,0.24166666666666714,0.3125
CLERIC,48,613.625,448,819,854.5,776,939,8.322177250993803,8.250917762726301,8.40657073677524,19.674166666666668,18.373333333333335,20.565,4.84125,4.8133333333333335,4.873333333333333,8.541666666666666,7.333333333333333,9.733333333333334,54.9375,52,59,18.8125,32.3125,0.007925137085567968,0.6163541666666674,-0.0029166666666666785,0.14166666666666572,1.25
CLERIC,49,641.9375,467,858,903.8125,823,991,8.334009451807953,8.259395537120199,8.421986760602621,19.881354166666668,19.371666666666666,20.651666666666667,4.8375,4.806666666666667,4.873333333333333,8.816666666666666,7.466666666666667,10.133333333333335,55.125,52,59,28.3125,49.3125,0.011832200814149374,0.20718749999999986,-0.003749999999999254,0.27500000000000036,0.1875
CLERIC,50,661.1875,479,883,937.375,852,1029,8.341999282616328,8.264714302039907,8.431794949427463,20.187291666666667,19.431666666666665,21.68,4.836666666666667,4.806666666666667,4.873333333333333,8.991666666666667,7.733333333333333,10.266666666666666,56.375,53,61,19.25,33.5625,0.007989830808375231,0.30593749999999886,-0.0008333333333334636,0.1750000000000007,1.25
CLERIC,51,691.0,498,922,988.875,903,1088,8.354272887457117,8.2730816193811,8.446985805832286,20.585625,19.543333333333333,21.775,4.8341666666666665,4.806666666666667,4.873333333333333,9.258333333333333,7.866666666666666,10.533333333333331,57.625,55,62,29.8125,51.5,0.012273604840789432,0.39833333333333343,-0.002500000000000391,0.2666666666666657,1.25
CLERIC,52,711.875,516,949,1024.0,934,1126,8.362811762708668,8.280949819012342,8.457427178725606,21.019166666666667,20.556666666666665,21.876666666666665,4.829583333333333,4.8,4.873333333333333,9.358333333333334,7.866666666666666,10.8,57.75,55,62,20.875,35.125,0.008538875251550948,0.4335416666666667,-0.004583333333333606,0.10000000000000142,0.125
CLERIC,53,742.3125,538,992,1077.4375,982,1185,8.375163897659784,8.290492427580405,8.473934509625266,21.420729166666668,20.675,21.975,4.826666666666666,4.8,4.873333333333333,9.683333333333334,8.0,11.200000000000001,59.0,56,63,30.4375,53.4375,0.01235213495111509,0.4015625000000007,-0.0029166666666666785,0.3249999999999993,1.25
CLERIC,54,762.5,554,1019,1113.4375,1015,1225,8.38330806937696,8.29738345798528,8.48422626519626,21.480729166666666,20.726666666666667,22.041666666666668,4.825,4.793333333333333,4.873333333333333,9.866666666666667,8.133333333333333,11.333333333333332,59.125,56,64,20.1875,36.0,0.008144171717177073,0.05999999999999872,-0.001666666666666039,0.18333333333333357,0.125
CLERIC,55,793.75,575,1063,1168.9375,1063,1289,8.395815668484502,8.306367908041135,8.500882209992836,21.823229166666668,20.885,22.148333333333333,4.821666666666666,4.793333333333333,4.873333333333333,10.133333333333333,8.4,11.6,60.4375,57,65,31.25,55.5,0.012507599107541623,0.34250000000000114,-0.0033333333333338544,0.2666666666666657,1.3125
CLERIC,56,814.6875,589,1087,1206.875,1098,1331,8.404147980678653,8.312321032116387,8.509908945055189,22.011458333333334,21.83,22.218333333333334,4.820833333333333,4.793333333333333,4.873333333333333,10.291666666666666,8.666666666666668,11.866666666666667,61.5,58,66,20.9375,37.9375,0.00833231219415076,0.188229166666666,-0.0008333333333334636,0.15833333333333321,1.0625
CLERIC,57,846.9375,609,1125,1264.4375,1148,1397,8.416892684098025,8.320776710492584,8.524120339078685,22.107395833333335,21.913333333333334,22.328333333333333,4.815833333333333,4.786666666666667,4.873333333333333,10.625,9.066666666666666,12.266666666666666,61.9375,59,67,32.25,57.5625,0.012744703419372172,0.09593750000000156,-0.004999999999999893,0.3333333333333339,0.4375
CLERIC,58,879.5,633,1165,1323.75,1202,1462,8.42967217400364,8.330850628030388,8.538976383081529,22.20625,22.003333333333334,22.436666666666667,4.81125,4.786666666666667,4.866666666666666,10.925,9.200000000000001,12.533333333333335,63.1875,60,68,32.5625,59.3125,0.012779489905614838,0.09885416666666558,-0.0045833333333327175,0.3000000000000007,1.25
CLERIC,59,902.1875,650,1192,1363.8125,1241,1503,8.438520119309194,8.337940062976196,8.548946473772496,22.273020833333334,22.068333333333335,22.505,4.807916666666666,4.78,4.8533333333333335,11.066666666666666,9.333333333333334,12.666666666666666,63.25,61,68,22.6875,40.0625,0.008847945305554106,0.066770833333333,-0.0033333333333338544,0.14166666666666572,0.0625
CLERIC,60,935.0625,678,1233,1425.0,1302,1564,8.45127415940155,8.349536674837612,8.564000457972329,22.375,22.17,22.606666666666666,4.80375,4.78,4.846666666666667,11.333333333333334,9.733333333333334,12.666666666666666,64.5,62,70,32.875,61.1875,0.012754040092355368,0.10197916666666629,-0.00416666666666643,0.2666666666666675,1.25
CLERIC,61,970.375,704,1276,1486.1875,1358,1627,8.464861596342695,8.360219420043187,8.579681625976248,22.476979166666666,22.263333333333332,22.711666666666666,4.8,4.766666666666667,4.846666666666667,11.591666666666667,10.266666666666666,12.8,65.625,63,71,35.3125,61.1875,0.013587436941145725,0.10197916666666629,-0.003750000000000142,0.25833333333333286,1.125
CLERIC,62,1005.0625,726,1319,1549.3125,1418,1698,8.478099855345858,8.369197109251028,8.595257439350513,22.5821875,22.363333333333333,22.83,4.797083333333333,4.76,4.84,11.775,10.533333333333331,13.066666666666666,65.875,64,72,34.6875,63.125,0.013238259003163222,0.10520833333333357,-0.0029166666666666785,0.18333333333333357,0.25
CLERIC,63,1028.625,744,1348,1591.9375,1461,1744,8.487051869017307,8.376502048768145,8.605704651893701,22.653229166666666,22.435,22.906666666666666,4.795416666666666,4.76,4.833333333333333,11.941666666666666,10.8,13.066666666666666,67.0,65,73,23.5625,42.625,0.00895201367144871,0.071041666666666,-0.0016666666666669272,0.16666666666666607,1.125
CLERIC,64,1064.3125,768,1390,1658.125,1521,1816,8.500530652838687,8.38618728553889,8.62075587076185,22.763541666666665,22.535,23.026666666666667,4.7908333333333335,4.753333333333333,4.833333333333333,12.174999999999999,10.8,13.333333333333332,67.3125,65,73,35.6875,66.1875,0.013478783821380347,0.11031249999999915,-0.0045833333333327175,0.2333333333333325,0.3125
CLERIC,65,1100.4375,796,1431,1725.125,1583,1889,8.514086139700805,8.39741060258734,8.635361218136326,22.875208333333333,22.638333333333332,23.148333333333333,4.78625,4.746666666666667,4.826666666666666,12.466666666666667,11.066666666666666,13.600000000000001,68.5625,66,74,36.125,67.0,0.01355548686211705,0.11166666666666814,-0.004583333333333606,0.29166666666666785,1.25
CLERIC,66,1137.875,826,1478,1793.375,1649,1967,8.528042516693557,8.409348339666773,8.652001421527023,22.988958333333333,22.748333333333335,23.278333333333332,4.782916666666667,4.74,4.826666666666666,12.733333333333334,11.333333333333332,13.866666666666667,69.8125,67,75,37.4375,68.25,0.013956376992751984,0.11374999999999957,-0.0033333333333329662,0.2666666666666675,1.25
CLERIC,67,1175.1875,852,1526,1862.9375,1713,2047,8.541847367872332,8.419624339987958,8.668886794923997,23.104895833333334,22.855,23.411666666666665,4.778333333333333,4.733333333333333,4.82,12.975,11.466666666666667,14.266666666666667,69.9375,68,75,37.3125,69.5625,0.013804851178775834,0.11593750000000114,-0.004583333333333606,0.24166666666666536,0.125
CLERIC,68,1200.375,871,1562,1910.0625,1757,2101,8.55111717805437,8.427094048235764,8.681481105099968,23.1834375,22.928333333333335,23.501666666666665,4.77625,4.733333333333333,4.82,13.125,11.6,14.399999999999999,71.125,69,76,25.1875,47.125,0.00926981018203854,0.07854166666666629,-0.002083333333333215,0.15000000000000036,1.1875
CLERIC,69,1237.9375,900,1610,1981.875,1823,2180,8.56487666000588,8.438432765486578,8.698183685131843,23.303125,23.038333333333334,23.633333333333333,4.773333333333333,4.733333333333333,4.8133333333333335,13.433333333333334,11.733333333333334,14.666666666666666,71.25,69,76,37.5625,71.8125,0.013759481951508334,0.11968750000000128,-0.0029166666666666785,0.30833333333333357,0.125
CLERIC,70,1276.0625,926,1662,2054.75,1891,2263,8.57874686895452,8.448536494670336,8.716166184514284,23.424583333333334,23.151666666666667,23.77166666666667,4.770833333333333,4.733333333333333,4.8133333333333335,13.708333333333334,11.866666666666667,14.8,72.4375,70,77,38.125,72.875,0.013870208948640439,0.121458333333333,-0.002500000000000391,0.27500000000000036,1.1875
CLERIC,71,1315.375,958,1713,2128.4375,1960,2346,8.59296674518089,8.460894369506764,8.733693861827847,23.547395833333333,23.266666666666666,23.91,4.767083333333334,4.733333333333333,4.8133333333333335,13.925,12.0,15.066666666666666,73.625,71,78,39.3125,73.6875,0.014219876226370332,0.12281249999999844,-0.003749999999999254,0.21666666666666679,1.1875
CLERIC,72,1355.375,985,1764,2203.3125,2031,2429,8.607344051701608,8.471257179618837,8.751117464431239,23.6721875,23.385,24.048333333333332,4.764166666666666,4.72,4.8133333333333335,14.191666666666666,12.4,15.466666666666667,73.8125,71,78,40.0,74.875,0.01437730652071778,0.12479166666666686,-0.0029166666666675667,0.2666666666666657,0.1875
CLERIC,73,1395.1875,1014,1819,2279.5,2104,2514,8.621571439359148,8.482324540636684,8.76979512174573,23.799166666666668,23.506666666666668,24.189999999999998,4.762083333333333,4.72,4.8133333333333335,14.525,12.8,15.600000000000001,75.0625,72,80,39.8125,76.1875,0.014227387657539836,0.12697916666666842,-0.002083333333333215,0.3333333333333339,1.25
CLERIC,74,1434.875,1043,1875,2357.8125,2180,2599,8.635672718372513,8.493328768484137,8.788696680600241,23.9296875,23.633333333333333,24.331666666666667,4.7575,4.72,4.806666666666667,14.8,13.066666666666666,16.0,75.125,72,80,39.6875,78.3125,0.014101279013365442,0.13052083333333186,-0.0045833333333327175,0.27500000000000036,0.0625
CLERIC,75,1475.1875,1069,1929,2437.8125,2259,2689,8.649910020696367,8.5031426809388,8.806816511507204,24.063020833333333,23.765,24.481666666666666,4.755,4.72,4.8,15.116666666666667,13.200000000000001,16.4,76.375,73,81,40.3125,80.0,0.01423730232385445,0.13333333333333286,-0.002500000000000391,0.31666666666666643,1.25
CLERIC,76,1516.75,1100,1983,2518.1875,2334,2779,8.664521640039556,8.514781751837754,8.82483516287008,24.196979166666665,23.89,24.631666666666668,4.7508333333333335,4.713333333333333,4.8,15.375,13.333333333333332,16.8,77.5,74,82,41.5625,80.375,0.014611619343188664,0.1339583333333323,-0.00416666666666643,0.25833333333333286,1.125
CLERIC,77,1558.75,1129,2040,2599.125,2410,2867,8.679194566547874,8.525610640944498,8.843748724468481,24.331875,24.016666666666666,24.778333333333332,4.747916666666667,4.706666666666667,4.8,15.633333333333333,13.466666666666667,17.2,77.6875,74,82,42.0,80.9375,0.014672926508318085,0.134895833333335,-0.0029166666666666785,0.25833333333333286,0.1875
CLERIC,78,1600.9375,1159,2098,2682.5625,2490,2957,8.69385914763819,8.536754561796895,8.862885919851696,24.4709375,24.15,24.928333333333335,4.745,4.706666666666667,4.8,15.916666666666666,13.733333333333333,17.6,79.0,76,83,42.1875,83.4375,0.01466458109031521,0.13906250000000142,-0.0029166666666666785,0.2833333333333332,1.3125
