power,level,class,cap_h
0.6,16,CLERIC,8.114273184763677
0.6,16,MAGE,8.114273184763677
0.6,16,PALADIN,8.114870183541427
0.6,16,RANGER,8.115057231970296
0.6,16,ROGUE,8.114881704343574
0.6,16,WARRIOR,8.158262870624702
0.6,17,CLERIC,8.1183370611296
0.6,17,MAGE,8.1183370611296
0.6,17,PALADIN,8.119106057586576
0.6,17,RANGER,8.119333836391428
0.6,17,ROGUE,8.11894944989274
0.6,17,WARRIOR,8.165680842429877
0.6,18,CLERIC,8.123738183040858
0.6,18,MAGE,8.123738183040858
0.6,18,PALADIN,8.124566552469606
0.6,18,RANGER,8.124764201607508
0.6,18,ROGUE,8.125510895536241
0.6,18,WARRIOR,8.176214851004922
0.6,19,CLERIC,8.128592690021044
0.6,19,MAGE,8.128592690021044
0.6,19,PALADIN,8.129322577521082
0.6,19,RANGER,8.129882406275106
0.6,19,ROGUE,8.130019943098798
0.6,19,WARRIOR,8.184271596618705
0.6,20,CLERIC,8.134266662941009
0.6,20,MAGE,8.134266662941009
0.6,20,PALADIN,8.134994377735191
0.6,20,RANGER,8.135328544966205
0.6,20,ROGUE,8.135493657001577
0.6,20,WARRIOR,8.194643034409792
0.6,21,CLERIC,8.138444319956927
0.6,21,MAGE,8.138444319956927
0.6,21,PALADIN,8.13942396587481
0.6,21,RANGER,8.139535780381587
0.6,21,ROGUE,8.140170858227341
0.6,21,WARRIOR,8.202213437597406
0.6,22,CLERIC,8.143613900004846
0.6,22,MAGE,8.143613900004846
0.6,22,PALADIN,8.144870061089568
0.6,22,RANGER,8.144957429810072
0.6,22,ROGUE,8.14701628478679
0.6,22,WARRIOR,8.213753383559851
0.6,23,CLERIC,8.148683886192863
0.6,23,MAGE,8.148683886192863
0.6,23,PALADIN,8.150192085078722
0.6,23,RANGER,8.149846091368946
0.6,23,ROGUE,8.153273278021038
0.6,23,WARRIOR,8.225143137975007
0.6,24,CLERIC,8.153579626668527
0.6,24,MAGE,8.153579626668527
0.6,24,PALADIN,8.154654368302314
0.6,24,RANGER,8.154714268790835
0.6,24,ROGUE,8.15996704912168
0.6,24,WARRIOR,8.233710358330205
0.6,25,CLERIC,8.159859482787986
0.6,25,MAGE,8.159859482787986
0.6,25,PALADIN,8.160349005806806
0.6,25,RANGER,8.161016083149418
0.6,25,ROGUE,8.167049946330946
0.6,25,WARRIOR,8.243925064709329
0.6,26,CLERIC,8.164940661646478
0.6,26,MAGE,8.164940661646478
0.6,26,PALADIN,8.165927854869386
0.6,26,RANGER,8.166441480096882
0.6,26,ROGUE,8.17228976456806
0.6,26,WARRIOR,8.25339979720952
0.6,27,CLERIC,8.170654137113516
0.6,27,MAGE,8.170654137113516
0.6,27,PALADIN,8.171898361680542
0.6,27,RANGER,8.171912370262389
0.6,27,ROGUE,8.17840118010476
0.6,27,WARRIOR,8.266751100804699
0.6,28,CLERIC,8.17698513869505
0.6,28,MAGE,8.17698513869505
0.6,28,PALADIN,8.179245036377745
0.6,28,RANGER,8.178796378797015
0.6,28,ROGUE,8.184345257384525
0.6,28,WARRIOR,8.279768771269591
0.6,29,CLERIC,8.182648379916158
0.6,29,MAGE,8.182648379916158
0.6,29,PALADIN,8.184112984863324
0.6,29,RANGER,8.18450355245258
0.6,29,ROGUE,8.190100060325575
0.6,29,WARRIOR,8.289917651128306
0.6,30,CLERIC,8.18918552599914
0.6,30,MAGE,8.18918552599914
0.6,30,PALADIN,8.189830026260147
0.6,30,RANGER,8.191084945957018
0.6,30,ROGUE,8.19563823731281
0.6,30,WARRIOR,8.302861522258839
0.6,31,CLERIC,8.195559241830717
0.6,31,MAGE,8.195559241830717
0.6,31,PALADIN,8.196478247047349
0.6,31,RANGER,8.197759054941569
0.6,31,ROGUE,8.203486324954179
0.6,31,WARRIOR,8.316846624363842
0.6,32,CLERIC,8.202345549026866
0.6,32,MAGE,8.202345549026866
0.6,32,PALADIN,8.20296349218548
0.6,32,RANGER,8.204537822569117
0.6,32,ROGUE,8.210341097352858
0.6,32,WARRIOR,8.330928962969802
0.6,33,CLERIC,8.207771643339997
0.6,33,MAGE,8.207771643339997
0.6,33,PALADIN,8.208462305385474
0.6,33,RANGER,8.210013676821115
0.6,33,ROGUE,8.217061004197992
0.6,33,WARRIOR,8.342586288961307
0.6,34,CLERIC,8.215028682825002
0.6,34,MAGE,8.215028682825002
0.6,34,PALADIN,8.214843082614994
0.6,34,RANGER,8.217018139684312
0.6,34,ROGUE,8.224386337749923
0.6,34,WARRIOR,8.356687305910734
0.6,35,CLERIC,8.222133638248517
0.6,35,MAGE,8.222133638248517
0.6,35,PALADIN,8.22288126391907
0.6,35,RANGER,8.223552209806963
0.6,35,ROGUE,8.232788619889691
0.6,35,WARRIOR,8.37291368254949
0.6,36,CLERIC,8.228672739618954
0.6,36,MAGE,8.228672739618954
0.6,36,PALADIN,8.232029000589579
0.6,36,RANGER,8.230365478679518
0.6,36,ROGUE,8.240227679755721
0.6,36,WARRIOR,8.389631491837225
0.6,37,CLERIC,8.235298368896784
0.6,37,MAGE,8.235298368896784
0.6,37,PALADIN,8.238774652401307
0.6,37,RANGER,8.237027156119096
0.6,37,ROGUE,8.247391959875703
0.6,37,WARRIOR,8.403917932819141
0.6,38,CLERIC,8.240845538137703
0.6,38,MAGE,8.240845538137703
0.6,38,PALADIN,8.24499473612736
0.6,38,RANGER,8.242610574369973
0.6,38,ROGUE,8.253509099946008
0.6,38,WARRIOR,8.41541577296559
0.6,39,CLERIC,8.24745932095555
0.6,39,MAGE,8.24745932095555
0.6,39,PALADIN,8.250656912916002
0.6,39,RANGER,8.248914183330426
0.6,39,ROGUE,8.262184681330618
0.6,39,WARRIOR,8.430135495452811
0.6,40,CLERIC,8.254359886369997
0.6,40,MAGE,8.254359886369997
0.6,40,PALADIN,8.257356461611447
0.6,40,RANGER,8.25516804192719
0.6,40,ROGUE,8.270240256822982
0.6,40,WARRIOR,8.444644575544354
0.6,41,CLERIC,8.262701426398728
0.6,41,MAGE,8.262701426398728
0.6,41,PALADIN,8.264122826057498
0.6,41,RANGER,8.263203202573107
0.6,41,ROGUE,8.2792066575699
0.6,41,WARRIOR,8.46071083600544
0.6,42,CLERIC,8.27016738959832
0.6,42,MAGE,8.27016738959832
0.6,42,PALADIN,8.272627460959958
0.6,42,RANGER,8.270679070677458
0.6,42,ROGUE,8.287234644612507
0.6,42,WARRIOR,8.478154808885504
0.6,43,CLERIC,8.278418014955102
0.6,43,MAGE,8.278418014955102
0.6,43,PALADIN,8.279590749803255
0.6,43,RANGER,8.27963212221187
0.6,43,ROGUE,8.295121804593238
0.6,43,WARRIOR,8.4938118050591
0.6,44,CLERIC,8.285787463985384
0.6,44,MAGE,8.285787463985384
0.6,44,PALADIN,8.286920062958641
0.6,44,RANGER,8.287715475498286
0.6,44,ROGUE,8.305535131708522
0.6,44,WARRIOR,8.510904230996923
0.6,45,CLERIC,8.291906709246401
0.6,45,MAGE,8.291906709246401
0.6,45,PALADIN,8.29640649756299
0.6,45,RANGER,8.293871158648807
0.6,45,ROGUE,8.313923740908402
0.6,45,WARRIOR,8.52929006513086
0.6,46,CLERIC,8.300035461533446
0.6,46,MAGE,8.300035461533446
0.6,46,PALADIN,8.303560339436258
0.6,46,RANGER,8.302390777722524
0.6,46,ROGUE,8.322752038878932
0.6,46,WARRIOR,8.545912538442883
0.6,47,CLERIC,8.309048160812756
0.6,47,MAGE,8.309048160812756
0.6,47,PALADIN,8.313993402967123
0.6,47,RANGER,8.311446753123464
0.6,47,ROGUE,8.333049226345997
0.6,47,WARRIOR,8.568895447374512
0.6,48,CLERIC,8.317798022391814
0.6,48,MAGE,8.317798022391814
0.6,48,PALADIN,8.323655638329768
0.6,48,RANGER,8.319838930888073
0.6,48,ROGUE,8.342845535033591
0.6,48,WARRIOR,8.58729730864416
0.6,49,CLERIC,8.327830876911959
0.6,49,MAGE,8.327830876911959
0.6,49,PALADIN,8.33398962834711
0.6,49,RANGER,8.330298311924077
0.6,49,ROGUE,8.354052536191181
0.6,49,WARRIOR,8.607773356107524
0.6,50,CLERIC,8.336156203562757
0.6,50,MAGE,8.336156203562757
0.6,50,PALADIN,8.341669249587968
0.6,50,RANGER,8.338270224014993
0.6,50,ROGUE,8.363410035975646
0.6,50,WARRIOR,8.62547650105829
0.6,51,CLERIC,8.345318662734526
0.6,51,MAGE,8.345318662734526
0.6,51,PALADIN,8.351160946509397
0.6,51,RANGER,8.347491468868334
0.6,51,ROGUE,8.373924842555363
0.6,51,WARRIOR,8.64676042042552
0.6,52,CLERIC,8.354246994843036
0.6,52,MAGE,8.354246994843036
0.6,52,PALADIN,8.3611869035655
0.6,52,RANGER,8.356457108188222
0.6,52,ROGUE,8.381433246772326
0.6,52,WARRIOR,8.666391358958515
0.6,53,CLERIC,8.366066866696654
0.6,53,MAGE,8.366066866696654
0.6,53,PALADIN,8.372697635805833
0.6,53,RANGER,8.366665232952661
0.6,53,ROGUE,8.393903707622878
0.6,53,WARRIOR,8.6912414680854
0.6,54,CLERIC,8.375499647074713
0.6,54,MAGE,8.375499647074713
0.6,54,PALADIN,8.381898137537764
0.6,54,RANGER,8.375728458504431
0.6,54,ROGUE,8.404403895808285
0.6,54,WARRIOR,8.710720744274616
0.6,55,CLERIC,8.386025436680411
0.6,55,MAGE,8.386025436680411
0.6,55,PALADIN,8.394163114388379
0.6,55,RANGER,8.387063109070668
0.6,55,ROGUE,8.417278139950268
0.6,55,WARRIOR,8.73728503505383
0.6,56,CLERIC,8.3965269823713
0.6,56,MAGE,8.3965269823713
0.6,56,PALADIN,8.403723849926015
0.6,56,RANGER,8.39803846215322
0.6,56,ROGUE,8.42734765175006
0.6,56,WARRIOR,8.757626166051683
0.6,57,CLERIC,8.407310514150355
0.6,57,MAGE,8.407310514150355
0.6,57,PALADIN,8.412860317130164
0.6,57,RANGER,8.409283625819587
0.6,57,ROGUE,8.439746898062866
0.6,57,WARRIOR,8.780958947284981
0.6,58,CLERIC,8.419946162668364
0.6,58,MAGE,8.419946162668364
0.6,58,PALADIN,8.424951734732517
0.6,58,RANGER,8.420724684967333
0.6,58,ROGUE,8.454571870992377
0.6,58,WARRIOR,8.805859485878951
0.6,59,CLERIC,8.430444115722603
0.6,59,MAGE,8.430444115722603
0.6,59,PALADIN,8.43354836295717
0.6,59,RANGER,8.431646006849961
0.6,59,ROGUE,8.464320360405026
0.6,59,WARRIOR,8.826384420801924
0.6,60,CLERIC,8.442598360109738
0.6,60,MAGE,8.442598360109738
0.6,60,PALADIN,8.443801316336161
0.6,60,RANGER,8.444675433837444
0.6,60,ROGUE,8.476326839262086
0.6,60,WARRIOR,8.850010859783234
0.6,61,CLERIC,8.452921979508451
0.6,61,MAGE,8.452921979508451
0.6,61,PALADIN,8.455583581775791
0.6,61,RANGER,8.455425992313982
0.6,61,ROGUE,8.489339180920489
0.6,61,WARRIOR,8.874943293047588
0.6,62,CLERIC,8.467195495465257
0.6,62,MAGE,8.467195495465257
0.6,62,PALADIN,8.467624967531776
0.6,62,RANGER,8.46921387684396
0.6,62,ROGUE,8.503650844720756
0.6,62,WARRIOR,8.900927947371509
0.6,63,CLERIC,8.477675021732985
0.6,63,MAGE,8.477675021732985
0.6,63,PALADIN,8.478303929779335
0.6,63,RANGER,8.479723634815917
0.6,63,ROGUE,8.513541505717013
0.6,63,WARRIOR,8.92280279194439
0.6,64,CLERIC,8.490791545329838
0.6,64,MAGE,8.490791545329838
0.6,64,PALADIN,8.487811633881408
0.6,64,RANGER,8.492889472987743
0.6,64,ROGUE,8.52654576500244
0.6,64,WARRIOR,8.947549233943173
0.6,65,CLERIC,8.503022714443972
0.6,65,MAGE,8.503022714443972
0.6,65,PALADIN,8.498755633573353
0.6,65,RANGER,8.504733803877011
0.6,65,ROGUE,8.537799081401918
0.6,65,WARRIOR,8.972052762102248
0.6,66,CLERIC,8.515217751969873
0.6,66,MAGE,8.515217751969873
0.6,66,PALADIN,8.51181064680456
0.6,66,RANGER,8.516971276479683
0.6,66,ROGUE,8.55022513933563
0.6,66,WARRIOR,8.999243317393649
0.6,67,CLERIC,8.526207560953175
0.6,67,MAGE,8.526207560953175
0.6,67,PALADIN,8.522545163763622
0.6,67,RANGER,8.528881391709668
0.6,67,ROGUE,8.563256702679029
0.6,67,WARRIOR,9.024048899100233
0.6,68,CLERIC,8.53789332541571
0.6,68,MAGE,8.53789332541571
0.6,68,PALADIN,8.535115487393185
0.6,68,RANGER,8.539716493277071
0.6,68,ROGUE,8.574893599533503
0.6,68,WARRIOR,9.04638295403774
0.6,69,CLERIC,8.548265381203455
0.6,69,MAGE,8.548265381203455
0.6,69,PALADIN,8.551676816284319
0.6,69,RANGER,8.550568462792594
0.6,69,ROGUE,8.58821242119327
0.6,69,WARRIOR,9.077162966907371
0.6,70,CLERIC,8.561473872558203
0.6,70,MAGE,8.561473872558203
0.6,70,PALADIN,8.56621023691437
0.6,70,RANGER,8.565109006520792
0.6,70,ROGUE,8.601726686085607
0.6,70,WARRIOR,9.106581131047847
0.6,71,CLERIC,8.57408402561429
0.6,71,MAGE,8.57408402561429
0.6,71,PALADIN,8.578676969565352
0.6,71,RANGER,8.577294954862781
0.6,71,ROGUE,8.614419568556373
0.6,71,WARRIOR,9.136724349661959
0.6,72,CLERIC,8.58759638755785
0.6,72,MAGE,8.58759638755785
0.6,72,PALADIN,8.592945444355786
0.6,72,RANGER,8.59032905796832
0.6,72,ROGUE,8.630685997043491
0.6,72,WARRIOR,9.166205154019261
0.6,73,CLERIC,8.598563564987066
0.6,73,MAGE,8.598563564987066
0.6,73,PALADIN,8.605213327709878
0.6,73,RANGER,8.601309111927682
0.6,73,ROGUE,8.643818176944052
0.6,73,WARRIOR,9.196378831747689
0.6,74,CLERIC,8.610421047622902
0.6,74,MAGE,8.610421047622902
0.6,74,PALADIN,8.62081843498256
0.6,74,RANGER,8.612741166143834
0.6,74,ROGUE,8.658233354980219
0.6,74,WARRIOR,9.226546606793699
0.6,75,CLERIC,8.624680958390524
0.6,75,MAGE,8.624680958390524
0.6,75,PALADIN,8.63557115415832
0.6,75,RANGER,8.625635737418216
0.6,75,ROGUE,8.673261874521776
0.6,75,WARRIOR,9.257828980528613
0.6,76,CLERIC,8.637746618960346
0.6,76,MAGE,8.637746618960346
0.6,76,PALADIN,8.648379891710457
0.6,76,RANGER,8.6391912015411
0.6,76,ROGUE,8.686700547720504
0.6,76,WARRIOR,9.288324779764283
0.6,77,CLERIC,8.652448912832888
0.6,77,MAGE,8.652448912832888
0.6,77,PALADIN,8.660732980464987
0.6,77,RANGER,8.653438418657826
0.6,77,ROGUE,8.699388979815284
0.6,77,WARRIOR,9.318526127277456
0.6,78,CLERIC,8.667234011713271
0.6,78,MAGE,8.667234011713271
0.6,78,PALADIN,8.671360082057816
0.6,78,RANGER,8.668261702650492
0.6,78,ROGUE,8.712122502863037
0.6,78,WARRIOR,9.345617193971291
0.6,79,CLERIC,8.681561020746848
0.6,79,MAGE,8.681561020746848
0.6,79,PALADIN,8.686969881226107
0.6,79,RANGER,8.68262659541997
0.6,79,ROGUE,8.725954920665032
0.6,79,WARRIOR,9.374692812349677
0.6,80,CLERIC,8.695695280328637
0.6,80,MAGE,8.695695280328637
0.6,80,PALADIN,8.699285072900073
0.6,80,RANGER,8.696324850931797
0.6,80,ROGUE,8.738983813363372
0.6,80,WARRIOR,9.404395376872765
0.6,81,CLERIC,8.710432164767397
0.6,81,MAGE,8.710432164767397
0.6,81,PALADIN,8.714369348168342
0.6,81,RANGER,8.711005607259816
0.6,81,ROGUE,8.755742055775006
0.6,81,WARRIOR,9.435779008913773
0.6,82,CLERIC,8.724417472315588
0.6,82,MAGE,8.724417472315588
0.6,82,PALADIN,8.727212787572846
0.6,82,RANGER,8.725444948074534
0.6,82,ROGUE,8.76912849597286
0.6,82,WARRIOR,9.470053335862183
0.6,83,CLERIC,8.739668728601456
0.6,83,MAGE,8.739668728601456
0.6,83,PALADIN,8.737862829829577
0.6,83,RANGER,8.741189205717577
0.6,83,ROGUE,8.783568450277803
0.6,83,WARRIOR,9.501467787458688
0.6,84,CLERIC,8.752792388008322
0.6,84,MAGE,8.752792388008322
0.6,84,PALADIN,8.754066491277605
0.6,84,RANGER,8.754821653829586
0.6,84,ROGUE,8.801588846786634
0.6,84,WARRIOR,9.535275285998177
0.6,85,CLERIC,8.767569458120288
0.6,85,MAGE,8.767569458120288
0.6,85,PALADIN,8.767336381055957
0.6,85,RANGER,8.770137653134821
0.6,85,ROGUE,8.817081854072606
0.6,85,WARRIOR,9.565176328257825
0.6,86,CLERIC,8.782477598618241
0.6,86,MAGE,8.782477598618241
0.6,86,PALADIN,8.782137709960894
0.6,86,RANGER,8.785042804597891
0.6,86,ROGUE,8.832299772816262
0.6,86,WARRIOR,9.596578421142011
0.6,87,CLERIC,8.800577551497026
0.6,87,MAGE,8.800577551497026
0.6,87,PALADIN,8.79947065840422
0.6,87,RANGER,8.801645840015931
0.6,87,ROGUE,8.848533873179088
0.6,87,WARRIOR,9.63095795276122
0.6,88,CLERIC,8.816232163699906
0.6,88,MAGE,8.816232163699906
0.6,88,PALADIN,8.814640263863948
0.6,88,RANGER,8.816265178734655
0.6,88,ROGUE,8.863137965118561
0.6,88,WARRIOR,9.663295541790383
0.6,89,CLERIC,8.831306758666752
0.6,89,MAGE,8.831306758666752
0.6,89,PALADIN,8.830800878041321
0.6,89,RANGER,8.831340151707927
0.6,89,ROGUE,8.87725781209343
0.6,89,WARRIOR,9.697006547150597
0.6,90,CLERIC,8.852125377756991
0.6,90,MAGE,8.852125377756991
0.6,90,PALADIN,8.849016419464519
0.6,90,RANGER,8.851125782073387
0.6,90,ROGUE,8.89500626931972
0.6,90,WARRIOR,9.732585602638858
0.6,91,CLERIC,8.866679618352842
0.6,91,MAGE,8.866679618352842
0.6,91,PALADIN,8.867603682926022
0.6,91,RANGER,8.865647841779511
0.6,91,ROGUE,8.90938528343499
0.6,91,WARRIOR,9.763601425681319
0.6,92,CLERIC,8.883477859216956
0.6,92,MAGE,8.883477859216956
0.6,92,PALADIN,8.881863453294558
0.6,92,RANGER,8.884008812993395
0.6,92,ROGUE,8.92785362657103
0.6,92,WARRIOR,9.792402905559051
0.6,93,CLERIC,8.901705167198187
0.6,93,MAGE,8.901705167198187
0.6,93,PALADIN,8.896982534105428
0.6,93,RANGER,8.900691163102172
0.6,93,ROGUE,8.94344498096271
0.6,93,WARRIOR,9.820173199134794
0.6,94,CLERIC,8.918207639785615
0.6,94,MAGE,8.918207639785615
0.6,94,PALADIN,8.911869928235456
0.6,94,RANGER,8.91824057436313
0.6,94,ROGUE,8.96146858547878
0.6,94,WARRIOR,9.847812599066776
0.6,95,CLERIC,8.934861091340455
0.6,95,MAGE,8.934861091340455
0.6,95,PALADIN,8.926003275704282
0.6,95,RANGER,8.935418124186798
0.6,95,ROGUE,8.978733029223568
0.6,95,WARRIOR,9.875003598664085
0.6,96,CLERIC,8.9534675684302
0.6,96,MAGE,8.9534675684302
0.6,96,PALADIN,8.944666203325276
0.6,96,RANGER,8.955616175564403
0.6,96,ROGUE,8.997277716906524
0.6,96,WARRIOR,9.902984343503313
0.6,97,CLERIC,8.97019559392549
0.6,97,MAGE,8.97019559392549
0.6,97,PALADIN,8.959281826294708
0.6,97,RANGER,8.971869334621028
0.6,97,ROGUE,9.017352191232318
0.6,97,WARRIOR,9.927197292363546
0.6,98,CLERIC,8.989237607547226
0.6,98,MAGE,8.989237607547226
0.6,98,PALADIN,8.973609960280355
0.6,98,RANGER,8.989308234206005
0.6,98,ROGUE,9.03442756863625
0.6,98,WARRIOR,9.949905173939102
0.6,99,CLERIC,9.004779843304052
0.6,99,MAGE,9.004779843304052
0.6,99,PALADIN,8.991185692626932
0.6,99,RANGER,9.003707097253901
0.6,99,ROGUE,9.051415547292184
0.6,99,WARRIOR,9.972693724079486
0.6,100,CLERIC,9.02185284669641
0.6,100,MAGE,9.02185284669641
0.6,100,PALADIN,9.007335211373626
0.6,100,RANGER,9.021298013988103
0.6,100,ROGUE,9.067430274955607
0.6,100,WARRIOR,9.9949198942222
1.0,1,CLERIC,8.022083333333333
1.0,1,MAGE,8.022083333333333
1.0,1,PALADIN,8.022083333333333
1.0,1,RANGER,8.022083333333333
1.0,1,ROGUE,8.022083333333333
1.0,1,WARRIOR,8.022083333333333
1.0,2,CLERIC,8.022843273217676
1.0,2,MAGE,8.022843273217676
1.0,2,PALADIN,8.022843273217676
1.0,2,RANGER,8.022843273217676
1.0,2,ROGUE,8.022843273217676
1.0,2,WARRIOR,8.024036578535016
1.0,3,CLERIC,8.024031095923808
1.0,3,MAGE,8.024031095923808
1.0,3,PALADIN,8.02394339119416
1.0,3,RANGER,8.024118800653458
1.0,3,ROGUE,8.024031095923808
1.0,3,WARRIOR,8.027188466191172
1.0,4,CLERIC,8.024872187227476
1.0,4,MAGE,8.024872187227476
1.0,4,PALADIN,8.024872187227476
1.0,4,RANGER,8.025053075861857
1.0,4,ROGUE,8.024962631544666
1.0,4,WARRIOR,8.029394403087016
1.0,5,CLERIC,8.025865197662588
1.0,5,MAGE,8.025865197662588
1.0,5,PALADIN,8.025865197662588
1.0,5,RANGER,8.026051949992281
1.0,5,ROGUE,8.026051949992281
1.0,5,WARRIOR,8.031934648377634
1.0,6,CLERIC,8.027394586223624
1.0,6,MAGE,8.027394586223624
1.0,6,PALADIN,8.027780425466208
1.0,6,RANGER,8.027587505844915
1.0,6,ROGUE,8.027683965655562
1.0,6,WARRIOR,8.036365348613751
1.0,7,CLERIC,8.029003994517433
1.0,7,MAGE,8.029003994517433
1.0,7,PALADIN,8.02890432443318
1.0,7,RANGER,8.029203334685937
1.0,7,ROGUE,8.028704984264676
1.0,7,WARRIOR,8.038971002942667
1.0,8,CLERIC,8.030381942678014
1.0,8,MAGE,8.030381942678014
1.0,8,PALADIN,8.03017596340562
1.0,8,RANGER,8.030587921950406
1.0,8,ROGUE,8.03017596340562
1.0,8,WARRIOR,8.042122761204432
1.0,9,CLERIC,8.032240927527711
1.0,9,MAGE,8.032240927527711
1.0,9,PALADIN,8.032347333229124
1.0,9,RANGER,8.032453738930535
1.0,9,ROGUE,8.0321345218263
1.0,9,WARRIOR,8.047350537128159
1.0,10,CLERIC,8.033851802951263
1.0,10,MAGE,8.033851802951263
1.0,10,PALADIN,8.033961711402405
1.0,10,RANGER,8.034071619853545
1.0,10,ROGUE,8.033961711402405
1.0,10,WARRIOR,8.050887612878038
1.0,11,CLERIC,8.035295408388356
1.0,11,MAGE,8.035295408388356
1.0,11,PALADIN,8.035635878565737
1.0,11,RANGER,8.035749368624861
1.0,11,ROGUE,8.035635878565737
1.0,11,WARRIOR,8.054361738321616
1.0,12,CLERIC,8.036783256950459
1.0,12,MAGE,8.036783256950459
1.0,12,PALADIN,8.036900401080874
1.0,12,RANGER,8.037251833472121
1.0,12,ROGUE,8.036900401080874
1.0,12,WARRIOR,8.057517768033998
1.0,13,CLERIC,8.039039501960373
1.0,13,MAGE,8.039039501960373
1.0,13,PALADIN,8.03879777129808
1.0,13,RANGER,8.039643828616105
1.0,13,ROGUE,8.038918636629225
1.0,13,WARRIOR,8.062366510871678
1.0,14,CLERIC,8.040884917088242
1.0,14,MAGE,8.040884917088242
1.0,14,PALADIN,8.040635618813313
1.0,14,RANGER,8.041383513638099
1.0,14,ROGUE,8.040386320538385
1.0,14,WARRIOR,8.065939393718537
1.0,15,CLERIC,8.042916214059966
1.0,15,MAGE,8.042916214059966
1.0,15,PALADIN,8.042916214059968
1.0,15,RANGER,8.043430180695415
1.0,15,ROGUE,8.04304470571883
1.0,15,WARRIOR,8.072083820621682
1.0,16,CLERIC,8.044482875388583
1.0,16,MAGE,8.044482875388583
1.0,16,PALADIN,8.044747654408754
1.0,16,RANGER,8.045012433428923
1.0,16,ROGUE,8.044747654408754
1.0,16,WARRIOR,8.076123968298914
1.0,17,CLERIC,8.046219163672506
1.0,17,MAGE,8.046219163672506
1.0,17,PALADIN,8.046628182820049
1.0,17,RANGER,8.046900862251745
1.0,17,ROGUE,8.046491843104201
1.0,17,WARRIOR,8.080576772066225
1.0,18,CLERIC,8.048838194170468
1.0,18,MAGE,8.048838194170468
