cohort,variant,level,gap_h,session_min,hero_class,calendar_days
calibration,previous_12h,29,4.0,1.0,MAGE,87.90574768619328
calibration,previous_12h,29,4.0,1.0,CLERIC,88.10475852088169
calibration,previous_12h,29,4.0,1.0,PALADIN,87.44101772732976
calibration,previous_12h,30,4.0,1.0,WARRIOR,93.67917944248427
calibration,previous_12h,30,4.0,1.0,ROGUE,93.66101178630177
calibration,previous_12h,30,4.0,1.0,RANGER,93.71646855172177
calibration,previous_12h,30,4.0,1.0,MAGE,94.03539771696757
calibration,previous_12h,30,4.0,1.0,CLERIC,94.20590592342619
calibration,previous_12h,30,4.0,1.0,PALADIN,93.57390457619833
calibration,previous_12h,31,4.0,1.0,WARRIOR,99.91443003947357
calibration,previous_12h,31,4.0,1.0,ROGUE,99.92159377852562
calibration,previous_12h,31,4.0,1.0,RANGER,99.94300697426564
calibration,previous_12h,31,4.0,1.0,MAGE,100.32569722121703
calibration,previous_12h,31,4.0,1.0,CLERIC,100.49066756248175
calibration,previous_12h,31,4.0,1.0,PALADIN,99.87611957978525
calibration,previous_12h,32,4.0,1.0,WARRIOR,106.29710317806934
calibration,previous_12h,32,4.0,1.0,ROGUE,106.36079540086274
calibration,previous_12h,32,4.0,1.0,RANGER,106.33215142948218
calibration,previous_12h,32,4.0,1.0,MAGE,106.78903837595323
calibration,previous_12h,32,4.0,1.0,CLERIC,106.96935709226426
calibration,previous_12h,32,4.0,1.0,PALADIN,106.3166291981348
calibration,previous_12h,33,4.0,1.0,WARRIOR,112.88495544687896
calibration,previous_12h,33,4.0,1.0,ROGUE,112.98618095126751
calibration,previous_12h,33,4.0,1.0,RANGER,112.89408198008063
calibration,previous_12h,33,4.0,1.0,MAGE,113.4309577611267
calibration,previous_12h,33,4.0,1.0,CLERIC,113.66526563504391
calibration,previous_12h,33,4.0,1.0,PALADIN,112.99849370116014
calibration,previous_12h,34,4.0,1.0,WARRIOR,119.59549097064648
calibration,previous_12h,34,4.0,1.0,ROGUE,119.78444403214371
calibration,previous_12h,34,4.0,1.0,RANGER,119.65458611626877
calibration,previous_12h,34,4.0,1.0,MAGE,120.28002886137514
calibration,previous_12h,34,4.0,1.0,CLERIC,120.49655800829964
calibration,previous_12h,34,4.0,1.0,PALADIN,119.80864270829565
calibration,previous_12h,35,4.0,1.0,WARRIOR,126.44859943815064
calibration,previous_12h,35,4.0,1.0,ROGUE,126.77215002827101
calibration,previous_12h,35,4.0,1.0,RANGER,126.56725368027695
calibration,previous_12h,35,4.0,1.0,MAGE,127.31630894994365
calibration,previous_12h,35,4.0,1.0,CLERIC,127.53414668452743
calibration,previous_12h,35,4.0,1.0,PALADIN,126.76305189498956
calibration,previous_12h,36,4.0,1.0,WARRIOR,133.48079139103203
calibration,previous_12h,36,4.0,1.0,ROGUE,133.8926287605356
calibration,previous_12h,36,4.0,1.0,RANGER,133.6028842982405
calibration,previous_12h,36,4.0,1.0,MAGE,134.4898185635033
calibration,previous_12h,36,4.0,1.0,CLERIC,134.71781358717743
calibration,previous_12h,36,4.0,1.0,PALADIN,133.9323408339406
calibration,previous_12h,37,4.0,1.0,WARRIOR,140.7206234956675
calibration,previous_12h,37,4.0,1.0,ROGUE,141.1534814356371
calibration,previous_12h,37,4.0,1.0,RANGER,140.77865790190373
calibration,previous_12h,37,4.0,1.0,MAGE,141.80084199873238
calibration,previous_12h,37,4.0,1.0,CLERIC,142.04298994545184
calibration,previous_12h,37,4.0,1.0,PALADIN,141.28109800704107
calibration,previous_12h,38,4.0,1.0,WARRIOR,148.10274658150314
calibration,previous_12h,38,4.0,1.0,ROGUE,148.60957369538
calibration,previous_12h,38,4.0,1.0,RANGER,148.1727174396679
calibration,previous_12h,38,4.0,1.0,MAGE,149.33136963653857
calibration,previous_12h,38,4.0,1.0,CLERIC,149.57964583684094
calibration,previous_12h,38,4.0,1.0,PALADIN,148.75671572105853
calibration,previous_12h,39,4.0,1.0,WARRIOR,155.6022097738728
calibration,previous_12h,39,4.0,1.0,ROGUE,156.21004868748818
calibration,previous_12h,39,4.0,1.0,RANGER,155.69310079890394
calibration,previous_12h,39,4.0,1.0,MAGE,157.01544758865174
calibration,previous_12h,39,4.0,1.0,CLERIC,157.27790197276016
calibration,previous_12h,39,4.0,1.0,PALADIN,156.41639127453132
calibration,previous_12h,40,4.0,1.0,WARRIOR,163.28472212551054
calibration,previous_12h,40,4.0,1.0,ROGUE,163.9255859714046
calibration,previous_12h,40,4.0,1.0,RANGER,163.4273616148947
calibration,previous_12h,40,4.0,1.0,MAGE,164.90052513436677
calibration,previous_12h,40,4.0,1.0,CLERIC,165.18198427168386
calibration,previous_12h,40,4.0,1.0,PALADIN,164.2546543394779
calibration,previous_12h,41,4.0,1.0,WARRIOR,171.02283217882558
calibration,previous_12h,41,4.0,1.0,ROGUE,171.756766596534
calibration,previous_12h,41,4.0,1.0,RANGER,171.28036163926689
calibration,previous_12h,41,4.0,1.0,MAGE,172.9140512460182
calibration,previous_12h,41,4.0,1.0,CLERIC,173.21138972998315
calibration,previous_12h,41,4.0,1.0,PALADIN,172.16261884856976
calibration,previous_12h,42,4.0,1.0,WARRIOR,178.91700504507924
calibration,previous_12h,42,4.0,1.0,ROGUE,179.78554107556653
calibration,previous_12h,42,4.0,1.0,RANGER,179.31891911822368
calibration,previous_12h,42,4.0,1.0,MAGE,181.0842357491154
calibration,previous_12h,42,4.0,1.0,CLERIC,181.40234153843898
calibration,previous_12h,42,4.0,1.0,PALADIN,180.25068600685915
calibration,previous_12h,43,4.0,1.0,WARRIOR,186.94405860132463
calibration,previous_12h,43,4.0,1.0,ROGUE,187.99090965995464
calibration,previous_12h,43,4.0,1.0,RANGER,187.50319490468684
calibration,previous_12h,43,4.0,1.0,MAGE,189.41403304512363
calibration,previous_12h,43,4.0,1.0,CLERIC,189.76758450207944
calibration,previous_12h,43,4.0,1.0,PALADIN,188.47896272065975
calibration,previous_12h,44,4.0,1.0,WARRIOR,195.07457548059045
calibration,previous_12h,44,4.0,1.0,ROGUE,196.3555233419092
calibration,previous_12h,44,4.0,1.0,RANGER,195.85953966446158
calibration,previous_12h,44,4.0,1.0,MAGE,197.927386477435
calibration,previous_12h,44,4.0,1.0,CLERIC,198.29190234424388
calibration,previous_12h,44,4.0,1.0,PALADIN,196.81903143139562
calibration,previous_12h,45,4.0,1.0,WARRIOR,203.36697675726828
calibration,previous_12h,45,4.0,1.0,ROGUE,204.87993696859004
calibration,previous_12h,45,4.0,1.0,RANGER,204.32375893462893
calibration,previous_12h,45,4.0,1.0,MAGE,206.56230254251722
calibration,previous_12h,45,4.0,1.0,CLERIC,206.96192942395953
calibration,previous_12h,45,4.0,1.0,PALADIN,205.3437559062158
calibration,previous_12h,46,4.0,1.0,WARRIOR,211.70405335964077
calibration,previous_12h,46,4.0,1.0,ROGUE,213.4913326966478
calibration,previous_12h,46,4.0,1.0,RANGER,212.88661484291708
calibration,previous_12h,46,4.0,1.0,MAGE,215.25259739877947
calibration,previous_12h,46,4.0,1.0,CLERIC,215.7185570549309
calibration,previous_12h,46,4.0,1.0,PALADIN,213.92824522499563
calibration,previous_12h,47,4.0,1.0,WARRIOR,220.1836157484663
calibration,previous_12h,47,4.0,1.0,ROGUE,222.26258121265082
calibration,previous_12h,47,4.0,1.0,RANGER,221.59565836875578
calibration,previous_12h,47,4.0,1.0,MAGE,224.07160380618308
calibration,previous_12h,47,4.0,1.0,CLERIC,224.57271595789234
calibration,previous_12h,47,4.0,1.0,PALADIN,222.66695352879654
calibration,previous_12h,48,4.0,1.0,WARRIOR,228.76754577208882
calibration,previous_12h,48,4.0,1.0,ROGUE,231.13660603475265
calibration,previous_12h,48,4.0,1.0,RANGER,230.39288531188302
calibration,previous_12h,48,4.0,1.0,MAGE,233.01713428129597
calibration,previous_12h,48,4.0,1.0,CLERIC,233.56298995189695
calibration,previous_12h,48,4.0,1.0,PALADIN,231.5411661463075
calibration,previous_12h,49,4.0,1.0,WARRIOR,237.4483581736813
calibration,previous_12h,49,4.0,1.0,ROGUE,240.14330708859137
calibration,previous_12h,49,4.0,1.0,RANGER,239.36331284014378
calibration,previous_12h,49,4.0,1.0,MAGE,242.07400185901662
calibration,previous_12h,49,4.0,1.0,CLERIC,242.74392244854837
calibration,previous_12h,49,4.0,1.0,PALADIN,240.564833213839
calibration,previous_12h,50,4.0,1.0,WARRIOR,246.2743430119673
calibration,previous_12h,50,4.0,1.0,ROGUE,249.23301306591188
calibration,previous_12h,50,4.0,1.0,RANGER,248.4425732670349
calibration,previous_12h,50,4.0,1.0,MAGE,251.2501098950673
calibration,previous_12h,50,4.0,1.0,CLERIC,252.0440875892034
calibration,previous_12h,50,4.0,1.0,PALADIN,249.74948345995398
calibration,previous_12h,51,4.0,1.0,WARRIOR,255.15341118384424
calibration,previous_12h,51,4.0,1.0,ROGUE,258.4203816547988
calibration,previous_12h,51,4.0,1.0,RANGER,257.5824997759057
calibration,previous_12h,51,4.0,1.0,MAGE,260.55009071261793
calibration,previous_12h,51,4.0,1.0,CLERIC,261.3926981362332
calibration,previous_12h,51,4.0,1.0,PALADIN,258.9944815299755
calibration,previous_12h,52,4.0,1.0,WARRIOR,264.13463291148935
calibration,previous_12h,52,4.0,1.0,ROGUE,267.7429598453873
calibration,previous_12h,52,4.0,1.0,RANGER,266.8400120305529
calibration,previous_12h,52,4.0,1.0,MAGE,269.9496985338184
calibration,previous_12h,52,4.0,1.0,CLERIC,270.8858769153449
calibration,previous_12h,52,4.0,1.0,PALADIN,268.4070586624995
calibration,previous_12h,53,4.0,1.0,WARRIOR,273.22409428795874
calibration,previous_12h,53,4.0,1.0,ROGUE,277.23414703948663
calibration,previous_12h,53,4.0,1.0,RANGER,276.23672024305995
calibration,previous_12h,53,4.0,1.0,MAGE,279.47985311271566
calibration,previous_12h,53,4.0,1.0,CLERIC,280.48141552912614
calibration,previous_12h,53,4.0,1.0,PALADIN,277.93911737424827
calibration,previous_12h,54,4.0,1.0,WARRIOR,282.439556429011
calibration,previous_12h,54,4.0,1.0,ROGUE,286.8292969830286
calibration,previous_12h,54,4.0,1.0,RANGER,285.7630351844995
calibration,previous_12h,54,4.0,1.0,MAGE,289.137133583882
calibration,previous_12h,54,4.0,1.0,CLERIC,290.24725580560914
calibration,previous_12h,54,4.0,1.0,PALADIN,287.611299593324
calibration,previous_12h,55,4.0,1.0,WARRIOR,291.7511800606156
calibration,previous_12h,55,4.0,1.0,ROGUE,296.53852831575296
calibration,previous_12h,55,4.0,1.0,RANGER,295.39434870749324
calibration,previous_12h,55,4.0,1.0,MAGE,298.9272091597889
calibration,previous_12h,55,4.0,1.0,CLERIC,300.09539871421447
calibration,previous_12h,55,4.0,1.0,PALADIN,297.418668936787
calibration,previous_12h,56,4.0,1.0,WARRIOR,301.1271284259657
calibration,previous_12h,56,4.0,1.0,ROGUE,306.31911397689106
calibration,previous_12h,56,4.0,1.0,RANGER,305.0960492369776
calibration,previous_12h,56,4.0,1.0,MAGE,308.81414341222234
calibration,previous_12h,56,4.0,1.0,CLERIC,310.0117359069506
calibration,previous_12h,56,4.0,1.0,PALADIN,307.3309639678085
calibration,previous_12h,57,4.0,1.0,WARRIOR,310.9649549718331
calibration,previous_12h,57,4.0,1.0,ROGUE,316.60475169083577
calibration,previous_12h,57,4.0,1.0,RANGER,315.30087641814055
calibration,previous_12h,57,4.0,1.0,MAGE,319.1991015655576
calibration,previous_12h,57,4.0,1.0,CLERIC,320.4496384147937
calibration,previous_12h,57,4.0,1.0,PALADIN,317.7625409634236
calibration,previous_12h,58,4.0,1.0,WARRIOR,320.93971189404215
calibration,previous_12h,58,4.0,1.0,ROGUE,327.05708338731745
calibration,previous_12h,58,4.0,1.0,RANGER,325.68417576366807
calibration,previous_12h,58,4.0,1.0,MAGE,329.7467569218651
calibration,previous_12h,58,4.0,1.0,CLERIC,331.06052952852485
calibration,previous_12h,58,4.0,1.0,PALADIN,328.3712751254508
calibration,previous_12h,59,4.0,1.0,WARRIOR,331.04526698281757
calibration,previous_12h,59,4.0,1.0,ROGUE,337.6554839443116
calibration,previous_12h,59,4.0,1.0,RANGER,336.2198192327626
calibration,previous_12h,59,4.0,1.0,MAGE,340.4433066662309
calibration,previous_12h,59,4.0,1.0,CLERIC,341.8240167573664
calibration,previous_12h,59,4.0,1.0,PALADIN,339.15339702933176
calibration,previous_12h,60,4.0,1.0,WARRIOR,341.24037075700625
calibration,previous_12h,60,4.0,1.0,ROGUE,348.3921299820824
calibration,previous_12h,60,4.0,1.0,RANGER,346.88765391519075
calibration,previous_12h,60,4.0,1.0,MAGE,351.28554690245363
calibration,previous_12h,60,4.0,1.0,CLERIC,352.7318466165178
calibration,previous_12h,60,4.0,1.0,PALADIN,350.06452713652635
calibration,previous_12h,61,4.0,1.0,WARRIOR,351.49014688459454
calibration,previous_12h,61,4.0,1.0,ROGUE,359.2077786290531
calibration,previous_12h,61,4.0,1.0,RANGER,357.6219961562416
calibration,previous_12h,61,4.0,1.0,MAGE,362.2000441588709
calibration,previous_12h,61,4.0,1.0,CLERIC,363.7184908123262
calibration,previous_12h,61,4.0,1.0,PALADIN,361.07349997808615
calibration,previous_12h,62,4.0,1.0,WARRIOR,361.404816896139
calibration,previous_12h,62,4.0,1.0,ROGUE,369.68204168993674
calibration,previous_12h,62,4.0,1.0,RANGER,368.0236678230213
calibration,previous_12h,62,4.0,1.0,MAGE,372.7858411064252
calibration,previous_12h,62,4.0,1.0,CLERIC,374.3610812079883
calibration,previous_12h,62,4.0,1.0,PALADIN,371.7476426046853
calibration,previous_12h,63,4.0,1.0,WARRIOR,371.71786011866664
calibration,previous_12h,63,4.0,1.0,ROGUE,380.60577069785654
calibration,previous_12h,63,4.0,1.0,RANGER,378.8644242867453
calibration,previous_12h,63,4.0,1.0,MAGE,383.8166181000432
calibration,previous_12h,63,4.0,1.0,CLERIC,385.4655977959603
calibration,previous_12h,63,4.0,1.0,PALADIN,382.89746633186024
calibration,previous_12h,64,4.0,1.0,WARRIOR,382.1308957227552
calibration,previous_12h,64,4.0,1.0,ROGUE,391.66336846693423
calibration,previous_12h,64,4.0,1.0,RANGER,389.8509509049151
calibration,previous_12h,64,4.0,1.0,MAGE,394.9911425697359
calibration,previous_12h,64,4.0,1.0,CLERIC,396.7051163707375
calibration,previous_12h,64,4.0,1.0,PALADIN,394.19785958342084
calibration,previous_12h,65,4.0,1.0,WARRIOR,392.6182125079921
calibration,previous_12h,65,4.0,1.0,ROGUE,402.8527848128436
calibration,previous_12h,65,4.0,1.0,RANGER,400.9716599628829
calibration,previous_12h,65,4.0,1.0,MAGE,406.30281941427893
calibration,previous_12h,65,4.0,1.0,CLERIC,408.10316150309137
calibration,previous_12h,65,4.0,1.0,PALADIN,405.6237638406959
calibration,previous_12h,66,4.0,1.0,WARRIOR,403.1570408709463
calibration,previous_12h,66,4.0,1.0,ROGUE,414.10359052105457
calibration,previous_12h,66,4.0,1.0,RANGER,412.1438177650965
calibration,previous_12h,66,4.0,1.0,MAGE,417.68449916469694
calibration,previous_12h,66,4.0,1.0,CLERIC,419.5597346793769
calibration,previous_12h,66,4.0,1.0,PALADIN,417.13509629513476
calibration,previous_12h,67,4.0,1.0,WARRIOR,413.67710055342747
calibration,previous_12h,67,4.0,1.0,ROGUE,425.36237417042724
calibration,previous_12h,67,4.0,1.0,RANGER,423.33315452196143
calibration,previous_12h,67,4.0,1.0,MAGE,429.07884991479386
calibration,previous_12h,67,4.0,1.0,CLERIC,431.0371339097868
calibration,previous_12h,67,4.0,1.0,PALADIN,428.67436282168745
calibration,previous_12h,68,4.0,1.0,WARRIOR,423.88322075066475
calibration,previous_12h,68,4.0,1.0,ROGUE,436.33789417805895
calibration,previous_12h,68,4.0,1.0,RANGER,434.22207091220287
calibration,previous_12h,68,4.0,1.0,MAGE,440.1746959437718
calibration,previous_12h,68,4.0,1.0,CLERIC,442.19717104474944
calibration,previous_12h,68,4.0,1.0,PALADIN,439.9190807124369
calibration,previous_12h,69,4.0,1.0,WARRIOR,434.41050069771444
calibration,previous_12h,69,4.0,1.0,ROGUE,447.69018730069536
calibration,previous_12h,69,4.0,1.0,RANGER,445.4974398889392
calibration,previous_12h,69,4.0,1.0,MAGE,451.658386288243
calibration,previous_12h,69,4.0,1.0,CLERIC,453.77190763645353
calibration,previous_12h,69,4.0,1.0,PALADIN,451.5518324148487
calibration,previous_12h,70,4.0,1.0,WARRIOR,445.02403153090347
calibration,previous_12h,70,4.0,1.0,ROGUE,459.1495658950737
calibration,previous_12h,70,4.0,1.0,RANGER,456.8665845995181
calibration,previous_12h,70,4.0,1.0,MAGE,463.2747407595712
calibration,previous_12h,70,4.0,1.0,CLERIC,465.4735035518912
calibration,previous_12h,70,4.0,1.0,PALADIN,463.33078594421715
calibration,previous_12h,71,4.0,1.0,WARRIOR,455.6401292725102
calibration,previous_12h,71,4.0,1.0,ROGUE,470.6909909077216
calibration,previous_12h,71,4.0,1.0,RANGER,468.2701300912821
calibration,previous_12h,71,4.0,1.0,MAGE,474.9125059887972
calibration,previous_12h,71,4.0,1.0,CLERIC,477.228502856016
calibration,previous_12h,71,4.0,1.0,PALADIN,475.1679750297693
calibration,previous_12h,72,4.0,1.0,WARRIOR,466.34294088231036
calibration,previous_12h,72,4.0,1.0,ROGUE,482.3257703564082
calibration,previous_12h,72,4.0,1.0,RANGER,479.7882378196361
calibration,previous_12h,72,4.0,1.0,MAGE,486.6633998428668
calibration,previous_12h,72,4.0,1.0,CLERIC,489.10811446030095
calibration,previous_12h,72,4.0,1.0,PALADIN,487.1385540442504
calibration,previous_12h,73,4.0,1.0,WARRIOR,476.7324222216888
calibration,previous_12h,73,4.0,1.0,ROGUE,493.69871346239614
calibration,previous_12h,73,4.0,1.0,RANGER,491.03089830830146
calibration,previous_12h,73,4.0,1.0,MAGE,498.14268792086176
calibration,previous_12h,73,4.0,1.0,CLERIC,500.682677861903
calibration,previous_12h,73,4.0,1.0,PALADIN,498.8275047204313
calibration,previous_12h,74,4.0,1.0,WARRIOR,487.8047822974041
calibration,previous_12h,74,4.0,1.0,ROGUE,505.8348924865435
calibration,previous_12h,74,4.0,1.0,RANGER,503.0300576001959
calibration,previous_12h,74,4.0,1.0,MAGE,510.401332162246
calibration,previous_12h,74,4.0,1.0,CLERIC,513.0583557398562
calibration,previous_12h,74,4.0,1.0,PALADIN,511.322852579661
calibration,previous_12h,75,4.0,1.0,WARRIOR,498.9235880133831
calibration,previous_12h,75,4.0,1.0,ROGUE,518.0654067585009
calibration,previous_12h,75,4.0,1.0,RANGER,515.1184254859265
calibration,previous_12h,75,4.0,1.0,MAGE,522.761246977534
calibration,previous_12h,75,4.0,1.0,CLERIC,525.5402968169956
calibration,previous_12h,75,4.0,1.0,PALADIN,523.9310596877623
calibration,previous_12h,76,4.0,1.0,WARRIOR,510.0780210575091
calibration,previous_12h,76,4.0,1.0,ROGUE,530.3791662566069
calibration,previous_12h,76,4.0,1.0,RANGER,527.2574203395312
calibration,previous_12h,76,4.0,1.0,MAGE,535.1451392716048
calibration,previous_12h,76,4.0,1.0,CLERIC,538.0819769921702
calibration,previous_12h,76,4.0,1.0,PALADIN,536.6291185534538
calibration,previous_12h,77,4.0,1.0,WARRIOR,521.288950984017
calibration,previous_12h,77,4.0,1.0,ROGUE,542.8169265118422
calibration,previous_12h,77,4.0,1.0,RANGER,539.5011570009541
calibration,previous_12h,77,4.0,1.0,MAGE,547.6389453290536
calibration,previous_12h,77,4.0,1.0,CLERIC,550.7477362058443
calibration,previous_12h,77,4.0,1.0,PALADIN,549.4530700669111
calibration,previous_12h,78,4.0,1.0,WARRIOR,532.0668145629397
calibration,previous_12h,78,4.0,1.0,ROGUE,554.8128562252734
calibration,previous_12h,78,4.0,1.0,RANGER,551.3011656498943
calibration,previous_12h,78,4.0,1.0,MAGE,559.7164123228606
calibration,previous_12h,78,4.0,1.0,CLERIC,562.9876639780857
calibration,previous_12h,78,4.0,1.0,PALADIN,561.8363039008415
calibration,previous_12h,79,4.0,1.0,WARRIOR,543.1752329963292
calibration,previous_12h,79,4.0,1.0,ROGUE,567.1891613119838
calibration,previous_12h,79,4.0,1.0,RANGER,563.4859964360381
calibration,previous_12h,79,4.0,1.0,MAGE,572.2010754659564
calibration,previous_12h,79,4.0,1.0,CLERIC,575.626032166639
calibration,previous_12h,79,4.0,1.0,PALADIN,574.6566295916739
calibration,previous_12h,80,4.0,1.0,WARRIOR,554.3214114029081
calibration,previous_12h,80,4.0,1.0,ROGUE,579.6882207322113
calibration,previous_12h,80,4.0,1.0,RANGER,575.787121840518
calibration,previous_12h,80,4.0,1.0,MAGE,584.7786898208566
calibration,previous_12h,80,4.0,1.0,CLERIC,588.3605704355725
calibration,previous_12h,80,4.0,1.0,PALADIN,587.5933760076023
calibration,previous_12h,81,4.0,1.0,WARRIOR,565.4477936667681
calibration,previous_12h,81,4.0,1.0,ROGUE,592.2000394430429
calibration,previous_12h,81,4.0,1.0,RANGER,588.1104647955171
calibration,previous_12h,81,4.0,1.0,MAGE,597.3849971840431
calibration,previous_12h,81,4.0,1.0,CLERIC,601.16149984241
calibration,previous_12h,81,4.0,1.0,PALADIN,600.554721004133
calibration,previous_12h,82,4.0,1.0,WARRIOR,576.6358656658272
calibration,previous_12h,82,4.0,1.0,ROGUE,604.8201551896163
calibration,previous_12h,82,4.0,1.0,RANGER,600.5197044747815
calibration,previous_12h,82,4.0,1.0,MAGE,610.0920147413877
calibration,previous_12h,82,4.0,1.0,CLERIC,614.0490921344235
calibration,previous_12h,82,4.0,1.0,PALADIN,613.6482700009987
calibration,previous_12h,83,4.0,1.0,WARRIOR,587.4607166135056
calibration,previous_12h,83,4.0,1.0,ROGUE,617.0771927088497
calibration,previous_12h,83,4.0,1.0,RANGER,612.5599799792449
calibration,previous_12h,83,4.0,1.0,MAGE,622.4198168935864
calibration,previous_12h,83,4.0,1.0,CLERIC,626.5622223142782
calibration,previous_12h,83,4.0,1.0,PALADIN,626.3839217967342
calibration,previous_12h,84,4.0,1.0,WARRIOR,598.6128952355446
calibration,previous_12h,84,4.0,1.0,ROGUE,629.7615720519545
calibration,previous_12h,84,4.0,1.0,RANGER,625.0067450202203
calibration,previous_12h,84,4.0,1.0,MAGE,635.1746990753352
calibration,previous_12h,84,4.0,1.0,CLERIC,639.50729638729
calibration,previous_12h,84,4.0,1.0,PALADIN,639.5570851156242
calibration,previous_12h,85,4.0,1.0,WARRIOR,609.808858165982
calibration,previous_12h,85,4.0,1.0,ROGUE,642.5446180018051
calibration,previous_12h,85,4.0,1.0,RANGER,637.5527455123062
calibration,previous_12h,85,4.0,1.0,MAGE,648.027992732499
calibration,previous_12h,85,4.0,1.0,CLERIC,652.5686587612888
calibration,previous_12h,85,4.0,1.0,PALADIN,652.8579009606804
calibration,previous_12h,86,4.0,1.0,WARRIOR,620.9684197872655
calibration,previous_12h,86,4.0,1.0,ROGUE,655.3283934548924
calibration,previous_12h,86,4.0,1.0,RANGER,650.0922322945177
calibration,previous_12h,86,4.0,1.0,MAGE,660.8759357025858
calibration,previous_12h,86,4.0,1.0,CLERIC,665.6401873782045
calibration,previous_12h,86,4.0,1.0,PALADIN,666.1703606184954
calibration,previous_12h,87,4.0,1.0,WARRIOR,632.1627589092743
calibration,previous_12h,87,4.0,1.0,ROGUE,668.2261096565869
calibration,previous_12h,87,4.0,1.0,RANGER,662.7200199657293
calibration,previous_12h,87,4.0,1.0,MAGE,673.8220761493501
calibration,previous_12h,87,4.0,1.0,CLERIC,678.817266743
calibration,previous_12h,87,4.0,1.0,PALADIN,679.5913361150479
calibration,previous_12h,88,4.0,1.0,WARRIOR,643.01698190863
calibration,previous_12h,88,4.0,1.0,ROGUE,680.7785600631341
calibration,previous_12h,88,4.0,1.0,RANGER,674.99984205712
calibration,previous_12h,88,4.0,1.0,MAGE,686.4158187558651
