hp_k,hp_power,feasible,max_growth_gap_pct,max_sale_gap_pct,level100_gap12,off_bonus_min_minutes,off_bonus_max_minutes,warrior_level20_minutes,warrior_level50_minutes
5250,1.2,False,6.4334153473136535,10.510385672907985,6.433415347313631,46.41554053324885,69.46509534553265,2.8879713022187303,21.23025140956244
5500,1.4,False,6.492255605567188,10.510385672907985,6.492255605567165,37.12151562492824,59.41728371504361,1.4551696638067568,14.910796686892667
5000,1.2,True,6.550505566310005,10.510385672907985,6.550505566309983,49.21421602925449,73.65356881665335,3.062104672719954,22.510352507413884
5500,1.5,False,6.556806652967873,10.510385672907985,6.556806652967873,34.1372768987101,56.50773561462277,1.0622673265324067,12.850397016738668
5250,1.3,False,6.563269590394216,10.510385672907985,6.563269590394194,42.88317440177117,66.3715691520516,2.117790254584584,18.380756928621196
5500,1.6,False,6.6034509786372375,10.510385672907985,6.603450978637215,31.392944346179448,53.740662390523575,0.7754947542290935,11.075057176088343
5500,1.7,False,6.634932136496463,10.510385672907985,6.634932136496463,28.869231650974427,51.109087326884044,0.5661721493459027,9.54528805271373
5500,1.8,False,6.65357297717637,10.510385672907985,6.653572977176347,26.54840294453159,48.60637534396446,0.41337335910007766,8.227078230557971
5500,2.0,False,6.659928888532729,10.510385672907985,6.659928888532707,22.451468429752026,43.96260892561987,0.22039537190082115,6.1122198347107215
5500,1.9,False,6.661345661503959,10.510385672907985,6.661345661503959,24.414148163912834,46.226216268894404,0.30182871690797697,7.091133103898315
5250,1.4,False,6.667720022358581,10.510385672907985,6.667720022358492,39.619632253456416,63.41580861284843,1.553096256331088,15.914228484357267
5000,1.3,False,6.699226283869231,10.510385672907985,6.699226283869186,45.69124743442476,70.71770761010097,2.2564672481998826,19.584364370725353
5250,1.5,False,6.750535061940788,10.510385672907985,6.750535061940766,36.60445575209781,60.59167853645828,1.1390398087795006,13.779124515168277
5250,1.6,False,6.814896395026082,10.510385672907985,6.81489639502606,33.81874350412218,57.89331695317472,0.8354188728798562,11.93085025098
5000,1.4,False,6.822296350565971,10.510385672907985,6.822296350565926,42.42046832307221,67.8988710252014,1.6628895019242407,17.039255210348756
5250,1.7,False,6.863499471405632,10.510385672907985,6.863499471405632,31.245032570442106,55.31512294751913,0.6127654334781596,10.330820013050896
5250,1.8,False,6.898635245401308,10.510385672907985,6.898635245401308,28.867188995622897,52.85174503257348,0.4494781440461537,8.945646284618043
5250,1.9,False,6.922256838433327,10.510385672907985,6.922256838433327,26.670306668117547,50.49807004204517,0.32972129058677524,7.746438386285952
5000,1.5,False,6.923375499757278,10.510385672907985,6.923375499757256,39.38382587018179,65.1923944129436,1.2255269083082965,14.825371103020366
5250,2.0,False,6.936034089941123,10.510385672907985,6.936034089941057,24.640613877550983,48.24921251700676,0.24188517006802357,6.708195918367323
5000,1.6,False,7.005563487483579,10.510385672907985,7.005563487483579,36.564559550823645,62.593799059123576,0.903248316235441,12.899541475890217
5000,1.7,False,7.07149520279835,10.510385672907985,7.07149520279835,33.94710863166722,60.098784772906555,0.6657574988637549,11.224231194081256
5000,1.8,False,7.1234181492854765,10.510385672907985,7.123418149285454,31.517026284656957,57.70322277081359,0.49073758038680637,9.7668037275227
5000,1.9,False,7.163255717972072,10.510385672907985,7.16325571797205,29.26089984880619,55.403148844354035,0.3617484336395904,8.498880820033001
5000,2.0,False,7.192659023594206,10.510385672907985,7.192659023594183,27.16627680000002,53.194756799999965,0.2666784000000533,7.395786000000051
