cohort,variant,level,gap_h,session_min,progress_gap_pct,sale_gap_pct
calibration,previous_12h,72,4.0,1.0,4.881637863954658,6.035477545691692
calibration,previous_12h,73,4.0,1.0,5.023836123542891,6.0841191640045755
calibration,previous_12h,74,4.0,1.0,5.176983571894467,6.153723546327283
calibration,previous_12h,75,4.0,1.0,5.3348267035429275,6.190988093072702
calibration,previous_12h,76,4.0,1.0,5.490131857985658,6.242777726546822
calibration,previous_12h,77,4.0,1.0,5.651143222241539,6.290385876124738
calibration,previous_12h,78,4.0,1.0,5.811459870983615,6.370805118531142
calibration,previous_12h,79,4.0,1.0,5.974278133283195,6.401165468714787
calibration,previous_12h,80,4.0,1.0,6.140689919683284,6.445039165045929
calibration,previous_12h,81,4.0,1.0,6.316004160887889,6.495141747406197
calibration,previous_12h,82,4.0,1.0,6.488189288294821,6.561623814489459
calibration,previous_12h,83,4.0,1.0,6.656020495494297,6.605446270213577
calibration,previous_12h,84,4.0,1.0,6.839844280997109,6.659174548232216
calibration,previous_12h,85,4.0,1.0,7.059432184073167,6.76089506734705
calibration,previous_12h,86,4.0,1.0,7.279265642319688,6.880319781708266
calibration,previous_12h,87,4.0,1.0,7.502589568484885,7.001826555625623
calibration,previous_12h,88,4.0,1.0,7.722547098682164,7.117803534351674
calibration,previous_12h,89,4.0,1.0,7.956351007636342,7.230053114233814
calibration,previous_12h,90,4.0,1.0,8.193976948998326,7.339944840955814
calibration,previous_12h,91,4.0,1.0,8.434120048864902,7.448481831006504
calibration,previous_12h,92,4.0,1.0,8.67011709211345,7.553052257850212
calibration,previous_12h,93,4.0,1.0,8.900987357207168,7.654967047602224
calibration,previous_12h,94,4.0,1.0,9.133723207330169,7.754281059296786
calibration,previous_12h,95,4.0,1.0,9.362655360669404,7.851673298937301
calibration,previous_12h,96,4.0,1.0,9.583277618733653,7.9461740675095704
calibration,previous_12h,97,4.0,1.0,9.791553442539168,8.037697733884364
calibration,previous_12h,98,4.0,1.0,9.993174728835562,8.126843271372142
calibration,previous_12h,99,4.0,1.0,10.185701457518181,8.238702261345598
calibration,previous_12h,100,4.0,1.0,10.368291407257013,8.357217924573845
calibration,previous_12h,20,4.0,5.0,1.42617770450435,2.2321921973798897
calibration,previous_12h,21,4.0,5.0,1.3515762397811715,2.200219618489019
calibration,previous_12h,22,4.0,5.0,1.3076742613124415,2.237458757940791
calibration,previous_12h,23,4.0,5.0,1.2724834776917326,2.3970140008309437
calibration,previous_12h,24,4.0,5.0,1.1480649734514792,2.345917374445916
calibration,previous_12h,25,4.0,5.0,1.0540674784086157,2.295399622937655
calibration,previous_12h,26,4.0,5.0,0.9432672837092371,2.1534575129438904
calibration,previous_12h,27,4.0,5.0,0.8685102571135861,2.2093615135068356
calibration,previous_12h,28,4.0,5.0,0.8070016480413722,2.3134425546427417
calibration,previous_12h,29,4.0,5.0,0.7590725849299762,2.414151997890701
calibration,previous_12h,30,4.0,5.0,0.675403415183129,2.380884384489912
calibration,previous_12h,31,4.0,5.0,0.6153102315969994,2.3901788589796524
calibration,previous_12h,32,4.0,5.0,0.6324291952422678,2.577234498464942
calibration,previous_12h,33,4.0,5.0,0.6912437402096128,2.5321944424144815
calibration,previous_12h,34,4.0,5.0,0.7534289381146531,2.6228319648278875
calibration,previous_12h,35,4.0,5.0,0.8584889442826649,2.7860217576117563
calibration,previous_12h,36,4.0,5.0,0.9267417305922621,2.842317706392916
calibration,previous_12h,37,4.0,5.0,0.9397104823267499,2.852248658634715
calibration,previous_12h,38,4.0,5.0,0.9972126037007811,2.9797015009214833
calibration,previous_12h,39,4.0,5.0,1.0769077131504545,3.052388389815164
calibration,previous_12h,40,4.0,5.0,1.1619348837271781,3.153494227849918
calibration,previous_12h,41,4.0,5.0,1.27968735125914,3.3102352966713378
calibration,previous_12h,42,4.0,5.0,1.3891002103090022,3.4009934328669056
calibration,previous_12h,43,4.0,5.0,1.5103587254282846,3.5229673534473704
calibration,previous_12h,44,4.0,5.0,1.649280464010805,3.673521980013361
calibration,previous_12h,45,4.0,5.0,1.7677170227013317,3.7069983062993916
calibration,previous_12h,46,4.0,5.0,1.896280978839049,3.908314963813231
calibration,previous_12h,47,4.0,5.0,1.9933818392918523,4.043253554689352
calibration,previous_12h,48,4.0,5.0,2.0962082552503647,4.095947363855723
calibration,previous_12h,49,4.0,5.0,2.2301962058603353,4.227655679713815
calibration,previous_12h,50,4.0,5.0,2.342811884775098,4.27607204759084
calibration,previous_12h,51,4.0,5.0,2.4453080691495988,4.383247827255454
calibration,previous_12h,52,4.0,5.0,2.55598591121442,4.492330937380418
calibration,previous_12h,53,4.0,5.0,2.6561790826246767,4.535784359418371
calibration,previous_12h,54,4.0,5.0,2.76437885518368,4.621938034229278
calibration,previous_12h,55,4.0,5.0,2.8600462393554738,4.7814736368615
calibration,previous_12h,56,4.0,5.0,2.950450704134866,4.867370814395322
calibration,previous_12h,57,4.0,5.0,3.0500811397926597,4.968536181705829
calibration,previous_12h,58,4.0,5.0,3.153494958524816,5.045038271226998
calibration,previous_12h,59,4.0,5.0,3.2559745900575976,5.106789323796579
calibration,previous_12h,60,4.0,5.0,3.367560477682918,5.187371926131279
calibration,previous_12h,61,4.0,5.0,3.4790004886670722,5.259401043998779
calibration,previous_12h,62,4.0,5.0,3.5849727801421816,5.332715422268097
calibration,previous_12h,63,4.0,5.0,3.698433449741967,5.401447447553687
calibration,previous_12h,64,4.0,5.0,3.8129845174279087,5.461537638944813
calibration,previous_12h,65,4.0,5.0,3.938218229357471,5.5568967903808275
calibration,previous_12h,66,4.0,5.0,4.0487986368562545,5.612115517888228
calibration,previous_12h,67,4.0,5.0,4.150438637243781,5.6580139738538815
calibration,previous_12h,68,4.0,5.0,4.239050380964726,5.760966276382207
calibration,previous_12h,69,4.0,5.0,4.3282564125733725,5.822287856538111
calibration,previous_12h,70,4.0,5.0,4.404473491312166,5.925093528250791
calibration,previous_12h,71,4.0,5.0,4.4705841814333125,5.996279833449081
calibration,previous_12h,72,4.0,5.0,4.52264650740466,6.035477545691692
calibration,previous_12h,73,4.0,5.0,4.56284702267884,6.084119164004598
calibration,previous_12h,74,4.0,5.0,4.59396380319852,6.153723546327283
calibration,previous_12h,75,4.0,5.0,4.616686986982366,6.19098809307268
calibration,previous_12h,76,4.0,5.0,4.624442404817541,6.242777726546844
calibration,previous_12h,77,4.0,5.0,4.625714904096179,6.29038587612476
calibration,previous_12h,78,4.0,5.0,4.621842346472782,6.370805118531164
calibration,previous_12h,79,4.0,5.0,4.604989413791705,6.401165468714809
calibration,previous_12h,80,4.0,5.0,4.5810373518126335,6.445039165045974
calibration,previous_12h,81,4.0,5.0,4.5564586505493,6.495141747406219
calibration,previous_12h,82,4.0,5.0,4.518192517334474,6.561623814489481
calibration,previous_12h,83,4.0,5.0,4.473384420336446,6.6054462702136
calibration,previous_12h,84,4.0,5.0,4.4289450363032,6.659174548232261
calibration,previous_12h,85,4.0,5.0,4.410010231066663,6.76089506734705
calibration,previous_12h,86,4.0,5.0,4.38388537830674,6.880319781708288
calibration,previous_12h,87,4.0,5.0,4.352471819358739,7.001826555625645
calibration,previous_12h,88,4.0,5.0,4.317994802847824,7.117803534351719
calibration,previous_12h,89,4.0,5.0,4.277428728545196,7.230016037549714
calibration,previous_12h,90,4.0,5.0,4.232596812598466,7.339819942955295
calibration,previous_12h,91,4.0,5.0,4.184224322806318,7.4482419612680095
calibration,previous_12h,92,4.0,5.0,4.131820994709412,7.552667064743024
calibration,previous_12h,93,4.0,5.0,4.0775947027669845,7.6543859049058804
calibration,previous_12h,94,4.0,5.0,4.020165916642426,7.7534398243569225
calibration,previous_12h,95,4.0,5.0,3.9597971283242606,7.850497776676746
calibration,previous_12h,96,4.0,5.0,3.8951765745762534,7.94460156427752
calibration,previous_12h,97,4.0,5.0,3.8339745884015564,8.03570362130339
calibration,previous_12h,98,4.0,5.0,3.768363356966775,8.124377486827594
calibration,previous_12h,99,4.0,5.0,3.7045880983589186,8.211575303139051
calibration,previous_12h,100,4.0,5.0,3.6414852838258183,8.291244558727474
calibration,previous_12h,20,4.0,12.0,1.3736600681924171,2.221931342810235
calibration,previous_12h,21,4.0,12.0,1.2995076950370388,2.193038892830823
calibration,previous_12h,22,4.0,12.0,1.256175017642902,2.212783650166661
calibration,previous_12h,23,4.0,12.0,1.2207921339004502,2.377462451359036
calibration,previous_12h,24,4.0,12.0,1.095007508140844,2.3226621191225982
calibration,previous_12h,25,4.0,12.0,0.9996429846483412,2.2716697503210703
calibration,previous_12h,26,4.0,12.0,0.8871499412388406,2.2022142134834333
calibration,previous_12h,27,4.0,12.0,0.8113671070977935,2.300426218967111
calibration,previous_12h,28,4.0,12.0,0.7489389004047053,2.3715970378721307
calibration,previous_12h,29,4.0,12.0,0.7001609565417288,2.43527739562186
calibration,previous_12h,30,4.0,12.0,0.6152227363990681,2.5155422775875014
calibration,previous_12h,31,4.0,12.0,0.5589512626668736,2.565897033659059
calibration,previous_12h,32,4.0,12.0,0.5511773866264003,2.6246574857313076
calibration,previous_12h,33,4.0,12.0,0.5994405221792842,2.666807769928181
calibration,previous_12h,34,4.0,12.0,0.6162708912482939,2.719141059398966
calibration,previous_12h,35,4.0,12.0,0.6731849320486871,2.7791423207346178
calibration,previous_12h,36,4.0,12.0,0.7406353438075719,2.8233498363588128
calibration,previous_12h,37,4.0,12.0,0.8011022257573996,2.902524142575791
calibration,previous_12h,38,4.0,12.0,0.8495890281645657,3.0055206412216817
calibration,previous_12h,39,4.0,12.0,0.9150662092404227,3.0666738792376913
calibration,previous_12h,40,4.0,12.0,0.967572583205123,3.1443966922506172
calibration,previous_12h,41,4.0,12.0,1.0179731334248876,3.2213847216078895
calibration,previous_12h,42,4.0,12.0,1.0488073149865995,3.2971015018931293
calibration,previous_12h,43,4.0,12.0,1.0908917177165023,3.416192897057746
calibration,previous_12h,44,4.0,12.0,1.1212048890220316,3.5645353424941018
calibration,previous_12h,45,4.0,12.0,1.1667833936422456,3.595258360962972
calibration,previous_12h,46,4.0,12.0,1.201958955223903,3.79352636318504
calibration,previous_12h,47,4.0,12.0,1.2106017191976903,3.925086811780165
calibration,previous_12h,48,4.0,12.0,1.2386578266911696,3.974322429451971
calibration,previous_12h,49,4.0,12.0,1.2706096526614141,4.102081209482766
calibration,previous_12h,50,4.0,12.0,1.303506284549072,4.146204231668005
calibration,previous_12h,51,4.0,12.0,1.328231736333918,4.24968430980619
calibration,previous_12h,52,4.0,12.0,1.3601287958696417,4.354090623188234
calibration,previous_12h,53,4.0,12.0,1.3747165026697816,4.393628987040299
calibration,previous_12h,54,4.0,12.0,1.4013582448358708,4.476198173745405
calibration,previous_12h,55,4.0,12.0,1.416933876419102,4.632151038038201
calibration,previous_12h,56,4.0,12.0,1.429437251766652,4.7145778858845855
calibration,previous_12h,57,4.0,12.0,1.443652974866172,4.811942982334716
calibration,previous_12h,58,4.0,12.0,1.4535856015476023,4.884312855408068
calibration,previous_12h,59,4.0,12.0,1.4618033183576795,4.941712407904308
calibration,previous_12h,60,4.0,12.0,1.4719247638993238,5.018305007449553
calibration,previous_12h,61,4.0,12.0,1.4840154554180085,5.086436428626673
calibration,previous_12h,62,4.0,12.0,1.493468232946027,5.177274723908498
calibration,previous_12h,63,4.0,12.0,1.5056161258259593,5.284239604346386
calibration,previous_12h,64,4.0,12.0,1.5131179377207093,5.391799302971001
calibration,previous_12h,65,4.0,12.0,1.5251168592883113,5.502374696652024
calibration,previous_12h,66,4.0,12.0,1.537053893571172,5.61679398019217
calibration,previous_12h,67,4.0,12.0,1.5483631327698921,5.729053990586075
calibration,previous_12h,68,4.0,12.0,1.5558408215661013,5.838452400973626
calibration,previous_12h,69,4.0,12.0,1.566836099382174,5.952668441081421
calibration,previous_12h,70,4.0,12.0,1.5835595914022615,6.068652745725789
calibration,previous_12h,71,4.0,12.0,1.6026771078822444,6.182119518856899
calibration,previous_12h,72,4.0,12.0,1.6216998307966302,6.2985692769065516
calibration,previous_12h,73,4.0,12.0,1.6341496892096075,6.406264715741217
calibration,previous_12h,74,4.0,12.0,1.6507112564479565,6.5231470804011815
calibration,previous_12h,75,4.0,12.0,1.6760713513674474,6.637791036311991
calibration,previous_12h,76,4.0,12.0,1.7275103708793704,6.756028965754379
calibration,previous_12h,77,4.0,12.0,1.7779220502777804,6.871238665306989
calibration,previous_12h,78,4.0,12.0,1.8278912000887493,6.985459831099994
calibration,previous_12h,79,4.0,12.0,1.8824031369999439,7.106560723690558
calibration,previous_12h,80,4.0,12.0,1.930403566672445,7.227052937341827
calibration,previous_12h,81,4.0,12.0,1.9779597842872754,7.349845525753218
calibration,previous_12h,82,4.0,12.0,2.0303814119388086,7.482707437246594
calibration,previous_12h,83,4.0,12.0,2.082643400320028,7.6677765183139845
calibration,previous_12h,84,4.0,12.0,2.1368349646283535,7.859541300407291
calibration,previous_12h,85,4.0,12.0,2.1901369002279347,8.035588172572371
calibration,previous_12h,86,4.0,12.0,2.2449918241266076,8.214865475693811
calibration,previous_12h,87,4.0,12.0,2.299229469693853,8.397537717430858
calibration,previous_12h,88,4.0,12.0,2.3531083006396614,8.578476578609905
calibration,previous_12h,89,4.0,12.0,2.412238522974519,8.771616293869421
calibration,previous_12h,90,4.0,12.0,2.472300214756018,8.95376874731002
calibration,previous_12h,91,4.0,12.0,2.5368611025981647,9.150501922113442
calibration,previous_12h,92,4.0,12.0,2.598356445814054,9.306826755058628
calibration,previous_12h,93,4.0,12.0,2.661527512737649,9.456419683127804
calibration,previous_12h,94,4.0,12.0,2.722602866652002,9.63076014026123
calibration,previous_12h,95,4.0,12.0,2.788765918665126,9.78583059710405
calibration,previous_12h,96,4.0,12.0,2.853887794807397,9.951570416480449
calibration,previous_12h,97,4.0,12.0,2.914958477872398,10.097949126169258
calibration,previous_12h,98,4.0,12.0,2.9775496745706453,10.230787112948313
calibration,previous_12h,99,4.0,12.0,3.041867496004058,10.37229905548891
calibration,previous_12h,100,4.0,12.0,3.1027401655650433,10.510385672907985
calibration,previous_12h,20,8.0,1.0,1.42617770450435,2.232192197379912
calibration,previous_12h,21,8.0,1.0,1.3515762397811937,2.200219618489019
calibration,previous_12h,22,8.0,1.0,1.3076742613124193,2.237458757940747
calibration,previous_12h,23,8.0,1.0,1.2724834776917326,2.397014000830966
calibration,previous_12h,24,8.0,1.0,1.1480649734514792,2.345917374445916
calibration,previous_12h,25,8.0,1.0,1.054067478408638,2.295399622937655
calibration,previous_12h,26,8.0,1.0,0.9432672837092371,2.1534575129439126
calibration,previous_12h,27,8.0,1.0,0.8685102571135861,2.2093615135068356
calibration,previous_12h,28,8.0,1.0,0.8070016480413944,2.3134425546427195
calibration,previous_12h,29,8.0,1.0,0.7590725849299984,2.414151997890701
calibration,previous_12h,30,8.0,1.0,0.6754034151831512,2.380884384489912
calibration,previous_12h,31,8.0,1.0,0.6153102315970216,2.3901788589796302
calibration,previous_12h,32,8.0,1.0,0.6324291952423122,2.577234498464942
calibration,previous_12h,33,8.0,1.0,0.6912437402096128,2.5321944424144593
calibration,previous_12h,34,8.0,1.0,0.7534289381146753,2.6228319648278653
calibration,previous_12h,35,8.0,1.0,0.8584889442826871,2.7860217576117785
calibration,previous_12h,36,8.0,1.0,0.9267417305922399,2.8423177063929383
calibration,previous_12h,37,8.0,1.0,0.9397104823267499,2.8522486586347373
calibration,previous_12h,38,8.0,1.0,0.9972126037007811,2.979701500921461
calibration,previous_12h,39,8.0,1.0,1.0769077131504767,3.0523883898151416
calibration,previous_12h,40,8.0,1.0,1.1619348837271781,3.153494227849918
calibration,previous_12h,41,8.0,1.0,1.2796873512591178,3.31023529667136
calibration,previous_12h,42,8.0,1.0,1.38910021030898,3.4009934328668834
calibration,previous_12h,43,8.0,1.0,1.5103587254283068,3.5229673534473482
calibration,previous_12h,44,8.0,1.0,1.6492804640108272,3.6735219800133834
calibration,previous_12h,45,8.0,1.0,1.7677170227013317,3.706998306299414
calibration,previous_12h,46,8.0,1.0,1.8962809788390267,3.908314963813253
calibration,previous_12h,47,8.0,1.0,1.99338183929183,4.04325355468933
calibration,previous_12h,48,8.0,1.0,2.0962082552503647,4.095947363855701
calibration,previous_12h,49,8.0,1.0,2.2301962058603353,4.227655679713815
calibration,previous_12h,50,8.0,1.0,2.342811884775098,4.27607204759084
calibration,previous_12h,51,8.0,1.0,2.4453080691495988,4.383247827255454
calibration,previous_12h,52,8.0,1.0,2.5559859112144423,4.492330937380418
calibration,previous_12h,53,8.0,1.0,2.656179082624699,4.535784359418438
calibration,previous_12h,54,8.0,1.0,2.76437885518368,4.6219380342293
calibration,previous_12h,55,8.0,1.0,2.860046239355518,4.781473636861522
calibration,previous_12h,56,8.0,1.0,2.950450704134888,4.8673708143953
calibration,previous_12h,57,8.0,1.0,3.050081139792704,4.968536181705874
calibration,previous_12h,58,8.0,1.0,3.1534949585248384,5.0450382712270425
calibration,previous_12h,59,8.0,1.0,3.2559745900575976,5.106789323796623
calibration,previous_12h,60,8.0,1.0,3.3675604776829404,5.187371926131301
calibration,previous_12h,61,8.0,1.0,3.4790004886670722,5.259401043998757
calibration,previous_12h,62,8.0,1.0,3.5849727801422038,5.332715422268075
calibration,previous_12h,63,8.0,1.0,3.698433449741989,5.401447447553687
calibration,previous_12h,64,8.0,1.0,3.8139341286228756,5.461537638944769
calibration,previous_12h,65,8.0,1.0,3.944022080937981,5.5568967903808275
calibration,previous_12h,66,8.0,1.0,4.068561911506108,5.61211551788825
calibration,previous_12h,67,8.0,1.0,4.196517847648451,5.658013973853815
calibration,previous_12h,68,8.0,1.0,4.320517868495011,5.760966276382229
calibration,previous_12h,69,8.0,1.0,4.456938059195714,5.822287856538133
calibration,previous_12h,70,8.0,1.0,4.595138817703948,5.925093528250813
calibration,previous_12h,71,8.0,1.0,4.738031660638509,5.996279833449103
calibration,previous_12h,72,8.0,1.0,4.881637863954658,6.035477545691692
calibration,previous_12h,73,8.0,1.0,5.023836123542869,6.0841191640045755
calibration,previous_12h,74,8.0,1.0,5.176983571894445,6.153723546327283
calibration,previous_12h,75,8.0,1.0,5.334826703542905,6.190988093072702
calibration,previous_12h,76,8.0,1.0,5.490131857985636,6.2427777265468665
calibration,previous_12h,77,8.0,1.0,5.651143222241517,6.29038587612476
calibration,previous_12h,78,8.0,1.0,5.811459870983571,6.370805118531164
calibration,previous_12h,79,8.0,1.0,5.974278133283195,6.401165468714831
calibration,previous_12h,80,8.0,1.0,6.1406899196833065,6.445039165045974
calibration,previous_12h,81,8.0,1.0,6.316004160887867,6.495141747406241
calibration,previous_12h,82,8.0,1.0,6.488189288294821,6.561623814489481
calibration,previous_12h,83,8.0,1.0,6.656020495494275,6.6054462702136
calibration,previous_12h,84,8.0,1.0,6.839844280997087,6.659174548232238
calibration,previous_12h,85,8.0,1.0,7.059432184073167,6.760895067347028
calibration,previous_12h,86,8.0,1.0,7.2792656423196656,6.880319781708311
calibration,previous_12h,87,8.0,1.0,7.502589568484885,7.001826555625668
calibration,previous_12h,88,8.0,1.0,7.722547098682164,7.117803534351719
calibration,previous_12h,89,8.0,1.0,7.956351007636342,7.230053114233881
calibration,previous_12h,90,8.0,1.0,8.193976948998305,7.3399448409558365
calibration,previous_12h,91,8.0,1.0,8.434120048864902,7.448481831006526
calibration,previous_12h,92,8.0,1.0,8.67011709211345,7.553052257850235
calibration,previous_12h,93,8.0,1.0,8.900987357207146,7.65496704760229
calibration,previous_12h,94,8.0,1.0,9.133723207330192,7.754281059296764
calibration,previous_12h,95,8.0,1.0,9.362655360669446,7.851673298937323
calibration,previous_12h,96,8.0,1.0,9.583277618733677,7.946174067509615
calibration,previous_12h,97,8.0,1.0,9.791553442539147,8.037697733884407
calibration,previous_12h,98,8.0,1.0,9.993174728835562,8.126843271372186
calibration,previous_12h,99,8.0,1.0,10.185701457518137,8.23870226134562
calibration,previous_12h,100,8.0,1.0,10.368291407257013,8.35721792457389
calibration,previous_12h,20,8.0,5.0,1.4261777045043278,2.232192197379912
calibration,previous_12h,21,8.0,5.0,1.3515762397811715,2.2002196184889966
calibration,previous_12h,22,8.0,5.0,1.3076742613124193,2.237458757940769
calibration,previous_12h,23,8.0,5.0,1.2724834776917104,2.3970140008309215
calibration,previous_12h,24,8.0,5.0,1.1480649734514792,2.3459173744459383
calibration,previous_12h,25,8.0,5.0,1.0540674784086157,2.295399622937677
calibration,previous_12h,26,8.0,5.0,0.9432672837092371,2.1534575129438904
calibration,previous_12h,27,8.0,5.0,0.8685102571135861,2.2093615135068356
calibration,previous_12h,28,8.0,5.0,0.8070016480413722,2.3134425546426973
calibration,previous_12h,29,8.0,5.0,0.7590725849299984,2.414151997890679
calibration,previous_12h,30,8.0,5.0,0.675403415183129,2.3808843844898675
calibration,previous_12h,31,8.0,5.0,0.6153102315970216,2.3901788589796302
calibration,previous_12h,32,8.0,5.0,0.6324291952423344,2.577234498464942
calibration,previous_12h,33,8.0,5.0,0.6912437402096572,2.5321944424144815
calibration,previous_12h,34,8.0,5.0,0.7534289381146753,2.6228319648278653
calibration,previous_12h,35,8.0,5.0,0.8584889442826871,2.7860217576117563
calibration,previous_12h,36,8.0,5.0,0.9267417305922399,2.842317706392916
calibration,previous_12h,37,8.0,5.0,0.9397104823267499,2.852248658634693
calibration,previous_12h,38,8.0,5.0,0.9972126037007811,2.979701500921439
calibration,previous_12h,39,8.0,5.0,1.0769077131504545,3.052388389815164
calibration,previous_12h,40,8.0,5.0,1.1619348837271781,3.15349422784994
calibration,previous_12h,41,8.0,5.0,1.27968735125914,3.3102352966713378
calibration,previous_12h,42,8.0,5.0,1.38910021030898,3.4009934328668834
calibration,previous_12h,43,8.0,5.0,1.5103587254282624,3.5229673534473704
calibration,previous_12h,44,8.0,5.0,1.6492804640108272,3.673521980013361
calibration,previous_12h,45,8.0,5.0,1.7677170227013095,3.7069983062993916
calibration,previous_12h,46,8.0,5.0,1.896280978839049,3.908314963813231
calibration,previous_12h,47,8.0,5.0,1.99338183929183,4.04325355468933
calibration,previous_12h,48,8.0,5.0,2.0962082552503647,4.095947363855701
calibration,previous_12h,49,8.0,5.0,2.2301962058603353,4.227655679713815
calibration,previous_12h,50,8.0,5.0,2.34281188477512,4.27607204759084
calibration,previous_12h,51,8.0,5.0,2.4453080691495988,4.383247827255432
calibration,previous_12h,52,8.0,5.0,2.55598591121442,4.492330937380373
calibration,previous_12h,53,8.0,5.0,2.656179082624699,4.535784359418371
calibration,previous_12h,54,8.0,5.0,2.764378855183658,4.621938034229256
calibration,previous_12h,55,8.0,5.0,2.8600462393554738,4.781473636861477
calibration,previous_12h,56,8.0,5.0,2.950450704134866,4.8673708143953
calibration,previous_12h,57,8.0,5.0,3.0500811397926375,4.9685361817058515
calibration,previous_12h,58,8.0,5.0,3.1534949585248606,5.045038271226998
calibration,previous_12h,59,8.0,5.0,3.2559745900575754,5.106789323796557
calibration,previous_12h,60,8.0,5.0,3.3675604776829404,5.187371926131323
calibration,previous_12h,61,8.0,5.0,3.479000488667028,5.259401043998779
calibration,previous_12h,62,8.0,5.0,3.5849727801421816,5.332715422268097
calibration,previous_12h,63,8.0,5.0,3.6984334497419447,5.4014474475536645
calibration,previous_12h,64,8.0,5.0,3.8139341286228534,5.461537638944836
calibration,previous_12h,65,8.0,5.0,3.9440220809380033,5.556896790380805
calibration,previous_12h,66,8.0,5.0,4.06856191150613,5.61211551788825
calibration,previous_12h,67,8.0,5.0,4.196517847648451,5.658013973853859
calibration,previous_12h,68,8.0,5.0,4.320517868495033,5.760966276382229
calibration,previous_12h,69,8.0,5.0,4.456938059195692,5.822287856538133
calibration,previous_12h,70,8.0,5.0,4.59513881770397,5.9250935282508355
calibration,previous_12h,71,8.0,5.0,4.738031660638509,5.996279833449081
calibration,previous_12h,72,8.0,5.0,4.88163786395468,6.035477545691692
calibration,previous_12h,73,8.0,5.0,5.023836123542869,6.0841191640045755
