class,seed_index,hp,mp,str,con,dex,int,wis,cha
WARRIOR,90,7461,3080,155,173,49,59,49,43
WARRIOR,91,6082,2499,174,145,47,38,45,59
WARRIOR,92,7067,2935,173,162,54,53,50,32
WARRIOR,93,6842,2539,164,158,40,42,48,56
WARRIOR,94,7298,2418,169,167,46,45,42,48
WARRIOR,95,6895,2857,165,164,49,50,50,36
WARRIOR,96,6947,2667,182,154,43,43,46,52
WARRIOR,97,6242,2671,185,146,48,55,37,49
WARRIOR,98,8262,2893,147,177,49,52,51,58
WARRIOR,99,7431,2646,162,160,59,50,49,42
WARRIOR,100,6974,2908,147,171,48,59,42,61
WARRIOR,101,7345,2796,149,172,46,52,47,54
WARRIOR,102,7539,2508,161,165,54,54,36,51
WARRIOR,103,7320,2415,158,175,51,47,40,44
WARRIOR,104,7093,2668,164,165,43,44,46,55
WARRIOR,105,7323,2641,162,173,42,47,47,58
WARRIOR,106,7056,3144,165,171,44,53,59,31
WARRIOR,107,6818,2638,163,159,46,47,45,48
WARRIOR,108,6955,2985,160,157,50,54,55,52
WARRIOR,109,7689,2740,148,165,56,48,48,58
WARRIOR,110,6278,2509,165,147,61,40,51,44
WARRIOR,111,6845,2978,165,157,57,58,46,51
WARRIOR,112,7188,2517,163,162,50,46,52,46
WARRIOR,113,7135,2909,146,175,40,52,53,51
WARRIOR,114,7397,2544,154,174,47,42,51,52
WARRIOR,115,6633,3087,167,156,41,49,64,46
WARRIOR,116,6394,2753,164,148,60,47,52,51
WARRIOR,117,7122,2631,149,165,40,58,40,54
WARRIOR,118,7283,2656,168,155,50,51,50,48
WARRIOR,119,6572,2744,157,155,47,50,51,46
WARRIOR,120,7464,2459,171,159,53,51,37,42
WARRIOR,121,7565,2387,176,163,48,48,41,40
WARRIOR,122,7352,2412,156,165,51,48,41,50
WARRIOR,123,7072,3102,148,167,48,60,55,45
WARRIOR,124,7143,2858,159,165,42,49,56,50
WARRIOR,125,7053,2378,166,161,54,51,37,48
WARRIOR,126,6245,2673,183,145,53,39,52,52
WARRIOR,127,6226,2687,169,145,51,48,52,48
WARRIOR,128,7070,2310,165,168,40,36,45,49
WARRIOR,129,7818,2600,167,172,55,45,49,35
WARRIOR,130,6694,2683,179,156,55,48,50,49
WARRIOR,131,7551,2432,152,167,51,46,42,61
WARRIOR,132,7841,2829,165,175,44,47,53,41
WARRIOR,133,6610,2985,175,150,55,46,51,55
WARRIOR,134,7133,2493,163,165,50,40,49,55
WARRIOR,135,6527,2565,164,155,54,39,53,53
WARRIOR,136,7559,2437,160,166,51,54,41,48
WARRIOR,137,6782,2383,172,155,53,41,47,48
WARRIOR,138,8132,2441,162,177,47,38,49,51
WARRIOR,139,7132,2777,156,165,43,48,55,46
WARRIOR,140,7451,2689,152,177,45,44,50,53
WARRIOR,141,6485,2633,175,145,62,47,49,39
WARRIOR,142,6750,2767,160,153,51,52,47,58
WARRIOR,143,7490,2551,158,173,45,46,46,49
WARRIOR,144,7362,2900,156,171,52,60,44,43
WARRIOR,145,7466,2748,161,175,51,52,47,36
WARRIOR,146,7457,2450,150,173,51,46,42,50
WARRIOR,147,6750,2567,159,154,59,45,47,54
WARRIOR,148,6762,2887,163,166,41,53,52,36
WARRIOR,149,6624,2618,172,159,57,48,46,33
WARRIOR,150,7147,2902,147,170,51,42,60,45
WARRIOR,151,6826,2573,182,143,56,46,43,51
WARRIOR,152,7712,2760,156,170,50,50,49,56
WARRIOR,153,6811,2698,154,164,50,55,48,48
WARRIOR,154,7415,2831,148,173,38,49,56,60
WARRIOR,155,6433,2673,177,153,50,39,54,41
WARRIOR,156,7212,2809,168,166,48,48,52,46
WARRIOR,157,6955,3060,158,163,51,48,63,51
WARRIOR,158,7301,2518,168,163,46,46,42,56
WARRIOR,159,7991,2413,157,180,43,53,45,39
WARRIOR,160,6586,3043,150,157,55,55,55,48
WARRIOR,161,7139,2456,168,174,52,49,42,43
WARRIOR,162,7634,2602,156,170,50,55,39,54
WARRIOR,163,7062,2779,164,159,53,48,51,47
WARRIOR,164,7191,2512,155,160,55,56,37,51
WARRIOR,165,6499,2800,173,150,45,57,43,55
WARRIOR,166,7057,2537,164,164,45,42,55,51
WARRIOR,167,7738,2899,146,181,49,44,60,39
WARRIOR,168,6660,2973,162,157,55,57,49,43
WARRIOR,169,6847,2679,159,160,62,55,48,37
WARRIOR,170,6510,3134,167,152,33,57,55,51
WARRIOR,171,7051,2891,159,171,50,44,51,49
WARRIOR,172,7080,2387,176,156,55,42,49,39
WARRIOR,173,6570,2652,167,151,40,45,51,48
WARRIOR,174,7474,2317,150,179,52,41,39,49
WARRIOR,175,6225,2707,169,143,55,50,47,49
WARRIOR,176,7670,2570,152,175,45,51,47,44
WARRIOR,177,6930,2993,169,154,55,46,60,44
WARRIOR,178,6748,2351,162,162,48,38,46,57
WARRIOR,179,7598,2420,156,178,51,47,42,51
WARRIOR,180,6643,2995,173,157,45,59,52,48
WARRIOR,181,7447,2757,163,170,52,39,57,53
WARRIOR,182,7176,3255,155,167,43,47,67,41
WARRIOR,183,6340,2795,184,145,49,49,51,42
WARRIOR,184,8623,2133,140,189,35,45,37,57
WARRIOR,185,6385,3141,178,151,49,47,62,36
WARRIOR,186,7024,1998,161,170,54,39,32,49
WARRIOR,187,6644,2852,161,157,56,46,49,52
WARRIOR,188,7507,2769,164,177,39,41,58,42
WARRIOR,189,6290,2656,177,139,53,42,53,53
WARRIOR,190,6099,2844,169,142,53,52,58,48
WARRIOR,191,6578,2636,177,150,56,49,44,42
WARRIOR,192,7468,2850,168,164,55,52,51,37
WARRIOR,193,6243,2373,171,153,40,41,44,54
WARRIOR,194,7153,2495,173,150,50,48,48,42
WARRIOR,195,7328,3063,155,161,40,58,53,50
WARRIOR,196,6977,2673,158,168,45,43,46,49
WARRIOR,197,7145,2738,161,162,55,51,42,57
WARRIOR,198,6873,2661,162,162,57,53,42,48
WARRIOR,199,7259,3045,159,162,43,51,57,52
WARRIOR,200,7720,2521,151,184,52,39,46,46
WARRIOR,201,6737,2858,176,153,50,38,61,41
WARRIOR,202,7235,2763,167,161,45,51,46,39
WARRIOR,203,6950,2755,167,162,38,51,53,40
WARRIOR,204,7272,3080,153,174,34,59,50,38
WARRIOR,205,6805,2838,161,159,40,54,47,50
WARRIOR,206,5972,2645,185,140,39,45,52,46
WARRIOR,207,7074,2556,159,163,57,42,49,44
WARRIOR,208,6143,2720,169,148,36,47,50,59
WARRIOR,209,5781,2723,174,141,55,44,53,56
WARRIOR,210,6741,2551,160,160,53,47,39,52
WARRIOR,211,7658,2612,162,175,50,47,43,46
WARRIOR,212,7991,3222,150,178,40,55,57,43
WARRIOR,213,6233,2992,165,156,45,41,62,45
WARRIOR,214,6567,2769,156,154,38,48,62,49
WARRIOR,215,7204,2537,174,166,41,43,45,50
WARRIOR,216,7117,2804,177,157,47,52,47,50
WARRIOR,217,6534,2583,167,155,58,49,43,45
WARRIOR,218,6658,2643,162,157,53,51,37,56
WARRIOR,219,7587,2555,165,166,42,39,51,51
WARRIOR,220,7070,2857,169,158,41,54,52,54
WARRIOR,221,6855,2417,178,156,49,49,39,43
WARRIOR,222,6790,2932,172,158,45,51,57,46
WARRIOR,223,6556,3053,154,162,52,52,51,53
WARRIOR,224,7081,2645,159,169,51,47,46,48
WARRIOR,225,7284,2948,159,169,53,51,50,46
WARRIOR,226,6935,2692,155,166,50,46,48,47
WARRIOR,227,7095,2864,143,161,58,54,51,42
WARRIOR,228,7737,2751,152,178,46,50,48,46
WARRIOR,229,7014,3214,164,170,42,52,58,40
WARRIOR,230,7687,2525,163,175,52,46,45,40
WARRIOR,231,7008,2741,167,155,52,51,50,44
WARRIOR,232,6400,2527,184,142,56,45,48,48
WARRIOR,233,6507,2842,173,154,37,55,51,53
WARRIOR,234,6397,2757,170,149,49,49,51,46
WARRIOR,235,7025,2760,161,167,48,59,42,47
WARRIOR,236,6673,2865,158,163,44,61,44,40
WARRIOR,237,6801,2945,162,155,45,46,53,61
WARRIOR,238,7066,2551,171,165,36,54,36,56
WARRIOR,239,7029,2592,169,167,37,41,47,51
WARRIOR,240,7146,2722,152,177,40,49,45,51
WARRIOR,241,6628,3054,175,148,41,59,52,52
WARRIOR,242,6731,2793,157,156,47,47,52,55
WARRIOR,243,7319,2709,163,164,40,48,48,47
WARRIOR,244,6324,2208,180,153,60,40,32,53
WARRIOR,245,6420,2526,171,151,44,53,47,52
WARRIOR,246,7117,2469,157,169,55,43,49,49
WARRIOR,247,7121,2507,152,166,50,47,44,55
WARRIOR,248,7109,2678,179,158,36,48,51,47
WARRIOR,249,6197,2839,167,148,51,53,46,51
WARRIOR,250,7010,2798,155,162,48,55,47,42
WARRIOR,251,6705,2334,161,159,51,41,46,61
WARRIOR,252,6685,2118,175,156,57,41,42,44
WARRIOR,253,6772,2820,165,152,55,61,38,50
WARRIOR,254,7247,2693,158,167,44,44,51,52
WARRIOR,255,6844,2651,166,162,54,48,48,41
WARRIOR,256,6876,3331,150,163,46,67,50,49
WARRIOR,257,7282,2682,158,162,50,37,52,58
WARRIOR,258,7138,2612,167,164,47,49,42,54
WARRIOR,259,7172,2523,174,160,39,52,42,41
WARRIOR,260,6389,2669,165,154,54,45,46,51
WARRIOR,261,7030,2677,159,166,49,50,47,49
WARRIOR,262,7127,2743,161,162,46,38,58,53
WARRIOR,263,6863,3017,150,162,54,60,48,52
WARRIOR,264,7040,3052,154,160,38,58,56,54
WARRIOR,265,7132,2521,151,171,45,42,49,48
WARRIOR,266,7159,2756,159,162,48,39,58,55
WARRIOR,267,7463,2843,156,172,44,46,52,55
WARRIOR,268,6445,2333,167,149,51,39,47,46
WARRIOR,269,6918,2769,164,169,45,49,47,51
WARRIOR,270,7222,2843,160,175,43,38,58,47
WARRIOR,271,7055,2564,155,166,49,45,47,49
WARRIOR,272,5672,2920,175,139,52,56,47,52
WARRIOR,273,6396,3111,154,153,54,56,51,48
WARRIOR,274,6370,2933,170,153,62,41,57,44
WARRIOR,275,7953,2627,149,180,59,51,35,45
WARRIOR,276,6505,2544,164,155,50,57,32,53
WARRIOR,277,6702,3103,169,152,59,57,50,44
WARRIOR,278,7668,2866,149,177,52,51,53,56
WARRIOR,279,7500,2348,177,162,47,36,43,45
WARRIOR,280,7253,2917,157,172,32,56,51,59
WARRIOR,281,6437,2737,171,160,38,52,46,52
WARRIOR,282,6754,2718,172,151,51,62,39,41
WARRIOR,283,6963,2613,168,162,48,44,49,47
WARRIOR,284,7174,2458,153,163,52,41,52,57
WARRIOR,285,7956,2519,139,182,57,42,52,46
WARRIOR,286,6783,3120,144,154,54,74,44,42
WARRIOR,287,6956,2714,169,160,52,43,51,48
WARRIOR,288,7310,2431,173,167,58,47,42,36
WARRIOR,289,7425,2864,170,170,36,54,51,49
WARRIOR,290,6644,2502,156,152,58,41,49,54
WARRIOR,291,7246,2257,184,164,47,42,38,54
WARRIOR,292,6732,2807,165,153,50,47,52,49
WARRIOR,293,6216,2713,163,157,53,43,47,50
WARRIOR,294,8106,2517,159,178,58,34,49,44
WARRIOR,295,6626,2903,162,155,45,51,51,53
WARRIOR,296,7037,2517,170,159,52,42,40,62
WARRIOR,297,6809,2983,153,159,51,51,55,42
WARRIOR,298,7382,2611,159,166,47,41,51,49
WARRIOR,299,7159,2819,161,167,39,55,50,54
WARRIOR,300,7164,2865,154,167,49,48,56,39
WARRIOR,301,6480,2635,169,158,42,50,41,52
WARRIOR,302,6752,2698,166,161,50,55,44,44
WARRIOR,303,7950,2656,149,178,64,49,43,40
WARRIOR,304,6515,2667,175,148,59,54,42,39
WARRIOR,305,7540,2584,165,173,46,51,45,44
WARRIOR,306,6415,2684,157,155,52,49,47,50
WARRIOR,307,6684,2542,174,159,43,49,41,52
WARRIOR,308,6128,2381,167,149,34,43,49,62
WARRIOR,309,6700,2392,165,159,35,45,44,58
WARRIOR,310,6597,2636,162,155,52,41,54,56
WARRIOR,311,8149,2604,145,183,53,55,40,45
WARRIOR,312,6706,3001,156,160,50,53,49,55
WARRIOR,313,7532,2315,160,165,57,43,40,52
WARRIOR,314,6397,2884,162,157,51,54,50,43
WARRIOR,315,6592,2484,172,153,51,45,48,40
WARRIOR,316,6978,2512,175,156,51,42,49,44
WARRIOR,317,7481,2496,148,167,47,48,45,52
WARRIOR,318,6711,2385,178,156,48,35,48,58
WARRIOR,319,6541,2640,167,151,46,43,51,50
WARRIOR,320,6827,3082,158,163,45,50,56,50
WARRIOR,321,7599,2708,157,175,53,43,50,51
WARRIOR,322,6454,2948,171,153,50,54,48,49
WARRIOR,323,7594,2698,129,187,54,52,44,48
WARRIOR,324,7773,2657,151,170,56,53,48,41
WARRIOR,325,6698,3318,167,156,31,58,60,54
WARRIOR,326,6815,2950,163,151,49,48,58,45
WARRIOR,327,6523,2557,171,153,46,55,42,49
WARRIOR,328,7234,2279,159,173,41,45,31,53
WARRIOR,329,6277,2705,171,153,49,49,47,50
WARRIOR,330,7703,2953,169,174,47,54,48,39
WARRIOR,331,6918,2774,158,154,48,47,60,54
WARRIOR,332,7031,2650,158,167,35,49,46,53
WARRIOR,333,6791,3078,151,164,40,61,48,49
WARRIOR,334,7665,2579,152,179,36,48,48,62
WARRIOR,335,7780,2935,150,175,39,47,57,50
WARRIOR,336,7010,3050,156,164,50,54,53,53
WARRIOR,337,7400,2843,168,167,35,51,58,46
WARRIOR,338,6431,2672,173,150,48,49,43,60
WARRIOR,339,6968,2737,162,170,36,47,52,52
WARRIOR,340,6387,2745,170,154,42,44,50,57
WARRIOR,341,7324,2520,148,173,55,43,47,59
WARRIOR,342,6527,2439,175,153,63,40,40,48
WARRIOR,343,6703,2582,166,159,56,53,39,49
WARRIOR,344,7586,2497,156,173,49,45,46,51
WARRIOR,345,7225,2654,167,157,49,44,54,47
WARRIOR,346,8102,2771,143,193,42,45,54,47
WARRIOR,347,6937,2466,168,167,51,45,42,44
WARRIOR,348,7502,2653,149,168,53,52,48,40
WARRIOR,349,7378,2728,153,175,46,42,57,49
WARRIOR,350,6514,2962,174,155,40,50,51,46
WARRIOR,351,7146,2651,160,166,47,54,49,42
WARRIOR,352,6673,2857,171,156,49,57,45,38
WARRIOR,353,7010,2698,171,151,57,55,36,50
WARRIOR,354,7426,2419,152,173,46,51,46,40
WARRIOR,355,7226,2551,155,167,45,44,48,55
WARRIOR,356,7199,2826,167,158,59,47,53,51
WARRIOR,357,6850,2536,170,157,63,50,42,34
WARRIOR,358,6729,2535,161,158,59,44,43,58
WARRIOR,359,7451,3140,156,166,49,45,72,47
WARRIOR,360,7335,2579,166,164,61,44,45,43
WARRIOR,361,6464,2547,161,151,56,47,46,50
WARRIOR,362,7134,2658,163,170,46,41,50,60
WARRIOR,363,7592,2884,157,164,47,43,59,58
WARRIOR,364,6670,2713,162,161,47,45,49,58
WARRIOR,365,7592,2170,161,172,53,44,39,49
WARRIOR,366,7089,2344,158,162,51,40,48,53
WARRIOR,367,6294,2677,177,148,42,41,57,49
WARRIOR,368,6160,2420,173,146,50,45,41,51
WARRIOR,369,7318,2870,160,173,41,50,53,42
WARRIOR,370,8410,2728,134,200,49,44,52,35
WARRIOR,371,6314,2732,181,143,48,47,55,50
WARRIOR,372,6593,2415,161,157,50,32,50,65
WARRIOR,373,7674,2929,159,171,58,52,49,33
WARRIOR,374,7907,2774,154,176,49,44,50,46
WARRIOR,375,6558,3063,159,152,44,46,65,52
WARRIOR,376,7689,2508,151,179,55,46,43,43
WARRIOR,377,6778,2904,166,155,38,58,48,66
WARRIOR,378,7566,2652,171,160,56,54,46,45
WARRIOR,379,6088,2894,169,142,58,46,61,41
WARRIOR,380,6224,2719,186,146,52,53,45,36
WARRIOR,381,6904,2869,159,157,57,47,46,50
WARRIOR,382,7495,2904,155,168,50,51,56,42
WARRIOR,383,6295,2803,177,147,54,46,52,55
WARRIOR,384,5767,2832,193,132,41,48,50,47
WARRIOR,385,6662,2994,158,165,45,54,50,47
WARRIOR,386,7155,2688,159,161,50,42,57,46
WARRIOR,387,6280,2773,170,151,48,46,51,51
WARRIOR,388,7279,2816,159,164,45,42,57,47
WARRIOR,389,6849,2561,164,162,53,42,48,43
WARRIOR,390,7621,2525,147,182,44,47,42,60
WARRIOR,391,6880,2805,180,155,41,37,51,48
WARRIOR,392,5968,2734,172,134,47,52,55,52
WARRIOR,393,7165,2726,175,160,50,47,50,38
WARRIOR,394,7211,2765,162,162,66,56,42,33
WARRIOR,395,6889,2887,166,159,37,52,54,47
WARRIOR,396,7191,3010,146,175,48,50,56,48
WARRIOR,397,7477,2889,155,173,41,42,55,55
WARRIOR,398,8345,2546,144,188,53,52,37,51
WARRIOR,399,6666,2854,150,169,60,45,57,42
WARRIOR,400,6728,2557,160,161,49,44,47,48
WARRIOR,401,7882,2812,141,176,62,43,52,42
WARRIOR,402,7546,2193,179,168,44,40,36,52
WARRIOR,403,7035,2766,149,167,53,51,46,49
WARRIOR,404,6776,2715,155,169,43,45,46,52
WARRIOR,405,6986,2771,149,161,56,54,50,43
WARRIOR,406,6179,3373,169,141,54,61,59,44
WARRIOR,407,6811,3219,130,178,52,56,53,51
WARRIOR,408,7420,2938,161,179,51,55,46,42
WARRIOR,409,8091,2932,162,173,52,50,51,38
WARRIOR,410,7455,2856,151,165,51,48,51,55
WARRIOR,411,7470,2663,157,166,46,51,51,39
WARRIOR,412,7890,2642,152,179,47,41,44,48
WARRIOR,413,7375,2786,164,167,53,55,37,55
WARRIOR,414,6411,2563,174,151,46,49,46,45
WARRIOR,415,7600,2636,158,171,48,44,48,46
WARRIOR,416,6402,2634,179,146,48,52,43,50
WARRIOR,417,6988,2618,166,159,43,43,51,50
WARRIOR,418,7730,2451,156,181,43,40,42,48
WARRIOR,419,6958,3009,150,173,45,49,58,37
WARRIOR,420,7367,2245,156,179,52,43,34,40
WARRIOR,421,7322,2488,157,166,48,50,47,49
WARRIOR,422,6854,2610,175,153,48,45,50,48
WARRIOR,423,7126,3037,162,172,43,54,50,44
WARRIOR,424,6867,2727,153,165,60,47,45,51
WARRIOR,425,7726,2362,147,176,50,41,44,57
WARRIOR,426,6660,3002,166,154,51,57,51,40
WARRIOR,427,6317,2898,167,149,60,68,40,48
WARRIOR,428,7085,2960,169,160,53,59,48,42
WARRIOR,429,6819,2962,157,164,53,53,49,50
WARRIOR,430,5937,2774,158,151,49,52,42,62
WARRIOR,431,7265,2487,185,154,55,38,51,42
WARRIOR,432,7707,2614,164,170,58,51,42,40
WARRIOR,433,7593,2567,167,169,48,51,37,44
WARRIOR,434,6716,2460,166,152,53,32,52,61
WARRIOR,435,6410,2342,177,153,46,43,39,54
WARRIOR,436,7243,2350,168,158,46,42,46,54
WARRIOR,437,7121,2991,167,160,55,57,50,45
WARRIOR,438,7624,2675,153,180,61,46,47,44
WARRIOR,439,7086,2280,172,162,46,45,43,49
WARRIOR,440,7072,2770,172,161,41,58,43,52
WARRIOR,441,7311,2602,165,163,48,52,43,52
WARRIOR,442,6859,2865,176,158,41,44,56,44
WARRIOR,443,6757,2819,160,156,50,50,54,41
WARRIOR,444,6626,2527,183,149,46,46,41,44
WARRIOR,445,6258,2943,163,156,55,52,46,48
WARRIOR,446,7082,3245,156,164,50,58,63,39
WARRIOR,447,7478,2514,156,172,40,49,44,57
WARRIOR,448,6584,2678,159,154,43,50,52,53
WARRIOR,449,6970,2399,176,151,49,39,46,55
WARRIOR,450,6964,2559,157,165,58,43,50,46
WARRIOR,451,6616,2539,152,165,59,48,43,43
WARRIOR,452,6697,2943,181,140,60,57,42,45
WARRIOR,453,6587,2577,172,152,48,38,49,55
WARRIOR,454,7549,2691,157,168,59,50,45,43
WARRIOR,455,6897,2880,159,168,42,49,50,52
WARRIOR,456,6385,2698,171,146,41,57,48,45
WARRIOR,457,8282,2928,141,191,43,53,51,42
WARRIOR,458,6980,2859,169,163,42,59,40,43
WARRIOR,459,7592,2493,168,171,39,41,50,56
WARRIOR,460,7171,2643,163,164,52,47,45,47
WARRIOR,461,6931,2467,153,161,59,51,46,41
WARRIOR,462,6831,2657,177,155,55,43,48,45
WARRIOR,463,7238,2840,169,161,49,45,51,49
WARRIOR,464,6852,2760,153,154,50,47,51,55
WARRIOR,465,7690,2313,155,174,49,49,37,57
WARRIOR,466,7180,2701,162,166,57,48,45,47
WARRIOR,467,6299,2996,173,144,37,54,62,51
WARRIOR,468,7177,2637,154,167,48,51,41,54
WARRIOR,469,7211,2547,173,164,38,51,37,50
WARRIOR,470,7809,2603,171,170,40,40,46,59
WARRIOR,471,7225,2924,144,171,57,44,63,47
WARRIOR,472,7434,2519,169,171,50,47,44,35
WARRIOR,473,7745,3008,159,174,43,55,53,38
WARRIOR,474,6135,3090,171,145,44,59,49,50
WARRIOR,475,6392,2686,165,149,49,52,47,47
WARRIOR,476,7285,2967,151,172,50,53,45,53
WARRIOR,477,7190,2726,155,166,42,49,48,55
WARRIOR,478,6495,2771,160,161,41,47,59,47
WARRIOR,479,7042,2725,162,165,45,49,48,42
WARRIOR,480,6836,3133,148,160,52,50,63,45
WARRIOR,481,7499,2764,158,170,47,47,49,62
WARRIOR,482,7186,2578,171,165,50,48,40,42
WARRIOR,483,7990,2509,167,185,55,45,32,55
WARRIOR,484,7238,2586,159,166,54,52,42,42
WARRIOR,485,6612,2999,155,163,49,39,66,52
WARRIOR,486,7380,2533,162,162,43,43,50,53
WARRIOR,487,7252,2576,148,167,51,44,52,51
WARRIOR,488,7216,2425,161,170,55,44,45,42
WARRIOR,489,6695,2270,175,155,51,50,38,48
WARRIOR,490,6754,2843,165,156,47,59,39,53
WARRIOR,491,6712,2927,179,148,36,53,56,42
WARRIOR,492,7642,2173,152,179,56,35,44,56
WARRIOR,493,6641,2773,175,149,50,47,53,42
WARRIOR,494,6936,2555,166,162,43,51,39,57
WARRIOR,495,7472,3532,150,169,46,61,60,52
WARRIOR,496,7047,2673,173,170,45,51,47,39
WARRIOR,497,6913,2421,158,162,46,48,46,55
WARRIOR,498,7517,2079,163,168,53,42,37,37
WARRIOR,499,6633,3041,169,153,38,53,58,39
WARRIOR,500,6913,2860,152,164,54,53,50,37
WARRIOR,501,5548,2668,186,132,50,47,50,49
WARRIOR,502,6830,2684,175,162,50,56,39,47
WARRIOR,503,7527,2430,169,169,41,46,41,54
WARRIOR,504,6444,2783,168,152,47,58,42,50
WARRIOR,505,6502,2783,160,147,55,45,47,72
WARRIOR,506,6713,2735,169,157,43,39,63,52
WARRIOR,507,7128,3042,162,159,51,56,55,44
WARRIOR,508,7178,2805,158,174,43,47,55,47
WARRIOR,509,5928,2774,178,149,41,38,59,46
WARRIOR,510,7524,3024,150,174,42,48,46,58
WARRIOR,511,7785,2591,136,179,49,44,45,63
WARRIOR,512,6643,2791,152,148,51,49,63,60
WARRIOR,513,6852,2960,168,149,55,53,57,35
WARRIOR,514,6992,2703,170,161,55,49,43,51
WARRIOR,515,7634,2985,161,166,46,58,50,55
